feature,gain_sum,gain_mean
GATS1pe,181.15520020201802,36.231040040403606
GATS6d,180.267731256783,36.0535462513566
TopoPSA,179.72767429053783,35.945534858107564
AATSC3dv,178.70623786374927,35.741247572749856
nBondsD,177.2853648290038,35.45707296580076
VR1_Dzm,175.4770050048828,35.095401000976565
GATS1d,174.84711952134967,34.96942390426993
C1SP2,172.98414451256394,34.59682890251279
ATSC7v,172.46756163798273,34.49351232759655
ATSC7d,171.45928654819727,34.291857309639454
GGI4,170.53703132737428,34.10740626547486
ATSC1i,169.90564381703734,33.98112876340747
ETA_shape_y,169.33596208970994,33.867192417941986
GATS2i,169.27169372700155,33.85433874540031
piPC8,168.6140647958964,33.72281295917928
JGI5,168.28870882466435,33.65774176493287
BCUTpe-1h,168.0866142399609,33.617322847992185
GATS3s,167.6810734346509,33.53621468693018
Diameter,167.14669306203723,33.42933861240745
ATSC1d,166.8124673627317,33.36249347254634
VE1_Dzse,166.39266976714134,33.278533953428266
AATS7s,165.7664076127112,33.15328152254224
JGI4,165.52775571867824,33.105551143735646
AATSC5d,164.5546201877296,32.91092403754592
GATS3c,162.5367040131241,32.507340802624825
EState_VSA7,159.82306535355747,31.964613070711493
AXp-0dv,159.48129259422421,31.896258518844842
SaasC,158.33750587143004,31.66750117428601
ZMIC4,158.28868814744055,31.65773762948811
ATS0pe,158.21364644169807,31.642729288339616
EState_VSA9,156.10882682166994,31.221765364333987
Xpc-6d,155.3301438242197,31.066028764843942
CIC2,155.04526609554887,31.009053219109774
ATSC7s,153.60734475404024,30.72146895080805
complex_iplddt,152.79021049290895,30.55804209858179
SMR_VSA6,151.3096345961094,30.261926919221878
GATS7p,151.02301802672446,30.204603605344893
ATS4s,150.62650246918201,30.125300493836402
ligand_iptm,150.45763510465622,30.091527020931245
