feature,gain_sum,rank
AATS8Z,39.036168958526105,816
MDEN-33,39.02251478959806,817
MATS8v,39.01395486854017,818
SssO,39.010233600391075,819
MATS8Z,39.00566369970329,820
CIC1,38.927487675100565,821
AATS4d,38.59870916744694,822
ATSC6m,38.59460745775141,823
AATSC7pe,38.58638112060726,824
AATSC2are,38.434934854041785,825
SpDiam_Dzp,38.40394162503071,826
GATS8m,38.342200769111514,827
piPC5,38.19319240981713,828
IC5,38.08980596717447,829
C3SP3,38.032760202884674,830
ETA_eta_FL,37.922220257343724,831
Mi,37.72745720879175,832
MATS1v,37.59479437954724,833
ATS0m,37.48021586146206,834
SsOH,37.36610337207094,835
AATSC3m,37.27430102042854,836
GATS7m,37.14813901251182,837
C2SP3,37.11742143565789,838
AATSC1pe,37.00774545012973,839
AATSC3pe,36.90117682283744,840
AATS4se,36.48495087912306,841
GATS3v,36.35678235045634,842
AETA_alpha,36.32364402804524,843
AATS2v,36.21161439130083,844
Xp-2d,36.09430205076933,845
GGI1,35.94824936892837,846
AATSC1are,35.92542915418744,847
SdO,35.916361398180015,848
ATSC6p,35.80256313679274,849
MATS5pe,35.63081923453137,850
AATSC6i,35.447484144126065,851
NsssCH,35.31357466196641,852
AATSC2i,35.18088934663683,853
Mv,35.16622740030289,854
AATSC5p,35.15979401464574,855
AATS8are,34.943360371282324,856
ATS0are,34.894311790238135,857
AXp-7dv,34.83080685068853,858
ligand_iptm,34.81230109138414,859
MATS6i,34.78959221439436,860
nBridgehead,34.76934321038425,861
ATS4d,34.759364870842546,862
MATS2p,34.59382656426169,863
BCUTp-1h,34.585185611387715,864
n7HRing,34.41156496666372,865
Xc-4d,34.399312276393175,866
ATSC4are,34.367379993898794,867
GATS1v,34.27299181930721,868
GATS3are,34.070260317763314,869
mZagreb1,33.9742351686582,870
AATSC4p,33.9285160289146,871
MATS3pe,33.89530929829925,872
AATSC4pe,33.7973239463754,873
Xch-5dv,33.75984732341021,874
AATSC3are,33.65862359921448,875
SpAD_DzZ,33.60079119447619,876
AATS2p,33.57813642988913,877
ATS2s,33.56385510740802,878
MATS5m,33.56348382704891,879
MATS7are,33.49267090589274,880
ATSC6are,33.4820811515674,881
ATS8d,33.39145261188969,882
ATS3m,33.28702453174628,883
GATS2se,32.93185849301517,884
ETA_dEpsilon_B,32.90017172135413,885
TIC3,32.85857006558217,886
ATS8p,32.737951658666134,887
MDEC-34,32.687098395079374,888
AATS1d,32.686035895720124,889
MATS4are,32.61923243664205,890
SIC4,32.4336728528142,891
AATS1p,32.399975307518616,892
SsssCH,32.345676195342094,893
ATSC2v,32.333098161034286,894
AATSC7dv,32.29068555030972,895
SpAD_D,32.18369868583977,896
JGT10,32.024132797610946,897
ATS6are,31.959783183177933,898
MATS6pe,31.854057327262126,899
SpMAD_Dzse,31.762404408073053,900
MATS7m,31.62634209753014,901
MINaaO,31.564268340356648,902
ATS2m,31.542202709708363,903
AATS0dv,31.47156990109943,904
AATSC5dv,31.47026236425154,905
n6aHRing,31.431699266191572,906
AATSC2p,31.387280610622838,907
MIC3,31.3080301489681,908
AATSC3p,31.272268114611506,909
complex_plddt,31.181208961526863,910
MATS6se,31.161863524699584,911
SMR_VSA4,31.059583304217085,912
ATSC1Z,30.731735760113224,913
MPC4,30.690726491156965,914
AATSC5i,30.436399157275446,915
ATSC3se,30.421633053803816,916
GATS8pe,30.41310492507182,917
BIC0,30.34277717838995,918
AATSC4v,30.28909523738548,919
AATS7m,30.1944724409841,920
n9FaRing,29.879238978028297,921
AATS4s,29.808175813406706,922
MAXdCH2,29.747419834136963,923
BCUTse-1l,29.719737976090983,924
AATSC6se,29.56642058759462,925
AATSC8se,29.49676898366306,926
AATSC5c,29.433314251480624,927
ATSC4p,29.254721643403172,928
SpMAD_Dzm,29.242369298823178,929
MAXsssCH,29.181933794170618,930
AATS3se,29.056023374199867,931
piPC1,28.981291667791083,932
AATSC6are,28.920496040489525,933
MWC08,28.818261064589024,934
AATS3are,28.79910106677562,935
AATSC7m,28.78044394007884,936
ETA_epsilon_2,28.769634254742414,937
AATSC4are,28.735946726985276,938
AATS3pe,28.56519543332979,939
n6Ring,28.30787879275158,940
GATS1p,28.26980205764994,941
MATS5Z,28.254964252002537,942
ATS2p,28.22021323349327,943
nBondsM,28.144278815947473,944
VR2_Dzi,28.004136845469475,945
MATS6dv,27.973956723464653,946
SpDiam_Dzpe,27.924170784652233,947
CIC4,27.809224222786725,948
AATS8pe,27.78180945990607,949
SM1_Dzp,27.541061846306548,950
AATS3Z,27.50129958242178,951
AATSC8v,27.47679800214246,952
Zagreb1,27.472704201936722,953
AETA_eta_B,27.35851206816733,954
ATSC3m,27.30647905508522,955
AATS4dv,26.966881528496742,956
ATSC8m,26.960951364133507,957
ETA_eta_F,26.921214461675845,958
AATSC0m,26.8886584835127,959
ATS3i,26.828486729878932,960
ATSC3are,26.791322486358695,961
VSA_EState9,26.783024883363396,962
MATS5se,26.627526969416067,963
VR3_Dzse,26.47009015083313,964
DetourIndex,26.462405549362302,965
ATSC0se,26.426884906366467,966
AATS1dv,26.264899446628988,967
ATS7d,26.16553379315883,968
TMPC10,26.165495604276657,969
AATSC5pe,26.137964213150553,970
BCUTdv-1l,26.039115636143833,971
AATSC6p,25.82826017891057,972
ATS7se,25.808816489879973,973
AATS2dv,25.78584304288961,974
MATS6m,25.76443737419322,975
ATSC8are,25.763563852990046,976
AATS5Z,25.737755831331015,977
PEOE_VSA13,25.648929116432555,978
AATS4Z,25.588041730457917,979
SM1_Dzare,25.528744633542374,980
AATSC5se,25.52479440695606,981
AATS2se,25.502160508418456,982
AATS8se,25.33041727426462,983
ETA_beta_ns,25.283945739734918,984
ATS2Z,25.2362381471321,985
MWC07,25.20977323083207,986
AATSC7are,25.174578231060877,987
MWC10,25.165021092630923,988
SpDiam_Dzare,25.06444046762772,989
AATS2s,25.005867070984095,990
AATSC8Z,24.920973651111126,991
AATSC8are,24.81153136631474,992
ATS7are,24.731094799935818,993
ETA_eta_R,24.73072089580819,994
ATS4se,24.61495348997414,995
Mare,24.45170432399027,996
AATSC7Z,24.415906621841714,997
fragCpx,24.394751086831093,998
AATSC0dv,24.273449543397874,999
SpAD_A,24.213642155751586,1000
AATS0v,24.014086209237576,1001
ATS0v,23.989037968683988,1002
MATS6are,23.967390703968704,1003
AATS4m,23.800174586940557,1004
ATS1Z,23.760562244802713,1005
LabuteASA,23.68513637315482,1006
ATS6v,23.618287683930248,1007
MWC05,23.518995547201484,1008
n7Ring,23.352185789495707,1009
GGI2,23.301214090082794,1010
ETA_alpha,23.213522070553154,1011
AATSC0se,23.114855717867613,1012
AATSC7s,23.05320666031912,1013
ATS5d,23.033839026931673,1014
AATSC1v,22.993859481066465,1015
ATSC5m,22.95712555432692,1016
MATS5c,22.67526362510398,1017
AATSC0are,22.64747749408707,1018
AATSC4Z,22.57148180762306,1019
AATS6m,22.200185992754996,1020
SM1_Dzse,22.171025867573917,1021
GATS1Z,22.086376875755377,1022
ETA_beta_s,21.860756726469845,1023
ATS0s,21.542901740875095,1024
AATSC5are,21.44455208769068,1025
SM1_Dzpe,21.311679376056418,1026
MPC3,21.305293142795563,1027
ATSC0v,21.195260071195662,1028
AATS6Z,20.99417578568682,1029
AATSC1p,20.95638953940943,1030
AATS4pe,20.848593638744205,1031
nBondsKS,20.833974964916706,1032
ATS7pe,20.764474822208285,1033
ATSC0are,20.69717313349247,1034
n6ARing,20.615978073328733,1035
SpAD_Dzi,20.56695695221424,1036
SZ,20.557107805274427,1037
C1SP3,20.44505767803639,1038
AATS0i,20.414115341147408,1039
NaasC,20.297392869601026,1040
ATS1m,20.26196685153991,1041
AATSC6pe,20.19971243129112,1042
AATSC3v,20.147771805524826,1043
SlogP_VSA11,19.994743525981903,1044
PEOE_VSA5,19.79311508219689,1045
ATSC5are,19.739073495729826,1046
SM1_DzZ,19.675014518899843,1047
GATS1m,19.65105541422963,1048
MIC0,19.563722970080562,1049
Xch-5d,19.373906940454617,1050
AATS7pe,19.05681453458965,1051
NaaN,18.855252022040077,1052
TIC4,18.76335683092475,1053
AATS3m,18.632266086060554,1054
ETA_dEpsilon_A,18.542756244540215,1055
AATS2m,18.41374442493543,1056
FCSP3,18.301676799776033,1057
AATSC6m,18.108515937812626,1058
AETA_beta_ns,17.743986058747396,1059
AATS7are,17.60724222380668,1060
MATS6Z,17.4938316331245,1061
ATS2are,17.16218042979017,1062
MAXsNH2,17.104040026199073,1063
AATS2pe,16.95955772185698,1064
nG12FRing,16.794470936059952,1065
EState_VSA10,16.59596476983279,1066
Sp,16.115935882087797,1067
PetitjeanIndex,16.079159903572872,1068
AATSC0pe,15.931831756606698,1069
MAXssO,15.637501981924288,1070
nFHRing,15.517774909734726,1071
AATS2are,15.396514632506296,1072
AATSC4m,15.323135719285347,1073
AATSC8p,15.096779412822798,1074
ETA_epsilon_3,15.028884616680443,1075
AATSC8m,14.933970937971026,1076
MDEN-12,14.91220815712586,1077
AATS0pe,14.900253861676902,1078
MATS8m,14.831207932438701,1079
SpAD_Dzv,14.669044299982488,1080
MPC5,14.650604087859392,1081
SsNH2,14.645951262675226,1082
Sm,14.592105749994516,1083
MATS8p,14.56068376172334,1084
SpAD_Dzpe,14.50466392794624,1085
n9FRing,14.504638239741325,1086
ATS3pe,14.392102248035371,1087
MINsOH,14.30550678120926,1088
ATS6d,14.215310832019895,1089
AATS7Z,14.087731747655198,1090
AATS4are,13.919388596899807,1091
SssssC,13.844316574279219,1092
Mp,13.80911959335208,1093
MAXaasN,13.715935846790671,1094
MPC6,13.634771888377145,1095
MWC06,13.445584909524769,1096
SM1_Dzm,13.44521975168027,1097
Mse,13.273891103919595,1098
VE3_Dzp,13.220100402832031,1099
AATS2Z,13.024484811583534,1100
AATSC6Z,12.867756271502003,1101
VR2_Dzse,12.861804068088531,1102
MINaasN,12.843723829835653,1103
BCUTare-1h,12.837113476125523,1104
MINsF,12.728218824137002,1105
MID,12.217274684458971,1106
VR2_Dzp,12.192046188283712,1107
MIC5,12.054652048274875,1108
nBonds,11.986619710922241,1109
VR2_Dzv,11.837752954568714,1110
MINssO,11.72244822315406,1111
Si,11.714799620211124,1112
nFAHRing,11.699798330664635,1113
PEOE_VSA4,11.596234989352524,1114
Xp-0d,11.520448721945286,1115
ATS2se,11.461192294955254,1116
nFARing,11.257093174848706,1117
SRW09,11.213816874660552,1118
SpAbs_A,11.08991688489914,1119
MDEO-22,11.064420479349792,1120
Spe,11.003198593389243,1121
ATS1se,10.852221817709506,1122
MIC4,10.550374176586047,1123
nAHRing,10.52426541596651,1124
SIC0,10.411472729872912,1125
MAXsF,10.407312201336026,1126
AATS0are,10.027953021228313,1127
SpDiam_Dzv,9.971272727940232,1128
SpDiam_Dzse,9.961326530668885,1129
MID_X,9.790492686908692,1130
AMID_X,9.486872948589735,1131
LogEE_Dzv,9.382643878925592,1132
SaaO,9.364358503371477,1133
AATS1Z,9.164039354887791,1134
StN,9.035485504195094,1135
ATS3are,8.870166257838719,1136
MAXsCl,8.589958279859275,1137
MZ,8.491687550209463,1138
nG12FHRing,8.486925587058067,1139
ATS5are,8.44222473911941,1140
NssCH2,8.330851290374994,1141
n6aRing,8.293816111981869,1142
ATS1pe,8.275139459874481,1143
nBondsA,8.090714779682457,1144
SRW07,8.060039585921913,1145
AATS1m,7.951435789465904,1146
n5HRing,7.88763615489006,1147
AATSC8pe,7.871503085829318,1148
VR3_Dzp,7.656342365313321,1149
HybRatio,7.344260714948177,1150
AATS0m,7.332124043256044,1151
MAXdsCH,7.22939540958032,1152
NdssC,7.167219678871334,1153
AATS1v,7.15072560030967,1154
Mm,6.877346391789615,1155
ETA_epsilon_1,6.847881915979087,1156
SpAbs_D,6.836634576320648,1157
VR2_DzZ,6.832487176172435,1158
ATS2pe,6.712947592604905,1159
ATS8are,6.6872932927217335,1160
ATS1are,6.666465416550636,1161
nC,6.552149772644043,1162
nRot,6.522538668476045,1163
mZagreb2,6.4365012045018375,1164
ATS6pe,6.417269960511476,1165
n9FHRing,6.406928680837154,1166
AATSC2v,6.333967020967975,1167
AATS0se,6.127849716227502,1168
VE2_Dt,6.068587043322623,1169
naRing,5.959751122631133,1170
VE2_D,5.958600044250488,1171
ETA_dAlpha_B,5.918286117725074,1172
AATS0Z,5.886115636210889,1173
SpAbs_Dzv,5.856354118091986,1174
VR1_D,5.832616734318435,1175
nG12FAHRing,5.793849527835846,1176
MAXddssS,5.781040467321873,1177
ATS0se,5.754967153072357,1178
SsCl,5.66861463105306,1179
TIC5,5.58385955542326,1180
TMWC10,5.501307059079409,1181
VR2_D,5.498360360972583,1182
ETA_beta_ns_d,5.400279998779297,1183
NsCH3,5.389188209548593,1184
VR2_Dzm,5.387850105762482,1185
Mpe,5.237828033044934,1186
VR1_Dzm,5.151480197906494,1187
LogEE_Dt,5.1096420884132385,1188
VE1_Dzp,4.700279489159584,1189
MDEC-24,4.661225972697139,1190
Xch-4dv,4.654762689489871,1191
n10FHRing,4.577899932861328,1192
VE1_Dzv,4.576519649475813,1193
nBondsKD,4.545277083059773,1194
MINssssC,4.440503025893122,1195
SRW04,4.420123867690563,1196
VE2_Dzv,4.33784416411072,1197
ETA_dPsi_A,3.9878866793587804,1198
nAtom,3.9719148948788643,1199
SpAD_Dzare,3.8987484201788902,1200
NaaCH,3.751422367990017,1201
SddssS,3.629259839653969,1202
VR2_Dzare,3.6055400371551514,1203
AMW,3.6035299599170685,1204
SpAbs_Dzi,3.4182849526405334,1205
Sse,3.299618024379015,1206
n7ARing,3.1286810636520386,1207
VE2_DzZ,3.0700787706300616,1208
nFRing,3.032555949408561,1209
n5aRing,2.840725004673004,1210
LogEE_DzZ,2.8068408966064453,1211
TopoShapeIndex,2.7859642021358013,1212
VE1_D,2.6576896717306226,1213
nO,2.639839355368167,1214
SpAbs_DzZ,2.6108550000935793,1215
SpAD_Dzm,2.599548419006169,1216
nBondsS,2.589288428425789,1217
VE2_Dzp,2.576120177982375,1218
VE1_Dt,2.4808286239858717,1219
SpAbs_Dzse,2.4373270579380915,1220
Xp-1d,2.426578586921096,1221
Xch-3d,2.3722390541806817,1222
Sare,2.323629967868328,1223
plddt_res209,2.320070988498628,1224
NssO,2.2599799633026123,1225
WPol,2.1899838256649673,1226
nH,2.1158817736431956,1227
MINsCl,2.1152083036722615,1228
Sv,1.9838579194620252,1229
MAXaaO,1.9094182350672781,1230
MINsNH2,1.8375748838298023,1231
SRW05,1.7059692637994885,1232
n10FaHRing,1.6350929886102676,1233
n7AHRing,1.5461739525198936,1234
MINddssS,1.4582030177116394,1235
VE2_Dzare,1.4299810007214546,1236
LogEE_Dzp,1.4190801810473204,1237
MAXssssC,1.4086511380737647,1238
MINaaS,1.3965698331594467,1239
SpDiam_Dzm,1.3823700100183487,1240
NaaaC,1.3432354256510735,1241
VE3_Dt,1.2691920101642609,1242
ABC,1.2446850165724754,1243
VE2_Dzm,1.2209609746932983,1244
VE3_D,1.2011236320249736,1245
NssNH,1.1382907347287983,1246
VR1_Dzv,1.09374627051875,1247
NaaO,1.0730600357055664,1248
NtsC,1.0317699909210205,1249
n5Ring,1.021403911523521,1250
MDEC-44,1.0195727795362473,1251
StsC,1.0132581945508718,1252
nX,0.9518449902534485,1253
nS,0.9350066781044006,1254
NsOH,0.8499897792935371,1255
Lipinski,0.7995672961696982,1256
VR1_Dt,0.7793458942323923,1257
Xch-4d,0.754076387733221,1258
nG12FARing,0.7418729960918427,1259
n9FAHRing,0.7110248804092407,1260
nAromAtom,0.6451754020527005,1261
n5ARing,0.6258388007991016,1262
MDEN-13,0.6171489953994751,1263
NsssN,0.6111460030078888,1264
n10FRing,0.5887918528169394,1265
nSpiro,0.5860339999198914,1266
VR2_Dzpe,0.49315188452601433,1267
MAXtN,0.46400898694992065,1268
VR3_Dzm,0.4634070098400116,1269
LogEE_Dzare,0.39264601469039917,1270
NaasN,0.39048289507627487,1271
VR1_Dzi,0.38144901394844055,1272
NaaNH,0.361176997423172,1273
SaaS,0.3590239882469177,1274
GhoseFilter,0.3510499894618988,1275
n5AHRing,0.345235611544922,1276
n4Ring,0.3243750035762787,1277
VR1_Dzpe,0.27733099460601807,1278
ATS4are,0.26500555593520403,1279
LogEE_Dzm,0.2573387995362282,1280
nARing,0.2536430060863495,1281
VR1_Dzse,0.2366980016231537,1282
Zagreb2,0.20886920019984245,1283
LogEE_D,0.1458419980481267,1284
n10FAHRing,0.14406099915504456,1285
n10FaRing,0.1348080039024353,1286
VE3_Dzv,0.12349849939346313,1287
SpAD_Dzse,0.05634599830955267,1288
VE1_Dzpe,0.052330099046230316,1289
VE3_DzZ,0.04372190125286579,1290
MINtN,0.0416703000664711,1291
VE2_Dzse,0.03783470019698143,1292
LogEE_A,0.03562871087342501,1293
SpAbs_Dzpe,0.02285691979341209,1294
ETA_dAlpha_A,0.02023790031671524,1295
SpMax_Dzp,0.013656700029969215,1296
SpAbs_Dzare,0.006886620074510574,1297
SlogP_VSA7,0.006402149796485901,1298
NssS,0.0033126899506896734,1299
MAXaaS,0.001988109899684787,1300
SpAbs_Dzm,0.001598419970832765,1301
NssssSn,0.0,1302
NsssssP,0.0,1303
NsssB,0.0,1304
SddssSe,0.0,1305
NsssP,0.0,1306
SRW02,0.0,1307
SRW03,0.0,1308
SaaSe,0.0,1309
SddsN,0.0,1310
SdssS,0.0,1311
SsNH3,0.0,1312
SsPH2,0.0,1313
SsSeH,0.0,1314
SssBH,0.0,1315
SssBe,0.0,1316
SpMax_D,0.0,1317
SssGeH2,0.0,1318
NddssSe,0.0,1319
NssGeH2,0.0,1320
NssssSi,0.0,1321
SssssGe,0.0,1322
SssssBe,0.0,1323
SsssdAs,0.0,1324
SsssSnH,0.0,1325
SsssSiH,0.0,1326
SsssPbH,0.0,1327
SsssGeH,0.0,1328
SssSnH2,0.0,1329
NssPbH2,0.0,1330
SssPbH2,0.0,1331
nHeavyAtom,0.0,1332
nG12aHRing,0.0,1333
nG12FaRing,0.0,1334
nG12AHRing,0.0,1335
n12FaHRing,0.0,1336
n12FAHRing,0.0,1337
n11FaHRing,0.0,1338
n11FAHRing,0.0,1339
SssSiH2,0.0,1340
SpMax_Dzare,0.0,1341
StCH,0.0,1342
SssS,0.0,1343
SsSH,0.0,1344
SsLi,0.0,1345
SsBr,0.0,1346
SdsN,0.0,1347
SddC,0.0,1348
SssssPb,0.0,1349
SdNH,0.0,1350
NtCH,0.0,1351
VR1_DzZ,0.0,1352
VE3_Dzm,0.0,1353
VE3_Dzi,0.0,1354
VAdjMat,0.0,1355
SsssssP,0.0,1356
SssssSn,0.0,1357
SssssSi,0.0,1358
SdSe,0.0,1359
NdS,0.0,1360
NsAsH2,0.0,1361
NdsssP,0.0,1362
NdssSe,0.0,1363
NddssS,0.0,1364
SssNH2,0.0,1365
SssAsH,0.0,1366
SsSnH3,0.0,1367
NssssGe,0.0,1368
SsPbH3,0.0,1369
SsGeH3,0.0,1370
SsAsH2,0.0,1371
SdsssP,0.0,1372
SdssSe,0.0,1373
SM1_Dt,0.0,1374
NssssN,0.0,1375
NssssC,0.0,1376
NssssB,0.0,1377
NsF,0.0,1378
nF,0.0,1379
nI,0.0,1380
nP,0.0,1381
nCl,0.0,1382
nBr,0.0,1383
MAXddsN,0.0,1384
MINdCH2,0.0,1385
MINtCH,0.0,1386
NsPbH3,0.0,1387
MINtsC,0.0,1388
MAXtsC,0.0,1389
MINsBr,0.0,1390
MAXsBr,0.0,1391
NsssAs,0.0,1392
NssNH2,0.0,1393
NssAsH,0.0,1394
NsSnH3,0.0,1395
NsSiH3,0.0,1396
MAXtCH,0.0,1397
SsssB,0.0,1398
SssSe,0.0,1399
SssPH,0.0,1400
MINdsN,0.0,1401
MAXdsN,0.0,1402
MINssS,0.0,1403
MAXssS,0.0,1404
nG12FaHRing,0.0,1405
NsssNH,0.0,1406
SpMax_Dzse,0.0,1407
NssssBe,0.0,1408
NsssdAs,0.0,1409
NsssSnH,0.0,1410
NsssSiH,0.0,1411
NsssPbH,0.0,1412
NsssGeH,0.0,1413
NssSnH2,0.0,1414
NssSiH2,0.0,1415
NssssPb,0.0,1416
NsSH,0.0,1417
NsLi,0.0,1418
NsCl,0.0,1419
NsBr,0.0,1420
NdsN,0.0,1421
NddC,0.0,1422
NdSe,0.0,1423
NdNH,0.0,1424
NaaS,0.0,1425
SsssP,0.0,1426
n3Ring,0.0,1427
nB,0.0,1428
SssssB,0.0,1429
SsssNH,0.0,1430
SsssAs,0.0,1431
n9Ring,0.0,1432
nRing,0.0,1433
nAcid,0.0,1434
VR3_D,0.0,1435
n8Ring,0.0,1436
n9aHRing,0.0,1437
n9FARing,0.0,1438
n9AHRing,0.0,1439
n8aHRing,0.0,1440
n8FaRing,0.0,1441
n8FHRing,0.0,1442
n8FARing,0.0,1443
n8AHRing,0.0,1444
n4HRing,0.0,1445
n7FaRing,0.0,1446
NdO,0.0,1447
n7FARing,0.0,1448
n6FaRing,0.0,1449
n6FHRing,0.0,1450
n6FARing,0.0,1451
n5aHRing,0.0,1452
n5FaRing,0.0,1453
n5FHRing,0.0,1454
n7aHRing,0.0,1455
SpMax_DzZ,0.0,1456
LogEE_Dzi,0.0,1457
C4SP3,0.0,1458
C2SP1,0.0,1459
C1SP1,0.0,1460
n10aRing,0.0,1461
n10HRing,0.0,1462
n10ARing,0.0,1463
VR3_Dzpe,0.0,1464
nFaHRing,0.0,1465
VE3_Dzpe,0.0,1466
VE2_Dzpe,0.0,1467
SsssssAs,0.0,1468
SpMax_Dt,0.0,1469
SpAbs_Dt,0.0,1470
SMR_VSA8,0.0,1471
SMR_VSA2,0.0,1472
NsssssAs,0.0,1473
nG12Ring,0.0,1474
VE3_Dzse,0.0,1475
MINssssN,0.0,1476
MAXssssN,0.0,1477
n11ARing,0.0,1478
SsSiH3,0.0,1479
NsGeH3,0.0,1480
n7FHRing,0.0,1481
SssssN,0.0,1482
MINsI,0.0,1483
MAXsI,0.0,1484
n5FARing,0.0,1485
MAXdS,0.0,1486
MDEN-11,0.0,1487
MINdsssP,0.0,1488
MAXdsssP,0.0,1489
MINdNH,0.0,1490
MAXdNH,0.0,1491
MINddsN,0.0,1492
SsI,0.0,1493
SdS,0.0,1494
MINdS,0.0,1495
n4aHRing,0.0,1496
n4FaRing,0.0,1497
n4FHRing,0.0,1498
n4FARing,0.0,1499
n4AHRing,0.0,1500
n3aHRing,0.0,1501
n3AHRing,0.0,1502
n12aRing,0.0,1503
n12HRing,0.0,1504
MAXsSH,0.0,1505
n12ARing,0.0,1506
n11aRing,0.0,1507
n11HRing,0.0,1508
n11FRing,0.0,1509
NsI,0.0,1510
protein_iptm,0.0,1511
MINsssB,0.0,1512
MAXsssB,0.0,1513
MINsSH,0.0,1514
n12FRing,0.0,1515
apol,0.0,1516
nHetero,0.0,1517
nFaRing,0.0,1518
nBondsT,0.0,1519
nBondsO,0.0,1520
n9aRing,0.0,1521
n9HRing,0.0,1522
n9ARing,0.0,1523
SpMax_Dzi,0.0,1524
n8HRing,0.0,1525
n8FRing,0.0,1526
n8ARing,0.0,1527
n7aRing,0.0,1528
nG12aRing,0.0,1529
nG12HRing,0.0,1530
nG12ARing,0.0,1531
nAromBond,0.0,1532
n9FaHRing,0.0,1533
n8aRing,0.0,1534
SpMax_Dzpe,0.0,1535
SlogP_VSA9,0.0,1536
n7FRing,0.0,1537
n6FRing,0.0,1538
n5FRing,0.0,1539
n4aRing,0.0,1540
NtN,0.0,1541
n4FRing,0.0,1542
n4ARing,0.0,1543
ETA_dPsi_B,0.0,1544
n3HRing,0.0,1545
n3ARing,0.0,1546
n12Ring,0.0,1547
n11Ring,0.0,1548
n10Ring,0.0,1549
Xch-3dv,0.0,1550
LogEE_Dzse,0.0,1551
LogEE_Dzpe,0.0,1552
ETA_eta_RL,0.0,1553
n3aRing,0.0,1554
NssSe,0.0,1555
NssPH,0.0,1556
NssBe,0.0,1557
NssBH,0.0,1558
NsSeH,0.0,1559
NsPH2,0.0,1560
NsNH3,0.0,1561
NsNH2,0.0,1562
NdssS,0.0,1563
n8FaHRing,0.0,1564
NaaSe,0.0,1565
MWC01,0.0,1566
n10FARing,0.0,1567
n10AHRing,0.0,1568
VR3_Dzare,0.0,1569
VR1_Dzare,0.0,1570
VE3_Dzare,0.0,1571
SpMax_Dzv,0.0,1572
SpMax_Dzm,0.0,1573
NddsN,0.0,1574
n8FAHRing,0.0,1575
n7FaHRing,0.0,1576
n7FAHRing,0.0,1577
n6FaHRing,0.0,1578
n6FAHRing,0.0,1579
n5FaHRing,0.0,1580
n5FAHRing,0.0,1581
n4FaHRing,0.0,1582
n4FAHRing,0.0,1583
n10aHRing,0.0,1584
n12FaRing,0.0,1585
n12FHRing,0.0,1586
n12FARing,0.0,1587
n12AHRing,0.0,1588
n11aHRing,0.0,1589
n11FaRing,0.0,1590
n11FHRing,0.0,1591
n11FARing,0.0,1592
n11AHRing,0.0,1593
n12aHRing,0.0,1594
