feature,gain_sum,gain_mean
MAXsOH,38.83480495214462,7.766960990428925
MINsF,38.82649013027549,7.765298026055097
AATSC5se,38.71649860590696,7.743299721181392
ATS6are,38.59304315596819,7.7186086311936375
GATS1v,38.573215536773205,7.714643107354641
ETA_eta_B,38.55226467177272,7.710452934354544
SMR,38.45729777216911,7.6914595544338225
AATSC0dv,38.272395581007004,7.654479116201401
Kier2,38.140077248215675,7.628015449643135
PEOE_VSA4,37.87666568160057,7.575333136320114
GATS8m,37.87257730215788,7.574515460431575
ATS2s,37.82507020607591,7.565014041215181
NaasC,37.74440881609917,7.548881763219834
MDEC-34,37.679677564650774,7.535935512930155
AATSC7are,37.67409175634384,7.534818351268768
piPC5,37.65640426799655,7.53128085359931
MDEO-22,37.551492273807526,7.5102984547615055
ATS0s,37.538887813687325,7.5077775627374645
Xp-6d,37.27119321748614,7.454238643497229
AATS4are,37.0858845859766,7.41717691719532
mZagreb2,37.06006716936827,7.412013433873653
AATSC4m,36.9633873552084,7.392677471041679
MINaasN,36.92503824457526,7.385007648915052
AATSC3s,36.8999881260097,7.37999762520194
BCUTp-1l,36.805245257914066,7.361049051582813
GATS3are,36.584140088409185,7.316828017681837
ETA_dEpsilon_B,36.57589973509312,7.315179947018623
AATS1p,36.567938420921564,7.313587684184313
ATSC4Z,36.47225371748209,7.294450743496418
AETA_dBeta,36.42986483126879,7.285972966253757
AATSC5i,36.38254625722766,7.276509251445532
n6aHRing,36.31215310841799,7.262430621683597
ATSC0Z,36.30742039531469,7.261484079062939
BCUTs-1h,36.23242676258087,7.246485352516174
VR2_Dzpe,36.06851041316986,7.213702082633972
ATS1p,36.02507132291794,7.205014264583587
MATS8s,35.86383453011513,7.172766906023026
MATS8Z,35.822350487113,7.164470097422599
AATS2p,35.746381148695946,7.149276229739189
piPC4,35.66238820552826,7.132477641105652
MATS3p,35.4368851184845,7.0873770236969
MAXsNH2,35.43573368340731,7.087146736681461
ZMIC0,35.31249209493399,7.062498418986797
MATS4p,35.30679442360997,7.061358884721995
AATS0dv,35.149770595133305,7.029954119026661
ATS7d,34.926199942827225,6.985239988565445
AATS8se,34.882263623178005,6.976452724635601
MATS6i,34.86537450924516,6.9730749018490314
n7Ring,34.67133720219135,6.934267440438271
SsssCH,34.119869366288185,6.823973873257637
nRot,34.05282400548458,6.810564801096916
ATS5se,33.89003748446703,6.778007496893406
AATSC8Z,33.82309540361166,6.764619080722332
BCUTse-1h,33.65000221133232,6.730000442266464
MID_X,33.58636525273323,6.7172730505466465
VR2_Dzv,33.45352120697498,6.690704241394997
AATSC3v,33.440842628479004,6.688168525695801
VE3_A,33.40877814590931,6.681755629181862
bpol,33.21789478883147,6.6435789577662945
AATSC3pe,33.04326830804348,6.608653661608696
MATS6dv,33.01888471096754,6.603776942193508
SpDiam_Dzp,32.90342094749212,6.580684189498425
MWC10,32.86448463797569,6.5728969275951385
SpDiam_Dt,32.85528088733554,6.571056177467108
ATS0m,32.77997387200594,6.555994774401188
Xch-5d,32.76221803575754,6.552443607151508
AATS2pe,32.69296909868717,6.538593819737434
Kier1,32.667405381798744,6.533481076359749
AATSC6se,32.51961158961058,6.5039223179221155
ATS5pe,32.51553068310022,6.503106136620045
AATS0i,32.4870410785079,6.49740821570158
VR3_Dzse,32.385501861572266,6.477100372314453
AATSC4v,32.225939985364676,6.445187997072935
AATS0p,32.19904117286205,6.439808234572411
GGI2,31.98137979954481,6.396275959908962
ATSC6pe,31.807853311300278,6.361570662260055
ATS8p,31.70270062983036,6.340540125966072
Mp,31.624562438577414,6.3249124877154825
ATS5v,31.275951951742172,6.255190390348434
ATSC4pe,31.203127164393663,6.2406254328787325
AATS6m,30.715463560074568,6.143092712014914
VR2_D,30.694718822836876,6.138943764567375
EState_VSA10,30.60949109494686,6.121898218989372
AATSC3m,30.538909640163183,6.107781928032637
SM1_DzZ,30.40226725488901,6.080453450977802
nBondsKS,30.354520320892334,6.070904064178467
ATSC6are,30.035471100360155,6.007094220072031
ETA_epsilon_3,29.638162538409233,5.927632507681847
nBondsA,29.606219798326492,5.921243959665299
AATS8are,29.497682336717844,5.899536467343569
AATSC4pe,29.42707621306181,5.885415242612362
CIC0,29.128114320337772,5.8256228640675545
AATSC6pe,29.07796236500144,5.815592473000288
AATSC8s,28.906325224786997,5.781265044957399
AATS3are,28.685661308467388,5.7371322616934775
AATS7m,28.62334406375885,5.72466881275177
GATS4m,28.609400562942028,5.721880112588406
ETA_eta_R,28.6075422167778,5.72150844335556
AATSC8p,28.2609289214015,5.6521857842803005
naHRing,28.206279516220093,5.641255903244018
AMID_X,28.00024812668562,5.600049625337124
ATSC8are,27.998026207089424,5.599605241417885
GGI1,27.59671412408352,5.519342824816704
AATSC7dv,27.557329684495926,5.511465936899185
VR2_Dt,27.43672703206539,5.487345406413079
AATSC2p,27.419699128717184,5.483939825743437
AATS7Z,27.16181520372629,5.432363040745258
Xp-5d,27.001292183995247,5.400258436799049
MATS6m,26.665468476712704,5.333093695342541
AATS1Z,26.539332017302513,5.307866403460503
ATS7i,26.273410350084305,5.254682070016861
ATS7v,26.218557581305504,5.243711516261101
MATS5m,26.0871401168406,5.21742802336812
n7HRing,25.943438827991486,5.1886877655982975
AATSC5m,25.92639698833227,5.185279397666454
ETA_beta_s,25.87564606964588,5.175129213929177
AATSC6i,25.85888870805502,5.171777741611004
AATS1v,25.75768482685089,5.151536965370179
AATS7pe,25.73009917140007,5.146019834280014
ATSC0dv,25.693344097584486,5.138668819516897
VE3_Dzp,25.68720054626465,5.13744010925293
Mare,25.66029218584299,5.132058437168598
AATSC8m,25.607739739120007,5.121547947824001
nFAHRing,25.25576877593994,5.051153755187988
MPC6,25.139329105615616,5.0278658211231235
AATS1se,25.082672215998173,5.016534443199634
AATS0d,25.07757431268692,5.015514862537384
ETA_beta_ns,25.06901863962412,5.013803727924824
SpDiam_Dzv,24.72309047728777,4.944618095457554
ATS2p,24.705059245228767,4.941011849045753
MATS2p,24.54930492863059,4.909860985726118
ETA_alpha,24.453257516026497,4.8906515032053
IC0,24.419685434550047,4.883937086910009
TIC5,24.37614507973194,4.875229015946388
ATS7p,24.335357680916786,4.867071536183357
nHBDon,24.326352383941412,4.865270476788282
MINsOH,24.322431579232216,4.8644863158464435
AATSC0are,24.31357078999281,4.862714157998562
SaaO,24.23780684173107,4.847561368346215
MPC2,24.164850771427155,4.832970154285431
ETA_dEpsilon_A,24.075581528246403,4.815116305649281
AATS1d,23.81009466946125,4.76201893389225
MINaaO,23.684745870530605,4.736949174106121
Si,23.655788257718086,4.731157651543617
piPC1,23.3502279818058,4.6700455963611605
MIC3,23.126585837453604,4.625317167490721
AATSC5are,23.02342426404357,4.604684852808714
nX,22.89479970932007,4.578959941864014
MATS6se,22.886066995561123,4.577213399112225
MIC0,22.846581287682056,4.5693162575364115
Xp-0d,22.7904310002923,4.55808620005846
ATS4se,22.598533876240253,4.519706775248051
MWC04,22.583945274353027,4.516789054870605
AATSC7m,22.470067877322435,4.494013575464487
ATSC0are,22.447891741991043,4.489578348398209
MATS8m,22.386677742004395,4.4773355484008786
AATSC8pe,22.35717499256134,4.471434998512268
ATS7se,22.356704518198967,4.471340903639794
ATSC0pe,22.29179745540023,4.458359491080046
MAXdCH2,22.15839523077011,4.431679046154022
AATSC6Z,22.105246540158987,4.421049308031797
AATS4dv,22.063640892505646,4.412728178501129
