slice,model,n_true,mae_true,mae_false,mean_residual_true,mean_residual_false,ensemble_mae_true,ensemble_mae_false,ensemble_mean_residual_true,delta_true_mae_vs_ensemble,delta_false_mae_vs_ensemble
near_potent46_t03,cheme_seed10_top500,223,0.45728705632846983,0.3933116736511886,0.19349404116917088,-0.015858943872861776,0.49329470266405867,0.38888359022480445,0.24314772458312958,-0.03600764633558884,0.004428083426384122
near_potent46_t03,cheme_seed10_default,223,0.5074313261690696,0.39979093932338683,0.25212695917206496,-0.02964592811761085,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.014136623505010937,0.010907349098582375
near_potent46_t03,chemprop_family_meta,223,0.4973295996114278,0.39192025325515756,0.24389046576347415,-0.02711445065179989,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.004034896947369138,0.003036663030353104
near_potent46_t03,mordred_singleconc,223,0.5331843279298184,0.4189367432568666,0.265141337019007,-0.019300680034957517,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.03988962526575973,0.03005315303206213
near_potent46_t03,chemprop_embed,223,0.5671020112657762,0.4298654739915776,0.2784198723352544,-0.034947988763218044,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.07380730860171753,0.04098188376677314
near_potent46_t03,kermt_embed,223,0.5616690324347117,0.44209392237097345,0.2830490844452862,-0.03612962605754032,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.068374329770653,0.05321033214616899
near_potent46_t03,molformer_c3_embed,223,0.6375858882938267,0.4660426971153379,0.3718946806304658,-0.016395867930219212,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.144291185629768,0.07715910689053346
near_potent46_t03,gatedgcn_embed,223,0.6421662993067584,0.46443064189219097,0.2818731067212708,-0.05013142203347159,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.14887159664269972,0.07554705166738651
near_potent46_t03,attentivefp_embed,223,0.6157296471103959,0.47689299126842627,0.33298087684562927,-0.037690356988031325,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.12243494444633723,0.08800940104362182
near_potent46_t03,boltz_allpairs,223,0.622488135650019,0.4782383584736392,0.25076808018534713,-0.04197648289521834,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.12919343298596037,0.08935476824883476
near_potent46_t03,boltz_core,223,0.6168557324430869,0.4786268243423264,0.27829990823172673,-0.04451215499415675,0.49329470266405867,0.38888359022480445,0.24314772458312958,0.12356102977902822,0.08974323411752194
near_potent46_t04,ensemble,73,0.7639489643528419,0.3878764364905057,0.7113577832388015,-0.025200912376793123,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.0,0.0
near_potent46_t04,cheme_seed10_top500,73,0.6492491881488122,0.3922256327804503,0.5829509829168451,-0.0151280387809698,0.7639489643528419,0.3878764364905057,0.7113577832388015,-0.11469977620402971,0.0043491962899446235
near_potent46_t04,cheme_seed10_default,73,0.7767923437405939,0.3989261012963721,0.7259800880902435,-0.027758872626481194,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.01284337938775204,0.011049664805866444
near_potent46_t04,chemprop_family_meta,73,0.7674501452162931,0.3909594964625058,0.7118596541173927,-0.025518928961990435,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.003501180863451192,0.0030830599720000906
near_potent46_t04,mordred_singleconc,73,0.7506812509565671,0.4192465200751577,0.6966344300320305,-0.016554846061969084,0.7639489643528419,0.3878764364905057,0.7113577832388015,-0.01326771339627475,0.03137008358465204
near_potent46_t04,chemprop_embed,73,0.8940383574080796,0.42905876814519006,0.8228623432002656,-0.033162673102626695,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.1300893930552377,0.04118233165468438
near_potent46_t04,kermt_embed,73,0.8978225795536826,0.44047038108006514,0.8476838107958232,-0.034492431183718156,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.13387361520084073,0.05259394458955946
near_potent46_t04,molformer_c3_embed,73,1.0342391805779447,0.4652499231640305,0.970700811621261,-0.012823029296883903,0.7639489643528419,0.3878764364905057,0.7113577832388015,0.27029021622510285,0.07737348667352484
