candidate,base,candidate_mean_shift,candidate_mean_abs_shift,candidate_p90_abs_shift,candidate_max_abs_shift,n_direct_ids,max_direct_pearson,max_harmful_pair_pearson,max_useful_pair_pearson
track1_activity/submissions/ens_id57_bold_lf_calib_rank5.csv,track1_activity/submissions/ens_id51_top500_potent46_t40_soft_g50.csv,0.016824242399388827,0.016824242399388827,0.05828973303733829,0.08000000000000096,51,0.25149173475275255,0.3963215391124663,0.6530721391962241
