candidate,base,candidate_mean_shift,candidate_mean_abs_shift,candidate_p90_abs_shift,candidate_max_abs_shift,n_direct_ids,max_direct_pearson,max_harmful_pair_pearson,max_useful_pair_pearson
track1_activity/submissions/ens_id57_high_activity_lift_rank2.csv,track1_activity/submissions/ens_id51_top500_potent46_t40_soft_g50.csv,0.007615771949804682,0.007615771949804682,0.024372701018213407,0.030000000000001137,51,0.27264483631250275,0.42975864890248644,0.6640436763150179
