id,submission_name,file_path,lb_mae,lb_delta_mae_vs_base,lb_spearman,mean_abs_delta_vs_base,p90_abs_delta_vs_base,max_abs_delta_vs_base,pearson_delta,spearman_delta,projection_on_id_delta,id_projection_on_candidate
44,ens_caruana_bag20_anchor_residual,track1_activity/submissions/ens_caruana_bag20_anchor_residual.csv,0.4090205188659963,0.0016317999836704677,0.8447606118985267,0.032029928037572195,0.06343931012944123,0.29072249540943407,-0.14463178062008963,-0.13801510996565547,-0.09840531953364545,-0.23562841938028986
45,ens_caruana_bag20_admet_ai_no_log2fc_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_admet_ai_no_log2fc_calibrated_importance.csv,0.4093625824408419,0.001973863558516087,0.8428619387501411,0.036200217835140665,0.07816891860694801,0.2772011381707449,0.09866956247969458,0.20890289480433244,-0.017933735144985304,-0.050931797703234576
46,ens_region_v2_blend_a8,track1_activity/submissions/ens_region_v2_blend_a8.csv,0.4091592405210825,0.0017705216387566836,0.8435311179844552,0.042206535001787046,0.09372796733171551,0.20892194793578867,0.009535690060762195,-0.017145376547303477,-0.05213843678735678,-0.18939329911904532
47,ens_hybrid_meta_baseline_5050,track1_activity/submissions/ens_hybrid_meta_baseline_5050.csv,0.4074838675224626,9.514864013676627e-05,0.8470495157914333,0.02355766326929024,0.06364181004910974,0.221386778559296,-0.2236232142309334,-0.38173372138394435,-0.16217095941353155,-0.28591552370941986
48,ens_meta_axis_a343,track1_activity/analysis/compound_level_lb/outputs/meta_axis_candidates/ens_meta_axis_a343.csv,0.4074004936698981,1.1774787572305101e-05,0.8471828179505669,0.020423990771128504,0.059495851719336024,0.23131836583106224,-0.18019493609697113,-0.2273948245026985,-0.16197110181533306,-0.24984054745355846
49,ens_resid_lowd_core_ridge_a10p0_s50_hybrid,track1_activity/submissions/ens_resid_lowd_core_ridge_a10p0_s50_hybrid.csv,0.4196878176889805,0.012299098806654696,0.8397551891276488,0.07279720791743864,0.12386560803834465,0.31863816321543537,-0.17615705665723436,-0.3230601223944858,-0.09507355434386627,-0.8387726460591606
50,ens_internal_decor_cap101_bf50_b40_i1_l20,track1_activity/submissions/ens_internal_decor_cap101_bf50_b40_i1_l20.csv,0.4092437336283291,0.0018550147460033029,0.8457997747810736,0.03989941890033575,0.08712516171073247,0.2828484399134634,-0.15502150399644074,-0.16245968016059611,-0.19231924912136447,-0.6515758600415796
51,ens_meta_axis_reverse_id50_g10,track1_activity/submissions/ens_meta_axis_reverse_id50_g10.csv,0.4073264585428647,-6.226033946110654e-05,0.8470061860437725,0.018806489727703594,0.055688476825242715,0.22616535842282204,-0.18154713695217536,-0.25416134045857364,-0.14361294084939225,-0.20966701619475497
52,ens_repooled_trunk_swap_core_calibrated_importance,track1_activity/submissions/ens_repooled_trunk_swap_core_calibrated_importance.csv,0.4087104501774921,0.001321731295166273,0.8443320030332099,0.03047497893488169,0.06695136361499188,0.21858408436846144,0.08217896217776466,0.18759710208209096,-0.05105816288082864,-0.10112023553756969
53,ens_repooled_trunk_core_only_calibrated_importance,track1_activity/submissions/ens_repooled_trunk_core_only_calibrated_importance.csv,0.4105644448288402,0.003175725946514385,0.8414765484110365,0.04445248504416905,0.09543241376103077,0.35477144799705407,0.06752673788160464,0.16574863611400162,-0.026244989647578574,-0.11225886628142209
54,ens_id51_plus_potent_noaux_a30_delta_g050,track1_activity/submissions/ens_id51_plus_potent_noaux_a30_delta_g050.csv,0.409582091172509,0.002193372290183182,0.844862672230052,0.03236569114313577,0.05939180979993495,0.2607203219097345,-0.15875504598482035,-0.31706072821995546,-0.10278914998532279,-0.23337484821780502
55,ens_id51_top500_potent46_t40_soft_g35,track1_activity/submissions/ens_id51_top500_potent46_t40_soft_g35.csv,0.4070801895382421,-0.0003085293440837078,0.8454935505202855,0.005641946918311075,0.01670654304757324,0.06784960752684555,-0.18154713695217392,-0.2528566311727414,-0.4787098028313039,-0.06290010485842586
56,ens_swap_optuna_t10_top500_calibrated_importance,track1_activity/submissions/ens_swap_optuna_t10_top500_calibrated_importance.csv,0.4134599905046804,0.0060712716223546015,0.8392822752807368,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
57,ens_id51_top500_potent46_t40_soft_g50,track1_activity/submissions/ens_id51_top500_potent46_t40_soft_g50.csv,0.4073887188823258,0.0,0.8453135072419771,0.0,0.0,0.0,,,,0.0
58,ens_id55_combo_gate_rank1,track1_activity/submissions/ens_id55_combo_gate_rank1.csv,0.4075200760754026,0.0001313571930767754,0.8446574919978685,0.012070610906772817,0.030146557547051426,0.07259004021601889,0.25149173475275255,0.2555404760290685,0.6835869979369045,0.2691801124340361
