id,submission_name,file_path,lb_mae,lb_delta_mae_vs_base,lb_spearman,mean_abs_delta_vs_base,p90_abs_delta_vs_base,max_abs_delta_vs_base,pearson_delta,spearman_delta,projection_on_id_delta,id_projection_on_candidate
1,ens_l2_a0.05,track1_activity/submissions/ens_l2_a0.05.csv,0.5017546613967405,0.09436594251441471,0.798821169900953,0.09757390390483602,0.18740649005433424,0.4437942520629017,-0.20122738757013386,-0.20220266771983933,-0.10695920254600497,-1.7574020977798213
2,ens_l2_a0.1,track1_activity/submissions/ens_l2_a0.1.csv,0.498861930443137,0.09147321156081117,0.7996684045635579,0.0961597271703261,0.1775521590099283,0.39612867985301037,-0.3642624882687806,-0.43725092762608003,-0.14365570833759,-2.1867515626894294
3,ens_vanilla,track1_activity/submissions/ens_vanilla.csv,0.498861930443137,0.09147321156081117,0.7996684045635579,0.12037259564102783,0.24034035861621722,0.5893839262201417,0.07224154544131185,0.11643724861846144,-0.03225658771575136,-0.8822385479139326
4,lgbm_mordred_jazzy_analog,track1_activity/submissions/lgbm_mordred_jazzy_analog.csv,0.5800392896586687,0.17265057077634288,0.7193447388792682,0.3628044385406493,0.7318094318471314,1.6345980340700592,-0.3740856812891595,-0.4552059928688897,-0.029129064241158575,-6.998118765560445
6,lgbm_mordred_jazzy_umap,track1_activity/submissions/lgbm_mordred_jazzy_umap.csv,0.5736643023301617,0.16627558344783594,0.7229895218061783,0.3584732547265071,0.7015174147713851,1.8199440264287325,-0.4075589898246706,-0.48856908687654255,-0.03189592432409058,-7.247251700345806
7,ens_vanilla,track1_activity/submissions/ens_vanilla.csv,0.4936105473025923,0.08622182842026649,0.7979931247136082,0.12037259564102783,0.24034035861621722,0.5893839262201417,0.07224154544131185,0.11643724861846144,-0.03225658771575136,-0.8822385479139326
9,ens_l2_a0.1,track1_activity/submissions/ens_l2_a0.1.csv,0.4958329809469373,0.08844426206461148,0.7957622607252768,0.0961597271703261,0.1775521590099283,0.39612867985301037,-0.3642624882687806,-0.43725092762608003,-0.14365570833759,-2.1867515626894294
10,ens_vanilla,track1_activity/submissions/ens_vanilla.csv,0.4772064783754661,0.06981775949314029,0.8089696428128891,0.12037259564102783,0.24034035861621722,0.5893839262201417,0.07224154544131185,0.11643724861846144,-0.03225658771575136,-0.8822385479139326
11,ens_vanilla,track1_activity/submissions/ens_vanilla.csv,0.478321277597625,0.07093255871529919,0.8134498979117806,0.12037259564102783,0.24034035861621722,0.5893839262201417,0.07224154544131185,0.11643724861846144,-0.03225658771575136,-0.8822385479139326
12,tabpfn_2d_full_boltz_umap,track1_activity/submissions/tabpfn_2d_full_boltz_umap.csv,0.4901986309079051,0.0828099120255793,0.7906625549149933,0.2524295769678317,0.5277637319973945,1.525204787201981,-0.4555438613181436,-0.5883758161164616,-0.032638566331354264,-4.288969686785396
13,ens_caruana_bag20,track1_activity/submissions/ens_caruana_bag20.csv,0.4414270025507814,0.03403828366845557,0.841062907843744,0.09528133443023083,0.17402660119656713,0.41585361925503417,-0.3472936576897216,-0.4092105273369699,-0.14272441081966952,-2.1062859706730612
14,ens_caruana_bag20,track1_activity/submissions/ens_caruana_bag20.csv,0.4430377590818476,0.03564904019952181,0.8393054268991101,0.09528133443023083,0.17402660119656713,0.41585361925503417,-0.3472936576897216,-0.4092105273369699,-0.14272441081966952,-2.1062859706730612
15,ens_caruana_bag20,track1_activity/submissions/ens_caruana_bag20.csv,0.4423088470924464,0.03492012821012058,0.8411616613605644,0.09528133443023083,0.17402660119656713,0.41585361925503417,-0.3472936576897216,-0.4092105273369699,-0.14272441081966952,-2.1062859706730612
16,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4357788073667819,0.028390088484456066,0.8411616613605644,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
17,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4318297602126632,0.02444104133033742,0.8460954561065689,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
18,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4244185733497787,0.01702985446745292,0.8480553528820581,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
19,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4154008268960474,0.008012108013721597,0.8464345164717298,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
20,ens_caruana_bag20_calibrated_blend,track1_activity/submissions/ens_caruana_bag20_calibrated_blend.csv,0.4168366368422205,0.009447917959894692,0.8464345164717298,0.0838351209992117,0.17370648480094406,0.3801169910624749,-0.3817091278132104,-0.485537323377831,-0.12096781090379091,-1.5805685646618253
21,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4154008268960474,0.008012108013721597,0.8464345164717298,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
22,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4152122396657471,0.0078235207834213,0.8467518623786056,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
23,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4148648161452291,0.00747609726290327,0.8447206388567249,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
24,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4200188468957465,0.012630128013420672,0.8412394532087393,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
25,ens_caruana_bag20,track1_activity/submissions/ens_caruana_bag20.csv,0.4290789893593625,0.0216902704770367,0.8467294563910583,0.09528133443023083,0.17402660119656713,0.41585361925503417,-0.3472936576897216,-0.4092105273369699,-0.14272441081966952,-2.1062859706730612
26,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4243494844698721,0.016960765587546278,0.8368665780916542,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
27,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4225677355758737,0.015179016693547875,0.8447206388567249,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
28,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4148648161452291,0.00747609726290327,0.8447206388567249,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
29,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4189477353901447,0.011559016507818876,0.8400634714255957,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
30,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.408442464692175,0.0010537458098491825,0.8459121612013577,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
31,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4078471063458229,0.0004583874634970786,0.8454463307068544,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
32,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4078471063458229,0.0004583874634970786,0.8454463307068544,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
36,ens_caruana_bag20_calibrated_best,track1_activity/submissions/ens_caruana_bag20_calibrated_best.csv,0.4145866903151991,0.007197971432873318,0.8454463307068544,0.07568288412843573,0.14745509500396495,0.3953618985687921,-0.10499270383872446,-0.08484781913907487,-0.12216733312008039,-1.2608528157163814
38,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4109513858637011,0.0035626669813753065,0.8397285194081103,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
39,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4080327859318756,0.0006440670495497791,0.8465176451241602,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
40,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4110413223574798,0.0036526034751540037,0.8436833339972705,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
41,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.4137047577516737,0.006316038869347895,0.8369401280961621,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
42,ens_caruana_bag20_calibrated_importance,track1_activity/submissions/ens_caruana_bag20_calibrated_importance.csv,0.409074454235369,0.0016857353530431718,0.8475717867383492,0.05583923930289955,0.11693005860951225,0.4242923904869107,0.1364194768512403,0.23642281803813936,0.033910830755346205,0.22710045458937836
43,ens_hybrid_meta_baseline_5050,track1_activity/submissions/ens_hybrid_meta_baseline_5050.csv,0.4074838675224626,9.514864013676627e-05,0.8470495157914333,0.02355766326929024,0.06364181004910974,0.221386778559296,-0.2236232142309334,-0.38173372138394435,-0.16217095941353155,-0.28591552370941986
