inchikey,smiles,mol_chembl_id,chembl_pxr_pchembl,n_chembl_pxr_rows,assays,overlaps_challenge_exact
QKFUCROVTLGTAV-VOIOCNMVSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3cc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4o3)cc2)[nH]1)C(C)C,CHEMBL3765311,5.48,1,CHEMBL3767407,False
QNGWXSBXUMRSEC-YSLUFWIUSA-N,CNc1c(C)c2c3c4c1C(=O)C(=C(/C=N/N1CCN(C)CC1)C4=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,CHEMBL1911299,5.68,1,CHEMBL1914234,False
QTTRZHGPGKRAFB-OOKHYKNYSA-N,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL1200617,5.8,3,"CHEMBL3531530,CHEMBL3531531,CHEMBL3531532",False
QVQNTTJRHZUHHX-UHFFFAOYSA-N,COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,CHEMBL4856618,6.8,1,CHEMBL4834541,False
QXRSDHAAWVKZLJ-PVYNADRNSA-N,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,CHEMBL94657,4.9,1,CHEMBL3531531,False
QXWYKJLNLSIPIN-JGVFFNPUSA-N,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,CHEMBL2103827,8.4,1,CHEMBL3531532,False
RDHDUYAKDYQPEW-HWLWSTNVSA-M,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+],CHEMBL1489769,4.75,1,CHEMBL3531532,False
RHLFGMGTNLPFMT-UHFFFAOYSA-N,CC(C)(O)CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,CHEMBL4218626,6.28,1,CHEMBL4182854,False
RIYNILFKRCWZEO-SXBQZSJRSA-N,CC(C)c1cc(-c2ccc(C(F)(F)F)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)c(Cl)cc1F,CHEMBL4876714,5.12,1,CHEMBL4843602,False
RJAXAOZBMJAVJN-WLCDSKTPSA-N,COc1ccc([C@H]2CCC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,CHEMBL4857594,6.52,1,CHEMBL4843602,False
RNSBVQNXRDUTET-UHFFFAOYSA-N,CC1(C)Cc2c(c(C(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,CHEMBL4224969,5.61,1,CHEMBL4221894,False
RTPVFHLNGWTLNH-UHFFFAOYSA-N,COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4859334,6.4,1,CHEMBL4834541,False
RULTVKUCIIFLBJ-UHFFFAOYSA-N,CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL3318969,6.16,1,CHEMBL3364417,False
RWBSXNHLRLVENO-UHFFFAOYSA-N,CC(O)(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)C(F)(F)F,CHEMBL4440933,6.62,1,CHEMBL4339771,False
RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,5.5649999999999995,2,"CHEMBL3531531,CHEMBL3531532",True
SCYBRAYPNJDWEW-UHFFFAOYSA-N,COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4868841,6.62,1,CHEMBL4834541,False
SDMHZCAFBFMNOP-UHFFFAOYSA-N,COc1cc(Br)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4848565,5.89,1,CHEMBL4834541,False
SERHTPMJGAUCNN-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(O)cc3)c2C)c1,CHEMBL4858404,4.66,1,CHEMBL4834541,False
SGIWFELWJPNFDH-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,CHEMBL62136,8.1,1,CHEMBL4182854,True
SJFBLVUEGQWIIO-UHFFFAOYSA-N,COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4872624,6.0,1,CHEMBL4834541,False
SNJIZEGNGWGVNK-CYOAQLCUSA-N,CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1c1cc(F)ccc1-c1c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)C(C)(C)C)cc3n1C2,CHEMBL4061940,4.78,1,CHEMBL4056156,False
SXDNMIOVAAUQPF-UHFFFAOYSA-N,N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL4795359,6.52,1,CHEMBL4701268,False
SYYMUHFQKVKZDV-UHFFFAOYSA-N,COc1cc(Cl)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4869913,6.1,1,CHEMBL4834541,False
SZMLNRVSTUBLHZ-UHFFFAOYSA-N,O=C(C1CCC(F)(F)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,CHEMBL5184419,5.1,1,CHEMBL5148492,False
TUXVJNGWRQKZGH-UHFFFAOYSA-N,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,CHEMBL4860070,5.1,1,CHEMBL4839744,False
TVFMGTKSNWTWKN-UHFFFAOYSA-N,CC(C)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL3318979,6.0,1,CHEMBL3364417,False
TWPRIJGADLWQSF-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(OC5CCCCC5)cccn34)CC2)cc1,CHEMBL3318973,6.22,1,CHEMBL3364417,False
TZXRURYHFBZSGH-MHZLTWQESA-N,Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,CHEMBL4454255,5.24,1,CHEMBL4701716,False
UDKSNBMNKLDHNK-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl,CHEMBL2356116,5.5,1,CHEMBL3531531,False
ULRAWWVMQFIUCW-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(Oc5ccccc5)cccn34)CC2)cc1,CHEMBL3318961,5.75,1,CHEMBL3364417,False
UMZMJQZKQWPUCN-ZAKJMPIZSA-N,CCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2C4CCC2CN(C)C4)C[C@H]1c1cc(F)ccc1-3,CHEMBL4094467,5.56,1,CHEMBL4056156,False
UNSUWAXGWVJBJU-HNNXBMFYSA-N,COc1ccc([C@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4858090,6.19,1,CHEMBL4834541,False
UNSUWAXGWVJBJU-OAHLLOKOSA-N,COc1ccc([C@@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4863781,6.36,1,CHEMBL4834541,False
UTNGGQLDLOPGEY-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(C5CCC5)cccn34)CC2)cc1,CHEMBL3318977,6.05,1,CHEMBL3364417,False
UUKVPGQBLMJINN-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(Oc5ccccc5N5CCOCC5)cccn34)CC2)cc1,CHEMBL3318966,6.4,1,CHEMBL3364417,False
UWVBWBKYVHHNLM-UHFFFAOYSA-N,OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL4469684,4.6,1,CHEMBL4329690,False
UWVFTNIGIINRMA-UHFFFAOYSA-N,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C,CHEMBL4876988,6.22,1,CHEMBL4834541,False
VCCXEPWMFOKGSQ-BVLBHDCQSA-N,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@@](C)(O)C3)c2)cn1,CHEMBL5173549,5.82,1,CHEMBL5148492,False
VCGZXUITPFWUPQ-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,CHEMBL4787430,6.33,1,CHEMBL4701268,False
VCMYLRPKPWPXLZ-UHFFFAOYSA-N,CC1CCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc21,CHEMBL4209665,7.8,1,CHEMBL4182854,False
VDGMDLWYOUANBX-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,CHEMBL4212458,7.6,1,CHEMBL4182854,False
VEIRVHDVALFYDP-CABCVRRESA-N,Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,CHEMBL5424297,4.57,1,CHEMBL5318427,False
VEPZOLKTNZOTTQ-UHFFFAOYSA-N,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,CHEMBL1870919,5.16,3,"CHEMBL3531530,CHEMBL3531531,CHEMBL3531532",False
VFXXOVBXWCAOES-LHAPQZOASA-N,Cc1c([C@H](OC(C)(C)C)C(=O)O)c2n3cc(nc3c1C(C)(C)O)-c1cccc(c1)-c1cc(F)ccc1O[C@@H](C)CCCCOC1(C)CCN2CC1,CHEMBL4753283,6.0,1,CHEMBL4701716,False
VGUPCSUIDCCDNR-UHFFFAOYSA-N,COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,CHEMBL4847661,5.92,1,CHEMBL4834541,False
VHRSUDSXCMQTMA-PJHHCJLFSA-N,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,CHEMBL650,4.9,1,CHEMBL3531532,False
VKQFCGNPDRICFG-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CHEMBL1726,4.95,2,"CHEMBL3531531,CHEMBL3531532",True
VNLUEMMOFCPORO-DEOSSOPVSA-N,CCCC[C@H](NC(=O)Cc1c[nH]c2ccccc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,CHEMBL4874919,5.36,1,CHEMBL4818546,False
VOXSAHXZYHFEFQ-UHFFFAOYSA-N,O=C(C1CCOCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,CHEMBL5199184,5.7,1,CHEMBL5148492,False
VPTBPTRJTATCBB-UHFFFAOYSA-N,O=C(C1CC(F)(F)C1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,CHEMBL5194619,6.0,1,CHEMBL5148492,False
VUXXMKIAYMJEHC-RVKKMQEKSA-N,CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,CHEMBL4848094,5.72,1,CHEMBL4824893,False
VVNODFNJOACYSH-VWLOTQADSA-N,CCCC[C@H](NC(=O)Cc1c[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,CHEMBL4858081,5.6,1,CHEMBL4818546,False
VWCXVQVIPLQGCY-UHFFFAOYSA-N,COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,CHEMBL4855978,5.85,1,CHEMBL4834541,False
VWVSBHGCDBMOOT-IIEHVVJPSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CHEMBL1766,4.5,1,CHEMBL3531532,False
VXCKGIIQUBJXHQ-UHFFFAOYSA-N,COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,CHEMBL4874930,6.0,1,CHEMBL4834541,False
VZANPRWREWRZMY-UHFFFAOYSA-N,O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1nncs1,CHEMBL4209091,6.59,1,CHEMBL4182854,False
VZQARNDJLLWXGL-CCHMMTNSSA-N,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,CHEMBL2146123,4.9,1,CHEMBL3531532,False
WAEXFXRVDQXREF-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL98,4.45,1,CHEMBL3531531,True
WBWDWFZTSDZAIG-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],CHEMBL1200883,4.95,1,CHEMBL3531532,False
WDEABJKSGGRCQA-UHFFFAOYSA-N,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,CHEMBL304818,4.85,2,"CHEMBL3531531,CHEMBL3531532",False
WDFKMLRRRCGAKS-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c2cccnc12,CHEMBL1200596,4.4,1,CHEMBL3531531,True
WKDNXLPZDBZVOG-KRWDZBQOSA-N,CC(C)(O)CNC(=O)C[C@@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4215334,5.74,1,CHEMBL4182854,False
WKDNXLPZDBZVOG-QGZVFWFLSA-N,CC(C)(O)CNC(=O)C[C@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4204747,5.54,1,CHEMBL4182854,False
WKDNXLPZDBZVOG-UHFFFAOYSA-N,CC(C)(O)CNC(=O)CC1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1,CHEMBL4214055,5.7,1,CHEMBL4182854,False
WQABCVAJNWAXTE-UHFFFAOYSA-N,OCC(S)CS,CHEMBL1597,4.3,1,CHEMBL3531532,False
WRXRCDCZKADEPR-UHFFFAOYSA-N,COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL4571076,6.04,2,"CHEMBL4339771,CHEMBL4701268",False
WSIFDSOTEVLMPK-UHFFFAOYSA-N,CC(=O)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL3976875,6.32,1,CHEMBL4339771,False
WVHMJUCJBUJMLH-UHFFFAOYSA-N,CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,CHEMBL4850530,6.16,1,CHEMBL4834541,False
WYJAPUKIYAZSEM-RBUKOAKNSA-N,CC[C@@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@H]32,CHEMBL1318553,4.85,1,CHEMBL3531531,False
XBIMZDZZPNFVOV-LJQANCHMSA-N,CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,CHEMBL4062780,5.25,1,CHEMBL4017813,False
XCWZEYZBAGSOOH-UHFFFAOYSA-N,COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,CHEMBL4868132,5.47,1,CHEMBL4834541,False
XFWKBJBSEOZBRA-UHFFFAOYSA-N,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,CHEMBL4061793,4.8,1,CHEMBL4017813,False
XHLJEMVRHTUUBB-UHFFFAOYSA-N,COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)=O,CHEMBL4855988,6.3,1,CHEMBL4834541,False
XIQSNHAMCMTORV-UHFFFAOYSA-N,COc1cc(C(C)C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4864314,5.75,1,CHEMBL4834541,False
XSVGKHXBWUUWFX-UHFFFAOYSA-N,COC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,CHEMBL4217890,7.26,1,CHEMBL4182854,False
XUCORPNQMQOUMD-HNNXBMFYSA-N,CC(C)(O)CNC(=O)C[C@H]1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,CHEMBL4214210,6.84,1,CHEMBL4182854,False
XUCORPNQMQOUMD-OAHLLOKOSA-N,CC(C)(O)CNC(=O)C[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,CHEMBL4213534,6.64,1,CHEMBL4182854,False
XUCORPNQMQOUMD-UHFFFAOYSA-N,CC(C)(O)CNC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,CHEMBL4214711,6.76,1,CHEMBL4182854,False
XUEIXEHKBGZSHD-IHPVIADISA-N,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,CHEMBL3944677,6.2,1,CHEMBL4701268,False
XUIIKFGFIJCVMT-LBPRGKRZSA-N,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,CHEMBL1624,4.0,1,CHEMBL3531532,False
XUWUKXRBHHAXLU-UHFFFAOYSA-N,CC(C)(C)c1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5nnc(C6CC6)o5)c4)(CC2)CC3)no1,CHEMBL5190243,5.22,1,CHEMBL5148492,False
XYEXKDCAGSHWSD-UHFFFAOYSA-M,CC(C)(C)c1ccc2c(S(=O)(=O)[O-])c(C(C)(C)C)ccc2c1.[Na+],CHEMBL2107554,4.824999999999999,2,"CHEMBL3531531,CHEMBL3531532",False
YACNBOWUNVKVEQ-UHFFFAOYSA-N,CC(C)(O)CNC(=O)CC1Cc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N(S(=O)(=O)c2ccc(F)cc2)C1,CHEMBL4211051,6.545,2,CHEMBL4182854,False
YBZCVYGFJKBCMH-WYNLMZEZSA-N,CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cn1,CHEMBL5178315,4.3,1,CHEMBL5148492,False
YCTSZTFLLOJXER-UHFFFAOYSA-N,Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,CHEMBL4857145,5.5,1,CHEMBL4839744,False
YDNGCXVICLTJOO-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,CHEMBL4849908,6.58,1,CHEMBL4834541,False
YEEZWCHGZNKEEK-UHFFFAOYSA-N,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CHEMBL603,4.85,3,"CHEMBL3531531,CHEMBL3531532,CHEMBL4014618",True
YISUIHNSTXREED-UHFFFAOYSA-N,COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,CHEMBL4850921,6.44,1,CHEMBL4834541,False
YLPZTDCVMOWRPZ-CVEARBPZSA-N,Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,CHEMBL3695713,4.64,1,CHEMBL5318427,False
YMBFKDRMKPVFMS-UHFFFAOYSA-N,COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,CHEMBL4878960,5.4,1,CHEMBL4834541,False
YOFKGHWSZHDQNO-UHFFFAOYSA-N,O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1ccncc1,CHEMBL4216643,6.6,1,CHEMBL4182854,False
YPLRLUDZZUOMEB-UHFFFAOYSA-N,COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,CHEMBL4851405,6.16,1,CHEMBL4834541,False
YPSWZIMENUQPDQ-UHFFFAOYSA-N,CC(C)(O)CCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,CHEMBL4571861,5.44,1,CHEMBL4329690,False
YRKKHOVWVALOSL-UHFFFAOYSA-N,CC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,CHEMBL4447203,6.12,1,CHEMBL4339771,False
YVQXATPGALYVDI-DWXRJYCRSA-N,CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,CHEMBL4872186,5.54,1,CHEMBL4818546,False
YWLUWYWAKSCCPD-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(OC5CCC5)cccn34)CC2)cc1,CHEMBL3318976,5.82,1,CHEMBL3364417,False
YZFWTZACSRHJQD-UHFFFAOYSA-N,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CHEMBL7002,4.925,2,"CHEMBL3531531,CHEMBL3531532",False
ZJKGVLVEIMGMIE-UHFFFAOYSA-N,CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,CHEMBL4875872,6.1,1,CHEMBL4834541,False
ZJOAKCGQYZEHJL-AKZCCGJFSA-N,COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,CHEMBL4868133,4.89,1,CHEMBL4843602,False
ZLBSUOGMZDXYKE-UHFFFAOYSA-M,CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],CHEMBL2361572,4.75,2,"CHEMBL3531531,CHEMBL3531532",False
ZLMDMGVNLQHTAU-QMTYFTJSSA-N,COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,CHEMBL1800622,5.58,1,CHEMBL4843602,False
ZPBWCRDSRKPIDG-UHFFFAOYSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,CHEMBL1200402,4.5,2,"CHEMBL3531531,CHEMBL3531532",False
ZQZWWLVPMSHJFT-UHFFFAOYSA-N,COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4847225,6.09,1,CHEMBL4834541,False
ZRUHYAODNUVADW-UHFFFAOYSA-N,COc1ccc(C(C)(C)C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4861132,6.42,1,CHEMBL4834541,False
ZSZFUDFOPOMEET-UHFFFAOYSA-N,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CHEMBL284733,4.475,2,"CHEMBL3531531,CHEMBL3531532",False
ZTWRRZZEACRUHL-UHFFFAOYSA-N,Clc1ccc(C2(c3nnc4c(OC5CCOCC5)cccn34)CC2)cc1,CHEMBL3318974,5.0,1,CHEMBL3364417,False
ZUVWYBHOMFFIDT-UHFFFAOYSA-N,COc1cc(Br)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,CHEMBL4869828,6.22,1,CHEMBL4834541,False
ZWGOBADKIHKJTG-UHFFFAOYSA-N,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccccc3)c2C)c1,CHEMBL4862843,5.6,1,CHEMBL4834541,False
ZXXPGEIURRRWLM-UHFFFAOYSA-N,Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,CHEMBL4874182,5.3,1,CHEMBL4839744,False
