threshold,n,frac,nn_sim_median,pec50_mean,external_pchembl_mean,pearson_pec50_vs_external,spearman_pec50_vs_external,mae_direct_external,centered_mae_external
0.0,4140,1.0,0.2153846174478531,4.320813660438857,5.32359780482048,0.05656946255788885,0.09357892432406466,1.218100571299174,1.0211593550699463
0.2,2967,0.7166666666666667,0.22826087474822998,4.428701905701675,5.3506184458371,0.053076165816903914,0.09236953075776212,1.1419333955559359,0.969891389502643
0.25,790,0.19082125603864733,0.27013513445854187,4.403922220527681,5.4486202258097975,0.07051937409127076,0.15585748251377676,1.246065096110928,1.0229043844225005
0.3,161,0.03888888888888889,0.328125,4.263189777744518,5.484751529575135,0.1215353800166852,0.2391221419820084,1.409015174377003,1.1303150350243092
0.35,55,0.013285024154589372,0.4482758641242981,4.196610076670318,5.578818139162931,-0.020407838080988103,0.1399925622220098,1.6200262574888395,1.3324153376701497
0.4,36,0.008695652173913044,0.5316764116287231,3.962083333333334,5.579722166061401,-0.21023022406314382,0.07575683794915386,1.886527762942844,1.594614204124168
