feature,src,gain,gain_frac,cum_gain,split
mordred:GATS3m,mordred,12.327383309602737,0.0002949994666202894,0.9195227518550771,3
mordred:ATSC4p,mordred,12.293845295906067,0.00029419688784882255,0.919816948742926,7
mordred:MATS6v,mordred,12.265159100294113,0.0002935104151244529,0.9201104591580505,8
mordred:AATS3p,mordred,12.26450002193451,0.00029349464310214607,0.9204039538011526,5
mordred:MATS8c,mordred,12.210547983646393,0.00029220354813751774,0.9206961573492901,7
mordred:AATS5d,mordred,12.184843182563782,0.00029158842143799796,0.9209877457707281,4
mordred:MATS1m,mordred,12.16849958896637,0.00029119731237025774,0.9212789430830983,2
mordred:GATS8v,mordred,12.113570109009743,0.0002898828268154594,0.9215688259099137,9
mordred:AATS3s,mordred,12.10199910402298,0.00028960592780018365,0.9218584318377139,4
mordred:SMR_VSA6,mordred,12.071747183799744,0.0002888819866274335,0.9221473138243413,9
mordred:MDEC-33,mordred,12.070184618234634,0.0002888445937763564,0.9224361584181177,5
mordred:SpDiam_DzZ,mordred,11.950176775455475,0.0002859727556318796,0.9227221311737496,2
mordred:SdO,mordred,11.921221166849136,0.00028527983574125836,0.9230074110094908,4
mordred:MATS3v,mordred,11.876819968223572,0.0002842172963861594,0.923291628305877,4
mordred:MATS4are,mordred,11.861022874712944,0.00028383926529531504,0.9235754675711723,6
mordred:MATS4c,mordred,11.768761724233627,0.00028163141716586074,0.9238570989883381,9
mordred:AATS0i,mordred,11.711098909378052,0.0002802515217574841,0.9241373505100956,7
mordred:ATSC4v,mordred,11.691942930221558,0.00027979311112062553,0.9244171436212162,11
mordred:MID_C,mordred,11.666734203696251,0.00027918985569387573,0.92469633347691,7
mordred:GATS4i,mordred,11.666389048099518,0.000279181595975298,0.9249755150728853,10
mordred:GATS3pe,mordred,11.601638734340668,0.00027763209373766757,0.925253147166623,5
mordred:MATS5i,mordred,11.591979801654816,0.0002774009514166344,0.9255305481180396,9
mordred:ATSC5c,mordred,11.481650024652481,0.0002747607134561038,0.9258053088314957,9
mordred:MINsssN,mordred,11.38742595911026,0.0002725058919437316,0.9260778147234394,5
mordred:MATS8Z,mordred,11.350719153881073,0.00027162748265832306,0.9263494422060977,3
mordred:GATS8Z,mordred,11.326985269784927,0.0002710595208311171,0.9266205017269288,8
mordred:GATS5pe,mordred,11.24034409224987,0.0002689861610175802,0.9268894878879463,11
mordred:MID_O,mordred,11.236207067966461,0.00026888716028673976,0.9271583750482331,8
mordred:AATSC2Z,mordred,11.180870056152344,0.00026756292232321276,0.9274259379705563,4
mordred:AATSC8se,mordred,11.093789935112,0.0002654790584070059,0.9276914170289633,5
mordred:ATS5are,mordred,11.07956051826477,0.00026513854247797004,0.9279565555714413,2
mordred:GATS2pe,mordred,11.078862339258194,0.0002651218347607382,0.928221677406202,4
mordred:ATSC3s,mordred,11.077820092439651,0.0002650968933560755,0.9284867742995581,5
mordred:SpAD_D,mordred,11.061469957232475,0.00026470562774486266,0.9287514799273029,9
mordred:nBondsD,mordred,11.057959079742432,0.00026462161097010034,0.929016101538273,5
rdkit:Chi3n,rdkit,11.049590110778809,0.00026442133802340715,0.9292805228762964,4
mordred:ATSC7v,mordred,11.003111988306046,0.0002633090970072381,0.9295438319733036,9
mordred:MATS1d,mordred,11.002804011106491,0.00026330172698333943,0.9298071337002869,8
mordred:GATS7d,mordred,10.94758078455925,0.00026198021194909877,0.930069113912236,7
jazzy:dga,jazzy,10.939097046852112,0.0002617771925381097,0.9303308911047741,5
mordred:GATS6se,mordred,10.870679080486298,0.00026013992183124057,0.9305910310266053,9
mordred:AATSC0p,mordred,10.861604928970337,0.0002599227735695203,0.9308509538001749,5
mordred:ATSC5s,mordred,10.852204084396362,0.0002596978074055378,0.9311106516075804,6
mordred:MINaaN,mordred,10.746915012598038,0.00025717819564030164,0.9313678298032207,8
mordred:AATSC7i,mordred,10.74100312590599,0.00025703672170564147,0.9316248665249264,7
mordred:BCUTdv-1l,mordred,10.719659745693207,0.0002565259656416404,0.931881392490568,6
mordred:n6Ring,mordred,10.690744876861572,0.0002558340206709601,0.932137226511239,5
mordred:ATS7i,mordred,10.670177042484283,0.0002553418237449419,0.932392568334984,4
mordred:ATS7pe,mordred,10.658813893795013,0.0002550698988182747,0.9326476382338023,4
mordred:GATS3Z,mordred,10.616361916065216,0.00025405400513891526,0.9329016922389411,4
mordred:GATS2Z,mordred,10.542406022548676,0.0002522842095064706,0.9331539764484477,8
mordred:SaaCH,mordred,10.537712067365646,0.0002521718811849967,0.9334061483296326,5
mordred:MID_X,mordred,10.503990888595581,0.00025136491919629727,0.933657513248829,4
rdkit:MinEStateIndex,rdkit,10.47731101512909,0.00025072645860458513,0.9339082397074335,9
mordred:ATS8dv,mordred,10.460060983896255,0.00025031365810304596,0.9341585533655365,9
rdkit:MaxPartialCharge,rdkit,10.454115092754364,0.0002501713704276012,0.9344087247359641,6
mordred:nHBAcc,mordred,10.442694067955017,0.0002498980605012813,0.9346586227964654,6
mordred:MPC10,mordred,10.427362948656082,0.00024953118036927837,0.9349081539768347,7
mordred:AATSC6s,mordred,10.42005980014801,0.00024935641295429484,0.935157510389789,4
mordred:ATSC0dv,mordred,10.384118139743805,0.0002484963139063137,0.9354060067036953,6
mordred:MWC09,mordred,10.342350006103516,0.0002474967849035924,0.9356535034885989,2
mordred:AATSC6i,mordred,10.334703862667084,0.000247313809475734,0.9359008172980746,7
mordred:ATS0pe,mordred,10.321530103683472,0.0002469985558833092,0.9361478158539579,3
mordred:GATS6p,mordred,10.314395785331726,0.0002468278286449645,0.9363946436826028,9
mordred:MID_h,mordred,10.31399917602539,0.00024681833761747824,0.9366414620202204,5
mordred:Xp-6dv,mordred,10.283153712749481,0.0002460801927098756,0.9368875422129302,4
mordred:SIC5,mordred,10.276936918497086,0.0002459314222090738,0.9371334736351393,6
mordred:AXp-5dv,mordred,10.176667869091034,0.00024353194169074945,0.9373770055768301,4
mordred:JGI1,mordred,10.176090061664581,0.00024351811451604971,0.9376205236913462,7
mordred:JGT10,mordred,10.166601181030273,0.00024329104161212176,0.9378638147329583,4
mordred:ATSC8Z,mordred,10.124350994825363,0.00024227997688881203,0.9381060947098472,9
mordred:MDEC-12,mordred,10.104762017726898,0.0002418112044291139,0.9383479059142763,8
mordred:ETA_beta_ns,mordred,10.07057398557663,0.00024099307044270088,0.938588898984719,7
mordred:MATS3se,mordred,10.049857139587402,0.00024049730760614528,0.9388293962923251,6
mordred:VMcGowan,mordred,10.01922333240509,0.00023976422771786995,0.939069160520043,3
rdkit:MinPartialCharge,rdkit,9.992335826158524,0.00023912079838641498,0.9393082813184294,8
mordred:ATSC3i,mordred,9.98046812415123,0.00023883679928666824,0.9395471181177161,6
mordred:C3SP2,mordred,9.96628999710083,0.00023849751074403935,0.9397856156284601,3
mordred:BCUTm-1l,mordred,9.962094753980637,0.00023839711681195196,0.940024012745272,4
mordred:AATS7are,mordred,9.926664918661118,0.00023754926595348462,0.9402615620112255,4
rdkit:NumSaturatedHeterocycles,rdkit,9.90412425994873,0.00023700985851149775,0.940498571869737,4
mordred:AATS2d,mordred,9.895645886659622,0.00023680696747328803,0.9407353788372103,9
mordred:VR2_Dzv,mordred,9.888039588928223,0.0002366249455699073,0.9409720037827801,1
mordred:TSRW10,mordred,9.880849063396454,0.00023645287327010795,0.9412084566560502,6
mordred:ATS8i,mordred,9.864839792251587,0.00023606976467924936,0.9414445264207295,2
mordred:NsssCH,mordred,9.854900360107422,0.00023583190988822058,0.9416803583306177,1
rdkit:NumAtomStereoCenters,rdkit,9.854490160942078,0.00023582209364969329,0.9419161804242674,2
mordred:AATSC7p,mordred,9.84478297829628,0.00023558979668682805,0.9421517702209542,7
mordred:ATS1m,mordred,9.719778209924698,0.00023259838001157276,0.9423843686009657,4
mordred:ATS7p,mordred,9.68306902050972,0.00023171991367159565,0.9426160885146373,3
mordred:MAXssNH,mordred,9.6597560942173,0.00023116202554165774,0.9428472505401789,4
mordred:SIC3,mordred,9.60555511713028,0.00022986497336688563,0.9430771155135458,5
mordred:MPC9,mordred,9.597767949104309,0.00022967862316129463,0.943306794136707,9
mordred:AATSC5v,mordred,9.592955231666565,0.0002295634528091224,0.9435363575895162,5
mordred:bpol,mordred,9.56641310453415,0.000228928288545111,0.9437652858780613,4
mordred:AETA_eta_L,mordred,9.564211875200272,0.00022887561220147064,0.9439941614902627,6
mordred:ATSC4s,mordred,9.556178897619247,0.00022868337966985716,0.9442228448699326,12
mordred:MATS4v,mordred,9.541130006313324,0.00022832325337241203,0.944451168123305,7
mordred:MATS8v,mordred,9.393748760223389,0.00022479635817539996,0.9446759644814804,7
mordred:AATS5se,mordred,9.388880133628845,0.00022467984989359412,0.944900644331374,3
mordred:Xch-6d,mordred,9.380571246147156,0.00022448101472202962,0.945125125346096,5
mordred:ATSC8s,mordred,9.375514090061188,0.00022435999485021188,0.9453494853409463,7
mordred:AATS5i,mordred,9.313433200120926,0.0002228743730471303,0.9455723597139934,6
mordred:MATS4dv,mordred,9.290394246578217,0.00022232304120030642,0.9457946827551937,7
mordred:MATS8pe,mordred,9.27508294582367,0.00022195663533440497,0.9460166393905282,4
mordred:ATSC7s,mordred,9.231421053409576,0.00022091178788784618,0.946237551178416,7
mordred:MATS2Z,mordred,9.207223892211914,0.00022033273964477943,0.9464578839180607,5
mordred:C1SP3,mordred,9.197870016098022,0.00022010889745579837,0.9466779928155166,3
mordred:nFAHRing,mordred,9.174839973449707,0.00021955777885042464,0.946897550594367,2
mordred:ATSC2i,mordred,9.15963676571846,0.000219193959696027,0.947116744554063,7
mordred:MPC8,mordred,9.155139207839966,0.00021908633124464137,0.9473358308853077,4
mordred:MATS5m,mordred,9.14418077468872,0.00021882409133099374,0.9475546549766387,5
mordred:EState_VSA1,mordred,9.104748398065567,0.00021788045797594593,0.9477725354346147,2
mordred:MDEC-34,mordred,9.094340085983276,0.00021763138269082023,0.9479901668173055,3
mordred:AATS0dv,mordred,9.084288120269775,0.0002173908349241536,0.9482075576522296,7
mordred:ATSC6v,mordred,9.070706963539124,0.0002170658321323196,0.948424623484362,10
mordred:AETA_beta_ns,mordred,9.064271807670593,0.00021691183614621636,0.9486415353205082,8
mordred:AATSC5are,mordred,9.050163000822067,0.00021657420646516948,0.9488581095269734,6
mordred:MATS1dv,mordred,9.047563254833221,0.00021651199345038797,0.9490746215204238,6
mordred:SpMax_A,mordred,9.035505041480064,0.00021622343533401917,0.9492908449557578,7
mordred:ETA_eta_BR,mordred,9.004482567310333,0.00021548105448128917,0.9495063260102391,2
mordred:ATSC3p,mordred,8.995666980743408,0.00021527009378753334,0.9497215961040266,8
mordred:CIC4,mordred,8.908642053604126,0.00021318755068458953,0.9499347836547112,9
mordred:AATS3d,mordred,8.890488892793655,0.00021275313791246542,0.9501475367926236,5
mordred:AATSC6c,mordred,8.883252039551735,0.00021257995697108,0.9503601167495948,8
mordred:VE1_D,mordred,8.875341057777405,0.00021239064385042346,0.9505725073934451,4
mordred:AATS6Z,mordred,8.860026001930237,0.00021202414812357645,0.9507845315415687,2
mordred:TIC2,mordred,8.856992781162262,0.00021195156187504168,0.9509964831034438,4
mordred:ATS0s,mordred,8.856978058815002,0.00021195120956308058,0.9512084343130068,6
mordred:AATSC6d,mordred,8.744761019945145,0.00020926580863241194,0.9514177001216393,6
mordred:VE1_A,mordred,8.705388933420181,0.00020832361804476758,0.9516260237396841,6
mordred:AATSC7d,mordred,8.663709968328476,0.00020732622288291186,0.951833349962567,6
mordred:SMR_VSA7,mordred,8.6308813393116,0.00020654061998514928,0.9520398905825521,2
mordred:ATSC0v,mordred,8.623321861028671,0.00020635971849085937,0.9522462503010429,4
rdkit:fr_bicyclic,rdkit,8.60916717350483,0.00020602099086595803,0.9524522712919089,11
mordred:AATS4m,mordred,8.602100372314453,0.00020585187934167787,0.9526581231712505,1
mordred:GATS1d,mordred,8.5919751226902,0.00020560957786020897,0.9528637327491107,8
mordred:SM1_Dzare,mordred,8.581950187683105,0.00020536967694971385,0.9530691024260605,1
mordred:MIC3,mordred,8.57863187789917,0.00020529026840113897,0.9532743926944616,5
mordred:NsOH,mordred,8.569069862365723,0.00020506144534831926,0.9534794541398098,2
mordred:ATS8are,mordred,8.529979944229126,0.00020412600716886848,0.9536835801469787,2
mordred:ATSC6pe,mordred,8.527464896440506,0.0002040658210176364,0.9538876459679964,6
mordred:AATSC1d,mordred,8.500114053487778,0.0002034113038439565,0.9540910572718403,5
mordred:ATSC0Z,mordred,8.476452797651291,0.00020284508004154642,0.9542939023518818,4
mordred:MDEO-22,mordred,8.434074938297272,0.00020183096004608827,0.9544957333119279,7
mordred:MATS3Z,mordred,8.395888060331345,0.0002009171319976761,0.9546966504439256,9
mordred:MATS4Z,mordred,8.36405386030674,0.00020015532620388477,0.9548968057701295,5
mordred:BCUTse-1l,mordred,8.339262962341309,0.00019956206959028186,0.9550963678397197,5
mordred:VE2_D,mordred,8.237640261650085,0.00019713019562745378,0.9552934980353472,2
mordred:GATS6pe,mordred,8.218794167041779,0.0001966792006581487,0.9554901772360054,6
mordred:ATS0v,mordred,8.193180084228516,0.00019606624488496412,0.9556862434808904,1
mordred:AATSC8Z,mordred,8.191877961158752,0.00019603508453232426,0.9558822785654227,7
mordred:GATS7i,mordred,8.186264902353287,0.00019590076167465577,0.9560781793270974,3
mordred:Mi,mordred,8.003410935401917,0.00019152498935012368,0.9562697043164475,4
mordred:AATS8dv,mordred,7.998192846775055,0.00019140011829492558,0.9564611044347424,5
mordred:IC5,mordred,7.99708890914917,0.00019137370060330042,0.9566524781353457,6
mordred:AATSC7v,mordred,7.962361812591553,0.00019054266657892737,0.9568430208019246,7
mordred:AATSC7are,mordred,7.9616899490356445,0.00019052658860149643,0.9570335473905262,5
mordred:GGI6,mordred,7.961358964443207,0.0001905186680010108,0.9572240660585272,8
mordred:ATS6v,mordred,7.941056162118912,0.00019003281340347438,0.9574140988719306,3
mordred:SMR,mordred,7.939689874649048,0.00019000011756975708,0.9576040989895004,4
mordred:MPC3,mordred,7.918330192565918,0.00018948897139514322,0.9577935879608955,1
mordred:AATSC4p,mordred,7.913237899541855,0.0001893671106816208,0.9579829550715772,8
mordred:ATSC2pe,mordred,7.84923779964447,0.0001878355613771819,0.9581707906329543,3
mordred:MATS5pe,mordred,7.839815974235535,0.00018761009313299576,0.9583584007260872,13
mordred:AATSC8d,mordred,7.729730129241943,0.00018497569256801488,0.9585433764186553,4
mordred:AATSC0se,mordred,7.717491060495377,0.00018468280650602687,0.9587280592251614,5
mordred:AATSC5p,mordred,7.707976967096329,0.000184455130250036,0.9589125143554114,6
mordred:ETA_dEpsilon_B,mordred,7.558489799499512,0.0001808778394657633,0.9590933921948771,1
mordred:piPC9,mordred,7.537224888801575,0.00018036896121025124,0.9592737611560873,5
mordred:MATS7se,mordred,7.508697956800461,0.00017968629973106394,0.9594534474558184,9
mordred:MDEN-33,mordred,7.497118145227432,0.00017940918997047544,0.9596328566457889,6
mordred:ATS5v,mordred,7.484541803598404,0.00017910823282657712,0.9598119648786155,4
mordred:ATSC5v,mordred,7.481825947761536,0.00017904324125430488,0.9599910081198698,6
mordred:ETA_eta_FL,mordred,7.47730016708374,0.00017893493741946346,0.9601699430572893,2
mordred:AATSC3are,mordred,7.470567047595978,0.00017877381103864967,0.960348716868328,4
mordred:AATSC1se,mordred,7.442125856876373,0.0001780932013843856,0.9605268100697124,3
mordred:Xp-3d,mordred,7.425327003002167,0.00017769119774677154,0.9607045012674592,4
mordred:AATS1dv,mordred,7.42507004737854,0.0001776850486906409,0.9608821863161499,2
mordred:DetourIndex,mordred,7.389280080795288,0.0001768285797395868,0.9610590148958894,2
mordred:MATS2c,mordred,7.388901054859161,0.00017681950948954389,0.961235834405379,6
mordred:VR2_D,mordred,7.386241257190704,0.0001767558594128158,0.9614125902647918,3
mordred:MIC1,mordred,7.360967218875885,0.00017615104104747752,0.9615887413058393,2
mordred:AATS4v,mordred,7.3570570051670074,0.00017605746798906604,0.9617647987738284,7
mordred:MATS7p,mordred,7.348310858011246,0.00017584816900962063,0.961940646942838,7
mordred:MATS4se,mordred,7.346095144748688,0.00017579514605947606,0.9621164420888975,4
rdkit:MinAbsEStateIndex,rdkit,7.335620045661926,0.00017554447253324747,0.9622919865614307,8
mordred:CIC1,mordred,7.310582935810089,0.00017494532396566362,0.9624669318853963,3
mordred:AATS3dv,mordred,7.287833899259567,0.0001744009299543813,0.9626413328153507,5
mordred:AATS8s,mordred,7.209771931171417,0.0001725328742307148,0.9628138656895814,6
mordred:MATS5se,mordred,7.202439039945602,0.00017235739505998805,0.9629862230846413,8
mordred:GATS7v,mordred,7.166299939155579,0.00017149257118054484,0.9631577156558219,8
mordred:SpMAD_Dzi,mordred,7.151142120361328,0.0001711298382024969,0.9633288454940243,4
mordred:C2SP3,mordred,7.073462039232254,0.0001692709211943556,0.9634981164152187,2
mordred:ATS3m,mordred,7.038876950740814,0.00016844328548272467,0.9636665597007014,3
mordred:MWC05,mordred,7.024658024311066,0.00016810302059379066,0.9638346627212951,4
mordred:ATS5d,mordred,7.0133678913116455,0.00016783284296328682,0.9640024955642584,4
mordred:ATS6se,mordred,7.007045805454254,0.00016768155279009935,0.9641701771170486,3
mordred:MATS4i,mordred,7.003357067704201,0.00016759327974451957,0.964337770396793,9
mordred:Xp-1dv,mordred,6.979388177394867,0.00016701969411980506,0.9645047900909128,4
mordred:EState_VSA5,mordred,6.971673220396042,0.00016683507195446045,0.9646716251628673,8
mordred:SdssC,mordred,6.963281035423279,0.00016663424343890554,0.9648382594063062,6
mordred:ETA_beta_ns_d,mordred,6.9549800157547,0.0001664355965474174,0.9650046950028536,2
mordred:Xp-6d,mordred,6.9488189816474915,0.00016628816041033874,0.9651709831632639,3
mordred:ATS3pe,mordred,6.939289927482605,0.0001660601261369299,0.9653370432894008,2
mordred:AATS5p,mordred,6.923532038927078,0.00016568303323714792,0.965502726322638,6
mordred:AATS6are,mordred,6.856910824775696,0.00016408875956635643,0.9656668150822043,5
mordred:AATS7i,mordred,6.845990896224976,0.00016382744108399167,0.9658306425232883,10
mordred:Xc-4d,mordred,6.820614814758301,0.00016322018078311737,0.9659938627040714,3
mordred:BertzCT,mordred,6.785068988800049,0.00016236955421988772,0.9661562322582913,5
mordred:AATS8se,mordred,6.778799146413803,0.00016221951425493466,0.9663184517725462,6
mordred:GATS2are,mordred,6.748818874359131,0.00016150207373709418,0.9664799538462833,4
mordred:GATS6v,mordred,6.7121970653533936,0.0001606256984470562,0.9666405795447304,6
mordred:Xp-0dv,mordred,6.686280012130737,0.00016000549246456697,0.9668005850371949,3
mordred:AATS6dv,mordred,6.67415589094162,0.0001597153571459675,0.9669603003943409,4
mordred:AATS0m,mordred,6.670648157596588,0.0001596314156119175,0.9671199318099528,6
mordred:AATSC4v,mordred,6.600625813007355,0.00015795575145947447,0.9672778875614123,3
mordred:TMPC10,mordred,6.51526403427124,0.0001559130081972205,0.9674338005696095,3
mordred:AATSC6se,mordred,6.51255801320076,0.0001558482519750437,0.9675896488215845,7
mordred:GATS3are,mordred,6.507032960653305,0.0001557160351441386,0.9677453648567287,6
mordred:ATS8se,mordred,6.50609016418457,0.00015569347362816857,0.9679010583303569,1
mordred:Xpc-4dv,mordred,6.503510057926178,0.00015563173060039587,0.9680566900609573,4
mordred:BCUTZ-1l,mordred,6.456778824329376,0.00015451343252858806,0.9682112034934859,4
mordred:MATS7Z,mordred,6.441368013620377,0.00015414464534762974,0.9683653481388335,5
mordred:AATS1are,mordred,6.4158501625061035,0.00015353399243947017,0.9685188821312729,1
mordred:SssNH,mordred,6.394629001617432,0.00015302616113529186,0.9686719082924082,5
mordred:MINsOH,mordred,6.393679976463318,0.00015300345056426138,0.9688249117429725,3
mordred:MATS6dv,mordred,6.372144907712936,0.000152488107312945,0.9689773998502854,7
mordred:AATSC5dv,mordred,6.366379112005234,0.00015235012939697568,0.9691297499796824,6
mordred:AMID_O,mordred,6.342739999294281,0.00015178443548887147,0.9692815344151713,7
mordred:nRot,mordred,6.332069993019104,0.00015152909775166,0.9694330635129229,3
mordred:BCUTare-1l,mordred,6.301869958639145,0.000150806398228959,0.9695838699111519,5
mordred:AATS7m,mordred,6.298808753490448,0.0001507331423024253,0.9697346030534543,2
mordred:MINssNH,mordred,6.282058984041214,0.00015033231327574227,0.96988493536673,7
mordred:MDEN-23,mordred,6.280065894126892,0.00015028461779594053,0.970035219984526,4
rdkit:Chi4n,rdkit,6.256359934806824,0.00014971732422036925,0.9701849373087464,2
mordred:SMR_VSA1,mordred,6.23432981967926,0.00014919013430106558,0.9703341274430475,3
mordred:AATSC5c,mordred,6.228280186653137,0.00014904536403870466,0.9704831728070862,2
mordred:AATS4p,mordred,6.220269948244095,0.00014885367566503917,0.9706320264827513,7
mordred:SlogP_VSA4,mordred,6.193354934453964,0.000148209588066499,0.9707802360708178,5
mordred:ATS3v,mordred,6.192620038986206,0.00014819200170891072,0.9709284280725267,3
mordred:MATS5Z,mordred,6.190690994262695,0.00014814583885745797,0.9710765739113841,4
mordred:Mv,mordred,6.162622034549713,0.0001474741368477163,0.9712240480482318,5
mordred:PetitjeanIndex,mordred,6.122594892978668,0.0001465162705173496,0.9713705643187491,4
mordred:BCUTs-1h,mordred,6.117744892835617,0.00014640020797436094,0.9715169645267235,5
mordred:AXp-0dv,mordred,6.10967493057251,0.00014620709038375206,0.9716631716171072,5
mordred:AATSC8pe,mordred,6.109548032283783,0.00014620405365433842,0.9718093756707615,3
mordred:ATSC2are,mordred,6.095094978809357,0.00014585818600676808,0.9719552338567683,4
mordred:EState_VSA9,mordred,6.07228010892868,0.00014531221657621034,0.9721005460733445,7
mordred:n9FaRing,mordred,6.07094806432724,0.00014528034018873454,0.9722458264135332,2
mordred:SpDiam_A,mordred,6.0558799505233765,0.0001449197538888301,0.972390746167422,3
mordred:MATS6se,mordred,6.038146078586578,0.00014449537487577606,0.9725352415422979,5
mordred:AXp-2dv,mordred,6.02948796749115,0.00014428818263627615,0.9726795297249341,5
mordred:AATS4dv,mordred,6.016166985034943,0.0001439694059242404,0.9728234991308583,5
mordred:ATSC5m,mordred,6.005379110574722,0.00014371124755179388,0.97296721037841,5
mordred:SRW10,mordred,5.988249778747559,0.00014330133543779,0.9731105117138479,2
mordred:AATSC7s,mordred,5.972995966672897,0.00014293630530017387,0.973253448019148,6
mordred:AATS3Z,mordred,5.944937884807587,0.0001422648636019014,0.97339571288275,3
mordred:GGI9,mordred,5.923671096563339,0.00014175594041591655,0.9735374688231658,6
mordred:MAXsssCH,mordred,5.909091949462891,0.00014140705529484948,0.9736788758784607,5
rdkit:Chi1v,rdkit,5.904230117797852,0.00014129070961856416,0.9738201665880792,1
mordred:ATS0are,mordred,5.898106962442398,0.00014114417993594408,0.9739613107680152,4
mordred:piPC3,mordred,5.86191189289093,0.00014027801670050304,0.9741015887847156,2
mordred:MWC07,mordred,5.861790180206299,0.00014027510406477612,0.9742418638887804,1
mordred:ATSC1are,mordred,5.86031898856163,0.00014023989783004052,0.9743821037866105,10
mordred:MINaaNH,mordred,5.859083116054535,0.00014021032288122557,0.9745223141094917,3
mordred:GATS3i,mordred,5.8569460809230804,0.00014015918273184474,0.9746624732922236,5
mordred:piPC8,mordred,5.855951964855194,0.00014013539311628564,0.9748026086853399,4
mordred:WPol,mordred,5.821070194244385,0.00013930065767677477,0.9749419093430166,1
rdkit:Chi0n,rdkit,5.794779896736145,0.00013867151980157154,0.9750805808628182,2
mordred:NdCH2,mordred,5.7884202003479,0.00013851932959256443,0.9752191001924108,1
mordred:MIC2,mordred,5.773859024047852,0.00013817087452030815,0.975357271066931,4
mordred:AATS0s,mordred,5.739160180091858,0.00013734051659257298,0.9754946115835236,2
mordred:AATS1d,mordred,5.712419033050537,0.00013670058969844783,0.9756313121732221,6
mordred:n7HRing,mordred,5.671275973320007,0.00013571601897724875,0.9757670281921993,5
mordred:GATS4p,mordred,5.664685070514679,0.00013555829590145184,0.9759025864881008,4
mordred:AATSC4Z,mordred,5.659163922071457,0.00013542617249740282,0.9760380126605982,4
mordred:ETA_eta_B,mordred,5.656180024147034,0.00013535476656525593,0.9761733674271634,4
mordred:Xp-7d,mordred,5.635182023048401,0.0001348522755686984,0.9763082197027322,4
mordred:GATS5v,mordred,5.6284679770469666,0.00013469160562443338,0.9764429113083566,8
mordred:mZagreb1,mordred,5.628016084432602,0.00013468079164413773,0.9765775921000007,3
mordred:GATS2m,mordred,5.595310091972351,0.0001338981234907474,0.9767114902234915,3
mordred:MDEC-14,mordred,5.576870083808899,0.00013345684634083883,0.9768449470698323,2
mordred:AATSC0pe,mordred,5.532712936401367,0.000132400147234018,0.9769773472170663,3
mordred:Xc-6dv,mordred,5.518219947814941,0.0001320533239224236,0.9771094005409887,1
mordred:ATSC7are,mordred,5.51401299238205,0.000131952649709768,0.9772413531906985,4
mordred:AATSC1pe,mordred,5.510814934968948,0.00013187611885099676,0.9773732293095495,6
mordred:AATSC3Z,mordred,5.490045964717865,0.0001313791086589352,0.9775046084182084,5
rdkit:VSA_EState10,rdkit,5.480862230062485,0.0001311593380266057,0.9776357677562351,2
mordred:GATS6Z,mordred,5.444951057434082,0.0001302999685639205,0.977766067724799,7
mordred:ATS2d,mordred,5.342260122299194,0.00012784253130163203,0.9778939102561006,2
mordred:SM1_Dzp,mordred,5.339282006025314,0.00012777126372681398,0.9780216815198274,7
mordred:BIC0,mordred,5.333184093236923,0.00012762533810943896,0.9781493068579368,7
mordred:CIC5,mordred,5.3272929191589355,0.0001274843598363435,0.9782767912177731,5
mordred:MATS2m,mordred,5.324772953987122,0.0001274240560100637,0.9784042152737832,6
mordred:ATSC2m,mordred,5.314327001571655,0.00012717407997593625,0.9785313893537592,7
mordred:GATS7m,mordred,5.309899926185608,0.0001270681382002348,0.9786584574919593,3
mordred:ATS5pe,mordred,5.296519994735718,0.00012674795081399047,0.9787852054427734,2
mordred:ATSC3pe,mordred,5.290221929550171,0.00012659723546558162,0.978911802678239,4
mordred:SpDiam_Dt,mordred,5.269341021776199,0.00012609754656152437,0.9790379002248005,7
mordred:BCUTi-1l,mordred,5.268903970718384,0.0001260870877459182,0.9791639873125464,7
mordred:ATSC4Z,mordred,5.2683990597724915,0.00012607500501465334,0.979290062317561,5
mordred:ATSC4se,mordred,5.2658359706401825,0.00012601366921386403,0.9794160759867748,7
mordred:ATSC4are,mordred,5.2328460812568665,0.0001252242072877179,0.9795413001940625,3
mordred:AATSC3p,mordred,5.225405991077423,0.00012504616280095056,0.9796663463568634,3
mordred:GATS6dv,mordred,5.17862206697464,0.0001239266038231767,0.9797902729606867,5
mordred:MATS6pe,mordred,5.1683269739151,0.0001236802379168773,0.9799139531986035,5
mordred:AATSC5m,mordred,5.164034008979797,0.00012357750546065948,0.9800375307040642,5
mordred:ATSC4c,mordred,5.130018055438995,0.00012276348938773505,0.980160294193452,6
mordred:ATS8v,mordred,5.127692103385925,0.00012270782837697493,0.9802830020218289,5
mordred:BCUTv-1h,mordred,5.105403959751129,0.00012217446372698472,0.9804051764855559,4
mordred:SpAD_Dzp,mordred,5.094544947147369,0.00012191460298884764,0.9805270910885447,5
mordred:ATS0dv,mordred,5.067713022232056,0.00012127250374202311,0.9806483635922868,6
mordred:AATS7p,mordred,5.0513540506362915,0.00012088102667231541,0.9807692446189591,7
mordred:AATSC3i,mordred,5.039950966835022,0.00012060814608162422,0.9808898527650407,5
mordred:AATS0d,mordred,4.995589971542358,0.00011954656880918825,0.9810093993338499,2
mordred:AATS2Z,mordred,4.974154949188232,0.00011903361971020668,0.9811284329535601,2
mordred:VR1_A,mordred,4.946149945259094,0.00011836344818926765,0.9812467964017494,3
mordred:ATSC0pe,mordred,4.938632130622864,0.00011818354372356399,0.981364979945473,3
