name,split,row_weight,l2_anchor,max_weight,MAE,Spearman_R,delta_mae_vs_raw_anchor,oof_abs_delta_p95,weight_l1_from_anchor,weight_max,fold_weight_l1_mean,fold_weight_l1_std,raw_test_delta_mean,raw_test_delta_std,raw_test_abs_delta_mean,raw_test_abs_delta_p95,raw_test_abs_delta_max,raw_test_pred_mean,raw_test_pred_std,id55_abs_delta_mean,id55_abs_delta_p90,id55_abs_delta_max,id55_pearson,id55_spearman,id56_minus_id55_pearson,id56_minus_id55_spearman,id56_minus_id55_projection,id56_minus_id51_pearson,id56_minus_id51_spearman,id56_minus_id51_projection
umap__importance_x_potent46__l2_0p3,umap,importance_x_potent46,0.3,none,0.3868436443067646,0.852876631299162,-0.0046003502807246965,0.07269958414095366,0.24783173598186956,0.4111117600533821,0.2471084619499841,0.009946949189576192,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
mixed_analog_t25__importance_x_potent46__l2_0p3,mixed_analog_t25,importance_x_potent46,0.3,none,0.38687833794778764,0.8527687282983312,-0.004565656639701654,0.07341129495971543,0.24783173598186956,0.4111117600533821,0.24748295791581082,0.007781323609348234,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
mixed_analog_t20__importance_x_potent46__l2_0p3,mixed_analog_t20,importance_x_potent46,0.3,none,0.386888968991917,0.8527905163018231,-0.004555025595572304,0.07282327157600176,0.24783173598186956,0.4111117600533821,0.24760408875704654,0.004370627935652225,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
test_nn_t25__importance_x_potent46__l2_0p3,test_nn_t25,importance_x_potent46,0.3,none,0.38693159382211284,0.8527447161715193,-0.004512400765376456,0.0736348612974365,0.24783173598186956,0.4111117600533821,0.24761487956299053,0.011610579917262583,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
mixed_analog_t30__importance_x_potent46__l2_0p3,mixed_analog_t30,importance_x_potent46,0.3,none,0.3869618293861098,0.8528399760928992,-0.004482165201379507,0.07297749771476164,0.24783173598186956,0.4111117600533821,0.2475570029074464,0.019394288493057653,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
test_nn_t30__importance_x_potent46__l2_0p3,test_nn_t30,importance_x_potent46,0.3,none,0.38697672261499033,0.8527873453850267,-0.004467271972498965,0.07414643760857333,0.24783173598186956,0.4111117600533821,0.24789802538034356,0.008034971934655974,0.0005505154041256882,0.03332607021482251,0.026796395654461184,0.061950120282478933,0.11177971834434919,4.738063498084532,0.7290266158346012,0.09532128960459353,0.17764297098044982,0.40470777779031497,0.9929660917421208,0.9923469605433819,0.8089290758821572,0.7782690478018979,1.151950512300157,0.7339832926950073,0.7238580705167589,1.1636803231685386
mixed_analog_t25__low_disagreement__l2_0p1,mixed_analog_t25,low_disagreement,0.1,none,0.38709277514835216,0.8526877585574228,-0.004351219439137133,0.06905804493656541,0.23310621152341698,0.41034821135110777,0.23275851290649113,0.017749127336059517,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
umap__low_disagreement__l2_0p1,umap,low_disagreement,0.1,none,0.3870991141456785,0.852681561233078,-0.004344880441810806,0.0679070616201518,0.23310621152341698,0.41034821135110777,0.23200644281051916,0.013339072962749684,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
mixed_analog_t20__low_disagreement__l2_0p1,mixed_analog_t20,low_disagreement,0.1,none,0.38711574911504637,0.8526599502935801,-0.0043282454724429265,0.06730480368982134,0.23310621152341698,0.41034821135110777,0.2326091267391813,0.010449087927258544,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
test_nn_t30__low_disagreement__l2_0p1,test_nn_t30,low_disagreement,0.1,none,0.3871179911097389,0.8527051156486202,-0.0043260034777504175,0.06836397073841657,0.23310621152341698,0.41034821135110777,0.23136697883799795,0.008327539363430262,0.0001877120078105952,0.03108621003346107,0.024907938914496015,0.058925708399262956,0.10476516513601997,4.737700694688217,0.7277612333241611,0.09537980436730402,0.177132762404702,0.39223887419434167,0.9931059925544862,0.9925251759221336,0.8059207881413806,0.77061476394862,1.1442325041173376,0.7269889323783947,0.710760262361481,1.1491902199889994
