fold,epochs_run,best_val_mae,loss_start,loss_end,pretrain_best_val_loss,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,3,0.5534717356685267,2.7410820699655094,0.5751634217225589,0.7477596132528215,0.5534717452798653,0.6105866072278272,0.5339416893018455,0.7005927718748672,0.5128503778601186
1,3,0.6562014046921788,3.392679961828085,0.637756537932616,0.7477596132528215,0.6562013814248234,0.6605460951538388,0.4053676508231977,0.7311543746626908,0.5364526260381756
2,3,0.5106681867157737,2.6742731745426473,0.6745952379245025,0.7477596132528215,0.5106681792382308,0.60127177768085,0.5308784702444798,0.7232245360233233,0.5354209706641995
3,3,0.49909314972264257,2.958437802699896,0.6002447616595489,0.7477596132528215,0.49909316167271806,0.640161340540928,0.49245366497591314,0.6817037692640421,0.5031748075526876
4,3,0.5576939532676568,2.6318290073138018,0.6071600604515809,0.7477596132528215,0.5576939728970711,0.5552660996277616,0.6040689623472373,0.7266773910650858,0.5328140201347452
