scope,alpha,raw_mae,corrected_mae,delta_mae,raw_spearman,corrected_spearman,delta_spearman,test_mean_shift,test_max_abs_shift,intercept,slope
all_train,0.5,0.39708902689862263,0.39586946655321953,-0.0012195603454031034,0.845089728309084,0.8476052205779505,0.0025154922688664927,-0.09344078942592078,0.1325193155636466,0.13040943673008165,0.9329763042311428
no_aux_train,0.5,0.45729545408076966,0.4533936149540551,-0.003901839126714546,0.7934147371801554,0.7917303727443019,-0.0016843644358535137,-0.09344078942592078,0.1325193155636466,0.13040943673008165,0.9329763042311428
