id,name,submission_path,oof_mae,oof_spearman,oof_residual_r,test_pearson_vs_id48,test_spearman_vs_id48,mean_abs_shift_vs_id48,p90_abs_shift_vs_id48,max_abs_shift_vs_id48,projection_on_id50_direction,cosine_vs_id50_direction,orthogonal_score
2248,tabpfn_unimol_v2_log2fc_layer06_embed_umap_default,track1_activity/submissions/tabpfn_unimol_v2_log2fc_layer06_embed_umap_default.csv,0.499,0.737,0.6247667246177344,0.8656175472301056,0.8624416377966644,0.30572105545565176,0.6103837111132508,1.338003438155308,4.058064292442642,0.29142318186864896,0.05430493596646055
749,tabpfn_boltz_trunk_pretrain_embed_c_h512_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_c_h512_umap_default.csv,0.4897,0.7565,0.6009813290034364,0.9106911665131113,0.8842196459655951,0.2617259609776187,0.5156919777507142,1.2922527141269136,4.0901156284366165,0.350695467727385,0.05347315798297011
669,tabpfn_attentivefp_pretrain_embed_umap_default,track1_activity/submissions/tabpfn_attentivefp_pretrain_embed_umap_default.csv,0.4843,0.7598,0.585306984444593,0.927963493616468,0.9339614692129158,0.2389953986821643,0.47694748975352946,1.3672639758204932,2.9724466323330683,0.2762982516648905,0.053232132086558005
440,tabpfn_2d_full_boltz_umap,track1_activity/submissions/tabpfn_2d_full_boltz_umap.csv,0.4824,0.75,0.5894742982410002,0.912780933125017,0.9150029083327648,0.23809127294802904,0.496430883620849,1.3547937274638184,4.686357913831956,0.4201907717470466,0.053193662277702905
2246,tabpfn_unimol_v2_log2fc_layer10_embed_umap_default,track1_activity/submissions/tabpfn_unimol_v2_log2fc_layer10_embed_umap_default.csv,0.4972,0.7393,0.6212212746756705,0.8689068715148028,0.8656600919858013,0.30601255233966784,0.6218597358763768,1.3585532274638186,4.373167371348196,0.31836341439867144,0.052948075239724716
524,chemprop_pretrain_finetune_frozen_lowlr_umap,track1_activity/submissions/chemprop_pretrain_finetune_frozen_lowlr_umap.csv,0.4562,0.7945,0.5353188082432485,0.9627775493598527,0.9587710943010901,0.17923683180775066,0.37949986884615616,0.9015214376088814,2.530099155753417,0.3156442538905566,0.0521367224464581
2281,tabpfn_chemprop_mtr_embed_umap,track1_activity/submissions/tabpfn_chemprop_mtr_embed_umap.csv,0.5136,0.7096,0.614719874549945,0.8815162834209272,0.9074052445274993,0.2591341734632496,0.550726310810359,1.7279634322456197,2.953954477973444,0.22761041665661028,0.05167777175100062
2247,tabpfn_unimol_v2_log2fc_layer08_embed_umap_default,track1_activity/submissions/tabpfn_unimol_v2_log2fc_layer08_embed_umap_default.csv,0.4997,0.738,0.6237677004638014,0.8684271930075023,0.8655324524427153,0.3022637002810582,0.58839616348486,1.4743476322456193,4.287348940450201,0.3116088505484312,0.05138123658987685
2239,tabpfn_2d_full_boltz_plus_shape_umap,track1_activity/submissions/tabpfn_2d_full_boltz_plus_shape_umap.csv,0.4804,0.7532,0.5793944365252914,0.9207003473487471,0.9181740754488362,0.22973725599352,0.4818627799085093,1.124875727463818,4.292665414632252,0.4049898767801679,0.051378253385060024
745,tabpfn_boltz_trunk_pretrain_embed_c_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_c_umap_default.csv,0.4944,0.7518,0.5959292444827489,0.9072027790172424,0.8866897733349264,0.2714268014948398,0.5461818577842623,1.2615055141269136,4.213578223647154,0.3507820690355383,0.05083290271638921
750,tabpfn_boltz_trunk_pretrain_embed_c_h1024_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_c_h1024_umap_default.csv,0.4946,0.7518,0.6083623720494769,0.906455308760515,0.8846790702054615,0.2704009988672744,0.5378461150513566,1.2915150141269134,4.3952887771773455,0.36558797937205634,0.04958378349036602
523,chemprop_pretrain_finetune_frozen_hilr_nowup_umap,track1_activity/submissions/chemprop_pretrain_finetune_frozen_hilr_nowup_umap.csv,0.4907,0.7746,0.5405363611561232,0.9468492646313383,0.9388747916524453,0.18750745604640554,0.3681863561773973,1.2563414376088815,1.010807682677947,0.1158223980816272,0.048592509420954055
381,tabpfn_chemeleon_umap,track1_activity/submissions/tabpfn_chemeleon_umap.csv,0.5117,0.7185,0.6031403618756408,0.8596672137512015,0.8550669876498966,0.29613858174711677,0.6208822355848211,1.6900683704632513,3.3983361658805586,0.2422922070336552,0.04839386670625204
752,tabpfn_boltz_trunk_pretrain_embed_c_cls_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_c_cls_umap_default.csv,0.5046,0.7368,0.6139771770885436,0.8883704789998175,0.8585112109472776,0.29677179142588384,0.5823969513728594,1.3137885141269132,4.220277574163558,0.32673304875443354,0.047261788429846706
748,tabpfn_boltz_trunk_pretrain_embed_b_first_umap_default,track1_activity/submissions/tabpfn_boltz_trunk_pretrain_embed_b_first_umap_default.csv,0.5136,0.7296,0.6129115281710259,0.8668812948859008,0.8169468514631262,0.31742496214640864,0.6218468365608545,1.3998705418938489,3.3182453433844916,0.24010309913835312,0.04686904732322697
905,tabpfn_pooled_boltz_ab_slig_umap_default,track1_activity/submissions/tabpfn_pooled_boltz_ab_slig_umap_default.csv,0.5155,0.7247,0.6216585593352801,0.8439015715379408,0.8217251568650876,0.32283453065981405,0.6607141702864748,1.6276776274638185,3.130197807026577,0.21623586546488452,0.046741331316537994
353,tabpfn_mordred_jazzy_umap,track1_activity/submissions/tabpfn_mordred_jazzy_umap.csv,0.4961,0.7321,0.6072198832487171,0.8875553602782087,0.8973175430063487,0.2639333632749638,0.5324883140214915,1.6130858381553086,5.207412119505718,0.4158427894484747,0.046547211539443564
488,chemprop_pretrain_finetune_umap,track1_activity/submissions/chemprop_pretrain_finetune_umap.csv,0.5071,0.7554,0.47169392603406296,0.9433810302833846,0.9345332694780076,0.20602972382371096,0.42557518532034444,1.1346063554772994,-1.3732490638059383,-0.14348702242447808,0.04539837524014118
52,chemprop_scaffold,track1_activity/submissions/chemprop_scaffold.csv,0.5602,0.6912,0.5161301912725871,0.8818657577030261,0.8506883113466223,0.2832683597128676,0.5962079946863351,1.1405102561049718,-1.1160048734935148,-0.08640845083136041,0.04433463280574265
165,chemprop_multitask5_umap_aux0.05,track1_activity/submissions/chemprop_multitask5_umap_aux0.05.csv,0.6024,0.6586,0.5525085127846439,0.8908669629795948,0.8581697129496895,0.2864202825488423,0.5937455313491941,1.1205590671045833,-1.8249929393551454,-0.14211981107003363,0.044271594349023155
163,chemprop_multitask_umap_aux0.5,track1_activity/submissions/chemprop_multitask_umap_aux0.5.csv,0.5997,0.6567,0.5520443717431714,0.8864873663960774,0.8588642640567048,0.2923085992693099,0.6392837684924183,1.1965117504538272,-1.6714564038625312,-0.1258814258205568,0.0441538280146138
166,chemprop_multitask5_umap_aux0.1,track1_activity/submissions/chemprop_multitask5_umap_aux0.1.csv,0.5895,0.6692,0.5483483366994085,0.8784087312934128,0.8395857154640819,0.29663529051397497,0.6155002557116052,1.2907199123618769,-1.4115393827090537,-0.10538112085615985,0.0440672941897205
526,chemprop_pretrain_finetune_frozen_ultrlowlr_umap,track1_activity/submissions/chemprop_pretrain_finetune_frozen_ultrlowlr_umap.csv,0.4809,0.7805,0.5297702679146706,0.9431716007539798,0.9377551013152208,0.22101942566174393,0.4599849144399488,0.8522844376088816,2.766590332019766,0.2830900961090687,0.043842107412587705
161,chemprop_multitask_umap_aux0.0,track1_activity/submissions/chemprop_multitask_umap_aux0.0.csv,0.6165,0.6606,0.5517569868332802,0.8749670211902353,0.8333389331183018,0.3151151165366513,0.7393685460615881,1.3103446504538265,-3.1395389956963187,-0.2156394582109837,0.043697697669266976
162,chemprop_multitask_umap_aux0.1,track1_activity/submissions/chemprop_multitask_umap_aux0.1.csv,0.5957,0.6551,0.5473855300961613,0.8712559859993261,0.8346595046305778,0.3185619159283378,0.7080862205167489,1.57596241878906,-3.6520801059010104,-0.2443719452531496,0.043628761681433245
167,chemprop_multitask5_umap_aux0.3,track1_activity/submissions/chemprop_multitask5_umap_aux0.3.csv,0.6044,0.647,0.5350214501175582,0.8652844456089135,0.8184228836723781,0.31929713107350927,0.7018754487002226,1.4044041123618767,-2.743513738134855,-0.18782832428746085,0.043614057378529816
160,chemprop_multitask_umap_aux0.3,track1_activity/submissions/chemprop_multitask_umap_aux0.3.csv,0.618,0.6641,0.5618952275282939,0.8622208255548486,0.8184552379855281,0.3542027982042676,0.772283342039713,1.6294860123618768,-5.55683365957836,-0.33741296009185945,0.04291594403591465
53,chemeleon_finetune,track1_activity/submissions/chemeleon_finetune.csv,0.5932,0.6699,0.6540541596991255,0.7862414372227248,0.7952127527191847,0.3578419426285289,0.8429577735441722,1.9860348532729404,-0.2575901977819797,-0.01477797404663549,0.04284316114742942
433,lgbm_morgan_r2_2048_mixed_s2_default,track1_activity/submissions/lgbm_morgan_r2_2048_mixed_s2_default.csv,0.5718,0.6858,0.6819917532518396,0.7091543502469446,0.6988316692823814,0.40830426307009876,0.9284377752491327,2.056958585613247,-0.3993686696706808,-0.020579337846041962,0.04183391473859803
394,lgbm_morgan_r2_2048_mixed_default,track1_activity/submissions/lgbm_morgan_r2_2048_mixed_default.csv,0.567,0.6914,0.6833626723957145,0.7077526476760472,0.6976416705074455,0.40869852318586275,0.9272002306596355,2.0688494496430088,-0.3597265936223627,-0.01850932375137742,0.04182602953628275
427,lgbm_morgan_r2_2048_mixed_s0_default,track1_activity/submissions/lgbm_morgan_r2_2048_mixed_s0_default.csv,0.5718,0.6872,0.6802146323410353,0.7073358966130121,0.6973329712435261,0.4088989158503132,0.925106731115514,2.0733048547566226,-0.318496533400606,-0.01638332100077734,0.04182202168299374
55,single_morgan_r2_2048,track1_activity/submissions/single_morgan_r2_2048.csv,0.5766,0.6866,0.7109108315295818,0.7062362836163254,0.7024117985516426,0.41069658105456497,0.9754971259379408,2.0666286958418123,-0.3082671288634098,-0.015650443685107582,0.041786068378908706
581,peft_molformer_xl_lora_r32a64_umap_default,track1_activity/submissions/peft_molformer_xl_lora_r32a64_umap_default.csv,0.529,0.705,0.5252584817621889,0.8673865617916445,0.8564901330011151,0.29829469313308643,0.6027381926252442,1.4305073201427736,2.345307536941839,0.16929190898130883,0.041581030767919865
490,chemprop_pretrain_finetune_frozen_umap,track1_activity/submissions/chemprop_pretrain_finetune_frozen_umap.csv,0.4713,0.7845,0.46683652196005754,0.9601344662232196,0.9567018404271055,0.1902921591201499,0.40072090482665973,1.014288332245619,2.3484646075171254,0.2780872497227723,0.04127504451920612
430,lgbm_morgan_r2_2048_mixed_s1_default,track1_activity/submissions/lgbm_morgan_r2_2048_mixed_s1_default.csv,0.5704,0.6853,0.6842537047285276,0.7022494029308035,0.6913044914920712,0.41046331325595087,0.9291927401370301,2.0791446721660223,0.06118709621533043,0.003142238978968429,0.041178862772727684
438,tabpfn_2d_full_boltz_umap_default,track1_activity/submissions/tabpfn_2d_full_boltz_umap_default.csv,0.4874,0.7498,0.6178921916545735,0.9155012055722659,0.9109211095182836,0.24163582704226175,0.49567942181421004,1.2125922381553078,5.12398300911374,0.4656030525187381,0.04102624779575147
2232,knn_alltrain_umap,track1_activity/submissions/knn_alltrain_umap.csv,0.7459,0.4606,0.7984315209799994,0.4105278315386924,0.4236684516574221,0.5682738144536604,1.4817552462241066,3.1190555104799906,-5.347048621674899,-0.186877046339962,0.038634523710926794
56,single_morgan_r3_2048,track1_activity/submissions/single_morgan_r3_2048.csv,0.591,0.6694,0.7229984356429784,0.6799127101231518,0.6696210569874355,0.4226753678850781,0.9810572646505199,2.0880652595040288,0.32330702867469374,0.01611723174472973,0.038313422355551505
352,tabpfn_mordred_jazzy_umap_default,track1_activity/submissions/tabpfn_mordred_jazzy_umap_default.csv,0.4994,0.7314,0.63219888939102,0.8904328415297409,0.8907815273226843,0.26729601069393905,0.530594724150103,1.5656119381553086,5.7359586591320255,0.46107620271586713,0.03789449319480096
451,lgbm_pooled_boltz_umap,track1_activity/submissions/lgbm_pooled_boltz_umap.csv,0.5115,0.7328,0.6583362363228221,0.8643635759411691,0.8366334732746264,0.3181403756325426,0.6531421105403006,1.4965946956668863,4.431083321556345,0.3147378572227164,0.03782635927178575
