gate,amount,full_mae,full_delta_mae,full_spearman,full_delta_spearman,train_gate_mean,test_gate_mean,test_shift_mean,test_abs_shift_mean,test_abs_shift_p90,test_abs_shift_max,test_n_shift_gt_005,id57_spearman,umap_canonical_mae,umap_canonical_delta_mae,public_adv_top513_mae,public_adv_top513_delta_mae,public_testnn_top513_mae,public_testnn_top513_delta_mae,public_log2fc_top513_mae,public_log2fc_top513_delta_mae,public_hybrid_nolabel_top513_mae,public_hybrid_nolabel_top513_delta_mae,public_hybrid_with_y_top513_mae,public_hybrid_with_y_top513_delta_mae,public_chembl_ext_nn_ge025_mae,public_chembl_ext_nn_ge025_delta_mae,public_stress_mean_delta_mae,id56_minus_id55_projection,id56_minus_id55_pearson,id56_minus_id51_projection,id56_minus_id51_pearson
lf_max_soft_q50_AND_pred_soft_q50,0.08,0.3896665886297738,-0.0006602946671665499,0.8500241223241913,-0.0004968100268750719,0.12598496619146407,0.17632530011041217,0.014106024008832962,0.014106024008832962,0.047623246900639064,0.08000000000000007,45,0.9996521022481628,0.3895359901851333,-0.0006614983551777587,0.365991637170589,-0.002929878625149318,0.36016304681363354,-0.0036106474182321935,0.2782677492020447,0.0005888547223448226,0.3274271545674874,-0.001850151139070666,0.3021416795096002,-0.006168642220925669,0.3944061774079659,-0.000987676952722616,-0.00249302360562594,0.038847472040682805,0.1575662493242746,0.0672315985912685,0.2206041581895249
lf_max_soft_q50_AND_pred_soft_q60,0.08,0.389641541658093,-0.0006853416388473699,0.8501183809123259,-0.0004025514387404616,0.10946570418816623,0.16904915889574634,0.01352393271165971,0.01352393271165971,0.0460791658481643,0.08000000000000007,43,0.9996909452010379,0.38951127745613634,-0.0006862110841747149,0.3658391583156353,-0.0030823574801030484,0.36019568108177086,-0.003578013150094872,0.27761489759579916,-6.399688390074099e-05,0.32715991787815035,-0.002117387828407702,0.3023541078252872,-0.00595621390523865,0.3942703151535331,-0.0011235392071554107,-0.002653584742483404,0.036553177467162856,0.15043407584394347,0.06431039092102761,0.2134753250854373
lf_mean_soft_q70_AND_pred_soft_q50,0.08,0.3896209420891349,-0.0007059412078054828,0.8501179637042333,-0.00040296864683309064,0.10330855243157605,0.15652001893230638,0.012521601514584504,0.012521601514584504,0.052761555894345974,0.08000000000000007,53,0.9996288142535328,0.3894900534885791,-0.0007074350517319306,0.3660266442736644,-0.0028948715220739607,0.35998512871913835,-0.003788565512727382,0.2773599591481022,-0.0003189353315977139,0.3271587553939272,-0.0021185503126308625,0.30251196469204666,-0.005798357038479196,0.3942605841808426,-0.0011332701798459355,-0.0026754249828925083,0.03894175506006728,0.14408397091286262,0.07089197729589057,0.21352841507710055
log2fc_33_pred_soft_q50_AND_pred_soft_q50,0.08,0.38976795036900663,-0.0005589329279337418,0.8499801620020917,-0.0005407703489747062,0.12454958672423738,0.17074425976493812,0.01365954078119504,0.01365954078119504,0.046770977218384684,0.08000000000000007,45,0.9996400138234693,0.3896376235436093,-0.0005598649967017422,0.3663895700070119,-0.002531945788726453,0.3605756519838081,-0.003198042248057642,0.2783211603534304,0.0006422658737305076,0.3278710033966027,-0.001406302309955365,0.3025580853118731,-0.005752236418652745,0.39454879129288967,-0.0008450630677988569,-0.002181887326576759,0.03598939980103797,0.14780090317881267,0.06002193242845392,0.1992924201685468
lf_mean_soft_q70_AND_pred_soft_q60,0.08,0.38960472327453577,-0.0007221600224046054,0.8501758479024963,-0.0003450844485700655,0.09451475234963241,0.15280164271231503,0.01222413141698521,0.01222413141698521,0.04976369151336808,0.08000000000000007,49,0.9996577909186066,0.38947422436976475,-0.0007232641705463005,0.365878001227642,-0.003043514568096317,0.35999995378072464,-0.0037737404511410944,0.2768586480172547,-0.0008202464624452177,0.3269240124164916,-0.0023532932900664494,0.3025689483431783,-0.005741373387347537,0.3942032592190591,-0.001190595141629447,-0.0028204605501210103,0.0374384553082474,0.14011582376743956,0.06882266647303378,0.2092739170524625
lf_mean_soft_q50_AND_pred_soft_q50,0.05,0.3895016823790956,-0.0008252009178447706,0.8503841940475817,-0.00013673830348470695,0.1380096502628489,0.2180558505300794,0.010902792526503955,0.010902792526503955,0.03643108314833672,0.04999999999999982,0,0.9998543167053497,0.38937171841085866,-0.0008257701294523967,0.36590200402677114,-0.003019511768967198,0.36050143430325016,-0.003272259928615573,0.27658967270866286,-0.001089221771037041,0.32695213990414995,-0.0023251658024081023,0.3026762059384,-0.00563411579212586,0.39432475067680056,-0.001069103683887962,-0.0027348964578402892,0.033253506597740755,0.1826777764964831,0.06196538800352892,0.2762143217397965
lf_max_soft_q50_AND_pred_soft_q70,0.08,0.3896336134470227,-0.0006932698499176881,0.8502206979415704,-0.000300234409496003,0.08977847504248485,0.15793481901205894,0.012634785520964704,0.012634785520964704,0.04531479887194668,0.08000000000000007,40,0.9997440987154983,0.38950386002149795,-0.0006936285188131053,0.365639888829826,-0.003281626965912332,0.36027674151206773,-0.0034969527197979966,0.2766983074427138,-0.0009805870369861136,0.3268745411533166,-0.0024027645532414543,0.30268292888637915,-0.005627392844146706,0.39428538229421106,-0.0011084720664774617,-0.0028162993644270107,0.033335901271525574,0.1394783688433514,0.06015635248343562,0.20214974346198789
lf_mean_soft_q70_AND_pred_soft_q70,0.08,0.38959208546624136,-0.0007347978306990188,0.8502811904091536,-0.00023974194191278553,0.08236859183011795,0.14692795111633114,0.0117542360893065,0.0117542360893065,0.04871294373284503,0.08000000000000007,48,0.9997024114274013,0.3894621798410632,-0.0007353086992478719,0.36565400058027897,-0.003267515215459371,0.36004248667468053,-0.003731207557185201,0.276184705311179,-0.0014941891685208986,0.326679239043865,-0.002598066662693077,0.30269816434198954,-0.005612157388536321,0.3942265390136642,-0.0011673153470243003,-0.0029784085565698615,0.0351428694964194,0.13347711370005252,0.06566823151841095,0.20200194639490335
lf_mean_soft_q70,0.08,0.38976392436180235,-0.0005629589351380249,0.8499391134271889,-0.0005818189238775417,0.14902497605799306,0.17323501304644756,0.013858801043715804,0.013858801043715804,0.05837439522009671,0.08000000000000007,59,0.999428821933238,0.38963234315984385,-0.0005651453804672024,0.36695582677901106,-0.001965689016727279,0.36004393524432704,-0.0037297589875386894,0.28003458515461144,0.002355690674911537,0.3286148513646331,-0.0006624543419249673,0.30272422726404075,-0.005586094466485114,0.3949638240503012,-0.0004300303103872971,-0.001669722741358635,0.04575174102238979,0.1575118063162736,0.08023549328312299,0.22650876947573045
log2fc_33_pred_soft_q50_AND_pred_soft_q60,0.08,0.3897382613330682,-0.0005886219638721601,0.8500818111094222,-0.00043912124164424693,0.10766563861583511,0.16318599073337056,0.013054879258669633,0.013054879258669633,0.045945589479870465,0.08000000000000007,42,0.9996786790053931,0.3896081866523385,-0.0005893018879725709,0.3662438265496069,-0.0026776892461314317,0.3606154623445998,-0.0031582318872659387,0.2776620296441819,-1.686483551799345e-05,0.32760909478529165,-0.0016682109212663998,0.3027825308515932,-0.005527790878932681,0.3943849055992781,-0.0010089487614104442,-0.0023429560884208147,0.03362113945982295,0.1403971931550884,0.05700279918348621,0.1917899866088551
lf_mean_soft_q60,0.05,0.3895243466713039,-0.0008025366256364519,0.8503563646442934,-0.00016456770677297783,0.1847888123605944,0.21218129854465353,0.010609064927232667,0.010609064927232667,0.0389045318504488,0.04999999999999982,0,0.999740543296471,0.3893935944485901,-0.0008038940917209358,0.3667131489555743,-0.0022083668401640666,0.3607126347284007,-0.0030610595034650245,0.27750393256838823,-0.00017496191131166627,0.327967085189292,-0.0013102205172660364,0.3028829152218625,-0.005427406508663357,0.3947133282184169,-0.000680526142271598,-0.002143756903856958,0.03646567699663573,0.19075271306014902,0.06331300556637358,0.27256961180556327
lf_mean_soft_q50_AND_pred_soft_q60,0.05,0.3895269588378322,-0.0007999244591081478,0.850392490434288,-0.0001284419167784101,0.12223962959336532,0.21030302999236034,0.01051515149961801,0.01051515149961801,0.03643108314833672,0.04999999999999982,0,0.9998708494038275,0.3893972379095631,-0.0008002506307479562,0.3658579443888885,-0.0030635714068498188,0.3605491639533858,-0.003224530278479909,0.2763489605536846,-0.0013299339260153253,0.32684511819141754,-0.002432187515140516,0.3028933536191496,-0.0054169681113762636,0.3942996631215612,-0.0010941912391273512,-0.0027602304128315305,0.03148827438053903,0.1745530012984688,0.05956707086711665,0.26723689984989574
log2fc_33_pred_soft_q50_AND_pred_soft_q70,0.08,0.3897225998288994,-0.0006042834680409781,0.8502087385117807,-0.00031219383928571265,0.08767352790948578,0.15166086653044453,0.012132869322435557,0.012132869322435557,0.04561753596741998,0.08000000000000007,39,0.9997346768550756,0.38959291486667513,-0.000604573673635922,0.36605443664834664,-0.0028670791473917046,0.36070869964744157,-0.0030649945844241633,0.27673230324952997,-0.0009465912301699353,0.32732863732676776,-0.001948668379790297,0.3031233934516379,-0.005186928278887948,0.39435738660476105,-0.0010364677559274726,-0.0025084548960985866,0.030324567603755598,0.12913067941371006,0.052734113619887855,0.18003316221410665
lf_max_soft_q50,0.05,0.3897579323264536,-0.000568950970486759,0.8500590057067062,-0.0004619266443601777,0.22465388591896865,0.2104126176810614,0.010520630884053066,0.010520630884053066,0.032578775669498405,0.04999999999999982,0,0.9997459653104879,0.3896274217263044,-0.0005700668140066756,0.3674270975460254,-0.0014944182497129144,0.361320582425987,-0.002453111805878705,0.27827922976317626,0.0006003352834763609,0.32877551912202585,-0.0005017865845322045,0.303134508362828,-0.005175813367697846,0.3951396710688643,-0.00025418329182425037,-0.0015464963360282598,0.03156896834034579,0.18445747698985296,0.05097866033002686,0.24401182704852223
lf_mean_soft_q50_AND_pred_soft_q70,0.05,0.3895697456400362,-0.000757137656904161,0.8504228405895927,-9.809176147368426e-05,0.10243941530449006,0.1984167365636998,0.009920836828184983,0.009920836828184983,0.03608558798349666,0.04999999999999982,0,0.9998912041777598,0.38944037700068523,-0.000757111539625821,0.3657980016736828,-0.0031235141220555263,0.36062682337434093,-0.0031468708575247972,0.27597641753977026,-0.0017024769399296424,0.3267412351549713,-0.0025360705515867776,0.3032117214496885,-0.005098600280837362,0.3943703966352165,-0.0010234577254720212,-0.0027718317462343545,0.029037548994475897,0.1624564651681915,0.056139208590127616,0.2532916710597075
lf_max_soft_q60,0.08,0.390128121665349,-0.00019876163159138205,0.8494944759741277,-0.0010264563769386559,0.1834686101219307,0.16766144110151035,0.01341291528812083,0.01341291528812083,0.04706413067205766,0.08000000000000007,44,0.9994196667292422,0.3899966812272259,-0.00020080731308513844,0.36817543761501,-0.0007460781807283601,0.3610996266040702,-0.00267406762779554,0.28175354261847085,0.004074648138770953,0.3301369317477971,0.0008596260412390699,0.30332976301627435,-0.004980558714251515,0.3957178136858901,0.00032395932520157267,-0.0005237451695939699,0.0394340579014883,0.15266122080418434,0.06194618882519818,0.1966048761456323
log2fc_33_pred_soft_q50,0.05,0.38983453525208617,-0.0004923480448542072,0.849989379476709,-0.000531552874357355,0.22595872019580202,0.20627987922671573,0.010313993961335777,0.010313993961335777,0.03235874119485995,0.04999999999999982,0,0.999740543296471,0.38970442301155905,-0.0004930655287520014,0.36765958481936467,-0.0012619309763736708,0.3615612813587922,-0.002212412873073555,0.27834338319981294,0.0006644887201130434,0.32903962492128236,-0.0002376807852756957,0.3033355401996174,-0.0049747815309084675,0.39530370825208805,-9.014610860047512e-05,-0.0013520772590198034,0.030118503226107367,0.17638802665725242,0.04685009491649962,0.22501777931571856
lf_mean_soft_q60_AND_pred_soft_q50,0.05,0.38961344151257127,-0.0007134417843691065,0.8503281697822748,-0.0001927625687916379,0.12108503822696426,0.18736518933323076,0.009368259466661533,0.009368259466661533,0.03442407138449841,0.04999999999999982,0,0.9998360062973584,0.38948331581863105,-0.0007141727216800065,0.3663687471071975,-0.0025527686885408185,0.3608472175884242,-0.0029264766434415335,0.276564431768596,-0.0011144627111038807,0.3273131508431319,-0.0019641548634261596,0.30334630226310544,-0.004964019467420422,0.3943985840696402,-0.0009952702910483446,-0.0024195254441635263,0.029927111115174324,0.1685699026755268,0.054525473979521816,0.2505441727089454
lf_max_soft_q60_AND_pred_soft_q50,0.08,0.3898661840260852,-0.0004606992708551805,0.849951093150846,-0.0005698392002203567,0.10885179331219524,0.14369218769641065,0.01149537501571286,0.01149537501571286,0.04259504759735365,0.08000000000000007,36,0.9996305919630467,0.3897353230965082,-0.0004621654438028422,0.3668935864189102,-0.0020279293768281637,0.36088414148305015,-0.0028895527488155826,0.27826710833335927,0.0005882138536593695,0.32821597136851105,-0.0010613343380470042,0.30341526928886337,-0.004895052441662495,0.39455223783032406,-0.000841616530364464,-0.00185454526367639,0.03135115535552083,0.1346226989717489,0.05201926874783508,0.18120102259186208
