fold,n_train,n_val,loss_start,loss_end,val_resid_std
0,3309,831,0.4039418399333954,0.2863583564758301,0.21005226714541061
1,3310,830,0.4267804026603699,0.30265647172927856,0.19160795138547448
2,3311,829,0.4138876497745514,0.2977493107318878,0.2275373610313142
3,3322,818,0.43327170610427856,0.3067629933357239,0.20253235407229617
4,3308,832,0.41625815629959106,0.29047754406929016,0.22156560647317783
