label,gamma,clip,oof_mae,oof_delta_mae,oof_spearman,oof_delta_spearman,oof_resid_std,test_resid_std,final_loss_start,final_loss_end,test_mean_shift,test_mean_abs_shift,test_p90_abs_shift,test_max_abs_shift,test_gt_005,test_gt_010,test_gt_020
g0p1_c0p02,0.1,0.02,0.3918100313260142,0.0003660367385249219,0.8483691727347289,-0.0006615560660085951,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.006924661878881181,0.01452015158936335,0.019999999999999574,0.020000000000000018,0,0,0
g0p1_c0p04,0.1,0.04,0.3919053713985323,0.00046137681104302386,0.8481654070846534,-0.0008653217160841109,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.010598102720203815,0.02055894912835975,0.040000000000000036,0.040000000000000036,0,0,0
g0p2_c0p02,0.2,0.02,0.39200634705545323,0.0005623524679639336,0.8481627059708896,-0.0008680228298478809,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.007521086029461343,0.01715898140320858,0.019999999999999574,0.020000000000000018,0,0,0
g0p3_c0p02,0.3,0.02,0.39208296520728453,0.0006389706197952316,0.848088988074416,-0.0009417407263214717,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.007635752721734883,0.018058435880809316,0.020000000000000018,0.020000000000000018,0,0,0
g0p4_c0p02,0.4,0.02,0.39209406224960724,0.000650067662117948,0.8480513344944299,-0.0009793943063075572,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.007723851216408555,0.018555974991988165,0.020000000000000018,0.020000000000000018,0,0,0
g0p2_c0p04,0.2,0.04,0.3925410969319165,0.0010971023444272254,0.8473803361146637,-0.0016503926860738094,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.013849323757762575,0.029040303178727068,0.040000000000000036,0.040000000000000036,0,0,0
g0p3_c0p04,0.3,0.04,0.39286496199184945,0.0014209674043601517,0.8469960642925138,-0.002034664508223649,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.014777956267212464,0.03255378440915669,0.040000000000000036,0.040000000000000036,0,0,0
g0p4_c0p04,0.4,0.04,0.3930957966366572,0.0016518020491679275,0.8468205687608824,-0.0022101600398550802,0.21185026374906474,0.2565294151836558,0.4252842962741852,0.30469322204589844,0.01504217205892298,0.03431796280641771,0.040000000000000036,0.040000000000000036,0,0,0
