name,MAE,RAE,R2,Spearman_R,Kendall_Tau,residual_r_vs_ens_caruana_bag20,oof_coverage,test_mean,test_std,submission_path
kan_chemprop_pretrain_embed_best_full256_h32_lr1e3_umap,0.46754999491903515,0.5138309077789396,0.6669223606663663,0.7905226263657023,0.597644294138809,0.8863370722595755,4140,4.641619045878479,1.2575216896809651,track1_activity/submissions/kan_chemprop_pretrain_embed_best_full256_h32_lr1e3_umap.csv
