fold,epochs_run,best_val_mae,loss_start,loss_end,input_dim,pca_variance,target_mean,target_std,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,45,0.5067648887634277,0.8151846357754299,0.10848388182265419,256,,4.3062325636401715,1.1157568843088637,0.5067649104248029,0.5590599158082273,0.63595198907366,0.7566424901209697,0.5654662045503852
1,41,0.466088205575943,0.8419188942228045,0.11998632763113294,256,,4.3484607242025275,1.1039290458056539,0.46608823193124976,0.46917420522775094,0.7143694247218032,0.829653924486297,0.6320256452257611
2,36,0.47002503275871277,0.8578676070485797,0.13929660405431474,256,,4.328602702694694,1.1412564848274103,0.47002503106907567,0.5534176545070352,0.6187713624634228,0.7956757625470422,0.6022427966097975
3,49,0.42101532220840454,0.7753156253269741,0.08313612320593425,256,,4.286644657716057,1.1454443875055935,0.42101535252079114,0.5400149173647827,0.6407036793560632,0.7494973880568552,0.570327937813172
4,49,0.47312596440315247,0.8105009964534214,0.0772435771567481,256,,4.33425288974446,1.0989523420421081,0.47312595766897386,0.4710662440599602,0.6939332777796919,0.804326380789189,0.6092183708916101
