name,alpha_potent,alpha_no_aux,raw_mae,corrected_mae,delta_mae,raw_spearman,corrected_spearman,delta_spearman,potent_beta_full,potent_beta_cv_mean,potent_beta_cv_std,noaux_intercept,noaux_slope,test_mean_shift,test_mean_abs_shift,test_p90_abs_shift,test_max_abs_shift,test_n_potent_feature_nonzero,submission_path
ens_potent_relu03_a50_noaux_a50,0.5,0.5,0.39708902689862263,0.3902537516047164,-0.006835275293906207,0.845089728309084,0.850915371231717,0.00582564292263299,1.4894701454165538,1.5005852048296309,0.19667028727001695,0.13040943673008165,0.9329763042311428,-0.0012793998544628955,0.08206774838681202,0.1219989145192372,0.2579321802916832,298,track1_activity/submissions/ens_potent_relu03_a50_noaux_a50.csv
