name,alpha_potent,alpha_no_aux,raw_mae,corrected_mae,delta_mae,raw_spearman,corrected_spearman,delta_spearman,potent_beta_full,potent_beta_cv_mean,potent_beta_cv_std,noaux_intercept,noaux_slope,test_mean_shift,test_mean_abs_shift,test_p90_abs_shift,test_max_abs_shift,test_n_potent_feature_nonzero,submission_path
ens_potent_relu03_a30_noaux_a30,0.3,0.3,0.39708902689862263,0.3924319818155563,-0.004657045083066358,0.845089728309084,0.8491559176105561,0.004066189301472067,1.4894701454165538,1.5005852048296309,0.19667028727001695,0.13040943673008165,0.9329763042311428,-0.0007676399126777446,0.049240649032087205,0.07319934871154175,0.15475930817501027,298,track1_activity/submissions/ens_potent_relu03_a30_noaux_a30.csv
