fold,epochs_run,best_val_mae,loss_start,loss_end,input_dim,pca_variance,target_mean,target_std,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,31,0.5361469388008118,1.0159155130386353,0.22222967445850372,64,0.9132910370826721,4.3062325636401715,1.1157568843088637,0.5361469002837308,0.5914739453491458,0.5826378152523066,0.7304070190718702,0.5348830374578423
1,14,0.7920611500740051,0.9939255714416504,0.7044053077697754,64,0.9113503694534302,4.3484607242025275,1.1039290458056539,0.7920611426054713,0.7973053847206364,0.2707473562694528,0.6526993456942319,0.4622545644135015
2,14,0.7154464721679688,1.0170282125473022,0.7951356172561646,64,0.9148596525192261,4.328602702694694,1.1412564848274103,0.7154464493039434,0.8423821493051221,0.2464193128489769,0.6138086576438658,0.43212965061412073
3,30,0.45051518082618713,1.005295991897583,0.21449999511241913,64,0.9116703271865845,4.286644657716057,1.1454443875055935,0.45051519488938574,0.577852860431631,0.5873152689274216,0.7072021855008691,0.5270921143927834
4,16,0.7733094096183777,1.0331721305847168,0.6383204460144043,64,0.9108970165252686,4.33425288974446,1.0989523420421081,0.7733093770937278,0.769942840504137,0.21972441536771448,0.6619727889036625,0.4692036028278393
