label,gamma,clip,oof_mae,oof_delta_mae,oof_spearman,oof_delta_spearman,oof_resid_std,test_resid_std,final_loss_start,final_loss_end,test_mean_shift,test_mean_abs_shift,test_p90_abs_shift,test_max_abs_shift,test_gt_005,test_gt_010,test_gt_020
g0p5_c0p03,0.5,0.03,0.390800034442832,-0.0006439601446572851,0.8494279974075372,0.00039726860679967224,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,0.018736635721624584,0.027766825891958724,0.03000000000000025,0.03000000000000025,0,0,0
g0p25_c0p03,0.25,0.03,0.3909477650273245,-0.0004962295601648181,0.8492841449196855,0.0002534161189480244,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,0.017930839553649755,0.025429676725269648,0.03000000000000025,0.03000000000000025,0,0,0
g0p5_c0p06,0.5,0.06,0.39160148858651683,0.00015749399902753591,0.8482318371150775,-0.0007988916856599415,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,0.035861679107299156,0.05085935345053883,0.06000000000000005,0.06000000000000005,385,0,0
g0p25_c0p06,0.25,0.06,0.39170629120297346,0.00026229661548415883,0.8483987962004618,-0.0006319326002757197,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,0.03234097509457922,0.043149558568325974,0.05999999999999961,0.06000000000000005,281,0,0
gm0p25_c0p03,-0.25,0.03,0.3930208554625764,0.0015768608750871271,0.8475770161609025,-0.0014537126398349587,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,-0.01793083955364975,0.02542967672526964,0.03000000000000025,0.03000000000000025,0,0,0
gm0p5_c0p03,-0.5,0.03,0.3934237333171348,0.0019797387296455193,0.847192925123289,-0.0018378036774484574,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,-0.018736635721624578,0.027766825891958717,0.03000000000000025,0.03000000000000025,0,0,0
gm0p25_c0p06,-0.25,0.06,0.394286722887926,0.002842728300436692,0.8463533720528065,-0.0026773567479310145,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,-0.03234097509457923,0.04314955856832598,0.05999999999999996,0.06000000000000005,281,0,0
gm0p5_c0p06,-0.5,0.06,0.3958010229250348,0.004357028337545477,0.8448371324851718,-0.004193596315565706,0.3047330345752164,0.30737481085532037,0.43185165524482727,0.05169343948364258,-0.03586167910729916,0.050859353450538845,0.06000000000000005,0.06000000000000005,385,0,0
