rank,username,Submitted,model_report_link,MAE,MAE std,RAE,RAE std,R2,R2 std,Spearman ρ,Spearman ρ std,Kendall's τ,Kendall's τ std,Proprietary Data
1,sia,2026-04-28 01:51 UTC,,0.4066458833279036,0.0280268970584728,0.5108965615824358,0.0302511787225147,0.665993298714781,0.0407911703496721,0.851426440841683,0.0194553417235003,0.6654681758947362,0.0219834625381794,No
2,N283T,2026-04-28 11:36 UTC,,0.4074838675224626,0.0269544317250446,0.5119435409269747,0.0286080355956973,0.6753783575321151,0.0375628743853099,0.8470495157914333,0.019549535856621,0.6575312342528536,0.0217922063787323,No
3,Yan,2026-04-28 04:16 UTC,,0.4084892687579242,0.0292351390821732,0.5129972168174077,0.0282482724520705,0.6437594506711295,0.0403985797815709,0.8543330507612952,0.019130911711411,0.6677754136850894,0.0215680341879854,No
4,nova,2026-04-27 06:57 UTC,,0.4206467914825134,0.0293289998411896,0.5282655772031574,0.0279756889547996,0.6379405719309249,0.0400462899448524,0.8402713390346943,0.0204721158732678,0.6502760215580744,0.0224781580848841,No
5,jaybirdy,2026-04-28 07:23 UTC,blend50-e80-50ep+e93-chemblALL-NR1CAR FXR,0.421296185286917,0.0265460566720002,0.529281503615987,0.0273059031846056,0.6698708189045339,0.0330623158746686,0.8436160046145355,0.0203250674859805,0.6555375653017613,0.0224829816290919,No
6,oxidane,2026-04-27 13:57 UTC,,0.4260574958329671,0.0307444443972552,0.5348367286900529,0.0256441365585321,0.6185197492049667,0.0392621892504329,0.8453154217801373,0.019447724878253,0.6554420055650327,0.0218370578224166,No
7,corncrib,2026-04-27 19:25 UTC,,0.4295077296766799,0.0288049318420078,0.5393017134424752,0.0245261388637225,0.6419965682413684,0.0304771622775425,0.8222048790157247,0.0250968285540007,0.6333821455947064,0.0256926489575424,No
8,suspenders,2026-04-23 04:56 UTC,,0.4329759100206493,0.0314312112323453,0.5437425718304446,0.0307147063234213,0.5973190143300874,0.0436970954992853,0.8284425067626964,0.0209473993529652,0.6342848054268235,0.0226478444213175,No
9,matcha-croissant,2026-04-28 11:40 UTC,,0.4358779975003028,0.0288126752396944,0.5474118703243138,0.0264904738970277,0.6284585177079681,0.0351789929367214,0.833560418014234,0.0221211072870837,0.6419003786593994,0.0228837856633619,Yes
10,Zoboomafoo83,2026-04-26 02:07 UTC,,0.4367770071833992,0.0303512589108985,0.548450457497609,0.0272483934101563,0.611150648247876,0.0402750563802431,0.831518547293007,0.0211007523751803,0.6374300422179866,0.0219803959432829,No
