compound,qha,template_pdb,template_ccd,mcs_atoms,mcs_coverage,source,template_rmsd,skipped,error
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_0,5.13739224934864,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_1,5.591975885748472,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_2,5.623467263556113,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_3,5.078724829762201,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_4,3.4104301608854466,,
x01358-1,16,6DUP,HCJ,12.0,0.75,gnina_refined,5.238500645736908,,
x01358-1,16,6DUP,HCJ,12.0,0.75,template_transferred,0.06757489732628999,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_0,5.5203011866980525,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_1,5.7037019595454534,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_2,5.250795090715856,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_3,5.7362145209107265,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_4,5.760574003481149,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,gnina_refined,5.762092253026089,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,template_transferred,0.049911144431463786,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_0,5.449307169691945,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_1,5.444909327612476,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_2,5.406195827456178,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_3,5.6126816666818895,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_4,5.485103794927933,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,gnina_refined,5.128299472600339,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,template_transferred,0.07820454197892296,,
x01401-1,14,,,,,,,mcs_below_threshold,
x01411-1,14,,,,,,,mcs_below_threshold,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_0,5.627253572526998,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_1,5.633437820948426,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_2,5.495998094218425,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_3,5.932021969610298,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_4,5.436856448648823,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,gnina_refined,5.853106982733413,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,template_transferred,0.047156948224637285,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_0,5.119998208677562,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_1,5.3080097927560965,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_2,5.163095305185433,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_3,4.698938019736917,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_4,4.897588456225628,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,gnina_refined,5.175552941542832,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,template_transferred,0.06146211595160122,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_0,2.1024387655208576,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_1,2.1570570853775255,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_2,2.098651908007445,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_3,2.3027683776302124,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_4,2.652528308598163,,
x01464-1,10,6TFI,N6H,9.0,0.9,gnina_refined,2.1688438585320062,,
x01464-1,10,6TFI,N6H,9.0,0.9,template_transferred,0.03782212927422437,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_0,3.1590915702815945,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_1,3.4920493647640325,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_2,3.710748002036442,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_3,3.1860479787525278,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_4,3.3486818592191425,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,gnina_refined,3.6539224801508823,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,template_transferred,0.044196557447842184,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_0,5.267495281941323,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_1,4.984342927745999,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_2,5.193230522884046,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_3,4.330493009806304,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_4,5.131887625392794,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,gnina_refined,5.197517615863167,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,template_transferred,0.06597837481246951,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_0,4.300815223966837,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_1,4.80592488010948,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_2,4.684201491453401,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_3,5.025656759522892,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_4,4.362168288540185,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,gnina_refined,4.469293344901136,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,template_transferred,,,pdb_missing
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_0,2.209807043760003,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_1,2.17273386971125,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_2,2.033907498450455,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_3,1.9942154910799315,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_4,2.2076273547857905,,
x02696-1,24,1NRL,SRL,12.0,0.5,gnina_refined,2.0341768740363975,,
x02696-1,24,1NRL,SRL,12.0,0.5,template_transferred,0.09302860789046989,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_0,4.365101536656548,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_1,4.545069409966858,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_2,4.196619403129515,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_3,4.254186096313146,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_4,4.164555036283939,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,gnina_refined,4.497580281085969,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,template_transferred,0.1121803569757274,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_0,4.1291347631686595,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_1,4.118122439994955,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_2,4.098334558039653,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_3,4.122305428601801,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_4,4.104950430080046,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,gnina_refined,4.158912030598216,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,template_transferred,0.07712147266184642,,
x02704-1,25,,,,,,,mcs_below_threshold,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,boltz_model_0,4.884160864945386,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,boltz_model_1,4.917050925748731,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,boltz_model_2,4.926623230079916,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,boltz_model_3,4.972696912673754,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,boltz_model_4,4.837900606248681,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,gnina_refined,4.801483019809819,,
x02708-1,23,3R8D,PNU,8.0,0.34782608695652173,template_transferred,0.17372293228729807,,
x02715-1,25,7AXD,S6W,11.0,0.44,boltz_model_0,4.735296465614783,,
x02715-1,25,7AXD,S6W,11.0,0.44,boltz_model_1,4.334161405509494,,
x02715-1,25,7AXD,S6W,11.0,0.44,boltz_model_2,4.736266175027296,,
x02715-1,25,7AXD,S6W,11.0,0.44,boltz_model_3,4.702832920624676,,
x02715-1,25,7AXD,S6W,11.0,0.44,boltz_model_4,4.553446564543755,,
x02715-1,25,7AXD,S6W,11.0,0.44,gnina_refined,4.968917015775688,,
x02715-1,25,7AXD,S6W,11.0,0.44,template_transferred,0.10728971233564831,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,boltz_model_0,4.331939031064554,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,boltz_model_1,3.640013766059446,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,boltz_model_2,3.041379285558666,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,boltz_model_3,2.7008756306190835,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,boltz_model_4,3.7982414278902055,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,gnina_refined,4.7231001718510495,,
x02736-1,27,1M13,HYF,9.0,0.3333333333333333,template_transferred,0.15622572805805926,,
x02742-1,25,8CH8,ULC,8.0,0.32,boltz_model_0,4.411385774932162,,
x02742-1,25,8CH8,ULC,8.0,0.32,boltz_model_1,4.615231616666366,,
x02742-1,25,8CH8,ULC,8.0,0.32,boltz_model_2,4.818664598479832,,
x02742-1,25,8CH8,ULC,8.0,0.32,boltz_model_3,5.088344513409266,,
x02742-1,25,8CH8,ULC,8.0,0.32,boltz_model_4,5.339883799651154,,
x02742-1,25,8CH8,ULC,8.0,0.32,gnina_refined,4.44755894796329,,
x02742-1,25,8CH8,ULC,8.0,0.32,template_transferred,0.08947499967002952,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,boltz_model_0,3.8774199313689057,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,boltz_model_1,3.939451853656504,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,boltz_model_2,3.9835687089154836,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,boltz_model_3,3.97398526853371,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,boltz_model_4,6.288346090777032,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,gnina_refined,3.87348368932089,,
x02745-1,28,5A86,D7E,13.0,0.4642857142857143,template_transferred,0.047058594507896304,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,boltz_model_0,6.5583511048825,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,boltz_model_1,7.340104604126077,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,boltz_model_2,7.156901516780978,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,boltz_model_3,6.6598733372693735,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,boltz_model_4,7.050232788687291,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,gnina_refined,8.417159896501143,,
x02746-1,23,5X0R,4WH,8.0,0.34782608695652173,template_transferred,0.052288560443217995,,
x02758-1,25,,,,,,,mcs_below_threshold,
x02776-1,25,,,,,,,mcs_below_threshold,
x02777-1,24,3R8D,PNU,9.0,0.375,boltz_model_0,3.5254200507105664,,
x02777-1,24,3R8D,PNU,9.0,0.375,boltz_model_1,3.3493591845617314,,
x02777-1,24,3R8D,PNU,9.0,0.375,boltz_model_2,3.5317566724519205,,
x02777-1,24,3R8D,PNU,9.0,0.375,boltz_model_3,3.13475383736189,,
x02777-1,24,3R8D,PNU,9.0,0.375,boltz_model_4,3.357472023753475,,
x02777-1,24,3R8D,PNU,9.0,0.375,gnina_refined,2.9294424124340774,,
x02777-1,24,3R8D,PNU,9.0,0.375,template_transferred,0.04971918702699539,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,boltz_model_0,6.905843904976727,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,boltz_model_1,6.83505046345889,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,boltz_model_2,6.657640252862494,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,boltz_model_3,6.041663011560168,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,boltz_model_4,5.6253626723006445,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,gnina_refined,6.843020901572802,,
x02782-1,24,8EQZ,WQB,8.0,0.3333333333333333,template_transferred,0.07694027150374277,,
x02790-1,25,6S41,KUB,9.0,0.36,boltz_model_0,4.822757890813907,,
x02790-1,25,6S41,KUB,9.0,0.36,boltz_model_1,4.947861772283845,,
x02790-1,25,6S41,KUB,9.0,0.36,boltz_model_2,4.922787599973219,,
x02790-1,25,6S41,KUB,9.0,0.36,boltz_model_3,4.844851114971749,,
x02790-1,25,6S41,KUB,9.0,0.36,boltz_model_4,4.872239271078956,,
x02790-1,25,6S41,KUB,9.0,0.36,gnina_refined,5.03046116403254,,
x02790-1,25,6S41,KUB,9.0,0.36,template_transferred,0.8193050267469966,,
x02792-1,27,,,,,,,mcs_below_threshold,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,boltz_model_0,5.004498945521587,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,boltz_model_1,4.767191405510349,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,boltz_model_2,4.808006178006378,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,boltz_model_3,4.959693270342776,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,boltz_model_4,4.189959214182259,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,gnina_refined,4.868866297522942,,
x02793-1,27,5X0R,4WH,10.0,0.37037037037037035,template_transferred,0.030853282248191533,,
x02797-1,26,,,,,,,mcs_below_threshold,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,boltz_model_0,3.795642618829634,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,boltz_model_1,4.074859854692667,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,boltz_model_2,4.216900810031373,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,boltz_model_3,4.0007673835231845,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,boltz_model_4,3.775493031280393,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,gnina_refined,3.7045949157951763,,
x02800-1,29,7AXD,S6W,11.0,0.3793103448275862,template_transferred,0.06811586762464843,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,boltz_model_0,5.884430112530858,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,boltz_model_1,5.881794243067058,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,boltz_model_2,5.988720904860445,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,boltz_model_3,5.88443153456982,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,boltz_model_4,6.023329226606625,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,gnina_refined,5.754625608457411,,
x02806-1,23,8SVR,WT1,10.0,0.43478260869565216,template_transferred,0.06146885509980725,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,boltz_model_0,4.660436970181478,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,boltz_model_1,4.546697789645599,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,boltz_model_2,4.606537764701841,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,boltz_model_3,4.672521194974751,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,boltz_model_4,4.660916609748057,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,gnina_refined,4.556137683666418,,
x02813-1,23,9FZG,A1IHA,12.0,0.5217391304347826,template_transferred,0.08969443216982549,,
x02819-1,20,8EQZ,WQB,13.0,0.65,boltz_model_0,7.380023685686882,,
x02819-1,20,8EQZ,WQB,13.0,0.65,boltz_model_1,7.557715997594191,,
x02819-1,20,8EQZ,WQB,13.0,0.65,boltz_model_2,7.387919649531506,,
x02819-1,20,8EQZ,WQB,13.0,0.65,boltz_model_3,7.300608595749439,,
x02819-1,20,8EQZ,WQB,13.0,0.65,boltz_model_4,6.566023736080259,,
x02819-1,20,8EQZ,WQB,13.0,0.65,gnina_refined,7.673116236738985,,
x02819-1,20,8EQZ,WQB,13.0,0.65,template_transferred,0.06627656570295697,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,boltz_model_0,7.93069996497957,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,boltz_model_1,9.33688641686869,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,boltz_model_2,7.702276221420148,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,boltz_model_3,7.695838891010238,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,boltz_model_4,8.474900679416315,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,gnina_refined,8.119535558881713,,
x02828-1,28,2O9I,444,9.0,0.32142857142857145,template_transferred,0.09381672846160063,,
x02843-1,23,,,,,,,mcs_below_threshold,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,boltz_model_0,5.339975073540659,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,boltz_model_1,6.112842641872238,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,boltz_model_2,6.190122182971571,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,boltz_model_3,6.112188714469034,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,boltz_model_4,6.16943382987931,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,gnina_refined,6.013422109603508,,
x02848-1,24,6HJ2,P06,8.0,0.3333333333333333,template_transferred,0.06753154554258786,,
x02858-1,25,7N2A,07F,8.0,0.32,boltz_model_0,4.6110983979018485,,
x02858-1,25,7N2A,07F,8.0,0.32,boltz_model_1,4.896632912679237,,
x02858-1,25,7N2A,07F,8.0,0.32,boltz_model_2,4.944937886276811,,
x02858-1,25,7N2A,07F,8.0,0.32,boltz_model_3,4.904278550307735,,
x02858-1,25,7N2A,07F,8.0,0.32,boltz_model_4,4.986848762489975,,
x02858-1,25,7N2A,07F,8.0,0.32,gnina_refined,4.244342508268863,,
x02858-1,25,7N2A,07F,8.0,0.32,template_transferred,,,pdb_missing
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,boltz_model_0,6.541650739275936,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,boltz_model_1,6.7007781618660465,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,boltz_model_2,6.479349065689084,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,boltz_model_3,6.567213767702139,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,boltz_model_4,6.231353258581114,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,gnina_refined,6.297652236203283,,
x02859-1,27,6HJ2,P06,8.0,0.2962962962962963,template_transferred,0.06472872968065124,,
x02861-1,21,,,,,,,mcs_below_threshold,
x02865-1,24,2O9I,444,12.0,0.5,boltz_model_0,6.521126753329297,,
x02865-1,24,2O9I,444,12.0,0.5,boltz_model_1,7.2337959832774885,,
x02865-1,24,2O9I,444,12.0,0.5,boltz_model_2,6.713200212484411,,
x02865-1,24,2O9I,444,12.0,0.5,boltz_model_3,6.941636082156771,,
x02865-1,24,2O9I,444,12.0,0.5,boltz_model_4,6.878185940369005,,
x02865-1,24,2O9I,444,12.0,0.5,gnina_refined,6.582383421424989,,
x02865-1,24,2O9I,444,12.0,0.5,template_transferred,0.10139548335153857,,
x02872-1,22,2O9I,444,11.0,0.5,boltz_model_0,4.320763848236904,,
x02872-1,22,2O9I,444,11.0,0.5,boltz_model_1,4.057137300047294,,
x02872-1,22,2O9I,444,11.0,0.5,boltz_model_2,4.204435802030624,,
x02872-1,22,2O9I,444,11.0,0.5,boltz_model_3,4.0706230026513595,,
x02872-1,22,2O9I,444,11.0,0.5,boltz_model_4,4.224416391942652,,
x02872-1,22,2O9I,444,11.0,0.5,gnina_refined,4.320730909205851,,
x02872-1,22,2O9I,444,11.0,0.5,template_transferred,0.10839706476911547,,
x02877-1,25,,,,,,,mcs_below_threshold,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,boltz_model_0,3.172078535063989,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,boltz_model_1,3.227409054674594,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,boltz_model_2,2.900724349093343,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,boltz_model_3,2.959192520800223,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,boltz_model_4,4.617937276392904,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,gnina_refined,3.6302651892156703,,
x02878-1,23,2O9I,444,11.0,0.4782608695652174,template_transferred,0.11207186654307011,,
x02882-1,20,5X0R,4WH,10.0,0.5,boltz_model_0,4.93492969076202,,
x02882-1,20,5X0R,4WH,10.0,0.5,boltz_model_1,5.034784835423992,,
x02882-1,20,5X0R,4WH,10.0,0.5,boltz_model_2,4.802224006302565,,
x02882-1,20,5X0R,4WH,10.0,0.5,boltz_model_3,4.861045697350668,,
x02882-1,20,5X0R,4WH,10.0,0.5,boltz_model_4,4.871565371532523,,
x02882-1,20,5X0R,4WH,10.0,0.5,gnina_refined,5.00840412420938,,
x02882-1,20,5X0R,4WH,10.0,0.5,template_transferred,0.02764939485245223,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,boltz_model_0,3.7702466574193285,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,boltz_model_1,3.282948673095626,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,boltz_model_2,4.046207226402989,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,boltz_model_3,3.3220601195684667,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,boltz_model_4,7.551083342437163,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,gnina_refined,3.819554434978746,,
x02904-1,23,7RIO,5YX,9.0,0.391304347826087,template_transferred,0.0346288902126505,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,boltz_model_0,8.129782503493677,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,boltz_model_1,3.625851079824093,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,boltz_model_2,7.174481087788889,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,boltz_model_3,7.1081709772213895,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,boltz_model_4,6.762180079231253,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,gnina_refined,8.187768913432665,,
x02906-1,24,6BNS,XGH,8.0,0.3333333333333333,template_transferred,0.03234060494463381,,
x02909-1,25,4NY9,2Q4,8.0,0.32,boltz_model_0,5.649082193964299,,
x02909-1,25,4NY9,2Q4,8.0,0.32,boltz_model_1,5.175049727245451,,
x02909-1,25,4NY9,2Q4,8.0,0.32,boltz_model_2,5.657632931644793,,
x02909-1,25,4NY9,2Q4,8.0,0.32,boltz_model_3,5.581201220996956,,
x02909-1,25,4NY9,2Q4,8.0,0.32,boltz_model_4,5.383336765992817,,
x02909-1,25,4NY9,2Q4,8.0,0.32,gnina_refined,5.786430876685878,,
x02909-1,25,4NY9,2Q4,8.0,0.32,template_transferred,0.05884247738782506,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,boltz_model_0,2.2471264743090535,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,boltz_model_1,2.555694990777098,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,boltz_model_2,2.3427872680691997,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,boltz_model_3,2.6710126486576966,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,boltz_model_4,3.3220469951535683,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,gnina_refined,2.592976006508161,,
x02913-1,21,9FZG,A1IHA,18.0,0.8571428571428571,template_transferred,0.05729191575968304,,
x02914-1,25,4NY9,2Q4,8.0,0.32,boltz_model_0,4.791195036883318,,
x02914-1,25,4NY9,2Q4,8.0,0.32,boltz_model_1,5.074126124926697,,
x02914-1,25,4NY9,2Q4,8.0,0.32,boltz_model_2,4.7876096753355455,,
x02914-1,25,4NY9,2Q4,8.0,0.32,boltz_model_3,5.134284113813603,,
x02914-1,25,4NY9,2Q4,8.0,0.32,boltz_model_4,5.025280010290655,,
x02914-1,25,4NY9,2Q4,8.0,0.32,gnina_refined,4.803870864575566,,
x02914-1,25,4NY9,2Q4,8.0,0.32,template_transferred,0.06181411764252643,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,boltz_model_0,5.688269702718439,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,boltz_model_1,5.67207730814403,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,boltz_model_2,5.632824581741221,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,boltz_model_3,5.569695411886868,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,boltz_model_4,5.581249799157012,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,gnina_refined,5.585244937733392,,
x02920-1,27,8SVO,WSO,14.0,0.5185185185185185,template_transferred,0.05136385952877061,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,boltz_model_0,1.7720250830538533,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,boltz_model_1,2.0155685794474207,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,boltz_model_2,1.9354027241119562,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,boltz_model_3,1.8000182866432666,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,boltz_model_4,1.8139853298319983,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,gnina_refined,1.685924914923089,,
x02962-1,22,1NRL,SRL,12.0,0.5454545454545454,template_transferred,0.10586758263587272,,
x02989-1,23,,,,,,,mcs_below_threshold,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,boltz_model_0,2.186376002123215,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,boltz_model_1,2.3013213702197293,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,boltz_model_2,3.4340426423691306,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,boltz_model_3,2.231536629976431,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,boltz_model_4,2.0553378673696194,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,gnina_refined,2.0029011714461404,,
x03004-1,30,6DUP,HCJ,11.0,0.36666666666666664,template_transferred,0.038433151033889404,,
x03006-1,28,6XP9,QCG,11.0,0.39285714285714285,boltz_model_0,9.833856794140164,,
x03006-1,28,6XP9,QCG,11.0,0.39285714285714285,boltz_model_1,9.558500216477347,,
x03006-1,28,6XP9,QCG,11.0,0.39285714285714285,boltz_model_2,9.279879017976537,,
