rank,username,Submitted,model_report_link,MAE,MAE std,RAE,RAE std,R2,R2 std,Spearman ρ,Spearman ρ std,Kendall's τ,Kendall's τ std,Proprietary Data
1,W1175,2026-04-08 03:51 UTC,,0.4502541013431206,0.0299972936191333,0.5654025395531386,0.0266118701678091,0.5983118428409979,0.0377162001685142,0.8224641137957228,0.0221634314769511,0.6287344155233439,0.0231324695766043,No
2,MirthEngine,2026-04-06 20:27 UTC,,0.4575175350952777,0.0295031604348893,0.5746094965024856,0.0271511685178394,0.6018197162461709,0.0342007767454697,0.8024179426374063,0.022089465784856,0.5975313312271993,0.0221381458341785,No
3,discoverybytes,2026-04-08 02:19 UTC,,0.4592419981289771,0.0324354243702588,0.5765386970014551,0.0273210424470777,0.5672587157271314,0.0405174627113543,0.8226187686836185,0.020570948111454,0.6233491415596948,0.0220224355387298,No
4,Ky,2026-04-08 03:51 UTC,,0.4625171557555916,0.030756545640649,0.5806877256585924,0.0246806191528701,0.5801185059923383,0.0364728954097019,0.8224641137957228,0.0221634314769511,0.6287344155233439,0.0231324695766043,No
5,Radi,2026-04-08 00:56 UTC,exp24,0.4631383113042443,0.0331564455280527,0.581289685454109,0.02526162681763,0.5538413451300293,0.0410286503731056,0.8250922684949265,0.0214440216998505,0.6297875955188105,0.02266854616846,No
6,nova,2026-04-06 12:40 UTC,,0.4659029110667227,0.0338327376765074,0.5847148465066658,0.0253451671638229,0.5412942300422353,0.0432584535279315,0.8315699304824877,0.0197026516397687,0.6346215160893174,0.0216606088135831,No
7,Yan,2026-04-08 03:24 UTC,,0.4690512441966363,0.0312184776333742,0.5888532637555194,0.0242122870524555,0.5689677197548957,0.0360196603889959,0.8179147197185924,0.0224265032148569,0.622413029391512,0.0230145084779669,No
8,matcha-croissant,2026-04-07 14:34 UTC,,0.4703251801376946,0.028211305967947,0.5909856823244093,0.0304769665016245,0.6001232663164899,0.0343348696162409,0.8135310070523298,0.0230206193182521,0.6164309724668254,0.0236433791318958,No
9,sia,2026-04-08 01:53 UTC,,0.475173922031434,0.0345992226212461,0.5963066604168038,0.0251614672214818,0.5186518773490455,0.0435418105652046,0.8153313510015864,0.021476901770851,0.6191767245838901,0.0227446893692317,No
10,deoxys,2026-04-08 08:08 UTC,,0.4765551168266497,0.0313087474557609,0.5987977294750015,0.0344516115368982,0.5591817350709414,0.0477548184973073,0.8217625778087462,0.0231170059292998,0.627044141666328,0.0241052891254386,No
11,N1NC1O,2026-04-01 23:28 UTC,,0.4814876602248241,0.0334174387874154,0.6046688820720472,0.0317629241476804,0.5200284743142642,0.0406688357322235,0.7894870205272405,0.0265874798949977,0.6050090299722675,0.0259532629488907,No
12,asidsal11,2026-04-07 18:34 UTC,,0.4840342636363636,0.0358525753098264,0.6075169982654635,0.0287643793809848,0.4944205088190006,0.0523396533171504,0.7792627267429902,0.0259300356213163,0.5811625505932472,0.0248301842504122,No
13,TakuyaPKPD,2026-04-07 04:56 UTC,,0.4883258149851384,0.0308041133410524,0.6132857992627836,0.0274737071219861,0.5524923317212158,0.0388776561740606,0.7900973984723867,0.0248390412890148,0.5872901678372355,0.0244055140523369,No
14,,2026-04-08 06:03 UTC,,0.5101726746260602,0.0327140002810368,0.6405769358504414,0.0262845684866536,0.5081727101572278,0.0372373120350442,0.7803236613248205,0.0249320884508608,0.5806813840189607,0.0239648765178736,No
15,Queimo,2026-04-03 12:46 UTC,,0.5132054746806324,0.0347575871879365,0.6444109686051583,0.030493424792823,0.4650289763125934,0.0497070718554661,0.7584285202053321,0.0288495887895488,0.564720531535556,0.0273330979906366,No
16,axelrolov,2026-04-04 07:32 UTC,https://github.com/AxelRolov/moltabfm_pxr,0.519259768331098,0.0356760263546931,0.6519047133931806,0.029494466793431,0.4557975321121896,0.0474589835255235,0.7615272265599938,0.0281166403883403,0.5630099370140454,0.0264415907653938,No
17,lin-reg3,2026-04-06 23:42 UTC,,0.5207138584495816,0.0330816156276924,0.6539582977951806,0.0296561505183822,0.4902948213800631,0.0469028796785934,0.7527198081724095,0.0280173389714066,0.5553099419305598,0.0266096634820859,No
