feature,family,gain_mean,gain_std,nonzero_folds,rank,gain_share_pct
d3_getaway.56,d3_getaway,24.40030191913247,14.67575082094055,5,610,0.026652269415166144
d3_rdf.121,d3_rdf,24.37698498815298,19.746015850047712,5,611,0.026626800503819888
d3_whim.41,d3_whim,24.357831080630422,7.724444935896274,5,612,0.02660587883222188
d3_getaway.98,d3_getaway,24.334668770246207,8.139825372211128,5,613,0.026580578811808864
d3_rdf.40,d3_rdf,24.33207763079554,10.621636861694494,5,614,0.02657774852934103
d3_whim.9,d3_whim,24.261014645546673,24.917312652643563,5,615,0.026500126955863137
mordred.GATS7pe,mordred,24.152173968032002,13.47077078380268,5,616,0.02638124108838231
mordred.AMID_O,mordred,24.07062524855137,5.436994327755818,5,617,0.026292166024915353
mordred.ATSC3v,mordred,24.03847740441561,9.588945080194714,5,618,0.026257051172408088
d3_getaway.204,d3_getaway,24.02666432335973,14.100597321914176,5,619,0.026244147831295014
d3_morse.187,d3_morse,24.018520520068705,9.621040547954589,5,620,0.026235252415160584
mordred.MID_h,mordred,24.008608068712057,6.840443814954381,5,621,0.026224425117818213
d3_autocorr3d.13,d3_autocorr3d,24.00637007523328,13.296230690450914,5,622,0.026221980574084966
d3_rdf.194,d3_rdf,24.004828760027884,9.33464552399049,5,623,0.02622029700687977
d3_morse.91,d3_morse,23.9439778406173,4.759651007391496,5,624,0.026153829997427738
d3_rdf.34,d3_rdf,23.920301945507525,15.807195798631323,5,625,0.026127968992215495
d3_rdf.197,d3_rdf,23.90502440929413,5.776495251425668,5,626,0.026111281452343697
mordred.BCUTpe-1h,mordred,23.861071103997528,21.69931969400225,5,627,0.026063271581878388
mordred.Xp-5dv,mordred,23.85816794373095,20.018785474153418,5,628,0.026060100481379852
mordred.AATS6se,mordred,23.85213936921209,9.058331332332797,5,629,0.026053515513997122
mordred.MAXssNH,mordred,23.82845916543156,17.011497556329495,5,630,0.026027649802455668
mordred.MID_O,mordred,23.826268333569168,7.48212353310401,5,631,0.02602525677300737
d3_morse.211,d3_morse,23.817114500515164,7.795697847467521,5,632,0.026015258108829147
d3_morse.53,d3_morse,23.804372039809824,6.33747421579909,5,633,0.0260013396131951
d3_rdf.201,d3_rdf,23.780793861299752,16.87885547713783,5,634,0.025975585343102375
d3_electroshape.10,d3_electroshape,23.751842637732626,6.848853672379706,5,635,0.02594396213561228
d3_whim.53,d3_whim,23.677747564204036,5.850907907675426,5,636,0.025863028634520144
boltz_tier1.plddt_pocket_p10,boltz_tier1,23.66435381192714,4.630035673173012,5,637,0.02584839873791694
d3_morse.148,d3_morse,23.66270486963913,9.575724165938084,5,638,0.025846597610445003
mordred.piPC9,mordred,23.6349646685645,16.112423001891983,5,639,0.02581629719387138
d3_whim.43,d3_whim,23.610972588695585,5.632099588874533,5,640,0.02579009082238402
mordred.AATSC2d,mordred,23.58514536730945,9.072472918789714,5,641,0.025761879939383073
d3_getaway.244,d3_getaway,23.55871635898948,12.827772573240374,5,642,0.025733011728962803
mordred.GATS8s,mordred,23.53267211019993,17.54884453163207,5,643,0.025704563788533415
d3_autocorr3d.73,d3_autocorr3d,23.512561252433805,34.4449661098409,5,644,0.02568259684725829
d3_getaway.63,d3_getaway,23.482543138973416,20.022649375616155,5,645,0.02564980828382441
rdkit.MaxPartialCharge,rdkit,23.470571080222726,15.600038968349267,5,646,0.025636731292550487
d3_morse.123,d3_morse,23.466935853660107,5.684905630079011,5,647,0.02563276056144834
d3_mordred3d.GeomRadius,d3_mordred3d,23.435246169567108,10.89430926314123,5,648,0.025598146153768993
d3_autocorr3d.74,d3_autocorr3d,23.386953763477504,13.287799768857518,5,649,0.025545396715582834
mordred.AATSC3s,mordred,23.364401811547577,12.57680247144205,5,650,0.02552076338519757
mordred.AATSC2i,mordred,23.352944815903903,8.515958439695794,5,651,0.025508248993548005
mordred.GATS4Z,mordred,23.349231994897128,10.033133336610867,5,652,0.0255041935066081
d3_morse.159,d3_morse,23.337246283888817,14.545826725077372,5,653,0.025491101603074093
mordred.AATSC2se,mordred,23.309676093049347,14.798988015641527,5,654,0.025460986887423594
d3_electroshape.9,d3_electroshape,23.226202184706928,5.199007226413052,5,655,0.025369808954394224
d3_getaway.122,d3_getaway,23.202056063711645,15.641902301636506,5,656,0.02534343432492323
d3_rdf.71,d3_rdf,23.197625608555974,11.5461257614369,5,657,0.025338594971507353
boltz_tier1.plddt_res407,boltz_tier1,23.189308544807137,13.789528575072838,5,658,0.02532951030425562
mordred.SMR_VSA6,mordred,23.162739005871117,23.025725090842982,5,659,0.025300488593282273
d3_autocorr3d.57,d3_autocorr3d,23.104865759052338,9.767123454752122,5,660,0.025237274073590815
d3_morse.153,d3_morse,23.091710516624154,10.876717838540433,5,661,0.025222904699532252
mordred.MATS4dv,mordred,23.025714486651122,13.07094272240088,5,662,0.025150817723846378
mordred.ATS3Z,mordred,23.001919324323534,22.88660628606316,5,663,0.02512482644393376
d3_morse.39,d3_morse,22.980422177165746,13.28163392157815,5,664,0.02510134526900381
mordred.ZMIC5,mordred,22.95723429955542,14.818693428239717,5,665,0.02507601732169871
mordred.MATS8c,mordred,22.943972013890743,12.608638399058282,5,666,0.02506153102510421
mordred.AATSC1pe,mordred,22.83954101987183,11.2045043889888,5,667,0.024947461822308677
d3_rdf.132,d3_rdf,22.835175961256027,12.702674553913335,5,668,0.024942693901049875
d3_whim.21,d3_whim,22.789471214823426,4.354380458420882,5,669,0.024892770944378657
mordred.AATS4p,mordred,22.78537403345108,9.923117869859576,5,670,0.024888295623452697
mordred.MDEN-22,mordred,22.713029609806835,10.001706854751099,5,671,0.024809274344288132
d3_usrcat.34,d3_usrcat,22.693272409774362,7.65156928070093,5,672,0.024787693700741183
mordred.AXp-0dv,mordred,22.656810793466867,11.706098694878062,5,673,0.024747866946778857
d3_morse.188,d3_morse,22.632372398488222,11.391625657851083,5,674,0.02472117306859637
d3_morse.75,d3_morse,22.619346546381713,17.76293507796355,5,675,0.024706945026629706
mordred.ATSC4dv,mordred,22.57474796194583,15.265703913242048,5,676,0.024658230322530568
d3_morse.107,d3_morse,22.558994247019292,9.619100723396027,5,677,0.024641022656170398
d3_getaway.258,d3_getaway,22.554558666422963,12.075333167259783,5,678,0.02463617770427358
mordred.ATS0Z,mordred,22.529305072687567,10.067563467646432,5,679,0.024608593390515184
d3_morse.59,d3_morse,22.52908218819648,6.368474946336272,5,680,0.024608349935433167
d3_whim.44,d3_whim,22.502014941349625,21.89799477354705,5,681,0.02457878458178795
d3_usrcat.21,d3_usrcat,22.419405621290206,13.604800985200908,5,682,0.024488551032148923
mordred.AATSC6i,mordred,22.41069328635931,10.189257874774981,5,683,0.024479034613106944
mordred.MATS1d,mordred,22.38103153835982,11.97923855959863,5,684,0.02444663530503169
d3_rdf.76,d3_rdf,22.380294874869286,11.869549279112023,5,685,0.024445830652946515
mordred.ATSC8dv,mordred,22.367725504003467,8.585428874204089,5,686,0.024432101222064666
d3_getaway.248,d3_getaway,22.339092884026467,6.2980778786173355,5,687,0.024400826022920895
mordred.ATSC6dv,mordred,22.27191308774054,11.291025910460082,5,688,0.02432744602804204
mordred.GATS6Z,mordred,22.26217048931867,16.38482725887245,5,689,0.02431680425980474
d3_autocorr3d.77,d3_autocorr3d,22.225545727834106,5.987081103165017,5,690,0.0242767993035715
mordred.ATSC8d,mordred,22.213890818692743,4.998254715281113,5,691,0.02426406873247142
d3_rdf.61,d3_rdf,22.209600165113805,14.542956742921538,5,692,0.024259382083284375
d3_morse.35,d3_morse,22.20195411220193,9.871784191861847,5,693,0.02425103035620963
mordred.MATS3c,mordred,22.1987368889153,4.833532471437693,5,694,0.024247516206995896
d3_whim.24,d3_whim,22.197578909993172,9.814348058255879,5,695,0.02424625135517923
d3_morse.27,d3_morse,22.196716755628586,10.443217998677857,5,696,0.02424530963033998
mordred.ATSC3c,mordred,22.153186753205954,7.554626809615213,5,697,0.024197762130474778
boltz_tier1.plddt_res411,boltz_tier1,22.131217017397283,7.691939193850976,5,698,0.02417376475045492
d3_autocorr3d.45,d3_autocorr3d,22.11488842703402,10.798083533903782,5,699,0.024155929151904794
mordred.ATS5dv,mordred,22.041411324217915,16.017360271262582,5,700,0.02407567065565376
d3_whim.46,d3_whim,22.014751029573382,11.455027439264432,5,701,0.024046549812890883
d3_getaway.123,d3_getaway,22.007184459641575,16.313401785000547,5,702,0.024038284904487717
mordred.MINsCH3,mordred,22.001240454800428,4.287139381635592,5,703,0.02403179231193881
mordred.MATS7s,mordred,21.99421841725707,9.638401556926414,5,704,0.024024122192238272
d3_morse.208,d3_morse,21.990266633592547,7.168108286852074,5,705,0.02401980568815376
rdkit.PEOE_VSA2,rdkit,21.976966578885914,9.115585511715466,5,706,0.024005278136713926
mordred.MATS7c,mordred,21.87965338714421,5.0930848315321775,5,707,0.02389898365672981
d3_morse.214,d3_morse,21.868362870253623,7.270623569481039,5,708,0.023886651108591606
d3_getaway.185,d3_getaway,21.853425051271916,11.576012222447998,5,709,0.02387033463934074
mordred.MATS2s,mordred,21.783130249381067,11.80724631481676,5,710,0.023793552146866265
d3_rdf.73,d3_rdf,21.778504561819137,7.6348682973056246,5,711,0.023788499542536222
mordred.Xc-6dv,mordred,21.77709306180477,29.21147135689057,5,712,0.023786957771504573
d3_morse.212,d3_morse,21.77459773644805,6.159339869900919,5,713,0.023784232146063292
d3_getaway.225,d3_getaway,21.769828680157662,17.233141648792476,5,714,0.023779022941130958
d3_autocorr3d.3,d3_autocorr3d,21.76699215359986,13.573644544780437,5,715,0.023775924624139945
d3_morse.215,d3_morse,21.754434964247046,3.663814905631163,5,716,0.02376220849903471
mordred.AATSC7i,mordred,21.70385567843914,6.035552102185842,5,717,0.02370696111903725
mordred.GATS7dv,mordred,21.684740972705185,7.141462914864261,5,718,0.023686082267263146
d3_autocorr3d.37,d3_autocorr3d,21.673099532723427,8.45703837958441,5,719,0.023673366408426537
mordred.ATS7dv,mordred,21.62917818315327,16.40919021549943,5,720,0.023625391442965
d3_morse.151,d3_morse,21.627248416095973,11.272016373479426,5,721,0.023623283572673473
mordred.GATS5se,mordred,21.61396656166762,14.17304355658299,5,722,0.023608775901263066
d3_rdf.191,d3_rdf,21.603514414653183,7.988538116856467,5,723,0.02359735909834321
mordred.MDEC-33,mordred,21.552356379665433,6.646959226510862,5,724,0.02354147955489482
d3_rdf.100,d3_rdf,21.49743797145784,12.57487853258071,5,725,0.0234814925835757
mordred.ATSC4Z,mordred,21.484203891456126,15.754033029338482,5,726,0.023467037095818356
mordred.GATS3are,mordred,21.480506643094124,12.829684428727676,5,727,0.02346299861876322
d3_getaway.29,d3_getaway,21.465107014402747,8.647843631905864,5,728,0.023446177718180253
mordred.ATSC2p,mordred,21.458202183246613,14.713222515835946,5,729,0.02343863562215007
d3_morse.213,d3_morse,21.455987709760667,4.158272483960714,5,730,0.02343621676913113
mordred.bpol,mordred,21.451334607042373,15.731985201486417,5,731,0.023431134219428447
d3_morse.36,d3_morse,21.44558350332081,11.510932824599722,5,732,0.023424852331346505
d3_morse.101,d3_morse,21.437381191551687,11.804480695416578,5,733,0.023415893006833947
mordred.MAXaaN,mordred,21.42135459370911,8.884030222173376,5,734,0.023398387272481787
mordred.MINsssCH,mordred,21.41146252769977,14.61755381118838,5,735,0.023387582241903584
d3_morse.221,d3_morse,21.373394708521666,8.75219243947791,5,736,0.023346001044419012
mordred.ATSC6c,mordred,21.36060110386461,8.626256258063066,5,737,0.02333202668462457
mordred.AATSC1c,mordred,21.343268691189586,10.854283612101552,5,738,0.023313094618383726
d3_whim.32,d3_whim,21.341407299228013,9.448973345989389,5,739,0.02331106143370382
d3_getaway.264,d3_getaway,21.34097045697272,6.243143492038421,5,740,0.023310584274137573
mordred.GATS7p,mordred,21.30321091376245,11.219116896521838,5,741,0.023269339804213838
d3_autocorr3d.67,d3_autocorr3d,21.28847532812506,8.413997612228448,5,742,0.023253244232950027
d3_getaway.57,d3_getaway,21.27935207746923,11.651327173786475,5,743,0.023243278973699256
d3_whim.81,d3_whim,21.271657864004375,17.654218161789803,5,744,0.023234874641208502
d3_mordred3d.GeomPetitjeanIndex,d3_mordred3d,21.262786172516645,5.672691692939662,5,745,0.023225184158177477
d3_getaway.211,d3_getaway,21.255185900628568,11.3154751552699,5,746,0.02321688243737661
d3_morse.121,d3_morse,21.21417990401387,11.24559031712158,5,747,0.023172091890397543
d3_getaway.208,d3_getaway,21.211041135527193,5.319043747530332,5,748,0.023168663436781842
d3_whim.80,d3_whim,21.167709529399872,16.614177232882433,5,749,0.023121332643723434
d3_whim.31,d3_whim,21.152842086926103,8.38867794346168,5,750,0.02310509304621195
mordred.AATSC4v,mordred,21.131491786241533,8.133132571414144,5,751,0.02308177227059918
mordred.ATSC0dv,mordred,21.055878366716207,9.488757213954079,5,752,0.022999180291398677
mordred.GATS1s,mordred,21.03236692920327,11.095910925643667,5,753,0.022973498922003763
mordred.AATSC3c,mordred,20.992261884175242,11.190010738610829,5,754,0.022929692477782832
mordred.GATS2pe,mordred,20.982378526218234,6.424214013456322,5,755,0.022918896958945823
d3_autocorr3d.16,d3_autocorr3d,20.97252025306225,13.425932892320775,5,756,0.02290812884005154
d3_rdf.195,d3_rdf,20.925721326097847,12.029983529826739,5,757,0.0228570107180738
mordred.SlogP_VSA8,mordred,20.874410603940486,8.660582069727502,5,758,0.02280096439555873
mordred.MATS6c,mordred,20.861461102589963,14.33499782225893,5,759,0.022786819750958427
mordred.AATS4s,mordred,20.811003658920527,11.652201154699965,5,760,0.022731705458228144
mordred.MATS7d,mordred,20.795547827333213,6.700389073972078,5,761,0.022714823167637406
d3_getaway.253,d3_getaway,20.78328312188387,11.094098460762002,5,762,0.02270142652053784
mordred.ATSC8p,mordred,20.763875968940557,8.49606672639419,5,763,0.02268022823083877
mordred.GATS4v,mordred,20.752775275707243,17.289301571104755,5,764,0.022668103025678198
d3_morse.220,d3_morse,20.694613296911122,5.877173579902017,5,765,0.022604573126182245
d3_getaway.37,d3_getaway,20.69351404495537,8.304700090681353,5,766,0.02260337242139683
d3_rdf.130,d3_rdf,20.67878469713032,9.322035248601646,5,767,0.022587283663649326
mordred.ATSC5pe,mordred,20.663837536610664,12.19689727957098,5,768,0.022570956990705607
d3_whim.64,d3_whim,20.66374833341688,6.929282756692288,5,769,0.02257085955471644
d3_getaway.196,d3_getaway,20.653592175245286,7.55672904851477,5,770,0.022559766058221627
d3_getaway.48,d3_getaway,20.653582054004072,5.102843109315497,5,771,0.022559755002864668
d3_rdf.47,d3_rdf,20.561325390823185,5.853182251365079,5,772,0.022458983731648827
d3_usrcat.23,d3_usrcat,20.553069073334335,6.061564353154917,5,773,0.022449965417087832
mordred.ETA_shape_p,mordred,20.53646437674761,11.164959553152874,5,774,0.02243182822975084
d3_getaway.80,d3_getaway,20.50382077265531,6.254249777239155,5,775,0.022396171862307787
mordred.SaaN,mordred,20.496334877982736,8.705320954871441,5,776,0.02238799507489392
d3_usrcat.25,d3_usrcat,20.47038248293102,7.076179899530766,5,777,0.02235964746562336
mordred.ATSC5i,mordred,20.468966734036805,10.001525131090581,5,778,0.022358101053571663
mordred.JGI10,mordred,20.457788171246648,18.221035139140884,5,779,0.022345890792069775
d3_electroshape.11,d3_electroshape,20.44197377823293,6.568120283041849,5,780,0.022328616847483523
mordred.VE1_A,mordred,20.43504800554365,3.7839327880569504,5,781,0.022321051877171486
mordred.GATS3i,mordred,20.427533239684998,5.494868883263001,5,782,0.022312843553974483
d3_usr.10,d3_usr,20.415437924489378,8.52722047005185,5,783,0.0222996319305969
mordred.ATSC3p,mordred,20.37537165172398,10.049787752512495,5,784,0.022255867837031824
d3_rdf.192,d3_rdf,20.372883695550264,5.708167348393842,5,785,0.022253150260894663
d3_getaway.16,d3_getaway,20.371016758680344,1.8318338993090344,5,786,0.022251111019552357
d3_getaway.50,d3_getaway,20.316711815446617,8.067792705984798,5,787,0.02219179413148936
mordred.GATS6p,mordred,20.29367908667773,7.537516398489367,5,788,0.022166635652116875
d3_morse.178,d3_morse,20.278796824067832,13.036640534085508,5,789,0.022150379866680253
d3_getaway.115,d3_getaway,20.245149522274733,10.2434313954224,5,790,0.02211362716765812
d3_getaway.31,d3_getaway,20.23990047033876,10.42817473686029,5,791,0.022107893667030323
mordred.ATSC6v,mordred,20.231787923164667,13.989109599059399,5,792,0.02209903239172136
d3_morse.193,d3_morse,20.22100606393069,5.904117802516615,5,793,0.02208725544658139
mordred.EState_VSA2,mordred,20.159197798743843,10.271008937212743,5,794,0.022019742735414807
mordred.BCUTi-1l,mordred,20.137138456478716,14.441808450040421,5,795,0.02199564747892495
mordred.GATS7v,mordred,20.13671887982637,9.22275445224739,5,796,0.021995189178449167
d3_morse.85,d3_morse,20.13168037403375,6.399160239384236,5,797,0.021989685655817364
mordred.GATS8Z,mordred,20.114135710895063,8.831350445712909,5,798,0.021970521749964052
d3_getaway.28,d3_getaway,20.1047282775864,14.129893046695143,5,799,0.02196024608010232
mordred.ATSC2i,mordred,20.101713205501436,7.971103651125442,5,800,0.02195695273915183
mordred.AATSC1Z,mordred,20.095618863403796,8.360789485456914,5,801,0.02195029593432897
mordred.ATSC1m,mordred,20.082583539187908,11.565426263627172,5,802,0.021936057546047244
mordred.GATS2p,mordred,20.079248188249768,11.197241098742241,5,803,0.021932414366872984
mordred.AATS5se,mordred,20.06304251626134,10.236779880724402,5,804,0.021914713031155057
mordred.AATS6are,mordred,20.03499685805291,12.89637258134996,5,805,0.021884078966012174
d3_getaway.19,d3_getaway,20.02935801483691,11.325628192287658,5,806,0.021877919699250604
d3_morse.203,d3_morse,20.01231928244233,2.4638912115464224,5,807,0.021859308417809156
d3_getaway.21,d3_getaway,20.009863276965916,6.85874985352133,5,808,0.021856625741182474
d3_rdf.31,d3_rdf,20.004147703014315,13.25924947019889,5,809,0.021850382662005615
d3_getaway.233,d3_getaway,19.94260753504932,5.324342290602052,5,810,0.021783162791452638
mordred.SIC3,mordred,19.929390397667884,2.437549342837187,5,811,0.02176872580999418
boltz_tier1.pae_pocket_ligand_max,boltz_tier1,19.87021218445152,3.737670611208784,5,812,0.02170408588515317
mordred.AATSC3i,mordred,19.856956211291255,12.37307319981662,5,813,0.02168960648366058
mordred.MATS2Z,mordred,19.848783203959464,7.863198284207917,5,814,0.021680679168168297
mordred.GATS8p,mordred,19.83967582229525,4.054945052727792,5,815,0.02167073124249976
d3_morse.172,d3_morse,19.82543353997171,10.612011604499978,5,816,0.021655174502799083
boltz_tier0.complex_pde,boltz_tier0,19.810571864247322,3.9997945440388354,5,817,0.021638941204265322
d3_morse.89,d3_morse,19.81054811552167,14.276547136249123,5,818,0.021638915263707845
d3_getaway.166,d3_getaway,19.804120546206832,11.426446629524579,5,819,0.021631894477258915
rdkit.PEOE_VSA10,rdkit,19.797076944448055,4.129874535670273,5,820,0.02162420080312528
d3_getaway.95,d3_getaway,19.792906813137233,4.727909959947007,5,821,0.021619645799520776
mordred.CIC4,mordred,19.769921893253922,12.172333956973945,5,822,0.0215945395414406
jazzy_self.sdx,jazzy_self,19.76347958818078,7.817808545089703,5,823,0.0215875026592318
d3_getaway.130,d3_getaway,19.736289723590016,6.184735200116418,5,824,0.02155780337113132
mordred.ATS0s,mordred,19.73116859216243,23.023184683543956,5,825,0.021552209597129227
rdkit.Phi,rdkit,19.72368279285729,15.915259001297137,5,826,0.0215440329138845
mordred.n6HRing,mordred,19.71011116914451,14.845840871609926,5,827,0.02152920872962674
d3_mordred3d.MOMI-Z,d3_mordred3d,19.709833227097988,8.133513172102617,5,828,0.021528905135583913
boltz_tier1.plddt_protein_mean,boltz_tier1,19.685255926661192,6.592261485924,5,829,0.02150205953199631
mordred.GATS3Z,mordred,19.684863552451134,5.327126964823976,5,830,0.021501630944547157
d3_whim.36,d3_whim,19.6773084230721,20.84891272351196,5,831,0.021493378532575214
d3_whim.14,d3_whim,19.666201682016254,15.834056004647696,5,832,0.021481246721422795
mordred.Xch-6d,mordred,19.66026183590293,14.770314479708961,5,833,0.021474758671421547
mordred.AATS4v,mordred,19.65775120127946,21.510293566175992,5,834,0.02147201632378136
mordred.AATS3p,mordred,19.656811109744012,4.526126513328814,5,835,0.021470989468746503
d3_autocorr3d.76,d3_autocorr3d,19.63989923801273,12.349608550840264,5,836,0.021452516756269805
d3_getaway.25,d3_getaway,19.628534399159253,14.502257776875961,5,837,0.021440103026800935
d3_rdf.30,d3_rdf,19.627142696268855,14.998205458888535,5,838,0.02143858288002145
mordred.GATS4are,mordred,19.626485962606967,14.976606429588603,5,839,0.021437865534697256
mordred.GATS4i,mordred,19.61865076776594,10.695502947218145,5,840,0.021429307209291468
mordred.GATS5p,mordred,19.611252665519714,10.62334713461986,5,841,0.021421226316895924
mordred.MATS5Z,mordred,19.605907636508345,7.097553070742714,5,842,0.021415387981218153
d3_getaway.134,d3_getaway,19.578124093264343,3.5847701642489658,5,843,0.021385040222313315
mordred.GATS5pe,mordred,19.577801311574877,7.621434082214256,5,844,0.021384687650259967
boltz_tier1.plddt_res240,boltz_tier1,19.56555070821196,12.646436870181795,5,845,0.021371306406765156
d3_mordred3d.PPSA1,d3_mordred3d,19.551636484265327,10.782103197670473,5,846,0.021356108002804516
mordred.GATS7d,mordred,19.549515814334153,9.840265958418717,5,847,0.021353791610715038
d3_autocorr3d.38,d3_autocorr3d,19.51162166055292,10.383675880926784,5,848,0.0213124001066597
mordred.ATSC4se,mordred,19.470089983567597,14.564341625126522,5,849,0.02126703536289772
d3_usrcat.41,d3_usrcat,19.458714346960186,4.349891310168931,5,850,0.021254609839122047
d3_whim.104,d3_whim,19.452130881696938,8.646104631633989,5,851,0.021247418768681078
mordred.GGI6,mordred,19.43186518922448,6.060225347392518,5,852,0.02122528270260079
mordred.AATS8i,mordred,19.416426642425357,9.908492359884894,5,853,0.02120841929205642
d3_rdf.160,d3_rdf,19.400332584418358,10.049647417995933,5,854,0.021190839871465337
mordred.ATS3p,mordred,19.39911339394748,22.71133702033981,5,855,0.021189508158726455
mordred.AXp-2d,mordred,19.39613538067788,8.157681528937292,5,856,0.021186255296846042
rdkit.MinPartialCharge,rdkit,19.385047126933934,7.421443187871509,5,857,0.021174143679247755
mordred.GATS8dv,mordred,19.364289706014098,5.128111947149942,5,858,0.021151470501819335
d3_getaway.181,d3_getaway,19.361207579821347,11.172384049887011,5,859,0.021148103918162582
mordred.AATS4i,mordred,19.356026146747173,8.42464114820657,5,860,0.02114244427711768
mordred.ATSC4p,mordred,19.331217917986216,12.02413817822762,5,861,0.021115346432228652
d3_rdf.101,d3_rdf,19.325522160343827,8.514416124965871,5,862,0.02110912499825986
d3_morse.38,d3_morse,19.316410533897578,11.906672389051108,5,863,0.021099172436047288
d3_getaway.91,d3_getaway,19.264517785795032,5.5686913054977705,5,864,0.021042490370894725
rdkit.EState_VSA3,rdkit,19.253393675014376,15.81291957300493,5,865,0.0210303395869203
mordred.AATSC1m,mordred,19.196636180020867,7.730892257338383,5,866,0.02096834379469976
mordred.ATSC1p,mordred,19.19630509633571,17.909168041598157,5,867,0.02096798215443789
d3_morse.166,d3_morse,19.15929173566401,9.139356657674321,5,868,0.020927552734185124
mordred.ATS0d,mordred,19.14208238311112,36.9017192398625,2,869,0.02090875508560601
mordred.ZMIC3,mordred,19.137592101842166,10.362423605168841,5,870,0.02090385038456884
d3_rdf.105,d3_rdf,19.129206923395394,5.733034409927114,5,871,0.02089469131613607
mordred.ATSC4s,mordred,19.119235029257833,6.2006150945566905,5,872,0.02088379908988352
mordred.GATS5i,mordred,19.09423839300871,6.79517524774118,5,873,0.020856495448887902
d3_morse.124,d3_morse,19.089198146015406,0.8803504715515962,5,874,0.020850990024355465
boltz_tier1.pde_intra_ligand_mean,boltz_tier1,19.046994196809827,8.092702391523211,5,875,0.020804890962616843
mordred.ATSC3i,mordred,19.019817600026727,4.753404557683581,5,876,0.020775206166844598
d3_usrcat.53,d3_usrcat,19.015708896145224,8.003347309811726,5,877,0.02077071825996706
mordred.AATS7dv,mordred,19.008812009356916,13.382339612877882,5,878,0.02076318484151113
mordred.ATS0m,mordred,18.971687123551966,12.994244636842733,5,879,0.02072263360317973
d3_autocorr3d.7,d3_autocorr3d,18.961368089914323,7.666215844507589,5,880,0.02071136219901735
d3_getaway.99,d3_getaway,18.96028446573764,10.3867529575543,5,881,0.02071017856433949
d3_getaway.17,d3_getaway,18.923034643009306,9.411374205577381,5,882,0.020669490858330235
d3_morse.92,d3_morse,18.919220947101714,5.731222057627444,5,883,0.02066532518648185
d3_getaway.121,d3_getaway,18.91755714211613,12.593612785540532,5,884,0.020663507824595223
mordred.AXp-6d,mordred,18.88961536437273,10.140028989476583,5,885,0.020632987227316386
d3_usr.6,d3_usr,18.87902607191354,9.709154522955084,5,886,0.02062142062144103
d3_getaway.3,d3_getaway,18.85783982425928,8.16623878485909,5,887,0.02059827903974056
d3_getaway.35,d3_getaway,18.845553263649343,11.941824613621533,5,888,0.02058485852041063
mordred.CIC3,mordred,18.83363590762019,8.780035970931952,5,889,0.02057184128051507
d3_morse.145,d3_morse,18.81345869060606,4.659058646511864,5,890,0.02054980185552389
mordred.AATS8d,mordred,18.79464569427073,13.1236889602922,5,891,0.020529252558695615
d3_usrcat.54,d3_usrcat,18.77501556389034,8.782562348820655,5,892,0.02050781071239031
mordred.MDEC-23,mordred,18.774773901887237,13.851434393128406,5,893,0.02050754674677073
d3_getaway.206,d3_getaway,18.761368741095065,11.804942122885057,5,894,0.020492904388730627
d3_rdf.129,d3_rdf,18.755981727689505,9.874039144973407,5,895,0.020487020193809435
mordred.Xp-6dv,mordred,18.751755340769886,10.09773722367924,5,896,0.020482403742619292
mordred.MINsssN,mordred,18.729421292245387,5.401153461462313,5,897,0.020458008426512995
mordred.ATSC5dv,mordred,18.711594544537366,14.024290240433167,5,898,0.020438536401769816
mordred.AATSC3p,mordred,18.689822112582625,8.218048956431835,5,899,0.0204147545352911
d3_getaway.153,d3_getaway,18.689156275056302,10.847744900234229,5,900,0.020414027245883083
mordred.ZMIC4,mordred,18.679905197024347,14.699225200355247,5,901,0.02040392236173429
mordred.ATS6dv,mordred,18.656962968967854,13.493611594385536,5,902,0.020378862735620958
mordred.SIC1,mordred,18.643385250493886,11.672514888727367,5,903,0.020364031894100604
boltz_tier1.plddt_res285,boltz_tier1,18.583214921317996,7.6307790497871775,5,904,0.020298308288330888
mordred.GATS2m,mordred,18.574566238932313,8.538349838639737,5,905,0.02028886139649351
mordred.AATSC0d,mordred,18.57066290844232,10.529375879226903,5,906,0.02028459781745336
mordred.GATS2dv,mordred,18.556410716101528,9.506209429253442,5,907,0.0202690302531141
d3_rdf.68,d3_rdf,18.55460542626679,7.555160703556079,5,908,0.020267058348372616
rdkit.fr_para_hydroxylation,rdkit,18.53693644925952,5.434094666563047,5,909,0.020247758655399604
d3_getaway.213,d3_getaway,18.536909071728587,8.242992512998438,5,910,0.020247728751124943
d3_rdf.122,d3_rdf,18.521778600662948,14.169065404037635,5,911,0.02023120184942691
mordred.AATSC8se,mordred,18.480147100053728,12.385659614328443,5,912,0.020185728069058457
d3_mordred3d.PNSA3,d3_mordred3d,18.467206034623086,11.240968728483159,5,913,0.02017159263895108
mordred.ATS5p,mordred,18.465519081242384,8.610198504643426,5,914,0.02016974999224358
mordred.MATS5s,mordred,18.439839183352888,4.462825814859568,5,915,0.020141700029608973
boltz_tier1.plddt_pocket_std,boltz_tier1,18.412417419441045,6.802807746263998,5,916,0.020111747439594322
d3_getaway.100,d3_getaway,18.379323917999862,5.66785849751406,5,917,0.0200755996526028
d3_morse.51,d3_morse,18.37511265631765,8.65740917500295,5,918,0.020070999722597672
mordred.ATSC8Z,mordred,18.372987419739367,7.574349908909146,5,919,0.020068678342393315
