name,MAE,RAE,R2,Spearman_R,Kendall_Tau,residual_r_vs_ens_caruana_bag20,oof_coverage,test_mean,test_std,submission_path
ka_gnn_fourier_h128_l3_g3_lr1e3_umap,0.5895726329750485,0.6479320810508156,0.4676006430580808,0.6446916017030728,0.4609385061986456,0.7595650976925795,4140,4.80656131777847,0.44590488122621535,track1_activity/submissions/ka_gnn_fourier_h128_l3_g3_lr1e3_umap.csv
