rank,username,Submitted,model_report_link,Significance (tiers),MAE,MAE std,RAE,RAE std,R2,R2 std,Spearman ρ,Spearman ρ std,Kendall's τ,Kendall's τ std,Proprietary Data
46,myco,2026-07-01 22:18 UTC,https://drive.google.com/file/d/15g2Gxz3ZGleWDQg-0k68OoslkO4_uNAi,Tier 2,0.4591685395384615,0.0285570630222184,0.6367805664643974,0.0316957112619503,0.5295813618392592,0.057367047766241,0.7700176049344488,0.0319310513532561,0.5818188235818523,0.0273548425573081,No
47,elli3tiu,2026-07-01 08:38 UTC,https://github.com/etiu/Pxr_challenge1-openadmet-sub-13-,Tier 2,0.4606699070414469,0.0309344169553131,0.6383294216101648,0.0245300109394322,0.4912381743157718,0.0581341065169878,0.7905882884096548,0.0293824842010525,0.5997688812352888,0.0251793772139365,No
48,ellieberry,2026-06-30 11:03 UTC,https://github.com/etiu/Pxr_challenge1-openadmet,Tier 2,0.4625311876320452,0.0302199615907626,0.6411127229853267,0.0276691783635571,0.5017924407821966,0.0568760777033409,0.7699091109921599,0.0331816204930415,0.5792202035716665,0.0269638398212058,No
49,Usagi,2026-05-24 14:13 UTC,https://github.com/Usagi-ljy/pxr-challenge-better-baseline,Tier 2,0.4632210802457884,0.0308944475712805,0.6419497408617661,0.026261192545013,0.4864360921517922,0.0567276683888045,0.7804081705278654,0.0293925906565591,0.5879390094007265,0.0248093202223159,No
50,xX-its-amit-Xx,2026-06-30 16:25 UTC,https://github.com/xX-its-amit-Xx/OpenADMET-pxr-challenge,Tier 2,0.46590125,0.0300750689018402,0.6461958489586952,0.0356405530170517,0.5018654487228378,0.0665781716130617,0.761223472217479,0.0332315752968577,0.5687633817732866,0.0266346220863814,No
51,JacksonBurns,2026-06-10 00:51 UTC,https://github.com/JacksonBurns/openadmet_pxr_qwen36/tree/40e269cf6560077860d7c20669be567d702071ef,Tier 2,0.4665861448303846,0.0294376356861003,0.6468828067188825,0.0292198660199213,0.5024729156439427,0.0529089874868076,0.777404881042445,0.0328356355105739,0.5900136674438161,0.0275246271667447,No
52,ldbc1999,2026-07-01 03:29 UTC,https://github.com/lizyurkewych-git/pxr-challenge,Tier 2,0.4687840538461538,0.0297046897769593,0.649763118644427,0.0256180192974804,0.4983585051782871,0.0488472939338607,0.785231716724564,0.0291564893882203,0.5917750267801658,0.0260037179083251,No
53,namuICT,2026-07-01 12:14 UTC,https://github.com/Taekya/PXR-challenge/tree/main/activity-prediction,Tier 2,0.4694348461567036,0.0298210226677545,0.6506665366959014,0.0259613980396995,0.5034193063501727,0.0502855052092205,0.7830005203404712,0.0313108929284275,0.5966146433148677,0.027005730606072,No
54,IAB,2026-06-27 04:57 UTC,https://github.com/balabin/PXR_Challenge,Tier 2,0.4698628206517787,0.0294048172575048,0.6516783191232722,0.0341055258297097,0.5033311691178058,0.0589378293912804,0.7675131330235239,0.0312060229715063,0.5770097503187933,0.0260295634189356,No
55,mthomasm,2026-07-01 20:55 UTC,https://github.com/tomarsland/OpenADMET-public/blob/main/model_report_30July.md,Tier 2,0.4701532783333333,0.0284230369734462,0.6522969560984752,0.0364819538862853,0.5300923920332349,0.0539906223144174,0.7954058715888156,0.0261768611698929,0.5990951279935157,0.0239512420850044,No
56,KNIMEST,2026-06-24 17:43 UTC,https://github.com/Zassou-Syk/OpenADMET_PXR_Challenge_of_KNIMEST/tree/main,Tier 2,0.4717066075193542,0.0310925887437081,0.6539541053402981,0.0314595828852953,0.4700780814961799,0.0701396942408403,0.7573356228977307,0.0336896102068022,0.5674035704072578,0.0273436969290875,No
57,chaospilot,2026-05-25 10:43 UTC,https://1drv.ms/t/c/a6144d17cf10bd2e/IQAiYJT7u4i4SaUD8h0K_SBgAWWOcR8yUpp6IgBuh-9APO8?e=kcHwyZ,Tier 2,0.4726017692307692,0.0322203395846721,0.6550354340040776,0.0303086077042378,0.4501859032903024,0.0669865517567392,0.7427210419627381,0.03739482179162,0.5609053121366987,0.0296069112708806,No
58,DenaliSchlesinger,2026-06-16 22:22 UTC,https://github.com/dschlesinger/openadmet-pxr/blob/main/METHOD_REPORT.md,Tier 2,0.4743556565661538,0.0311464209882798,0.6576144657296947,0.0312035648450806,0.466288478557296,0.0592146833628873,0.7269804046210878,0.0377265811884934,0.5423125725924131,0.0305773230340651,No
59,itetko,2026-06-29 15:03 UTC,https://docs.google.com/document/d/11MsxZAZmmQ4_6VYq16utLmtnp-jz0B6XXE2MUwEGH1s/,Tier 2,0.4752610269230768,0.0299267270908261,0.6587959510310507,0.0269535753958669,0.488143592462606,0.0510295507100386,0.7763463833821196,0.0321902974053242,0.5877894039268721,0.0266527881131457,No
60,QuantNova,2026-05-24 22:16 UTC,https://github.com/chaospilot2003/openadmet,Tier 2,0.4797178461538461,0.0342785421515827,0.6648326334935297,0.0325991106561692,0.4062394956283727,0.0843357643633109,0.7295533897257201,0.0414584229598604,0.5554325961135963,0.0312367577612871,No
61,DMakarov,2026-06-27 17:14 UTC,https://github.com/MDMISC/Predicting-PXR-Induction/tree/main,Tier 2,0.4798866653846153,0.0295935427423936,0.6653453757187539,0.0292666214227769,0.4893816505348277,0.054610917977531,0.7510484414797304,0.0339097840104991,0.5599881749123814,0.0281436882338037,No
62,cat554,2026-05-24 20:45 UTC,https://github.com/ttll1667/pxr_comp/blob/main/README_pxr_stability_stack_experiment_log.md,Tier 2,0.4800612557907692,0.0324598416923735,0.6651409695222406,0.0244974620102411,0.4375798880749806,0.0526882376293684,0.7655533941227606,0.0304750230192243,0.5711171863634433,0.0259074882702656,No
