rank,username,Submitted,model_report_link,MAE,MAE std,RAE,RAE std,R2,R2 std,Spearman ρ,Spearman ρ std,Kendall's τ,Kendall's τ std,Proprietary Data
1,W1175,2026-04-24 06:25 UTC,,0.4089776695854371,0.029705016646679,0.5135841692857929,0.0285868644725687,0.637470681082758,0.0411562830232165,0.8499995370195847,0.0201775400140318,0.6608506027578188,0.0213444547412885,No
2,sia,2026-04-23 19:40 UTC,,0.4101310612601417,0.0285521248329312,0.5151719653004112,0.0291420892276504,0.6580366929645113,0.0398771891768438,0.8489275239015547,0.0196118466012994,0.6621120173251722,0.0218386373216551,No
3,N283T,2026-04-24 09:37 UTC,,0.4189477353901447,0.0272801096987781,0.5264286679661508,0.0302651026913409,0.6608835647899323,0.0406469266922289,0.8400634714255957,0.0197201496584728,0.6485806218519439,0.0217540698011349,No
4,jaybirdy,2026-04-24 06:24 UTC,exp80-fulldata-10model-all-assays,0.4213552933403557,0.0269865430505119,0.5293343651191454,0.027552987264882,0.6647609174154351,0.0333571774561466,0.8341504733015975,0.0218128300483839,0.6457635817771868,0.0232108984924322,No
5,nova,2026-04-19 14:01 UTC,,0.4217730955980324,0.0294864556801032,0.529724382272018,0.0290102236824503,0.6354822703092836,0.0417345083509091,0.8352965989667668,0.0209999216060185,0.6446157188549693,0.0230697721430271,No
6,suspenders,2026-04-23 04:56 UTC,,0.4329759100206493,0.0314312112323453,0.5437425718304446,0.0307147063234213,0.5973190143300874,0.0436970954992853,0.8284425067626964,0.0209473993529652,0.6342848054268235,0.0226478444213175,No
7,histidine,2026-04-22 13:55 UTC,,0.4326937295508541,0.0283444780824641,0.543780966064778,0.0329845884163125,0.6362111668333869,0.0426350433438928,0.8249520361401877,0.0224597063481375,0.6340457443701174,0.0238119157084133,No
8,Zoboomafoo83,2026-04-17 02:25 UTC,,0.4367770071833992,0.0303512589108985,0.548450457497609,0.0272483934101563,0.611150648247876,0.0402750563802431,0.831518547293007,0.0211007523751803,0.6374300422179866,0.0219803959432829,No
9,Radi,2026-04-24 01:17 UTC,exp48,0.4413721862182181,0.0316509790913891,0.5541752898765645,0.0285760818266762,0.5918284870392659,0.0418533428166042,0.8209532896408727,0.0218436824381127,0.6261296954891772,0.022879369266778,No
10,jordanshivers,2026-04-20 13:29 UTC,,0.4415129694549741,0.0315049504730091,0.554355802208951,0.0283703870958934,0.5944727663973126,0.0403099695254212,0.8180224864788596,0.0234934957765029,0.6399599772675459,0.0247121499855387,No
