rank,username,Submitted,model_report_link,MAE,MAE std,RAE,RAE std,R2,R2 std,Spearman ρ,Spearman ρ std,Kendall's τ,Kendall's τ std,Proprietary Data
1,sia,2026-05-15 00:59 UTC,,0.4011556314833792,0.0285942152506735,0.5038449750246594,0.0286052487018156,0.6636048304285588,0.0382648618798264,0.8512092737944355,0.0190861332032669,0.663582666097852,0.0217828067144357,No
2,Yan,2026-05-14 20:30 UTC,,0.4029324622311854,0.0295394468988279,0.5058848439733943,0.0265567060581354,0.6463004372893228,0.039911610569518,0.8556049778530792,0.0203460874651898,0.6748505048029041,0.0223932139314693,No
3,nova,2026-05-14 10:22 UTC,,0.4062958144748103,0.0281625172207258,0.5104221835835624,0.0299426633182564,0.6586029868925534,0.0399317282380147,0.8498478064824969,0.0192252329842877,0.660220536085989,0.0215281813543521,No
4,N283T,2026-05-08 11:43 UTC,,0.4073887188823258,0.0266537929199345,0.511885032447124,0.0292421804935787,0.6787074792174593,0.0385461549800211,0.8453135072419771,0.0197742929948226,0.656542515417408,0.0220055518643392,No
5,oxidane,2026-05-14 18:40 UTC,,0.4135907330949955,0.0287588061345196,0.5194825387693934,0.0287845858508211,0.6455426596474637,0.0402060635970949,0.8493904056681044,0.0192188181252139,0.6596441737606542,0.0215244606342396,No
6,jaybirdy,2026-05-12 08:13 UTC,caruana_aggressive_tail_r300_bag80_topk4_v1,0.4146182904999296,0.0275963158570542,0.5207977548227101,0.0273184838361927,0.6595799740475445,0.0353141955286412,0.8393664118398134,0.0209746619129891,0.651348948196578,0.0229117341876823,No
7,toxicity,2026-05-11 17:14 UTC,,0.424123820475593,0.0312410520108798,0.532579603609214,0.0298731118667968,0.6109225612011296,0.0444859068304896,0.8266425302920515,0.0242716060904974,0.6413680941185539,0.0244130242752805,No
8,Maisy,2026-05-15 03:47 UTC,,0.4262212297455258,0.0300552760276563,0.535118996940915,0.0258774392336248,0.6210131847739759,0.0369137306891981,0.8395002440863927,0.0205387850253615,0.6471393747975475,0.0222203098732376,No
9,red-orange,2026-05-08 17:22 UTC,,0.4285466000436143,0.0303296978277222,0.5380863869236717,0.0271927797763871,0.6235589976000512,0.0385624497463643,0.8327505912576132,0.0218354450911756,0.6435990784258632,0.0236579314666671,No
10,discoverybytes,2026-05-04 15:43 UTC,,0.4300077146245059,0.0314721600782759,0.5398168402163839,0.0270954179641367,0.6044523519311028,0.0411834092665391,0.8303951949313891,0.0232144704345784,0.641008762280933,0.0233281180464096,No
11,MirthEngine,2026-05-14 18:40 UTC,,0.4331128937528467,0.0300949471096077,0.5437417607552596,0.0249026779072443,0.6146582209452454,0.0365716713252285,0.8323227634598417,0.0204824158108415,0.6363283401542194,0.0220467488730428,No
12,suspenders,2026-04-23 04:56 UTC,,0.4329759100206493,0.0314312112323453,0.5437425718304446,0.0307147063234213,0.5973190143300874,0.0436970954992853,0.8284425067626964,0.0209473993529652,0.6342848054268235,0.0226478444213175,No
13,PXRegressor,2026-05-10 17:58 UTC,,0.4328536612315423,0.0272713720122073,0.5440394141378074,0.0323558720339136,0.6444912001196643,0.042884986184271,0.8338990318283046,0.0205772921786313,0.6396388696955203,0.0221319216589627,No
14,Zoboomafoo83,2026-05-10 22:44 UTC,,0.4367770071833992,0.0303512589108985,0.548450457497609,0.0272483934101563,0.611150648247876,0.0402750563802431,0.831518547293007,0.0211007523751803,0.6374300422179866,0.0219803959432829,No
15,lbaimlj,2026-05-15 01:47 UTC,,0.4365940029616601,0.0260053741283307,0.5488673295918202,0.032981195216561,0.6567563215037229,0.0368054532539398,0.8246105528316515,0.0222749385680389,0.6306937214618992,0.0233244862097445,No
16,lbaweja,2026-05-15 03:06 UTC,,0.4365940125754941,0.0260053749777451,0.5488673415530766,0.0329811942300772,0.6567563073782872,0.0368054523609015,0.8246105528316515,0.0222749385680389,0.6306937214618992,0.0233244862097445,No
17,jeremy,2026-05-14 20:34 UTC,https://github.com/jeremycheminf/openadmet_scripts/blob/main/PXR/2D,0.4381452726423537,0.0350073520077351,0.5497653952477684,0.0278294682413543,0.5512120190937498,0.0487976079025062,0.8352434169145554,0.0205127930770765,0.6455512377718717,0.0227439622729883,No
18,i597,2026-05-14 15:24 UTC,,0.4411626352722969,0.0328208032997896,0.5537767209711288,0.0280300552847827,0.5771525505220644,0.0440534322124966,0.8239830356848166,0.0214482543954931,0.627522195939915,0.022692399107642,No
19,jordanshivers,2026-05-12 22:21 UTC,,0.4415129694549741,0.0315049504730091,0.554355802208951,0.0283703870958934,0.5944727663973126,0.0403099695254212,0.8180224864788596,0.0234934957765029,0.6399599772675459,0.0247121499855387,No
20,mps-go-brrr,2026-05-05 06:23 UTC,,0.4461998984000001,0.0305551751192405,0.560182444939955,0.0250159395359073,0.5961295510956307,0.0320420533548629,0.8262449400743747,0.0218111536108523,0.6284045981264564,0.0225237912270551,No
21,Radi,2026-05-15 01:30 UTC,exp108,0.4462632678807545,0.0305976762238196,0.5605867048516484,0.03160743529913,0.600484230203855,0.0450643106931866,0.8310001711013947,0.0202630460777191,0.6356109145411045,0.0217706525195976,No
22,foobar,2026-05-04 13:06 UTC,https://model-version.invalid/test1/68,0.4467511286947915,0.0307618978063566,0.5610745315794712,0.0294033641839226,0.5918936505375976,0.0428872314657264,0.815097258615753,0.0226097324171062,0.6294069642006838,0.0237723518141956,No
23,matcha-croissant,2026-05-15 04:00 UTC,,0.448849567713635,0.0305789836402292,0.563467526021206,0.0238512266011852,0.594859026008792,0.036864003538669,0.8305668809142083,0.0206819386446405,0.6363188711251082,0.0222229984068234,Yes
24,pony,2026-05-14 20:35 UTC,,0.4507622326830165,0.0307042596989925,0.5659362401856778,0.025526079168704,0.5921610544316775,0.0359444188601059,0.831246143487234,0.0198421085158763,0.6352382879867186,0.0208126635330649,No
25,TakuyaPKPD,2026-05-08 00:15 UTC,,0.4559778867370331,0.0297891349745161,0.5725665398471095,0.0253259292895745,0.6042308359106695,0.0361747631887614,0.834728532445795,0.0207523987781665,0.6415469607648849,0.0219170136739203,No
