split,fold,model,family,leakage_free_retrain,n_val,mae,r2,spearman,bias,pred_std
public_hybrid_nolabel_top513,0,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,513,0.3348711914226848,0.5334724020060957,0.7536716557105675,-0.0856328924019741,0.4547927104503783
public_hybrid_nolabel_top513,0,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,513,0.3379741792573706,0.5381086307237457,0.7708882023779626,-0.1213602911932699,0.4758005104264389
public_hybrid_nolabel_top513,0,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,513,0.3398412413241689,0.5274333264394522,0.7729747103957184,-0.1018464199210488,0.4624316438857292
public_hybrid_with_y_top513,0,rdkit41_lgbm,2d,True,513,0.5452097232421289,-0.987016213863035,0.3468443817283958,-0.4853562690071527,0.2792526310328326
public_hybrid_with_y_top513,0,rdkit_full_lgbm,2d,True,513,0.5444338327277195,-1.0223305191486172,0.3506258897329369,-0.4899438191890073,0.2839644735622764
public_hybrid_with_y_top513,0,mordred_lgbm,2d,True,513,0.5284717698757772,-0.9025527456654534,0.3332743928763612,-0.4611000527566749,0.2663639765877751
public_hybrid_with_y_top513,0,morgan2048_lgbm,fingerprint,True,513,0.6136411005999782,-1.5909664407397592,0.193098730255158,-0.5468113057328408,0.3515956260371034
public_hybrid_with_y_top513,0,rdkit_full_lf_pred_lgbm,2d_plus_log2fc_pred,True,513,0.3211967040120298,0.2064105796550112,0.6970651162386188,-0.2112330790425206,0.3132726891380114
public_hybrid_with_y_top513,0,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,513,0.3380329543104752,0.122888344288953,0.6855204146116668,-0.239916547195723,0.283145016343833
public_hybrid_with_y_top513,0,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,513,0.3431343375633107,0.0061462477567745,0.652969330241798,-0.2520081231938715,0.3492205364086443
public_hybrid_with_y_top513,0,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,513,0.3417867614125245,0.0297586926767113,0.6558411056603659,-0.251328005239226,0.3255966925875458
public_chembl_ext_nn_ge025,0,rdkit41_lgbm,2d,True,790,0.5412696707117727,0.5227542843338624,0.6358072247571273,0.0333508049928173,0.7941637065918697
public_chembl_ext_nn_ge025,0,rdkit_full_lgbm,2d,True,790,0.515596274565754,0.5731124125898314,0.7037624364866093,0.0382765686836421,0.8127670504248663
