split,model,family,leakage_free_retrain,folds,n_val_mean,mae,mae_std,r2,spearman,bias,pred_std,rank_mae,rank_spearman,rank_mae_within_kind,rank_spearman_within_kind
public_log2fc_top513,rdkit_full_lf_pred_lgbm,2d_plus_log2fc_pred,True,1,513.0,0.2748862618001922,0.0,0.3696025494294426,0.6377960975504543,-0.0077468720348495,0.276453166717398,1.0,1.0,1.0,1.0
public_log2fc_top513,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,1,513.0,0.2785418086284689,0.0,0.3520323397594728,0.6316361945114237,0.0109973783057551,0.2612630349880683,2.0,2.0,2.0,2.0
public_log2fc_top513,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,1,513.0,0.2834399292589356,0.0,0.3304365609684184,0.6161695925569974,-0.0012427781019548,0.2627373451341446,3.0,3.0,1.0,1.0
public_log2fc_top513,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,1,513.0,0.2848320344539751,0.0,0.3264222642638301,0.6100003561968642,0.02711244696866,0.2707162384748129,4.0,4.0,2.0,2.0
public_log2fc_top513,current_pool_simple_mean_oof,oof_stack_diagnostic,False,1,513.0,0.3084263513696021,0.0,0.1679275680333071,0.5552930056644299,-0.0667317139867427,0.2927617622917746,5.0,5.0,3.0,3.0
public_log2fc_top513,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,1,513.0,0.3564911240690402,0.0,-0.1771519937432282,0.5087559110921682,-0.0889337308889922,0.4186045038857994,6.0,7.0,3.0,4.0
public_log2fc_top513,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,1,513.0,0.356887921946395,0.0,-0.1572681294778242,0.510294175743057,-0.0634504031935795,0.4096736749023149,7.0,6.0,4.0,3.0
public_log2fc_top513,mordred_lgbm,2d,True,1,513.0,0.437311888069738,0.0,-0.5694382829431954,0.3799910660503344,-0.3120168358097418,0.3511613921206408,8.0,9.0,5.0,6.0
public_log2fc_top513,rdkit_full_lgbm,2d,True,1,513.0,0.4508825961425528,0.0,-0.7033222947403281,0.3885243353130954,-0.3375004639910859,0.365778550265213,9.0,8.0,6.0,5.0
public_log2fc_top513,morgan2048_lgbm,fingerprint,True,1,513.0,0.4947476545179252,0.0,-0.8798359530675446,0.3236758052624282,-0.3981514637603476,0.3733935543767152,10.0,10.0,7.0,7.0
public_log2fc_top513,rdkit41_lgbm,2d,True,1,513.0,0.5083322302092929,0.0,-1.1002784768886975,0.3027786321822067,-0.3920721681445172,0.4107288699176756,11.0,11.0,8.0,8.0
public_testnn_top513,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,1,513.0,0.3596629645927057,0.0,0.7886004539839582,0.8660117465783307,-0.0616173761057675,0.865361537718465,1.0,2.0,1.0,2.0
public_testnn_top513,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,1,513.0,0.3600186226701194,0.0,0.7903300111631151,0.8641796498866211,-0.0624728169124924,0.8923486372546324,2.0,3.0,1.0,1.0
public_testnn_top513,rdkit_full_lf_pred_lgbm,2d_plus_log2fc_pred,True,1,513.0,0.364199660507873,0.0,0.7843504534598147,0.8661892985828763,-0.051786920896596,0.8640250031971355,3.0,1.0,2.0,1.0
public_testnn_top513,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,1,513.0,0.3658086764845786,0.0,0.787193541829426,0.8593832569247795,-0.0547605339854057,0.8704655405825955,4.0,4.0,2.0,2.0
public_testnn_top513,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,1,513.0,0.3958736452430408,0.0,0.7461521593972251,0.8516961217772923,-0.0640036178094842,0.8144095714086116,5.0,5.0,3.0,3.0
public_testnn_top513,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,1,513.0,0.3999037288721721,0.0,0.7391308407938986,0.8503043273907223,-0.0725228299136639,0.8213337144612853,6.0,6.0,4.0,4.0
public_testnn_top513,current_pool_simple_mean_oof,oof_stack_diagnostic,False,1,513.0,0.4013667436128368,0.0,0.743363769299154,0.8268295968813587,-0.0685980162642233,0.8303197644110836,7.0,7.0,3.0,3.0
public_testnn_top513,mordred_lgbm,2d,True,1,513.0,0.5240472900812884,0.0,0.5880180909998098,0.686718310194486,-0.1144945954484325,0.7278454735833598,8.0,8.0,5.0,5.0
public_testnn_top513,rdkit_full_lgbm,2d,True,1,513.0,0.5334025145560799,0.0,0.5777489376075379,0.6730191175093541,-0.106660513949084,0.7078409527998958,9.0,9.0,6.0,6.0
public_testnn_top513,rdkit41_lgbm,2d,True,1,513.0,0.5427159403058103,0.0,0.5621706102239679,0.6602662170096497,-0.1298656299878747,0.7046816390154891,10.0,10.0,7.0,7.0
public_testnn_top513,morgan2048_lgbm,fingerprint,True,1,513.0,0.5953906107022674,0.0,0.4690200453745177,0.5758810158105003,-0.0871660132702049,0.6217669726553948,11.0,11.0,8.0,8.0
umap_canonical,rdkit_full_lf_pred_lgbm,2d_plus_log2fc_pred,True,5,828.0,0.38834721666715677,0.028647356099795098,0.7524383313268214,0.851046332345765,0.025765350212715497,0.9601652174419346,1.0,1.0,1.0,1.0
umap_canonical,mordred_lf_pred_lgbm,2d_plus_log2fc_pred,True,5,828.0,0.39026406220807697,0.028012097715052454,0.7507648424760625,0.8502151159501439,0.02025825539920802,0.9526842642361331,2.0,2.0,2.0,2.0
umap_canonical,current_pool_ridge_stack_oof,oof_stack_diagnostic,False,5,828.0,0.3907998024460121,0.027610689128807202,0.758936172355725,0.8498587343697865,0.000652646981120941,0.9724298222880539,3.0,3.0,1.0,1.0
umap_canonical,current_pool_caruana_stack_oof,oof_stack_diagnostic,False,5,828.0,0.3937316516300781,0.02664706986564222,0.7558049684164495,0.8476931940769727,0.010316744093551499,0.9370709567370487,4.0,4.0,2.0,2.0
umap_canonical,current_pool_simple_mean_oof,oof_stack_diagnostic,False,5,828.0,0.4186678658259021,0.027784840652136905,0.7172128865874396,0.8242841125824871,0.01715079719524516,0.8880753996350809,5.0,5.0,3.0,3.0
umap_canonical,rdkit_full_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,5,828.0,0.4374044247581706,0.027566706606391544,0.6716286525024396,0.8209319272425393,0.055003078922431684,0.877612930050298,6.0,7.0,3.0,4.0
umap_canonical,mordred_singleconc_jazzy_lgbm,2d_plus_aux_observed,True,5,828.0,0.43968097082776686,0.029188832377284674,0.6662314120831418,0.8230127152140648,0.05455127495677216,0.8617668883029055,7.0,6.0,4.0,3.0
umap_canonical,mordred_lgbm,2d,True,5,828.0,0.5237266125225594,0.034166889665763395,0.547094594084539,0.708446838523453,0.08011903970782884,0.8033565375981639,8.0,8.0,5.0,5.0
umap_canonical,rdkit_full_lgbm,2d,True,5,828.0,0.5346707840463175,0.029991180259509687,0.5337473932571559,0.69355068205324,0.0716023910147632,0.8102910113854891,9.0,9.0,6.0,6.0
umap_canonical,rdkit41_lgbm,2d,True,5,828.0,0.5668527478098886,0.029011225520720187,0.47971215432118725,0.640304390739918,0.08785930704833118,0.81127919960048,10.0,11.0,7.0,8.0
umap_canonical,morgan2048_lgbm,fingerprint,True,5,828.0,0.6064784389823881,0.027667273666288662,0.4550503158770966,0.649572720297674,0.08534977980434207,0.6786175487605373,11.0,10.0,8.0,7.0
