variable,bin,model,n,value_min,value_max,mae,mean_residual,mean_pred,ensemble_mae,delta_mae_vs_ensemble
counter_pec50,Q2,tabpfn_2d_seed10_default,533,1.98,2.62,0.4609109645041919,-0.030744853833826566,4.5793377243779165,0.454506306770723,0.006404657733468877
counter_pec50,Q2,tabpfn_2d_seed10_top500,533,1.98,2.62,0.44038103865861444,-0.02125203023484678,4.569844900778937,0.454506306770723,-0.014125268112108569
counter_pec50,Q3,ensemble,537,2.63,3.18,0.3552757784252612,0.033617554253889424,4.724017455057099,0.3552757784252612,0.0
counter_pec50,Q3,tabpfn_2d_seed10_default,537,2.63,3.18,0.3594970735802109,0.03443578208624984,4.723199227224737,0.3552757784252612,0.004221295154949678
counter_pec50,Q3,tabpfn_2d_seed10_top500,537,2.63,3.18,0.3469107527528617,0.030705290977293333,4.726929718333694,0.3552757784252612,-0.008365025672399495
counter_pec50,Q4,ensemble,523,3.19,4.15,0.31386261252178405,0.005036132893768469,4.75909388622669,0.31386261252178405,0.0
counter_pec50,Q4,tabpfn_2d_seed10_default,523,3.19,4.15,0.32200468526515635,0.0019959795133105513,4.762134039607148,0.31386261252178405,0.008142072743372308
counter_pec50,Q4,tabpfn_2d_seed10_top500,523,3.19,4.15,0.31846467187710065,0.01882542276473619,4.745304596355723,0.31386261252178405,0.004602059355316601
counter_pec50,Q5,ensemble,525,4.16,7.16,0.3337951001753699,0.04615018324166407,4.831811721520242,0.3337951001753699,0.0
counter_pec50,Q5,tabpfn_2d_seed10_default,525,4.16,7.16,0.3479995881761823,0.04151969806126187,4.836442206700643,0.3337951001753699,0.01420448800081242
counter_pec50,Q5,tabpfn_2d_seed10_top500,525,4.16,7.16,0.3362074326651437,0.02882326158796039,4.849138643173944,0.3337951001753699,0.002412332489773794
counter_pec50,missing,ensemble,1492,,,0.44493670482179326,-0.08319909519315584,3.663700807134756,0.44493670482179326,0.0
counter_pec50,missing,tabpfn_2d_seed10_default,1492,,,0.4599621743916225,-0.08690209149259281,3.667403803434193,0.44493670482179326,0.015025469569829253
counter_pec50,missing,tabpfn_2d_seed10_top500,1492,,,0.4579711941653257,-0.06030478356254899,3.6408064955041493,0.44493670482179326,0.013034489343532463
exactmw,Q1,ensemble,828,61.052764892578125,306.1368408203125,0.4345823823060715,-0.023255142986754733,3.3792092492669483,0.4345823823060715,0.0
exactmw,Q1,tabpfn_2d_seed10_default,828,61.052764892578125,306.1368408203125,0.44430629147423645,-0.017902024725209097,3.3738561310054025,0.4345823823060715,0.009723909168164957
exactmw,Q1,tabpfn_2d_seed10_top500,828,61.052764892578125,306.1368408203125,0.43918486362494136,-0.01012578335361203,3.3660798896338053,0.4345823823060715,0.0046024813188698666
exactmw,Q2,ensemble,828,306.1379699707031,334.1560363769531,0.37517804742457694,0.00927791253061474,4.457068705826873,0.37517804742457694,0.0
