fold,epochs_run,best_val_mae,loss_start,loss_end,pretrain_best_val_loss,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,51,0.5336319254050043,1.6222063996470892,0.3627365638430302,0.7477596132528215,0.5336319219621367,0.5886994368150973,0.5803989428671882,0.7141499407387223,0.5276220766096602
1,67,0.4958431262567819,1.8854054178182895,0.3272275047806593,0.7477596132528215,0.49584312884204357,0.4991261095097165,0.6710168040579072,0.7886873371175204,0.5872319790499297
2,27,0.5172560087015315,1.6929882650191967,0.43114925204561305,0.7477596132528215,0.5172559946092392,0.6090284142213688,0.5272030958192309,0.7336077999950857,0.5449877921810439
3,56,0.4534141351366393,1.588593069750529,0.3556518700833504,0.7477596132528215,0.45341412027191125,0.5815711641502914,0.5610147687449104,0.727387282482944,0.548245350424836
4,25,0.5189319861909518,1.7550728854078512,0.4577457635448529,0.7477596132528215,0.5189319664182571,0.5166728402467615,0.6377852972290405,0.7551345084310022,0.5595239037898858
