rank,global_feature_idx,feature,family,lgbm_gain,gain_share_pct
235,23,chemeleon_023,chemeleon,15.505850524699781,0.02903615488997304
236,1074,mordred__AATSC1p,mordred,15.4853467985522,0.02899775974568254
237,1732,mordred__VSA_EState2,mordred,15.47847958211787,0.028984900240830967
238,52,chemeleon_052,chemeleon,15.459683606779436,0.02894970301960369
239,66,chemeleon_066,chemeleon,15.362431143119466,0.02876758868838631
240,171,chemeleon_171,chemeleon,15.359265561972279,0.02876166084170934
241,134,chemeleon_134,chemeleon,15.35922014247626,0.028761575789456362
242,973,mordred__SpAD_A,mordred,15.334023776551476,0.028714393238425635
243,352,mordred__BIC3,mordred,15.145597795315553,0.028361547970908948
244,1966,rdkit__BCUT2D_CHGLO,rdkit_full,15.069526669249171,0.028219097674770755
245,1474,mordred__SMR_VSA5,mordred,15.009492901182966,0.028106678830965806
246,1454,mordred__MATS1are,mordred,15.009141117276158,0.028106020082708842
247,1011,mordred__Xp-4dv,mordred,14.983391432208009,0.028057801389847342
248,825,mordred__GATS1d,mordred,14.95594768258161,0.028006410402707075
249,854,mordred__GATS4v,mordred,14.941339195822366,0.027979054645370587
250,1017,mordred__Xpc-6d,mordred,14.872397552157054,0.02784995497162831
251,120,chemeleon_120,chemeleon,14.804789505811641,0.027723352583557636
252,68,chemeleon_068,chemeleon,14.786405222839676,0.02768892629477943
253,290,chemeleon_290,chemeleon,14.756146362109575,0.02763226374888723
254,725,mordred__ATS3dv,mordred,14.750962872785749,0.027622557180476976
255,126,chemeleon_126,chemeleon,14.741436490963679,0.027604718139807395
256,283,chemeleon_283,chemeleon,14.687343241937924,0.027503423473338645
257,49,chemeleon_049,chemeleon,14.640066290972754,0.027414892962305815
258,355,mordred__CIC0,mordred,14.626930908474606,0.027390295730432095
259,138,chemeleon_138,chemeleon,14.60034729038307,0.027340515420012354
260,731,mordred__ATS5dv,mordred,14.58245816087583,0.027307016352393222
261,221,chemeleon_221,chemeleon,14.569865794852376,0.027283435969639898
262,1268,mordred__SM1_Dzv,mordred,14.552949173259549,0.02725175801401909
263,1230,mordred__MAXaaCH,mordred,14.552314661064884,0.02725056983060828
264,234,chemeleon_234,chemeleon,14.547022140730405,0.027240659091436286
265,1792,mordred__MINaaNH,mordred,14.494066514074802,0.027141494729222275
266,850,mordred__GATS4i,mordred,14.417209390434437,0.026997572579136753
267,2095,boltz_tier1__plddt_res288,boltz_tier1_conf,14.35318990444648,0.026877690105862443
268,302,mordred__Mi,mordred,14.344060866627842,0.02686059512899058
269,727,mordred__ATS3se,mordred,14.335699617862701,0.026844937908908937
270,869,mordred__GATS6s,mordred,14.30608433962334,0.02678948053140501
271,280,chemeleon_280,chemeleon,14.28390608652262,0.02674794967882806
272,296,chemeleon_296,chemeleon,14.260926634218777,0.026704918505831888
273,137,chemeleon_137,chemeleon,14.187658102688147,0.026567716330001843
274,845,mordred__GATS3s,mordred,14.185128090379294,0.026562978645399738
275,186,chemeleon_186,chemeleon,14.143577888753498,0.026485172007950575
276,1572,mordred__ETA_eta_B,mordred,14.135852903535124,0.026470706250850302
277,115,chemeleon_115,chemeleon,14.127264668146381,0.026454623977092934
278,247,chemeleon_247,chemeleon,14.106124815094518,0.0264150376256969
279,262,chemeleon_262,chemeleon,14.000936100172112,0.02621806192195856
280,194,chemeleon_194,chemeleon,13.9669871974329,0.02615448942738884
281,228,chemeleon_228,chemeleon,13.94149828015361,0.026106759046593524
282,866,mordred__GATS6i,mordred,13.891435196012026,0.026013011240687025
283,2065,boltz_tier1__plddt_ligand_max,boltz_tier1_conf,13.853882430586964,0.025942690176280266
284,176,chemeleon_176,chemeleon,13.850454859231832,0.025936271728443077
285,2044,boltz_tier0__confidence_score,boltz_tier0,13.797222023829818,0.02583658826693265
286,1897,rdkit__SMR_VSA10,rdkit_full,13.768594135879539,0.025782979870065097
287,260,chemeleon_260,chemeleon,13.740618050738703,0.02573059203490118
288,278,chemeleon_278,chemeleon,13.732271717279218,0.025714962745123943
289,2081,boltz_tier1__pde_pocket_ligand_std,boltz_tier1_conf,13.692615944775753,0.02564070360333369
290,2063,boltz_tier1__plddt_ligand_std,boltz_tier1_conf,13.684097701247083,0.02562475239587848
291,2067,boltz_tier1__plddt_pocket_mean,boltz_tier1_conf,13.637469705252443,0.02553743711370465
292,71,chemeleon_071,chemeleon,13.62719047452265,0.025518188293064684
293,326,mordred__IC3,mordred,13.62161407709209,0.025507745967488032
294,191,chemeleon_191,chemeleon,13.49573575030081,0.025272027031065937
295,804,mordred__ATSC7p,mordred,13.492010352754733,0.02526505087583973
296,1246,mordred__MINssNH,mordred,13.442704723158386,0.025172721474390477
297,1590,mordred__PEOE_VSA8,mordred,13.436930481315358,0.025161908666653215
298,1719,mordred__ETA_shape_x,mordred,13.435649920487776,0.025159510696772334
299,789,mordred__ATSC5s,mordred,13.435392849089112,0.0251590293065424
300,672,mordred__AATS3m,mordred,13.401777043938637,0.025096080568351897
301,754,mordred__ATSC1i,mordred,13.360592954879394,0.02501895951091479
302,164,chemeleon_164,chemeleon,13.357036036555655,0.025012298848785062
303,1936,rdkit__BCUT2D_MWHI,rdkit_full,13.341132158384426,0.024982517349911748
304,1066,mordred__AATSC0p,mordred,13.254340768617112,0.02481999235765896
305,21,chemeleon_021,chemeleon,13.218611316682654,0.02475308561824146
306,411,mordred__RPCG,mordred,13.186423938401276,0.024692811742919922
307,345,mordred__fMF,mordred,13.164368990343064,0.024651511790563973
308,762,mordred__ATSC2i,mordred,13.13452421547845,0.02459562465917154
309,148,chemeleon_148,chemeleon,13.125683366510202,0.024579069342867414
310,580,mordred__SaaCH,mordred,13.099592561207828,0.02453021187047291
311,2064,boltz_tier1__plddt_ligand_min,boltz_tier1_conf,13.090298821858596,0.024512808474585562
312,1467,mordred__RotRatio,mordred,13.089356567565119,0.024511044015321132
313,929,mordred__MATS6d,mordred,13.07146174593072,0.02447753428866169
314,217,chemeleon_217,chemeleon,13.0651452409802,0.02446570604255456
315,745,mordred__ATSC0d,mordred,13.05446872417815,0.024445713266598418
316,124,chemeleon_124,chemeleon,12.999736080004368,0.024343221272932147
317,251,chemeleon_251,chemeleon,12.973859718069434,0.024294765365793423
318,154,chemeleon_154,chemeleon,12.932957758603152,0.024218172622397987
319,2059,boltz_tier1__plddt_protein_min,boltz_tier1_conf,12.926653664297191,0.024206367616383173
320,354,mordred__BIC5,mordred,12.910765462147538,0.024176615472325955
321,913,mordred__MATS4d,mordred,12.898658612393774,0.024153944264182943
322,1168,mordred__ATSC8se,mordred,12.88816682403558,0.024134297409509856
323,1270,mordred__SpAD_Dt,mordred,12.823661888454808,0.02401350588648392
324,64,chemeleon_064,chemeleon,12.813064583868254,0.023993661442807564
325,785,mordred__ATSC5d,mordred,12.812623016827274,0.023992834567237224
326,20,chemeleon_020,chemeleon,12.801832743134582,0.023972628770867192
327,12,chemeleon_012,chemeleon,12.751359943038551,0.023878113733527932
328,105,chemeleon_105,chemeleon,12.731940308527555,0.02384174865218849
329,1759,mordred__ETA_dEpsilon_D,mordred,12.722526867175475,0.02382412110310879
330,174,chemeleon_174,chemeleon,12.701254438899923,0.023784286492210736
331,770,mordred__ATSC3i,mordred,12.688018974586157,0.023759501847779717
332,671,mordred__AATS3i,mordred,12.675907645971165,0.023736822252550284
333,266,chemeleon_266,chemeleon,12.670805482106516,0.023727267973666196
334,1819,pose_jazzy__dgp,pose_jazzy,12.64164423031616,0.023672660803139078
335,2052,boltz_tier0__complex_ipde,boltz_tier0,12.635044568829471,0.023660302319943097
336,183,chemeleon_183,chemeleon,12.590746400222997,0.02357734985739028
337,1994,rdkit__MinEStateIndex,rdkit_full,12.581243862892734,0.02355955546776104
338,18,chemeleon_018,chemeleon,12.53637909158715,0.023475541988677323
339,861,mordred__GATS5s,mordred,12.489567173324758,0.023387882294860565
340,237,chemeleon_237,chemeleon,12.462489480094519,0.023337176782548034
341,1480,mordred__SpAD_Dzi,mordred,12.461663724679966,0.02333563047832693
342,27,chemeleon_027,chemeleon,12.42119362516678,0.023259846433072162
343,1013,mordred__Xp-6dv,mordred,12.402673559321556,0.023225165878168207
344,324,mordred__IC1,mordred,12.356069756802754,0.023137895900539947
345,156,chemeleon_156,chemeleon,12.348193565834663,0.023123146996535733
346,530,mordred__MID_O,mordred,12.341314156277804,0.023110264658922176
347,2058,boltz_tier1__plddt_protein_std,boltz_tier1_conf,12.315235544170719,0.023061430019425903
348,1241,mordred__MDEN-23,mordred,12.254059431375936,0.022946872028308533
349,0,chemeleon_000,chemeleon,12.238508385955356,0.022917751241750346
350,51,chemeleon_051,chemeleon,12.210190726356814,0.022864723776477476
351,663,mordred__AATS2d,mordred,12.158993697492406,0.02276885255305472
352,243,chemeleon_243,chemeleon,12.098829361231765,0.02265618920809769
353,796,mordred__ATSC6p,mordred,12.089288116054377,0.02263832233440556
354,836,mordred__GATS2p,mordred,12.019299516221508,0.02250726213735011
355,1213,mordred__MATS3pe,mordred,12.019171303370968,0.022507022046799694
356,786,mordred__ATSC5i,mordred,12.016870864958037,0.022502714260782646
357,829,mordred__GATS1s,mordred,12.00977286847774,0.02248942259871728
358,499,mordred__ATS7m,mordred,11.996496189385653,0.02246456077576031
359,1978,rdkit__fr_piperzine,rdkit_full,11.993217885494232,0.02245842184520529
360,1487,mordred__SpMAD_Dt,mordred,11.956997953064274,0.0223905966352005
361,1239,mordred__MDEC-23,mordred,11.956747597520007,0.022390127821035853
362,56,chemeleon_056,chemeleon,11.90396419930039,0.02229128597267142
363,1176,mordred__AXp-7dv,mordred,11.898130171350203,0.022280361209858556
364,880,mordred__GATS8c,mordred,11.866428388137138,0.02222099665670511
365,610,mordred__VR1_A,mordred,11.79706584860105,0.022091108816091436
366,1331,mordred__Xpc-5dv,mordred,11.714049909234745,0.021935653707715604
367,2080,boltz_tier1__pde_pocket_ligand_mean,boltz_tier1_conf,11.69197153756977,0.021894309892465904
368,1475,mordred__SMR_VSA6,mordred,11.6907870285213,0.02189209178852216
369,760,mordred__ATSC2c,mordred,11.672554175485857,0.021857949066458646
370,802,mordred__ATSC7i,mordred,11.659671113651711,0.021833824328620015
371,889,mordred__MATS1d,mordred,11.639336315070977,0.02179574551699301
372,1860,rdkit__BalabanJ,rdkit_full,11.617525139212376,0.0217549020508733
373,81,chemeleon_081,chemeleon,11.565493416506797,0.02165746778518986
374,487,mordred__ATS5s,mordred,11.56421778560616,0.02165507904705813
375,279,chemeleon_279,chemeleon,11.54999005686841,0.021628436294717404
376,75,chemeleon_075,chemeleon,11.505309985164786,0.021544768682907594
377,25,chemeleon_025,chemeleon,11.48851680685766,0.02151332188638109
378,195,chemeleon_195,chemeleon,11.456219761574175,0.02145284264934434
379,654,mordred__AATS0v,mordred,11.402711800765246,0.021352643989785498
380,364,mordred__GGI4,mordred,11.401768798008561,0.02135087812895373
381,578,mordred__SRW09,mordred,11.39977576455567,0.021347145987466436
382,1427,mordred__BCUTc-1l,mordred,11.366217049595434,0.021284304155995037
383,912,mordred__MATS4c,mordred,11.277788654260803,0.02111871371775896
384,1185,mordred__GATS2se,mordred,11.252909532689955,0.02107212523644303
385,2007,rdkit__MinPartialCharge,rdkit_full,11.184399227495305,0.020943833284316805
386,112,chemeleon_112,chemeleon,11.17492846614914,0.020926098398188816
387,1079,mordred__AATSC2d,mordred,11.142317909601843,0.020865032081997564
