corr_cap,bag_frac,n_bags,init_top_n,blend_lambda,pool_size,nonzero_weights,candidate_raw_mae,candidate_cal_mae,candidate_cal_sp,candidate_resid_r_vs_id48,id48_proxy_mae,id48_proxy_sp,blend_proxy_mae,blend_proxy_sp,delta_proxy_mae,delta_proxy_sp,test_mean_shift_vs_id48,test_mean_abs_shift_vs_id48,test_p90_abs_shift_vs_id48,test_max_abs_shift_vs_id48,test_pearson_vs_id48,top_weights_json
1.01,0.7,20,1,0.2,51,8,0.387382723874321,0.3856584312138605,0.8560143658465743,0.9779886464942527,0.3990535282803186,0.8425250499626794,0.3945651671912038,0.8465734669942483,-0.004488361089114767,0.004048417031568885,-0.024428994503640777,0.029011961085704144,0.057481905883862976,0.0862221187027763,0.9994850125112439,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.38925619834710745], [""tabpfn_chemprop_family_meta_umap"", 0.31694214876033056], [""lgbm_mordred_singleconc_umap_default"", 0.2322314049586777], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.030578512396694214], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.024793388429752067], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.004132231404958678], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.001652892561983471], [""tabpfn_chemprop_pretrain_embed_umap_default"", 0.00041322314049586776]]"
1.01,0.7,20,3,0.2,51,13,0.38745462498922645,0.38570364979569277,0.8560239952021439,0.9779333890748,0.3990535282803186,0.8425250499626794,0.3945748414926677,0.846573503100421,-0.0044786867876508984,0.004048453137741603,-0.024575303176140078,0.029159067782648762,0.05782430585005863,0.08637372565224144,0.9994824328194524,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.3821138211382114], [""tabpfn_chemprop_family_meta_umap"", 0.31178861788617884], [""lgbm_mordred_singleconc_umap_default"", 0.23373983739837398], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.02967479674796748], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.026829268292682926], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.006097560975609756], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.003658536585365854], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.0020325203252032522]]"
1.01,0.35,40,1,0.4,51,29,0.3927964505098377,0.39134189124164503,0.8514985207568398,0.9881987627238944,0.3990535282803186,0.8425250499626794,0.39461574141379846,0.8471803283815021,-0.0044377868665201325,0.004655278418822739,-0.03464628761784407,0.04313695509954996,0.08288020732161848,0.12605643946908884,0.9987725645915896,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1871900826446281], [""lgbm_mordred_singleconc_umap_default"", 0.16756198347107437], [""tabpfn_chemprop_family_meta_umap"", 0.16508264462809918], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.14524793388429752], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.06921487603305786], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.055578512396694216], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05144628099173554], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03140495867768595]]"
0.86,0.7,20,1,0.3,25,13,0.41181004004254257,0.40755685791673396,0.8422287161190743,0.9265955946335728,0.3990535282803186,0.8425250499626794,0.3946269240382628,0.8475059744336475,-0.004426604242055765,0.0049809244709680955,-0.06614102794508228,0.08495043826200675,0.16370135641245884,0.28114893022700915,0.9952628978909485,"[[""lgbm_mordred_singleconc_umap_default"", 0.44297520661157025], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.15867768595041323], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11487603305785124], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09545454545454546], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.052479338842975204], [""tabpfn_desc_top2000_umap_default"", 0.03512396694214876], [""tabpfn_pooled_boltz_umap_default"", 0.028925619834710745], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023140495867768594]]"
0.86,0.7,20,3,0.3,25,13,0.41182526477719283,0.4075693294439554,0.8421982774317726,0.9266408386389553,0.3990535282803186,0.8425250499626794,0.3946392551671622,0.8474943797015683,-0.004414273113156397,0.004969329738888861,-0.06603314097277696,0.0849209738130134,0.1636039380696321,0.28084411390924213,0.9952578602338678,"[[""lgbm_mordred_singleconc_umap_default"", 0.4426829268292683], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.1589430894308943], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11260162601626016], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09471544715447154], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.053252032520325204], [""tabpfn_desc_top2000_umap_default"", 0.038211382113821135], [""tabpfn_pooled_boltz_umap_default"", 0.028455284552845527], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023983739837398373]]"
1.01,0.35,40,3,0.4,51,29,0.39291360579995666,0.39146538787103075,0.851424168338776,0.9881866824238819,0.3990535282803186,0.8425250499626794,0.39466927992236506,0.8471457247161278,-0.004384248357953535,0.004620674753448406,-0.034610648650631716,0.04317319701220318,0.08291813537068259,0.1260348459665943,0.9987678046979159,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.18455284552845527], [""lgbm_mordred_singleconc_umap_default"", 0.16727642276422763], [""tabpfn_chemprop_family_meta_umap"", 0.16260162601626016], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1445121951219512], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.056504065040650406], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.0508130081300813], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03373983739837398]]"
0.86,0.7,20,1,0.2,25,13,0.41181004004254257,0.40755685791673396,0.8422287161190743,0.9265955946335728,0.3990535282803186,0.8425250499626794,0.39532094548133484,0.8464130810925465,-0.0037325827989837523,0.003888031129867131,-0.04409401863005442,0.05663362550800421,0.10913423760830608,0.18743262015133855,0.9979434711923837,"[[""lgbm_mordred_singleconc_umap_default"", 0.44297520661157025], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.15867768595041323], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11487603305785124], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09545454545454546], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.052479338842975204], [""tabpfn_desc_top2000_umap_default"", 0.03512396694214876], [""tabpfn_pooled_boltz_umap_default"", 0.028925619834710745], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023140495867768594]]"
0.86,0.7,20,3,0.2,25,13,0.41182526477719283,0.4075693294439554,0.8421982774317726,0.9266408386389553,0.3990535282803186,0.8425250499626794,0.3953307296486921,0.846415392394939,-0.0037227986316265005,0.003890342432259608,-0.044022093981850884,0.056613982542008674,0.10906929204642087,0.1872294092728275,0.997941382540223,"[[""lgbm_mordred_singleconc_umap_default"", 0.4426829268292683], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.1589430894308943], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11260162601626016], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09471544715447154], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.053252032520325204], [""tabpfn_desc_top2000_umap_default"", 0.038211382113821135], [""tabpfn_pooled_boltz_umap_default"", 0.028455284552845527], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023983739837398373]]"
0.94,0.7,40,1,0.4,41,18,0.40059819482942777,0.3981887111097602,0.8457613319534484,0.970512346460452,0.3990535282803186,0.8425250499626794,0.39542865208009526,0.8464077708638846,-0.003624876200223337,0.0038827209012052277,-0.0551928782886321,0.07194507567882824,0.13879727405338738,0.22619942389498604,0.9965157230176233,"[[""lgbm_mordred_singleconc_umap_default"", 0.2921487603305785], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.20020661157024794], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.17169421487603306], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10723140495867768], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06652892561983471], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05950413223140496], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03243801652892562], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.019834710743801654]]"
0.94,0.7,40,3,0.4,41,18,0.40062405619839164,0.3982133424281326,0.845750402944781,0.9705671788722878,0.3990535282803186,0.8425250499626794,0.3954430016400701,0.8463900011307149,-0.003610526640248468,0.0038649511680355353,-0.0551051407508172,0.07189502048688386,0.13881158881695602,0.22582309145897028,0.996516477715857,"[[""lgbm_mordred_singleconc_umap_default"", 0.291869918699187], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.19939024390243903], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.1693089430894309], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10650406504065041], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06727642276422764], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.061788617886178863], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03272357723577236], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.020121951219512196]]"
1.01,0.35,40,1,0.3,51,29,0.3927964505098377,0.39134189124164503,0.8514985207568398,0.9881987627238944,0.3990535282803186,0.8425250499626794,0.3955550521042947,0.846175045188428,-0.0034984761760238903,0.0036499952257486035,-0.025984715713383327,0.032352716324662655,0.062160155491213946,0.09454232960181663,0.9993134820825101,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1871900826446281], [""lgbm_mordred_singleconc_umap_default"", 0.16756198347107437], [""tabpfn_chemprop_family_meta_umap"", 0.16508264462809918], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.14524793388429752], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.06921487603305786], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.055578512396694216], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05144628099173554], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03140495867768595]]"
1.01,0.35,20,1,0.4,51,28,0.3943953750356511,0.39311846346859813,0.8500398834718256,0.9898601515268909,0.3990535282803186,0.8425250499626794,0.39557399834814233,0.8464668628854952,-0.003479529932176262,0.003941812922815813,-0.03163814579146758,0.04023430268808525,0.07803893195289487,0.11464341642186149,0.9988930792853452,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1590909090909091], [""tabpfn_chemprop_family_meta_umap"", 0.15495867768595042], [""lgbm_mordred_singleconc_umap_default"", 0.15330578512396695], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.14132231404958678], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07024793388429752], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05578512396694215], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05371900826446281], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.047520661157024795]]"
1.01,0.35,40,3,0.3,51,29,0.39291360579995666,0.39146538787103075,0.851424168338776,0.9881866824238819,0.3990535282803186,0.8425250499626794,0.3955951475782884,0.8461559496738063,-0.003458380702030195,0.003630899711126845,-0.025957986487974056,0.03237989775915256,0.06218860152801238,0.09452613447494596,0.9993108370767244,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.18455284552845527], [""lgbm_mordred_singleconc_umap_default"", 0.16727642276422763], [""tabpfn_chemprop_family_meta_umap"", 0.16260162601626016], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1445121951219512], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.056504065040650406], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.0508130081300813], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03373983739837398]]"
1.01,0.35,20,3,0.4,51,28,0.3945122595982617,0.39323700806798906,0.8499728561252349,0.9898213489116278,0.3990535282803186,0.8425250499626794,0.39562198462139203,0.8464436487304646,-0.0034315436589265613,0.00391859876778522,-0.03163682360989362,0.04034282552806608,0.07841017797199559,0.11483368729344523,0.9988836182586619,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.15772357723577235], [""lgbm_mordred_singleconc_umap_default"", 0.1532520325203252], [""tabpfn_chemprop_family_meta_umap"", 0.1524390243902439], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1394308943089431], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05569105691056911], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.054878048780487805], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.04796747967479675]]"
1.01,0.5,40,1,0.2,51,18,0.3905172003047975,0.38883730114171916,0.8535556769584111,0.9842041850102184,0.3990535282803186,0.8425250499626794,0.39577489893311824,0.8456474003210463,-0.003278629347200357,0.003122350358366943,-0.019245216666019273,0.02366611705282401,0.04530736740903638,0.07932099273843196,0.9996395182372719,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.2762396694214876], [""tabpfn_chemprop_family_meta_umap"", 0.1847107438016529], [""lgbm_mordred_singleconc_umap_default"", 0.18388429752066116], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.11921487603305785], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.08574380165289257], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.07995867768595041], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.042355371900826444], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.00743801652892562]]"
1.01,0.5,40,3,0.2,51,23,0.3906076547089877,0.3889218501468979,0.8535308305845293,0.9840994863317764,0.3990535282803186,0.8425250499626794,0.3957862424199741,0.84565044786804,-0.003267285860344471,0.003125397905360594,-0.019369077803516068,0.023823857663287182,0.045343549868086794,0.07941811766071716,0.999635451486353,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.27215447154471545], [""lgbm_mordred_singleconc_umap_default"", 0.18495934959349594], [""tabpfn_chemprop_family_meta_umap"", 0.18170731707317073], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.12052845528455285], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.08617886178861789], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.08048780487804878], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.041463414634146344], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.007520325203252033]]"
0.94,0.7,40,1,0.3,41,18,0.40059819482942777,0.3981887111097602,0.8457613319534484,0.970512346460452,0.3990535282803186,0.8425250499626794,0.3959017039088511,0.8458205971493947,-0.003151824371467493,0.0032955471867153197,-0.041394658716474346,0.05395880675912136,0.10409795554004121,0.16964956792124042,0.9980699117726333,"[[""lgbm_mordred_singleconc_umap_default"", 0.2921487603305785], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.20020661157024794], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.17169421487603306], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10723140495867768], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06652892561983471], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05950413223140496], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03243801652892562], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.019834710743801654]]"
1.01,0.5,20,1,0.2,51,15,0.39064502171305215,0.3890716397573335,0.8531856377328839,0.9853775317641486,0.3990535282803186,0.8425250499626794,0.3959102396911009,0.845482162493857,-0.0031432885892176965,0.002957112531177586,-0.0174837037237662,0.021840543243862972,0.04217134784300463,0.07931793175156399,0.9996777409380672,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.2950413223140496], [""tabpfn_chemprop_family_meta_umap"", 0.19669421487603306], [""lgbm_mordred_singleconc_umap_default"", 0.1669421487603306], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.15702479338842976], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.08677685950413223], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.047107438016528926], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.026446280991735537], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.006611570247933884]]"
0.94,0.7,40,3,0.3,41,18,0.40062405619839164,0.3982133424281326,0.845750402944781,0.9705671788722878,0.3990535282803186,0.8425250499626794,0.39591365384348587,0.8458121448381397,-0.0031398744368327236,0.0032870948754603058,-0.04132885556311319,0.05392126536516308,0.10410869161271724,0.1693673185942277,0.9980703306715624,"[[""lgbm_mordred_singleconc_umap_default"", 0.291869918699187], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.19939024390243903], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.1693089430894309], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10650406504065041], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06727642276422764], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.061788617886178863], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03272357723577236], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.020121951219512196]]"
1.01,0.5,20,3,0.2,51,19,0.39073454195034296,0.3891617390733298,0.8531694764578288,0.9852548851103136,0.3990535282803186,0.8425250499626794,0.3959206781884203,0.8454821760231019,-0.003132850091898287,0.0029571260604225325,-0.01760599453501557,0.02200114463784575,0.042408507791802386,0.0795672977419688,0.9996736229281535,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.2914634146341463], [""tabpfn_chemprop_family_meta_umap"", 0.19349593495934958], [""lgbm_mordred_singleconc_umap_default"", 0.1678861788617886], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.15813008130081302], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.08699186991869919], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.0459349593495935], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.02804878048780488], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.006097560975609756]]"
1.01,0.35,20,1,0.3,51,28,0.3943953750356511,0.39311846346859813,0.8500398834718256,0.9898601515268909,0.3990535282803186,0.8425250499626794,0.3962808124173361,0.8456279972697741,-0.0027727158629825,0.0031029473070947056,-0.023728609343600948,0.030175727016064108,0.058529198964671104,0.08598256231639567,0.9993808236879119,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1590909090909091], [""tabpfn_chemprop_family_meta_umap"", 0.15495867768595042], [""lgbm_mordred_singleconc_umap_default"", 0.15330578512396695], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.14132231404958678], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07024793388429752], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05578512396694215], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05371900826446281], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.047520661157024795]]"
1.01,0.35,20,3,0.3,51,28,0.3945122595982617,0.39323700806798906,0.8499728561252349,0.9898213489116278,0.3990535282803186,0.8425250499626794,0.39631667587727754,0.8456110392913043,-0.002736852403041057,0.0030859893286249163,-0.023727617707420504,0.03025711914604976,0.05880763347899692,0.08612526547008414,0.9993755545937815,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.15772357723577235], [""lgbm_mordred_singleconc_umap_default"", 0.1532520325203252], [""tabpfn_chemprop_family_meta_umap"", 0.1524390243902439], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1394308943089431], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05569105691056911], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.054878048780487805], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.04796747967479675]]"
0.86,0.7,40,1,0.3,25,16,0.4153744055336108,0.4110501708242712,0.8388067126859574,0.9363233757606128,0.3990535282803186,0.8425250499626794,0.39655982382239374,0.845858547442635,-0.00249370445792485,0.003333497479955594,-0.05220026731918818,0.07268178037658699,0.13834360674918997,0.2560352135753785,0.9961636273186277,"[[""lgbm_mordred_singleconc_umap_default"", 0.3611570247933884], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16136363636363638], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12272727272727273], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12231404958677686], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.0621900826446281], [""tabpfn_desc_top2000_umap_default"", 0.04297520661157025], [""tabpfn_pooled_boltz_umap_default"", 0.03264462809917355], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.021487603305785124]]"
0.86,0.7,40,3,0.3,25,16,0.41538129364953685,0.41106058405126916,0.8387930248105615,0.9363600441640882,0.3990535282803186,0.8425250499626794,0.3965694406262093,0.8458527752748143,-0.0024840876541092904,0.003327725312134877,-0.052109812306036035,0.07264774162709597,0.13842118348178795,0.25582829699994303,0.9961624015571132,"[[""lgbm_mordred_singleconc_umap_default"", 0.36097560975609755], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16178861788617885], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12215447154471545], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12052845528455285], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.06361788617886178], [""tabpfn_desc_top2000_umap_default"", 0.04552845528455285], [""tabpfn_pooled_boltz_umap_default"", 0.031504065040650404], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.021544715447154472]]"
1.01,0.35,40,1,0.2,51,29,0.3927964505098377,0.39134189124164503,0.8514985207568398,0.9881987627238944,0.3990535282803186,0.8425250499626794,0.3966034176976124,0.8450343591129084,-0.0024501105827061664,0.0025093091502289555,-0.017323143808921786,0.02156847754977481,0.04144010366080835,0.06302821973454442,0.9996966763993463,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1871900826446281], [""lgbm_mordred_singleconc_umap_default"", 0.16756198347107437], [""tabpfn_chemprop_family_meta_umap"", 0.16508264462809918], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.14524793388429752], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.06921487603305786], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.055578512396694216], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05144628099173554], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03140495867768595]]"
1.01,0.35,40,3,0.2,51,29,0.39291360579995666,0.39146538787103075,0.851424168338776,0.9881866824238819,0.3990535282803186,0.8425250499626794,0.3966296104624586,0.8450229055923238,-0.0024239178178599996,0.002497855629644441,-0.01730532432531562,0.021586598506101423,0.041459067685340405,0.06301742298329671,0.9996955156157898,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.18455284552845527], [""lgbm_mordred_singleconc_umap_default"", 0.16727642276422763], [""tabpfn_chemprop_family_meta_umap"", 0.16260162601626016], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1445121951219512], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.056504065040650406], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.0508130081300813], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.03373983739837398]]"
0.94,0.7,20,1,0.4,41,16,0.4022431585532409,0.40002524140914697,0.843801419398805,0.9751244643829277,0.3990535282803186,0.8425250499626794,0.39668429688580403,0.845228625710955,-0.0023692313945145593,0.0027035757482756217,-0.04453003907970472,0.06196899853298991,0.11982704313725848,0.2073224406789107,0.9971951167281558,"[[""lgbm_mordred_singleconc_umap_default"", 0.24421487603305786], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.2194214876033058], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.18388429752066116], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10867768595041322], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.07355371900826446], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05289256198347107], [""tabpfn_2d_full_boltz_log2fc_pred_umap_default"", 0.0256198347107438], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.025206611570247933]]"
