corr_cap,bag_frac,n_bags,init_top_n,blend_lambda,pool_size,nonzero_weights,candidate_raw_mae,candidate_cal_mae,candidate_cal_sp,candidate_resid_r_vs_id48,id48_proxy_mae,id48_proxy_sp,blend_proxy_mae,blend_proxy_sp,delta_proxy_mae,delta_proxy_sp,test_mean_shift_vs_id48,test_mean_abs_shift_vs_id48,test_p90_abs_shift_vs_id48,test_max_abs_shift_vs_id48,test_pearson_vs_id48,top_weights_json
0.94,0.7,40,1,0.2,41,18,0.40059819482942777,0.3981887111097602,0.8457613319534484,0.970512346460452,0.3990535282803186,0.8425250499626794,0.3966950268641331,0.8450301256430328,-0.002358501416185488,0.002505075680353408,-0.027596439144315824,0.035972537839413975,0.06939863702669324,0.11309971194749302,0.9991557003446786,"[[""lgbm_mordred_singleconc_umap_default"", 0.2921487603305785], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.20020661157024794], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.17169421487603306], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10723140495867768], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06652892561983471], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05950413223140496], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03243801652892562], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.019834710743801654]]"
1.01,0.7,40,1,0.1,51,11,0.38749903389848495,0.3856884015636218,0.8561529883510983,0.9770413872192295,0.3990535282803186,0.8425250499626794,0.39669506496610135,0.8446894057288993,-0.0023584633142172406,0.002164355766219872,-0.012722690453025676,0.015061862001856295,0.029662990618717626,0.044351542825795676,0.9998647992104341,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.371900826446281], [""tabpfn_chemprop_family_meta_umap"", 0.2956611570247934], [""lgbm_mordred_singleconc_umap_default"", 0.24256198347107438], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.03347107438016529], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.03161157024793389], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.011983471074380166], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.005785123966942148], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.003925619834710744]]"
1.01,0.7,40,3,0.1,51,13,0.38757488464876944,0.38573827254300375,0.8561402339936072,0.9769505365735385,0.3990535282803186,0.8425250499626794,0.3966982256568056,0.844689848050653,-0.002355302623512967,0.0021647980879735407,-0.012818784368274508,0.015161541971910344,0.0296774808615945,0.044680773975579235,0.9998638038016627,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.3642276422764228], [""tabpfn_chemprop_family_meta_umap"", 0.2910569105691057], [""lgbm_mordred_singleconc_umap_default"", 0.24451219512195121], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.034552845528455285], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.030894308943089432], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.01402439024390244], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.011178861788617886], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.003658536585365854]]"
0.94,0.7,40,3,0.2,41,18,0.40062405619839164,0.3982133424281326,0.845750402944781,0.9705671788722878,0.3990535282803186,0.8425250499626794,0.3967034010334315,0.8450296916079417,-0.0023501272468871015,0.0025046416452623177,-0.02755257037540838,0.035947510243441776,0.06940579440847756,0.11291154572948514,0.9991558838277649,"[[""lgbm_mordred_singleconc_umap_default"", 0.291869918699187], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.19939024390243903], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.1693089430894309], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10650406504065041], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.06727642276422764], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.061788617886178863], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.03272357723577236], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.020121951219512196]]"
0.86,0.7,40,1,0.2,25,16,0.4153744055336108,0.4110501708242712,0.8388067126859574,0.9363233757606128,0.3990535282803186,0.8425250499626794,0.3967068430819485,0.8451949094794947,-0.002346685198370113,0.0026698595168153094,-0.034800178212791716,0.04845452025105772,0.09222907116612654,0.1706901423835845,0.9983315710789916,"[[""lgbm_mordred_singleconc_umap_default"", 0.3611570247933884], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16136363636363638], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12272727272727273], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12231404958677686], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.0621900826446281], [""tabpfn_desc_top2000_umap_default"", 0.04297520661157025], [""tabpfn_pooled_boltz_umap_default"", 0.03264462809917355], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.021487603305785124]]"
0.94,0.7,20,3,0.4,41,16,0.402285236976236,0.400067506389031,0.8437748964132371,0.9752106404564342,0.3990535282803186,0.8425250499626794,0.3967098172839858,0.8452094435246075,-0.002343710996332793,0.0026843935619280668,-0.04433690884046609,0.06181426362078452,0.1196622893304916,0.20683339772402043,0.9972036496645533,"[[""lgbm_mordred_singleconc_umap_default"", 0.2434959349593496], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.2186991869918699], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.18170731707317073], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.108130081300813], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.07439024390243902], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.055284552845528454], [""tabpfn_2d_full_boltz_log2fc_pred_umap_default"", 0.026422764227642278], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.024796747967479674]]"
0.86,0.7,40,3,0.2,25,16,0.41538129364953685,0.41106058405126916,0.8387930248105615,0.9363600441640882,0.3990535282803186,0.8425250499626794,0.3967140406014643,0.8451881916174485,-0.0023394876788542796,0.002663141654769108,-0.03473987487069028,0.04843182775139706,0.09228078898785803,0.17055219799996113,0.9983311135435955,"[[""lgbm_mordred_singleconc_umap_default"", 0.36097560975609755], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16178861788617885], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12215447154471545], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12052845528455285], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.06361788617886178], [""tabpfn_desc_top2000_umap_default"", 0.04552845528455285], [""tabpfn_pooled_boltz_umap_default"", 0.031504065040650404], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.021544715447154472]]"
1.01,0.7,20,1,0.1,51,8,0.387382723874321,0.3856584312138605,0.8560143658465743,0.9779886464942527,0.3990535282803186,0.8425250499626794,0.39672911062258603,0.8446418874690383,-0.002324417657732558,0.0021168375063589373,-0.012214497251820392,0.01450598054285206,0.028740952941930867,0.04311105935138837,0.9998720959587327,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.38925619834710745], [""tabpfn_chemprop_family_meta_umap"", 0.31694214876033056], [""lgbm_mordred_singleconc_umap_default"", 0.2322314049586777], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.030578512396694214], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.024793388429752067], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.004132231404958678], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.001652892561983471], [""tabpfn_chemprop_pretrain_embed_umap_default"", 0.00041322314049586776]]"
1.01,0.7,20,3,0.1,51,13,0.38745462498922645,0.38570364979569277,0.8560239952021439,0.9779333890748,0.3990535282803186,0.8425250499626794,0.39673340697911325,0.8446435735511962,-0.0023201213012053468,0.0021185235885168296,-0.012287651588070039,0.014579533891324397,0.02891215292502896,0.04318686282612072,0.999871468344202,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.3821138211382114], [""tabpfn_chemprop_family_meta_umap"", 0.31178861788617884], [""lgbm_mordred_singleconc_umap_default"", 0.23373983739837398], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.02967479674796748], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.026829268292682926], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.006097560975609756], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.003658536585365854], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.0020325203252032522]]"
0.9,0.7,40,1,0.3,34,20,0.4095575184119069,0.4062570523688209,0.8411148915984787,0.9527917399392325,0.3990535282803186,0.8425250499626794,0.3968113829091322,0.8452652049843303,-0.002242145371186388,0.002740155021650925,-0.05539917302129776,0.06926129060584589,0.13298186547125077,0.2278045363716954,0.9970109550365752,"[[""lgbm_mordred_singleconc_umap_default"", 0.3524793388429752], [""chemprop_pretrain_finetune_frozen_umap"", 0.11694214876033057], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09442148760330578], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09173553719008265], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06549586776859505], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06198347107438017], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.047520661157024795], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.030578512396694214]]"
0.9,0.7,40,3,0.3,34,20,0.4095741237434511,0.40628361668903845,0.8410673876288829,0.9528264553057042,0.3990535282803186,0.8425250499626794,0.39682341324525944,0.8452585142653319,-0.0022301150350591548,0.002733464302652533,-0.05533225121190196,0.06921181305379198,0.1329482243535056,0.22771738592802393,0.9970121355040293,"[[""lgbm_mordred_singleconc_umap_default"", 0.3522357723577236], [""chemprop_pretrain_finetune_frozen_umap"", 0.11727642276422764], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09451219512195122], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09227642276422764], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06544715447154471], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06138211382113821], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.046747967479674794], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.03048780487804878]]"
0.86,0.7,20,1,0.1,25,13,0.41181004004254257,0.40755685791673396,0.8422287161190743,0.9265955946335728,0.3990535282803186,0.8425250499626794,0.39685709318534,0.8447991264683535,-0.002196435094978577,0.0022740765056741274,-0.022047009315027212,0.02831681275400213,0.054567118804153485,0.09371631007566972,0.9994984631668693,"[[""lgbm_mordred_singleconc_umap_default"", 0.44297520661157025], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.15867768595041323], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11487603305785124], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09545454545454546], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.052479338842975204], [""tabpfn_desc_top2000_umap_default"", 0.03512396694214876], [""tabpfn_pooled_boltz_umap_default"", 0.028925619834710745], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023140495867768594]]"
0.86,0.7,20,3,0.1,25,13,0.41182526477719283,0.4075693294439554,0.8421982774317726,0.9266408386389553,0.3990535282803186,0.8425250499626794,0.3968618887439583,0.8447922822769822,-0.0021916395363603125,0.002267232314302814,-0.02201104699092546,0.028306991271004358,0.05453464602321052,0.09361470463641375,0.999497978101054,"[[""lgbm_mordred_singleconc_umap_default"", 0.4426829268292683], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.1589430894308943], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.11260162601626016], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.09471544715447154], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.053252032520325204], [""tabpfn_desc_top2000_umap_default"", 0.038211382113821135], [""tabpfn_pooled_boltz_umap_default"", 0.028455284552845527], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.023983739837398373]]"
0.94,0.7,20,1,0.3,41,16,0.4022431585532409,0.40002524140914697,0.843801419398805,0.9751244643829277,0.3990535282803186,0.8425250499626794,0.3969298651040686,0.8448382754527007,-0.0021236631762500124,0.002313225490021331,-0.03339752930977876,0.04647674889974257,0.08987028235294456,0.1554918305091828,0.9984447440409404,"[[""lgbm_mordred_singleconc_umap_default"", 0.24421487603305786], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.2194214876033058], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.18388429752066116], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10867768595041322], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.07355371900826446], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05289256198347107], [""tabpfn_2d_full_boltz_log2fc_pred_umap_default"", 0.0256198347107438], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.025206611570247933]]"
0.94,0.7,20,3,0.3,41,16,0.402285236976236,0.400067506389031,0.8437748964132371,0.9752106404564342,0.3990535282803186,0.8425250499626794,0.39695002104809474,0.8448243630763956,-0.0021035072322238557,0.002299313113716228,-0.03325268163034982,0.046360697715588546,0.08974671699786878,0.15512504829301577,0.9984494547449583,"[[""lgbm_mordred_singleconc_umap_default"", 0.2434959349593496], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.2186991869918699], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.18170731707317073], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.108130081300813], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.07439024390243902], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.055284552845528454], [""tabpfn_2d_full_boltz_log2fc_pred_umap_default"", 0.026422764227642278], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.024796747967479674]]"
0.86,0.7,40,1,0.4,25,16,0.4153744055336108,0.4110501708242712,0.8388067126859574,0.9363233757606128,0.3990535282803186,0.8425250499626794,0.39697823025636914,0.8460308767927057,-0.0020752980239494567,0.003505826830026315,-0.06960035642558388,0.09690904050211575,0.18445814233225324,0.34138028476717075,0.9930380037937959,"[[""lgbm_mordred_singleconc_umap_default"", 0.3611570247933884], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16136363636363638], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12272727272727273], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12231404958677686], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.0621900826446281], [""tabpfn_desc_top2000_umap_default"", 0.04297520661157025], [""tabpfn_pooled_boltz_umap_default"", 0.03264462809917355], [""tabpfn_boltz_trunk_pretrain_embed_c_concat_umap_default"", 0.021487603305785124]]"
0.86,0.7,40,3,0.4,25,16,0.41538129364953685,0.41106058405126916,0.8387930248105615,0.9363600441640882,0.3990535282803186,0.8425250499626794,0.3969897443115603,0.8460259479196374,-0.0020637839687582815,0.00350089795695796,-0.06947974974138103,0.09686365550279442,0.18456157797571748,0.34110439599992315,0.9930354617139904,"[[""lgbm_mordred_singleconc_umap_default"", 0.36097560975609755], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.16178861788617885], [""chemprop_pretrain_finetune_frozen_hilr_nowup_umap"", 0.12215447154471545], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.12052845528455285], [""tabpfn_unimol_v2_log2fc_seed5ens_embed_umap_default"", 0.06361788617886178], [""tabpfn_desc_top2000_umap_default"", 0.04552845528455285], [""tabpfn_pooled_boltz_umap_default"", 0.031504065040650404], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.021544715447154472]]"
0.9,0.7,40,1,0.4,34,20,0.4095575184119069,0.4062570523688209,0.8411148915984787,0.9527917399392325,0.3990535282803186,0.8425250499626794,0.3969951270197561,0.8455471907253838,-0.0020584012605625035,0.0030221407627043506,-0.07386556402839667,0.09234838747446093,0.17730915396166758,0.3037393818289269,0.9945888505338816,"[[""lgbm_mordred_singleconc_umap_default"", 0.3524793388429752], [""chemprop_pretrain_finetune_frozen_umap"", 0.11694214876033057], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09442148760330578], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09173553719008265], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06549586776859505], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06198347107438017], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.047520661157024795], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.030578512396694214]]"
0.9,0.7,40,3,0.4,34,20,0.4095741237434511,0.40628361668903845,0.8410673876288829,0.9528264553057042,0.3990535282803186,0.8425250499626794,0.39700915638587153,0.8455336235984995,-0.0020443718944470612,0.0030085736358200776,-0.07377633494920227,0.09228241740505574,0.1772642991380071,0.30362318123736465,0.9945909501581959,"[[""lgbm_mordred_singleconc_umap_default"", 0.3522357723577236], [""chemprop_pretrain_finetune_frozen_umap"", 0.11727642276422764], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09451219512195122], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09227642276422764], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06544715447154471], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06138211382113821], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.046747967479674794], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.03048780487804878]]"
1.01,0.35,20,1,0.2,51,28,0.3943953750356511,0.39311846346859813,0.8500398834718256,0.9898601515268909,0.3990535282803186,0.8425250499626794,0.39710112135333986,0.8446776188815411,-0.0019524069269787336,0.0021525689188617303,-0.015819072895733546,0.020117151344042454,0.03901946597644734,0.057321708210930744,0.9997263956989187,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.1590909090909091], [""tabpfn_chemprop_family_meta_umap"", 0.15495867768595042], [""lgbm_mordred_singleconc_umap_default"", 0.15330578512396695], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.14132231404958678], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07024793388429752], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.05578512396694215], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05371900826446281], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.047520661157024795]]"
0.9,0.7,40,1,0.2,34,20,0.4095575184119069,0.4062570523688209,0.8411148915984787,0.9527917399392325,0.3990535282803186,0.8425250499626794,0.3971076050108544,0.8447032287276297,-0.0019459232694641893,0.0021781787649503004,-0.03693278201419808,0.04617419373723029,0.08865457698083379,0.151869690914463,0.9986965704453963,"[[""lgbm_mordred_singleconc_umap_default"", 0.3524793388429752], [""chemprop_pretrain_finetune_frozen_umap"", 0.11694214876033057], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09442148760330578], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09173553719008265], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06549586776859505], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06198347107438017], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.047520661157024795], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.030578512396694214]]"
0.9,0.7,40,3,0.2,34,20,0.4095741237434511,0.40628361668903845,0.8410673876288829,0.9528264553057042,0.3990535282803186,0.8425250499626794,0.3971158094894029,0.844700174246898,-0.001937718790915699,0.0021751242842186214,-0.03688816747460088,0.04614120870252769,0.08863214956900319,0.15181159061868232,0.9986970935438432,"[[""lgbm_mordred_singleconc_umap_default"", 0.3522357723577236], [""chemprop_pretrain_finetune_frozen_umap"", 0.11727642276422764], [""chemprop_pretrain_finetune_frozen_ultrlowlr_umap"", 0.09451219512195122], [""tabpfn_molformer_c3_pretrain_embed_umap"", 0.09227642276422764], [""tabpfn_gatedgcn_pretrain_embed_umap_default"", 0.06544715447154471], [""chemprop_pretrain_finetune_frozen_aggrlr_umap"", 0.06138211382113821], [""tabpfn_boltz_raw_plus_pretrain_concat_umap_default"", 0.046747967479674794], [""tabpfn_pooled_boltz_ab_zonly_umap_default"", 0.03048780487804878]]"
1.01,0.35,20,3,0.2,51,28,0.3945122595982617,0.39323700806798906,0.8499728561252349,0.9898213489116278,0.3990535282803186,0.8425250499626794,0.39712449129811117,0.8446626563821509,-0.0019290369822074216,0.0021376064194714717,-0.01581841180494658,0.02017141276403287,0.03920508898599735,0.05741684364672217,0.9997240780180341,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.15772357723577235], [""lgbm_mordred_singleconc_umap_default"", 0.1532520325203252], [""tabpfn_chemprop_family_meta_umap"", 0.1524390243902439], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.1394308943089431], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.07032520325203252], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_umap_s43_default"", 0.05569105691056911], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.054878048780487805], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.04796747967479675]]"
1.01,0.5,40,1,0.1,51,18,0.3905172003047975,0.38883730114171916,0.8535556769584111,0.9842041850102184,0.3990535282803186,0.8425250499626794,0.39734854743631864,0.8441743408608636,-0.001704980843999948,0.0016492908981842191,-0.009622608333009637,0.011833058526412006,0.02265368370451819,0.03966049636921598,0.99991041915792,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.2762396694214876], [""tabpfn_chemprop_family_meta_umap"", 0.1847107438016529], [""lgbm_mordred_singleconc_umap_default"", 0.18388429752066116], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.11921487603305785], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.08574380165289257], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.07995867768595041], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.042355371900826444], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.00743801652892562]]"
1.01,0.5,40,3,0.1,51,23,0.3906076547089877,0.3889218501468979,0.8535308305845293,0.9840994863317764,0.3990535282803186,0.8425250499626794,0.3973536832662527,0.8441754604058872,-0.0016998450140658927,0.0016504104432077948,-0.009684538901758048,0.011911928831643617,0.022671774934043397,0.03970905883035858,0.9999094154799287,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.27215447154471545], [""lgbm_mordred_singleconc_umap_default"", 0.18495934959349594], [""tabpfn_chemprop_family_meta_umap"", 0.18170731707317073], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.12052845528455285], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.08617886178861789], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.08048780487804878], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.041463414634146344], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.007520325203252033]]"
0.94,0.7,20,1,0.2,41,16,0.4022431585532409,0.40002524140914697,0.843801419398805,0.9751244643829277,0.3990535282803186,0.8425250499626794,0.39741623811562143,0.84434484985102,-0.0016372901646971583,0.0018197998883405786,-0.02226501953985212,0.030984499266494797,0.05991352156862924,0.10366122033945491,0.9993189252416101,"[[""lgbm_mordred_singleconc_umap_default"", 0.24421487603305786], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.2194214876033058], [""tabpfn_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.18388429752066116], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.10867768595041322], [""tabpfn_kermt_pretrain_embed_umap_default"", 0.07355371900826446], [""tabpfn_cheme_cconcat_2d_full_boltz_log2fc_pred_umap_default"", 0.05289256198347107], [""tabpfn_2d_full_boltz_log2fc_pred_umap_default"", 0.0256198347107438], [""chemprop_pretrain_finetune_frozen_lowlr_umap"", 0.025206611570247933]]"
1.01,0.5,20,1,0.1,51,15,0.39064502171305215,0.3890716397573335,0.8531856377328839,0.9853775317641486,0.3990535282803186,0.8425250499626794,0.39742099454100566,0.8440766126132916,-0.0016325337393129358,0.0015515626506121816,-0.008741851861883114,0.010920271621931519,0.021085673921502315,0.039658965875782215,0.9999198600982958,"[[""tabpfn_cheme_2d_full_boltz_log2fc_pred_optuna_trial10_seed5ens_umap_default"", 0.2950413223140496], [""tabpfn_chemprop_family_meta_umap"", 0.19669421487603306], [""lgbm_mordred_singleconc_umap_default"", 0.1669421487603306], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed10ens_umap_default"", 0.15702479338842976], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed15ens_umap_default"", 0.08677685950413223], [""tabpfn_chemprop_pretrain_optuna_trial10_embed_umap"", 0.047107438016528926], [""tabpfn_cheme_2d_full_boltz_log2fc_pred_seed5ens_umap_default"", 0.026446280991735537], [""tabpfn_kermt_pretrain_embed_seed5ens_umap_default"", 0.006611570247933884]]"
