molecule_name,compound_id,true_pec50,pred_id55,error,abs_error,emax_estimate,log2fc_8p25_pred,log2fc_33_pred,lf_mean,nn_train_tanimoto,nn_train_pec50,nn_train_name,nn_potent_tanimoto,nn_potent_pec50,true_bin,smiles
OADMET-0006546,4210,6.72,5.61224477911845,-1.1077552208815495,1.1077552208815495,2.39,1.6666505,1.7520182,1.7093344,0.6122449,5.904999999999999,OADMET-0002766,0.32258064,6.09,,O=S(=O)(NCC(O)c1cccc2ccccc12)c1c(Cl)cccc1Cl
OADMET-0006455,4297,6.225,5.148777467176687,-1.076222532823313,1.076222532823313,1.95,0.6704043,1.1025232,0.88646376,0.43283582,5.83,OADMET-0002859,0.1764706,6.56,,COc1c(NCC2(C3CCCCO3)CCC2)ncnc1C(C)C
OADMET-0006284,4463,6.08,5.34106762538377,-0.7389323746162297,0.7389323746162297,2.21,0.92769176,1.320019,1.1238554,0.4857143,6.26,OADMET-0003344,0.4857143,6.26,,Cc1cccc2c1N(C1CC1)CCN2C(=O)c1ccc(S(N)(=O)=O)o1
OADMET-0006386,4362,6.26,5.625764624607163,-0.6342353753928371,0.6342353753928371,2.5,1.1006105,1.3732994,1.2369549,0.53968257,6.140000000000001,OADMET-0002559,0.53968257,6.140000000000001,,CC(C)c1ccnc(N2CCN(C(=O)Nc3ccccc3N3CCCC3)CC2)n1
OADMET-0006146,4595,6.345000000000001,5.777536365184883,-0.5674636348151179,0.5674636348151179,2.375,1.7604488,1.8784447,1.8194468,0.7446808,6.015000000000001,OADMET-0003472,0.7446808,6.015000000000001,,CCOc1ccc(NS(=O)(=O)c2ccc(C)cc2C)cc1S(=O)(=O)N(C)C
OADMET-0006202,4541,6.0600000000000005,5.659658929837853,-0.40034107016214726,0.40034107016214726,2.51,1.4205967,1.48739,1.4539933,0.6862745,5.904999999999999,OADMET-0002766,0.296875,6.015000000000001,,Cc1ccc(S(=O)(=O)NCC(O)c2cccc3ccccc23)c(Cl)c1
OADMET-0006482,4272,6.035,5.7326722449377305,-0.3023277550622696,0.3023277550622696,2.55,1.6461532,1.6204685,1.6333108,0.5849057,6.015000000000001,OADMET-0003472,0.5849057,6.015000000000001,,CCOc1ccc(NS(=O)(=O)c2cccc3cc(C)cnc23)cc1OCC
OADMET-0006409,4342,6.005,5.730203619263815,-0.27479638073618506,0.27479638073618506,2.175,1.1546385,1.3749259,1.2647822,0.56666666,6.140000000000001,OADMET-0002559,0.56666666,6.140000000000001,,CC(C)c1ccnc(N2CCN(C(=O)Nc3ccccc3C(C)C)CC2)n1
