molecule_name,compound_id,true_pec50,pred_id55,error,abs_error,emax_estimate,log2fc_8p25_pred,log2fc_33_pred,lf_mean,nn_train_tanimoto,nn_train_pec50,nn_train_name,nn_potent_tanimoto,nn_potent_pec50,true_bin,smiles
OADMET-0006427,4324,3.38,4.978452276619249,1.5984522766192493,1.5984522766192493,2.185,0.81251633,1.1344407,0.9734785,0.50769234,6.11,OADMET-0002628,0.50769234,6.11,,CN(Cc1ncccn1)C(=O)c1cc(C(C)(C)C)n2ncnc2n1
OADMET-0006244,4501,3.875,2.4722708030169214,-1.4027291969830786,1.4027291969830786,1.975,0.059685457,0.05429951,0.056992486,0.4923077,6.845,OADMET-0003414,0.4923077,6.845,,O=C(O)C1CCCN(C(=O)Cn2ncc(=O)c3ccccc32)C1
OADMET-0006209,4534,3.41,2.4664839554939277,-0.9435160445060724,0.9435160445060724,2.01,0.11598744,0.21250753,0.16424748,0.5576923,6.205,OADMET-0003017,0.5576923,6.205,,NC(=O)NCc1ccc(C(=O)Nc2ccncc2)cc1
OADMET-0006230,4515,3.035,3.9434116547346334,0.9084116547346333,0.9084116547346333,2.315,0.28600165,0.63150775,0.45875472,0.42857143,5.85,OADMET-0003406,0.3846154,6.115,,Cc1ccc(S(=O)(=O)N(C)CC(=O)N2CC(O)C2)cc1C
OADMET-0006617,4141,3.515,4.263118203004513,0.748118203004513,0.748118203004513,2.3,0.43140215,0.9280385,0.6797203,0.4716981,4.71,OADMET-0003189,0.3,6.07,,O=C(O)c1cccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1
OADMET-0006414,4337,3.74,4.460939453280766,0.7209394532807654,0.7209394532807654,2.09,0.3753825,0.73431545,0.55484897,0.6315789,6.140000000000001,OADMET-0002559,0.6315789,6.140000000000001,,COC(C)(C(=O)N1CCN(c2ccnc(C)n2)CC1)c1ccccc1
OADMET-0006335,4412,3.665,3.119349554919008,-0.5456504450809923,0.5456504450809923,2.115,0.09780127,0.29042044,0.19411086,0.57377046,5.84,OADMET-0002797,0.20238096,6.27,,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)N2CCC2)CC1
OADMET-0006246,4499,3.5700000000000003,3.0960293612331973,-0.473970638766803,0.473970638766803,2.205,0.15759742,0.4075726,0.28258502,0.32954547,4.09,OADMET-0005527,0.22988506,6.33,,COC(=O)c1cccc2nc(Cn3cc(-c4nccs4)nn3)cn12
