feature_set,model_type,alpha,shrink,mae,spearman,mean_pred,mean_residual,delta_mae_vs_raw,delta_spearman_vs_raw,mean_abs_shift_oof,p90_abs_shift_oof
potent_noaux,ridge,0.001,0.25,0.393139366781768,0.8485723135873589,4.33135245268568,-0.010538792246822653,-0.0039496601168546586,0.00348258527827483,0.01346597738914625,0.036884923651068637
potent_noaux,ridge,0.01,0.25,0.3931393800548014,0.8485723135873589,4.331352450954821,-0.01053879051596386,-0.0039496468438212085,0.00348258527827483,0.013465931626565404,0.03688476679438244
potent_noaux,ridge,0.1,0.25,0.3931395127786065,0.8485719868560921,4.331352433646953,-0.01053877320809591,-0.003949514120016151,0.0034822585470081213,0.013465474028917082,0.03688319834668444
potent_noaux,ridge,1.0,0.25,0.39314083936414246,0.8485706127921471,4.331352260640223,-0.010538600201366738,-0.003948187534480174,0.0034808844830630514,0.013460900866279357,0.036867525776115274
potent_noaux,ridge,10.0,0.25,0.3931540403913132,0.8485635808825014,4.331350537746614,-0.01053687730775709,-0.003934986507309446,0.0034738525734173686,0.013415503660021413,0.03671198081151526
potent_noaux,huber,0.001,0.25,0.3933992111966244,0.8482337816058149,4.336665067237934,-0.015851406799077917,-0.0036898157019982225,0.003144053296730842,0.015858868782375423,0.031026174956170077
potent_noaux,huber,0.01,0.25,0.39339921673201184,0.8482337816058149,4.33666506779704,-0.0158514073581829,-0.0036898101666107963,0.003144053296730842,0.015858844049585964,0.031026095272301116
potent_noaux,huber,0.1,0.25,0.393399272087529,0.8482336878312355,4.336665073422342,-0.015851412983484817,-0.0036897548110936262,0.003143959522151518,0.01585859674059071,0.03102529843792266
potent_noaux,huber,1.0,0.25,0.3933998256482838,0.8482335976926407,4.336665130779574,-0.0158514703407172,-0.003689201250338836,0.0031438693835567078,0.015856124787839578,0.031017331953096493
potent_noaux,huber,10.0,0.25,0.39340534941195454,0.8482275324475502,4.336665692370655,-0.015852031931798648,-0.003683677486668091,0.0031378041384662048,0.01583148159172841,0.03093984848482672
potent_only,ridge,10.0,1.0,0.3937489631722223,0.8494133009269266,4.321394909392534,-0.0005812489536772036,-0.003340063726400333,0.004323572617842553,0.04203317011239253,0.04018536255954808
potent_only,ridge,1.0,1.0,0.3937661677053808,0.8494173684944353,4.321396435926571,-0.0005827754877139564,-0.0033228591932418228,0.004327640185351256,0.04211319247808369,0.04022794380600122
potent_only,ridge,0.1,1.0,0.3937678933106534,0.8494186274752403,4.3213965890383195,-0.0005829285994627836,-0.003321133587969205,0.004328899166156308,0.042121218638738946,0.04023221466219617
potent_only,ridge,0.01,1.0,0.39376806592285585,0.849418552218815,4.321396604354091,-0.0005829439152351102,-0.0033209609757667846,0.004328823909730994,0.042122021494767105,0.0402326418755153
potent_only,ridge,0.001,1.0,0.39376808318459305,0.849418552218815,4.321396605885715,-0.0005829454468582871,-0.0033209437140295783,0.004328823909730994,0.04212210178277026,0.04023268459812459
potent_two_knot,ridge,10.0,1.0,0.39388639156507066,0.8493607027737999,4.321352887896755,-0.0005392274578993394,-0.003202635333551973,0.004270974464715915,0.040737226334121246,0.038920163148570386
potent_two_knot,ridge,1.0,1.0,0.3939248755525302,0.8492939600487008,4.321362926962791,-0.0005492665239334768,-0.0031641513460924364,0.004204231739616815,0.04090556120014504,0.03882909712046573
potent_two_knot,ridge,0.1,1.0,0.3939297859429748,0.8492886976797432,4.321364288639703,-0.0005506282008460436,-0.0031592409556478462,0.004198969370659222,0.04092700982850193,0.038815749341598295
potent_two_knot,ridge,0.01,1.0,0.3939302914229349,0.8492889952385755,4.321364429717381,-0.0005507692785243183,-0.003158735475687735,0.004199266929491463,0.040929214295955564,0.03881435574438414
potent_two_knot,ridge,0.001,1.0,0.3939303421205444,0.8492887298962579,4.321364443876064,-0.0005507834372071362,-0.0031586847780782357,0.004199001587173901,0.04092943534418652,0.03881421577371094
potent_only,ridge,0.001,0.25,0.3943210637863874,0.8470803762642835,4.331020288169849,-0.010206627730992533,-0.0027679631122352055,0.0019906479551994316,0.010530525445692565,0.010058171149531147
potent_only,ridge,0.01,0.25,0.3943210720095817,0.8470803762642835,4.331020287786943,-0.010206627348086627,-0.0027679548890409134,0.0019906479551994316,0.010530505373691776,0.010058160468878825
potent_only,ridge,0.1,0.25,0.39432115423906566,0.847080026617858,4.331020283958001,-0.010206623519143683,-0.002767872659556969,0.0019902983087739523,0.010530304659684736,0.010058053665549042
potent_only,ridge,1.0,0.25,0.3943219762881323,0.8470793720560735,4.3310202456800635,-0.010206585241206503,-0.002767050610490318,0.001989643746989511,0.010528298119520923,0.010056985951500305
potent_only,ridge,10.0,0.25,0.39433017227542494,0.8470769833833113,4.331019864046555,-0.010206203607697296,-0.002758854623197693,0.0019872550742272566,0.010508292528098132,0.01004634063988702
potent_two_knot,ridge,10.0,0.25,0.39435716946020316,0.8470364356441468,4.331009358672611,-0.010195698233752914,-0.0027318574384194716,0.0019467073350627473,0.010184306583530311,0.009730040787142596
potent_two_knot,ridge,1.0,0.25,0.39436302405342144,0.8470246292639412,4.331011868439119,-0.01019820800026126,-0.002726002845201192,0.001934900954857155,0.01022639030003626,0.009707274280116432
potent_two_knot,ridge,0.1,0.25,0.39436396098196197,0.847022465853108,4.331012208858346,-0.010198548419489362,-0.0027250659166606628,0.0019327375440240102,0.010231752457125482,0.009703937335399574
