split,n,pred_id55_mean,pred_id55_p90,pred_id55_max,lf_mean_mean,lf_mean_p90,lf_mean_max,member_std_mean,member_std_p90,member_std_max,nn_train_tanimoto_mean,nn_train_tanimoto_p90,nn_train_tanimoto_max,nn_potent_tanimoto_mean,nn_potent_tanimoto_p90,nn_potent_tanimoto_max,nn_weak_tanimoto_mean,nn_weak_tanimoto_p90,nn_weak_tanimoto_max,train_support_pred_bin_n_ge_0.50_mean,train_support_pred_bin_n_ge_0.50_p90,train_support_pred_bin_n_ge_0.50_max,pred_htchem_mean,pred_htchem_p90,pred_htchem_max,htchem_minus_lf_z_mean,htchem_minus_lf_z_p90,htchem_minus_lf_z_max,nn_htchem_tanimoto_mean,nn_htchem_tanimoto_p90,nn_htchem_tanimoto_max,nn_htchem_corrected_pec50_mean,nn_htchem_corrected_pec50_p90,nn_htchem_corrected_pec50_max,htchem_activity_score_mean,htchem_activity_score_p90,htchem_activity_score_max,htchem_space_score_mean,htchem_space_score_p90,htchem_space_score_max,low_tail_risk_score_mean,low_tail_risk_score_p90,low_tail_risk_score_max,high_tail_risk_score_mean,high_tail_risk_score_p90,high_tail_risk_score_max,mid_3to4_ambiguity_score_mean,mid_3to4_ambiguity_score_p90,mid_3to4_ambiguity_score_max,overall_risk_score_mean,overall_risk_score_p90,overall_risk_score_max
AS1,253,4.715701591598982,5.5625826808253525,5.93135169616984,0.8283349871635437,1.4406957626342776,2.002556562423706,0.21463135665005073,0.3703765187892975,0.5823438245184085,0.5267201066017151,0.6229507923126221,0.8064516186714172,0.40207257866859436,0.5625,0.8064516186714172,0.2922002971172333,0.3650349617004395,0.4761904776096344,0.2727272727272727,1.0,2.0,4.731309650988142,5.6932108,7.0054245,-0.06837469210750989,0.6476662040000002,1.2966005,0.3193216768774704,0.5302631600000001,1.0,5.3476485685695545,6.323804915020136,6.966056556957012,0.49084591144087714,0.7301559454191036,0.8964912280701754,0.5100016180107714,0.771588693957115,0.8677387914230019,0.5022261131528867,0.6585282651072124,0.8754873294346979,0.4964049341623712,0.816588693957115,0.9653996101364523,0.5188469361810324,0.7387914230019493,0.8992690058479531,0.6627104377104377,0.8406432748538013,0.9653996101364523
AS2,260,4.8787738835434435,5.714047725392705,6.054937147437282,0.8589475750923157,1.3493821620941162,1.7673934698104858,0.20604308757544418,0.35281093547137227,0.5959317916438257,0.5380317568778992,0.6431283831596374,0.7692307829856873,0.3941907584667206,0.6073660790920258,0.75,0.2841188907623291,0.36261364817619324,0.52173912525177,0.2423076923076923,1.0,2.0,4.889764038461539,5.770763499999999,6.8628244,0.06653296938038461,0.865426893,2.2567737,0.28523282565384617,0.35804829999999993,0.7761194,5.236105297695543,6.337246702468347,6.966056556957012,0.5108307092517619,0.7433430799220272,0.9172514619883041,0.49219073324336476,0.6239424951267055,0.8506822612085769,0.4991799745089219,0.6774658869395711,0.822953216374269,0.5054213525266157,0.7755653021442495,0.9137426900584795,0.48300663517768777,0.6868518518518518,0.8142300194931775,0.625094841805368,0.7991764132553605,0.9137426900584795
