source,gate,gamma,MAE,delta_mae_vs_raw,Spearman_R,delta_spearman_vs_raw,train_gate_mean,test_gate_mean,test_shift_mean,id55_abs_delta_mean,id55_abs_delta_p90,id55_abs_delta_max,id55_spearman,id56_minus_id55_projection,id56_minus_id55_pearson,id56_minus_id51_projection,id56_minus_id51_pearson
optuna_top500_minus_current_raw,positive_delta_x_log2fc_33_pred_hard_q70,0.25,0.3897422736840827,-0.0017017209034065894,0.8501390881828159,0.0011083593820784277,0.18019323671497584,0.21637426900584794,0.0059827847581805016,0.005982784758180502,0.027413334529125956,0.07288921959951455,0.9996736125332789,0.03402144031275773,0.18838655170067445,0.06215966672439692,0.29121565760955087
optuna_top500_minus_current_raw,lf_slope_hard_q60,0.25,0.3897453256945,-0.001698668892989308,0.8508328230507063,0.0018020942499687997,0.4,0.21052631578947367,-0.0019479379251357953,0.004104629635520167,0.013889384332524025,0.09144227661407811,0.9997640090620522,0.020827396371538985,0.119540114676041,0.039792404056505075,0.2103560482315914
optuna_top500_minus_current_raw,positive_delta_x_lf_mean_soft_q50_to_q95,0.25,0.38976510711645496,-0.0016788874710343404,0.8504578324597409,0.001427103659003448,0.14573590116248866,0.20459130980307577,0.00653044139615673,0.006530441396156723,0.024299611431936263,0.07065458908666766,0.9997952078640182,0.041991210838190934,0.2654556524336445,0.07734277888146286,0.4159452282605702
optuna_top500_minus_current_raw,lf_mean_hard_q70,0.15,0.3897703564271105,-0.0016736381603787986,0.8507248984030835,0.0016941696023460295,0.3,0.34502923976608185,0.005017002582779758,0.0061309714267870205,0.025157575492718288,0.05198803687864029,0.9997892525371471,0.039948884059755226,0.260299394793642,0.07334141397474124,0.4101176679258574
seed10_top500_minus_current_raw,positive_delta_x_log2fc_33_pred_hard_q50,0.25,0.3898022839767457,-0.0016417106107435853,0.8505548474624283,0.0015241186616907765,0.2867149758454106,0.25146198830409355,0.006476404187673868,0.006476404187673866,0.026722718436893455,0.09798039848300988,0.9996665905806996,-0.026202766652850727,-0.10876626566595636,-0.0021248400333859024,0.002798595563953721
optuna_top500_minus_current_raw,positive_delta_x_lf_slope_hard_q60,0.5,0.38981283390581856,-0.0016311606816707402,0.8498985930001878,0.0008678641994502856,0.1640096618357488,0.07602339181286549,0.0021566917103843673,0.00215669171038437,0.0,0.07047495645631052,0.9998958262224955,0.017637408885931544,0.14866295830786705,0.022355591776000272,0.16388494175581825
optuna_top500_minus_current_raw,positive_delta_x_log2fc_33_pred_hard_q80,0.5,0.3898225058847538,-0.0016214887027354852,0.8497625234641949,0.000731794663457408,0.11811594202898551,0.14230019493177387,0.006909914192405221,0.006909914192405233,0.02633235962135957,0.13439114385922402,0.9993256258959657,0.041338865034781055,0.15672535552567549,0.06550275277013361,0.21184342735101871
optuna_top500_minus_current_raw,lf_slope_soft_q50_to_q95,0.35,0.3898367104428711,-0.001607284144618193,0.8508803961885673,0.0018496673878297676,0.24059961908139088,0.11171089363585965,-0.001658377605550638,0.003132859744366593,0.008844906468896243,0.06339973785436914,0.9998544944763011,0.014200667715696275,0.10935199338155013,0.029722694544021534,0.21307689986866088
seed10_top500_minus_current_raw,log2fc_33_pred_hard_q60,0.35,0.3898483427389889,-0.0015956518485004123,0.8506490779773793,0.0016183491766418312,0.4,0.3840155945419103,0.002040519560362591,0.012845489387223453,0.04491603430728173,0.1371725578762133,0.9989139083725853,-0.0819999687838607,-0.22253615020505624,-0.049299367573401205,-0.1188547104670582
seed10_top500_minus_current_raw,positive_delta_x_lf_mean_hard_q60,0.25,0.3898560376224219,-0.0015879569650674163,0.8505450889871266,0.0015143601863890632,0.2514492753623188,0.253411306042885,0.006937714136622561,0.006937714136622556,0.029245145084951223,0.09798039848300988,0.9996658794968942,-0.022939414969592765,-0.08848518643555031,0.00804691014550852,0.04557504978758088
seed10_top500_minus_current_raw,positive_delta_x_lf_mean_soft_q50_to_q95,0.5,0.3898582055607966,-0.0015857890266927077,0.8506802415785396,0.0016495127778021201,0.14871337230052728,0.15239201646374187,0.00819203691700044,0.008192036917000444,0.030471481955108366,0.12104299667832041,0.9996151258902771,-0.026310888956360426,-0.0796522524259781,0.007386460069623243,0.035582501741325906
seed10_top500_minus_current_raw,positive_delta_x_log2fc_33_pred_hard_q70,0.5,0.3898591361148522,-0.0015848584726371184,0.8499191251515129,0.0008883963507754222,0.18671497584541064,0.15789473684210525,0.008350735522294126,0.008350735522294124,0.039867307849514526,0.19596079696601887,0.9994090893576355,-0.03445394763893162,-0.08836700715438041,-0.006021589039762019,-0.006452425357745325
seed10_top500_minus_current_raw,positive_delta_x_lf_mean_hard_q70,0.35,0.38989880352759504,-0.0015451910598942575,0.8505337771853835,0.0015030483846459886,0.1961352657004831,0.19883040935672514,0.007545171615364589,0.007545171615364595,0.03540131762184445,0.1371725578762133,0.9996257032618838,-0.021320492765314152,-0.06375250336736792,0.009946814754016552,0.04375778872477856
optuna_top500_minus_current_raw,positive_delta_x_lf_mean_soft_q70_to_q95,0.35,0.3899013613468748,-0.0015426332406144883,0.850291977191633,0.0012612483908954752,0.0985626814697416,0.1462940277109325,0.006410488971810693,0.006410488971810689,0.025141563052347316,0.09064351191747555,0.9997314769779508,0.03804645418587689,0.20154360396999244,0.07245226188190756,0.32489634208303503
optuna_top500_minus_current_raw,positive_delta_x_lf_mean_hard_q80,0.25,0.38991356023346985,-0.0015304343540194498,0.8503085774906881,0.0012778486899506225,0.13309178743961353,0.20857699805068225,0.006488984400135309,0.006488984400135314,0.029708554507281094,0.08664672813106833,0.9996822344244206,0.03647822084172798,0.1836786254815529,0.07072696383200128,0.30044599905359726
optuna_top500_minus_current_raw,positive_delta_x_lf_mean_soft_q80_to_q95,0.5,0.3899357049842595,-0.0015082896032297954,0.8502019290736575,0.0011712002729200588,0.07381364999354965,0.10661153659100521,0.006540234997035808,0.00654023499703581,0.022827638457967404,0.12949073131067923,0.9995613501774867,0.03561848895120262,0.15094114464590636,0.07119443445196832,0.25380430451878094
seed10_top500_minus_current_raw,log2fc_33_pred_hard_q50,0.25,0.3899385797049456,-0.0015054148825436875,0.8509184146353793,0.001887685834641828,0.5,0.4775828460038986,0.0010551496223196702,0.011897658753028067,0.03762050924029072,0.09798039848300988,0.999163854330216,-0.08137020181520427,-0.2641663200630394,-0.05074527762688994,-0.1466823989207245
