candidate,alpha_potent,alpha_noaux,hybrid_base_mae,mae,d_mae,hybrid_base_sp,sp,d_sp,test_mean_abs_delta_vs_hybrid,test_p90_abs_delta_vs_hybrid,test_max_abs_delta_vs_hybrid
ens_hybrid_plus_potent_a50_noaux_a50.csv,0.5,0.5,0.4019487233985024,0.39467701631305513,-0.0072717070854472765,0.8412216119741811,0.8472367872738047,0.0060151752996235874,0.08206774838681202,0.12199891451923701,0.2579321802916841
ens_hybrid_plus_potent_a30_noaux_a30.csv,0.3,0.3,0.4019487233985024,0.3970588203480599,-0.004889903050442512,0.8412216119741811,0.8453812049000616,0.004159592925880529,0.04924064903208719,0.07319934871154175,0.15475930817501027
