slice,n,mae,bias_pred_minus_true,spearman,pred_mean,true_mean
htchem_oof,441,0.7227473522778688,0.2644685746506568,0.5801786448845272,5.117800349399208,4.8533317747485505
labeled_all,4393,0.9409550964636901,0.7796866638748338,0.40037196218924476,5.120271356389487,4.3405846925146525
source_train,4140,0.946839456856829,0.7872929011978841,0.3985149797091424,5.108106561636741,4.320813660438857
source_as1,253,0.8446655627577789,0.6552209622249183,0.3222451115874741,5.319331634161677,4.664110671936759
true_lt3,719,2.5425439010294357,2.5425439010294357,0.012375354984360914,4.853767823143483,2.3112239221140474
true_gte6,77,0.869499608169192,-0.8613132581569154,0.06223583670548025,5.417888744659546,6.279202002816461
