target,target_std,oof_mae,oof_r2,oof_spearman
top500_residual,0.552329863764138,0.22786277160389218,0.6517801886301537,0.7920668903140277
top500_abs_error_minus_ensemble,0.12160215999687247,0.07676571734020768,0.19417807605921122,0.37189477754585776
top500_pred_minus_ensemble,0.12652457207285922,0.06891939188558578,0.4159126845627109,0.6040905596216183
