family,total_abs_shap,mean_abs_shap_per_feature,median_abs_shap_per_feature,mean_signed_shap,n_selected,total_gain,share_abs_shap
mordred,329.9917799762349,0.11316590534164435,0.028222792592498117,-6.8702932172047735,243,4367.872793168506,0.43610132227709897
chemeleon,284.49464577488703,0.1173657779599369,0.02871115191452597,-0.634248033133819,202,4852.999652252169,0.37597449006795924
log2fc_pred,69.61520432409328,2.900633513503887,3.507850282387548,56.79419442064973,2,39345.98873341408,0.09200011787722073
boltz_tier1,26.559228622421738,0.10060313872129446,0.027328092527198707,0.972756645568161,22,408.606897548103,0.035099403754033004
rdkit,20.54048242348393,0.12226477633026149,0.0343696274870261,-1.2506793327836314,14,352.7864368067094,0.027145317212858948
boltz_tier0,18.823288280681886,0.13071727972695754,0.030396884085189518,7.4471219851104475,12,347.57491641245724,0.02487595572653225
pose_jazzy,6.66140459870409,0.1110234099784015,0.031042599337309892,-1.9917087704562875,5,198.7329084429657,0.008803393084296871
