compound,ftmap_ca_rmsd,hotspot_Z_xyz,hotspot_Y_xyz,hotspot_X_xyz,hotspot_W_xyz,source,ligand_centroid,dist_to_Z,dist_to_nearest_top4,nearest_top4_chain,n_top4_within_5A,error
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",boltz_model_0,"3.89,1.91,3.65",2.998074959867985,2.998074959867985,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",boltz_model_1,"4.13,1.55,3.80",3.1474137187832505,3.1474137187832505,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",boltz_model_2,"4.98,1.32,3.40",2.7143637187998135,2.7143637187998135,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",boltz_model_3,"5.12,2.02,3.87",2.505068065154947,2.505068065154947,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",boltz_model_4,"4.81,1.58,3.46",2.6152894585455813,2.6152894585455813,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",gnina_refined,"4.28,1.78,3.85",2.963664546972945,2.963664546972945,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",template_transferred,"5.26,3.23,3.80",1.9525031659739407,1.9525031659739407,Z,1.0,
x00011-1,1.2300281881520467,"5.81,3.46,1.94","3.56,-2.69,7.57","12.51,-3.74,8.29","-6.04,-7.34,1.39",posit,"6.86,-0.81,3.79",4.771929526097635,4.771929526097636,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",boltz_model_0,"-3.49,-0.15,-2.95",2.4033718410958826,2.4033718410958826,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",boltz_model_1,"-3.67,-0.18,-3.13",2.3696167252344162,2.3696167252344167,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",boltz_model_2,"-3.29,-0.13,-2.92",2.484274243102253,2.484274243102253,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",boltz_model_3,"-3.50,-0.12,-2.93",2.4209906041492344,2.4209906041492344,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",boltz_model_4,"-3.06,-0.48,-3.07",2.3097525711391267,2.3097525711391267,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",gnina_refined,"-3.60,-0.18,-2.97",2.3426838303997233,2.3426838303997233,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",template_transferred,"-1.36,-1.54,-4.99",3.882236477516733,3.882236477516733,Z,1.0,
x00035-1,1.1992911090431855,"-4.22,-2.39,-2.50","-1.77,4.30,-7.38","-6.68,0.07,-13.67","9.89,5.17,-3.48",posit,"3.45,4.03,-5.06",10.325833567663803,5.721993017499649,Y,0.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",boltz_model_0,"1.44,6.44,-0.61",3.188424384547415,3.188424384547415,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",boltz_model_1,"1.46,6.42,-0.57",3.2314030850726505,3.23140308507265,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",boltz_model_2,"1.79,6.30,-0.72",3.128067468586604,3.128067468586604,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",boltz_model_3,"2.78,6.04,-2.01",2.373948589607249,2.373948589607249,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",boltz_model_4,"3.47,6.99,-3.73",2.2028658663536254,2.2028658663536254,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",gnina_refined,"1.49,6.69,-0.65",3.149755928022131,3.149755928022131,Z,1.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",template_transferred,"6.25,4.84,-2.80",5.339468503664509,5.339468503664509,Z,0.0,
x00046-1,0.6745746331784247,"1.31,6.58,-3.79","5.05,7.54,3.93","9.64,14.04,-0.34","6.07,-4.38,6.89",posit,"7.47,6.62,5.09",10.811001040191153,2.8334016128143684,Y,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",boltz_model_0,"0.02,-5.48,4.28",2.1932821955214172,2.1932821955214177,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",boltz_model_1,"0.95,-5.47,4.61",3.0034710861657015,3.0034710861657015,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",boltz_model_2,"0.21,-5.54,4.36",2.3146099041776416,2.3146099041776416,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",boltz_model_3,"0.03,-5.58,4.35",2.150324872223077,2.150324872223077,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",boltz_model_4,"0.25,-5.83,4.41",2.199632094404024,2.199632094404024,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",gnina_refined,"0.09,-5.69,4.17",2.1167869580586687,2.1167869580586687,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",template_transferred,"-1.24,-6.92,4.63",0.680284734578907,0.680284734578907,Z,1.0,
x00052-1,0.6883418999246768,"-1.64,-6.90,4.08","3.87,-1.13,7.40","2.73,-6.03,14.90","-0.61,8.96,1.92",posit,"1.88,-3.44,13.13",10.309508362138768,3.2511179080908637,X,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",boltz_model_0,"0.21,6.10,3.43",3.4043984639396614,3.404398463939661,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",boltz_model_1,"0.31,6.93,3.11",2.7793078750943923,2.7793078750943923,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",boltz_model_2,"0.53,6.31,3.59",3.4568673211927607,3.4568673211927607,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",boltz_model_3,"0.50,5.90,2.81",2.999171617995709,2.999171617995709,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",boltz_model_4,"2.12,9.70,3.46",3.973451950680947,3.973451950680947,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",gnina_refined,"0.29,6.28,3.37",3.270074293617159,3.270074293617159,Z,1.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",template_transferred,"5.40,5.93,0.94",5.389075815909326,5.389075815909326,Z,0.0,
x00086-1,1.1540563613963541,"0.36,7.77,0.46","3.47,4.53,7.84","7.58,12.56,8.33","5.60,-6.98,3.97",posit,"6.97,10.18,7.84",10.195668584822503,2.5067500148999926,X,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",boltz_model_0,"-0.17,-5.35,4.07",1.0788331191281255,1.0788331191281255,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",boltz_model_1,"-0.18,-5.36,3.85",0.9592877446760564,0.9592877446760564,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",boltz_model_2,"-0.24,-5.39,3.98",0.9666720309247465,0.9666720309247465,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",boltz_model_3,"-0.21,-5.35,4.06",1.0384431660811186,1.0384431660811186,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",boltz_model_4,"-0.12,-5.51,3.69",0.9623206692879078,0.9623206692879078,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",gnina_refined,"-0.26,-5.50,4.30",1.1395617263220579,1.1395617263220577,Z,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",template_transferred,"4.89,-3.85,1.62",6.449350814405758,3.0343852995997103,Y,1.0,
x00088-1,0.8397533780673873,"-1.05,-5.52,3.48","6.88,-5.54,0.07","8.48,-11.53,6.65","7.88,6.53,-2.19",posit,"9.23,-13.01,8.14",13.551575580924192,2.23175300083125,X,1.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",boltz_model_0,"2.50,4.25,3.45",4.346082486955167,4.346082486955167,Z,2.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",boltz_model_1,"2.64,4.20,3.38",4.188536955069704,4.188536955069704,Z,2.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",boltz_model_2,"2.66,4.09,3.32",4.100794461279366,4.100794461279366,Z,1.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",boltz_model_3,"2.36,4.61,4.26",4.989800887961566,3.9654786449924098,Y,2.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",boltz_model_4,"2.63,3.67,5.69",5.385016356411689,4.245132603905851,Y,1.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",gnina_refined,"2.39,4.23,3.44",4.420948858487656,4.420948858487656,Z,2.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",template_transferred,"-2.56,4.29,5.30",9.481789621218665,5.193337247945156,Y,0.0,
x00113-1,1.150999091792429,"5.98,2.33,1.69","1.24,7.56,6.67","7.97,6.23,12.55","-9.89,3.08,3.85",posit,"-8.53,4.85,4.08",14.918462131133408,2.2474473132031636,W,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",boltz_model_0,"-3.16,-1.44,6.46",1.888156676811655,1.888156676811655,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",boltz_model_1,"-3.02,-1.16,6.39",1.8242709875582794,1.8242709875582794,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",boltz_model_2,"-3.08,-1.23,6.49",1.8392259830083164,1.8392259830083164,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",boltz_model_3,"-3.20,-1.36,6.47",1.9411580898660228,1.9411580898660228,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",boltz_model_4,"-3.22,-1.39,6.49",1.9433253320565984,1.9433253320565984,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",gnina_refined,"-3.20,-1.58,6.68",1.883980907533465,1.883980907533465,Z,1.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",template_transferred,"-3.69,0.40,3.57",4.5503869546766875,4.550386954676687,Z,2.0,
x00162-1,1.0783238145621594,"-1.33,-1.63,6.89","-6.56,4.21,3.26","-11.19,3.19,10.95","-6.31,-0.11,-8.28",posit,"-5.88,3.78,-0.56",10.266510600178542,3.899417092216926,Y,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",boltz_model_0,"-1.63,7.48,0.87",1.9644548109890794,1.9644548109890794,Z,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",boltz_model_1,"-2.28,5.59,1.75",3.469624272344984,3.469624272344984,Z,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",boltz_model_2,"-2.77,5.87,3.18",4.73250759720107,4.088215153100096,Y,2.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",boltz_model_3,"-2.67,8.58,1.42",3.0720307331984533,3.0720307331984533,Z,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",boltz_model_4,"-2.19,5.57,3.62",5.1001964841021055,4.148506782072105,Y,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",gnina_refined,"-1.51,7.55,0.73",1.819136879042417,1.819136879042417,Z,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",template_transferred,"-2.66,6.06,3.78",5.1977975815877775,3.8548382605341884,Y,1.0,
x00186-1,0.9686738252760784,"-1.33,7.38,-1.07","-5.45,4.57,5.98","-5.35,13.34,8.17","1.05,-5.73,7.86",posit,"-4.15,1.16,6.95",10.53871898851277,3.783125152465356,Y,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",boltz_model_0,"-3.85,4.61,-0.16",1.6030675715133058,1.6030675715133058,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",boltz_model_1,"-3.84,4.56,-0.51",1.6289986374799497,1.6289986374799497,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",boltz_model_2,"-3.62,4.72,-0.36",1.8556960466601473,1.8556960466601473,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",boltz_model_3,"-3.77,4.60,-0.32",1.6821897296967503,1.6821897296967503,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",boltz_model_4,"-3.75,4.66,-0.45",1.724399212475179,1.724399212475179,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",gnina_refined,"-3.91,4.67,-0.18",1.5599348612917388,1.5599348612917388,Z,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",template_transferred,"2.47,6.33,-3.71",8.876639800778605,0.3419997052588243,Y,1.0,
x00229-1,1.2378223215380233,"-5.40,4.22,-0.21","2.17,6.47,-3.70","-3.09,11.38,-9.17","7.69,-4.54,-3.26",posit,"2.76,5.16,-7.40",10.924610042048233,3.968444575150772,Y,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",boltz_model_0,"0.39,-3.72,-3.33",2.375539002057456,2.375539002057456,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",boltz_model_1,"0.14,-3.80,-3.46",2.6134943321358475,2.6134943321358475,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",boltz_model_2,"0.12,-4.84,-4.07",2.7946627562712956,2.7946627562712956,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",boltz_model_3,"0.37,-4.10,-3.61",2.385739824087241,2.3857398240872407,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",boltz_model_4,"0.30,-3.85,-3.87",2.624042521559473,2.624042521559473,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",gnina_refined,"0.46,-3.61,-3.19",2.318443317700517,2.318443317700517,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",template_transferred,"2.52,-3.91,-4.07",1.6128939260406665,1.6128939260406665,Z,1.0,
x00242-1,0.9333108282437363,"2.48,-4.57,-2.60","-4.69,-3.29,-7.24","0.65,-5.75,-14.10","-8.69,6.88,-1.54",posit,"2.77,-4.24,-3.74",1.2253710213314217,1.2253710213314217,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",boltz_model_0,"5.11,-2.41,-1.49",2.757861304417086,2.757861304417086,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",boltz_model_1,"5.30,-2.63,-1.06",2.406086750331275,2.406086750331275,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",boltz_model_2,"5.17,-2.37,-1.30",2.7178843712456984,2.7178843712456984,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",boltz_model_3,"5.18,-2.31,-1.07",2.6990021732182288,2.699002173218229,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",boltz_model_4,"5.28,-2.46,-1.12",2.5777202932780745,2.5777202932780745,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",gnina_refined,"5.22,-2.52,-1.26",2.56641780192236,2.56641780192236,Z,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",template_transferred,"9.57,3.34,-0.67",9.397384908952757,2.156052627047058,Y,1.0,
x00252-1,0.6571083671564829,"5.02,-4.88,-0.26","8.67,2.63,-2.50","16.15,-1.35,0.66","-0.34,10.16,1.24",posit,"5.82,-4.21,-1.92",1.9546008463353393,1.9546008463353393,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",boltz_model_0,"6.14,1.37,-0.70",2.9012130758242893,2.9012130758242893,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",boltz_model_1,"5.74,1.46,-0.63",2.9294218142529242,2.9294218142529242,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",boltz_model_2,"5.80,1.22,-0.53",2.792435927512571,2.792435927512571,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",boltz_model_3,"2.94,5.09,-5.46",9.362842422763132,2.889929476955981,Y,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",boltz_model_4,"5.41,1.73,-0.06",2.583696033733883,2.583696033733883,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",gnina_refined,"6.07,1.24,-0.53",2.7366200119110897,2.7366200119110897,Z,1.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",template_transferred,"3.71,6.69,1.96",6.365169899379272,6.365169899379272,Z,0.0,
x00261-1,1.1398149598874499,"6.51,0.98,2.16","5.51,3.85,-5.93","10.13,10.95,-2.79","-6.12,0.16,-7.70",posit,"0.91,0.96,-6.22",10.074819496728269,5.440508936878601,Y,0.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",boltz_model_0,"2.89,-6.63,1.70",7.0434426106543935,3.6054310607703663,Y,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",boltz_model_1,"3.66,-6.58,3.71",5.930761080121187,2.866771069085141,Y,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",boltz_model_2,"2.81,-4.32,4.26",3.640401814591781,3.640401814591781,Z,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",boltz_model_3,"3.64,-6.08,3.17",5.76327520606343,3.3750885854155723,Y,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",boltz_model_4,"2.70,-5.99,2.38",6.108727714895557,3.9314268692137633,Y,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",gnina_refined,"3.87,-6.25,2.13",6.558330858427385,3.443133401088188,Y,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",template_transferred,"6.73,-1.40,6.52",3.9291733343679267,3.9291733343679267,Z,1.0,
x00337-1,1.1035303538744659,"2.81,-1.32,6.33","4.37,-9.35,3.55","11.16,-8.89,9.49","2.14,-7.55,-8.44",posit,"9.25,-9.37,5.18",10.372934834248078,4.742957815786981,X,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",boltz_model_0,"2.03,1.04,-4.72",2.4794223383639866,2.4794223383639866,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",boltz_model_1,"2.04,1.39,-4.58",2.4197246851545597,2.4197246851545597,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",boltz_model_2,"1.70,0.87,-5.00",2.217467003267818,2.217467003267818,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",boltz_model_3,"0.80,0.79,-7.61",2.138416275276228,2.138416275276228,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",boltz_model_4,"2.00,1.25,-4.59",2.442167301202969,2.442167301202969,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",gnina_refined,"1.86,1.14,-4.75",2.298780309650063,2.2987803096500627,Z,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",template_transferred,"4.08,-5.57,2.23",12.020040707467778,4.8098797012803445,W,1.0,
x00348-1,1.1147078436941384,"0.38,2.26,-6.11","7.44,-2.06,-3.63","8.99,-2.41,-12.52","2.34,-8.77,5.36",posit,"3.81,-4.04,0.58",9.814178894517665,5.898895468289559,Y,0.0,
