compound,ftmap_ca_rmsd,hotspot_Z_xyz,hotspot_Y_xyz,hotspot_X_xyz,hotspot_W_xyz,source,ligand_centroid,dist_to_Z,dist_to_nearest_top4,nearest_top4_chain,n_top4_within_5A,error
x03117-1,0.9654548881082647,"-2.88,-2.66,-4.44","2.07,-8.43,-0.35","-4.11,-14.25,-3.44","4.60,-1.78,9.71",gnina_refined,"-1.77,-5.82,-2.09",4.0940152755380215,4.0940152755380215,Z,2.0,
x03117-1,0.9654548881082647,"-2.88,-2.66,-4.44","2.07,-8.43,-0.35","-4.11,-14.25,-3.44","4.60,-1.78,9.71",template_transferred,"-3.29,-7.05,0.59",6.6926687482325855,5.604878735414945,Y,0.0,
x03117-1,0.9654548881082647,"-2.88,-2.66,-4.44","2.07,-8.43,-0.35","-4.11,-14.25,-3.44","4.60,-1.78,9.71",posit,"-1.38,-10.71,-1.21",8.803662163827868,4.218134825339557,Y,1.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",boltz_model_0,"2.03,-0.01,7.61",5.126214135578422,4.199283227294418,Y,1.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",boltz_model_1,"1.92,-0.33,7.90",4.8501734048032725,4.217732000796035,Y,2.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",boltz_model_2,"1.89,0.10,7.87",5.0569153418526165,4.303775616748689,Y,1.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",boltz_model_3,"1.90,-0.03,7.92",4.984914110305809,4.273610112093411,Y,2.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",boltz_model_4,"1.87,-0.18,7.68",4.892638465222134,4.317946201317321,Y,2.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",gnina_refined,"2.29,-0.50,7.86",5.094726376882977,3.854592366908944,Y,1.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",template_transferred,"1.92,-0.82,5.31",5.357726611901906,5.280743901982443,Y,0.0,
x03123-1,1.1362328069893715,"-2.28,-2.76,8.02","6.08,-0.63,8.56","3.74,1.95,16.90","7.45,4.06,-2.76",posit,"1.83,0.00,9.26",5.1019116352571245,4.35076062241051,Y,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",boltz_model_0,"5.62,-1.14,1.39",3.9665950930220575,3.966595093022058,Z,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",boltz_model_1,"4.73,-1.62,2.48",4.9116727229171016,4.099531311491433,Y,2.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",boltz_model_2,"5.72,-1.63,1.06",4.2847442346908275,4.2847442346908275,Z,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",boltz_model_3,"5.08,-2.26,2.05",5.210682055758383,4.194464908440828,Y,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",boltz_model_4,"4.88,-1.21,0.81",3.7460188599402913,3.7460188599402913,Z,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",gnina_refined,"5.90,-1.49,1.96",4.595820505340395,4.456195068918531,Y,2.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",template_transferred,"7.49,2.61,-1.93",2.9132130665487233,2.9132130665487233,Z,1.0,
x03145-1,1.1479689972371905,"4.99,2.31,-0.45","5.89,-3.34,6.02","14.24,-4.15,2.68","-5.18,-8.70,5.24",posit,"6.26,-1.22,1.73",4.342871903847228,4.342871903847228,Z,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",boltz_model_0,"3.96,1.00,3.49",4.672676747716182,4.245052511298497,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",boltz_model_1,"4.11,0.98,3.51",4.632320333385754,4.236240048786933,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",boltz_model_2,"3.90,0.88,3.75",4.90696679703148,4.0950315075047365,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",boltz_model_3,"3.95,0.72,3.70",4.816181970709365,4.229159044857966,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",boltz_model_4,"3.99,0.90,3.47",4.623952970515029,4.310285542917856,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",gnina_refined,"4.67,1.06,3.50",4.493093496496911,4.242172463282924,Y,2.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",template_transferred,"4.68,-1.43,5.09",6.045880699323591,5.152956870324684,Y,0.0,
x03147-1,0.9699022536112156,"5.66,-0.09,-0.73","4.05,3.30,7.05","11.28,-1.57,9.43","-8.25,2.48,6.84",posit,"8.74,-0.65,4.31",5.928638957950985,5.7952290977488605,X,0.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",boltz_model_0,"-3.47,-2.62,-5.54",4.411709290126694,4.319003183871101,Y,2.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",boltz_model_1,"-3.66,-1.63,-5.54",3.555299136646118,3.555299136646118,Z,1.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",boltz_model_2,"-3.52,-2.23,-5.48",4.078248673604232,4.078248673604232,Z,2.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",boltz_model_3,"-3.30,-1.78,-5.53",3.5884949110480617,3.5884949110480617,Z,1.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",boltz_model_4,"-3.45,-2.55,-5.06",4.4629263761757905,4.408658543192946,Y,2.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",gnina_refined,"-3.64,-2.75,-5.74",4.548795390584312,4.194132178063263,Y,2.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",template_transferred,"-7.20,-3.33,-1.81",8.27572727017332,6.29099766071634,Y,0.0,
x03152-1,0.6162126844791548,"-2.35,1.57,-6.39","-3.59,-6.93,-5.49","-11.60,-5.03,-9.21","1.62,-8.33,5.59",posit,"-2.62,-5.47,-4.34",7.336492301192359,2.0952008755041653,Y,1.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",boltz_model_0,"2.02,3.27,4.23",4.515895759659689,4.352345679375914,Y,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",boltz_model_1,"1.83,3.64,4.24",4.3262090275786065,4.3262090275786065,Z,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",boltz_model_2,"1.97,3.44,4.26",4.454223567250055,4.3453304572159634,Y,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",boltz_model_3,"1.93,3.17,4.08",4.419564023163175,4.419564023163175,Z,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",boltz_model_4,"2.21,3.30,3.85",4.235301038365978,4.235301038365978,Z,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",gnina_refined,"1.99,3.29,4.32",4.579443726278765,4.275378788779728,Y,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",template_transferred,"1.08,4.38,4.40",4.14540933411675,4.14540933411675,Z,2.0,
x03161-1,1.10408448789955,"1.02,5.43,0.39","3.27,3.09,8.39","9.58,9.47,7.27","1.80,-9.08,7.18",posit,"1.44,2.38,4.48",5.124388163219165,4.375484475853905,Y,1.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",boltz_model_0,"4.45,1.97,-5.47",4.559857011487973,4.076759888052763,Y,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",boltz_model_1,"4.33,2.03,-5.06",4.598748596695395,4.084172231721024,Y,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",boltz_model_2,"4.07,1.68,-5.07",4.171354046397826,4.171354046397827,Z,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",boltz_model_3,"3.90,1.21,-4.80",3.796856022271897,3.796856022271897,Z,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",boltz_model_4,"4.71,1.74,-4.50",4.780375677567716,4.089476922534944,Y,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",gnina_refined,"4.57,1.82,-5.70",4.509192714440137,4.14341537198936,Y,2.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",template_transferred,"3.40,2.72,-2.01",6.099965426927458,5.300794394692772,Y,0.0,
x03172-1,1.044831572111488,"1.49,-1.46,-6.02","7.16,4.97,-4.99","12.25,-0.13,-10.45","5.33,7.06,7.02",posit,"3.29,2.64,-4.16",4.839913016357485,4.600348214250693,Y,2.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",boltz_model_0,"2.83,-2.59,3.91",5.641344123710101,3.6334856563685727,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",boltz_model_1,"2.98,-2.68,4.96",5.855382811018429,3.1717660554820744,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",boltz_model_2,"2.61,-2.54,4.56",5.481045943163705,3.633100705533775,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",boltz_model_3,"3.33,-2.25,5.17",6.3372474386295625,3.0425363600035773,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",boltz_model_4,"3.18,-2.64,5.05",6.076126188658689,2.995982446263688,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",gnina_refined,"2.79,-2.80,4.17",5.563128900536732,3.4964623386175515,Y,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",template_transferred,"-0.82,-2.85,4.49",2.205246684838766,2.205246684838766,Z,1.0,
x03179-1,0.8436847456229436,"-2.65,-3.94,3.94","5.86,-3.93,5.40","3.26,-5.18,13.96","8.98,5.17,-2.31",posit,"-0.02,-3.29,4.93",2.8808521443346775,2.8808521443346775,Z,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",boltz_model_0,"-1.78,0.53,-5.83",5.622001092387642,3.682307290346003,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",boltz_model_1,"-1.75,0.71,-6.35",5.660168338817772,3.6370714593166964,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",boltz_model_2,"-1.80,0.58,-6.15",5.691764355350874,3.575426716397277,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",boltz_model_3,"-1.79,0.87,-6.49",5.698393733171649,3.717563013246122,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",boltz_model_4,"-1.73,1.26,-6.82",5.671704724088577,4.007113497855123,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",gnina_refined,"-1.76,0.36,-5.73",5.641518176201587,3.610088384035404,Y,1.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",template_transferred,"-1.46,6.86,-4.79",6.932258541320122,6.932258541320122,Z,0.0,
x03191-1,0.671903568453425,"3.55,2.07,-4.91","-3.43,-2.31,-7.50","-1.51,1.54,-15.45","-10.47,-0.48,2.45",posit,"1.56,2.58,-5.63",2.183829051483354,2.183829051483354,Z,1.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",boltz_model_0,"1.07,6.29,-1.56",4.336485235375225,4.336485235375225,Z,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",boltz_model_1,"1.23,6.15,-1.44",4.490583128561575,4.310374760762591,Y,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",boltz_model_2,"1.12,6.18,-1.24",4.351626641143016,4.351626641143016,Z,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",boltz_model_3,"1.14,6.18,-1.02",4.365279990923955,4.327917378422377,Y,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",boltz_model_4,"1.29,6.42,-1.60",4.555839025485638,4.273402269187897,Y,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",gnina_refined,"1.20,6.27,-1.24",4.427341582233621,4.294820512105318,Y,2.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",template_transferred,"-1.65,5.52,-3.94",3.5297629691777,3.5297629691776997,Z,1.0,
x03194-1,0.8718709933648804,"-3.22,6.44,-0.92","5.41,6.68,-0.49","4.30,14.41,-5.04","7.62,-5.27,-2.54",posit,"-0.62,7.90,-2.48",3.357798358137495,3.357798358137495,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",boltz_model_0,"4.78,4.15,2.80",2.5837188478988526,2.583718847898853,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",boltz_model_1,"5.22,3.79,2.73",3.0677164052376806,3.06771640523768,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",boltz_model_2,"4.76,3.97,2.54",2.5838287564567577,2.5838287564567577,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",boltz_model_3,"4.92,4.13,2.50",2.56496110785357,2.56496110785357,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",boltz_model_4,"5.63,3.67,2.77",3.441204461980057,3.4412044619800564,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",gnina_refined,"4.77,4.29,2.59",2.3877297482717075,2.3877297482717075,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",template_transferred,"4.80,4.89,1.06",1.9230675070341288,1.9230675070341288,Z,1.0,
x03204-1,0.8961833655847776,"3.21,5.82,1.61","7.29,0.11,6.65","13.60,6.57,6.94","4.50,-10.12,0.37",posit,"4.42,6.33,5.23",3.851825808715004,3.851825808715004,Z,1.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",boltz_model_0,"-2.21,3.99,4.66",4.353130927457081,4.353130927457081,Z,2.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",boltz_model_1,"-2.27,4.22,4.39",4.009978399714723,4.009978399714723,Z,1.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",boltz_model_2,"-2.18,4.59,4.62",4.104855140240504,4.104855140240504,Z,1.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",boltz_model_3,"-2.10,4.12,4.65",4.292217909576856,4.292217909576856,Z,2.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",boltz_model_4,"-2.02,4.61,4.80",4.275903392978842,4.275903392978842,Z,1.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",gnina_refined,"-2.57,4.23,4.81",4.4091232551364605,4.4091232551364605,Z,2.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",template_transferred,"-2.61,6.10,4.31",3.6333125985358525,3.633312598535853,Z,1.0,
x03219-1,0.994037264309132,"-2.28,5.80,0.70","-5.33,2.58,8.12","-2.80,10.64,11.35","-1.05,-8.92,6.96",posit,"-2.40,3.99,5.72",5.330159160579007,4.041167604819118,Y,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",boltz_model_0,"5.03,4.63,-0.35",3.4616287721138566,3.4616287721138566,Z,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",boltz_model_1,"4.85,4.80,-0.39",3.6441404485265263,3.6441404485265267,Z,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",boltz_model_2,"5.10,5.35,-1.41",3.7703488980770374,3.7703488980770374,Z,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",boltz_model_3,"4.30,4.75,-0.33",3.845856557285546,3.845856557285546,Z,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",boltz_model_4,"4.36,6.02,-1.02",4.694952696100289,4.24067141187597,Y,2.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",gnina_refined,"4.67,5.50,-0.41",4.294068283063125,4.294068283063125,Z,2.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",template_transferred,"4.63,5.14,-2.18",3.6858266695442925,3.6858266695442925,Z,1.0,
x03220-1,0.4978934343076725,"6.04,1.74,-1.97","1.43,9.04,-1.58","9.60,12.89,-1.79","-7.08,5.34,6.52",posit,"4.80,5.24,-1.13",3.8056012506559678,3.8056012506559678,Z,1.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",boltz_model_0,"-5.05,-0.71,2.51",4.073517683935854,4.073517683935854,Z,2.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",boltz_model_1,"-4.14,-1.88,3.04",2.8539749745143395,2.8539749745143395,Z,1.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",boltz_model_2,"-5.18,-0.86,2.46",4.136512226766552,4.136512226766552,Z,2.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",boltz_model_3,"-5.14,-1.18,2.51",3.98043793508234,3.98043793508234,Z,2.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",boltz_model_4,"-5.45,-1.89,2.93",3.776603266556962,3.776603266556962,Z,1.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",gnina_refined,"-5.57,-0.42,2.79",4.322623531361257,4.322623531361257,Z,2.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",template_transferred,"-6.12,-2.01,0.95",5.68807191433097,4.177176833430302,Y,1.0,
x03223-1,1.0566389276805375,"-2.66,-2.19,5.46","-7.91,1.56,-0.28","-14.31,-2.78,4.40","-0.90,0.11,-10.31",posit,"-6.67,0.83,-1.99",8.983166890114232,2.2370984760356576,Y,1.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",boltz_model_0,"7.06,-3.80,-3.96",4.089354818368632,4.089354818368632,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",boltz_model_1,"6.76,-3.72,-3.73",4.059777444705976,4.059777444705976,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",boltz_model_2,"6.83,-3.75,-3.54",3.981041389734829,3.981041389734829,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",boltz_model_3,"6.94,-3.95,-3.66",4.13710988258138,4.13710988258138,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",boltz_model_4,"6.82,-3.79,-3.79",4.104858836502611,4.104858836502611,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",gnina_refined,"7.24,-4.17,-4.04",4.3598707294150545,4.3598707294150545,Z,2.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",template_transferred,"8.72,-4.10,-0.26",4.085732721883255,4.085732721883255,Z,1.0,
x03234-1,1.0658907221400742,"8.68,-0.50,-2.19","5.15,-7.97,-4.70","11.78,-7.75,-10.84","-6.70,-4.84,-3.45",posit,"8.00,-7.43,-9.00",9.742209476104115,4.2128052566878464,X,1.0,
x03244-1,0.564593915144998,"-5.38,-2.47,-0.72","-5.80,4.42,-5.91","-12.95,0.05,-9.29","6.27,5.82,-7.98",boltz_model_0,"-4.70,1.76,-4.32",5.59283502311999,3.2902162840023523,Y,1.0,
x03244-1,0.564593915144998,"-5.38,-2.47,-0.72","-5.80,4.42,-5.91","-12.95,0.05,-9.29","6.27,5.82,-7.98",boltz_model_1,"-4.75,1.79,-4.52",5.744287097318124,3.1537137487501994,Y,1.0,
x03244-1,0.564593915144998,"-5.38,-2.47,-0.72","-5.80,4.42,-5.91","-12.95,0.05,-9.29","6.27,5.82,-7.98",boltz_model_2,"-4.29,1.83,-4.76",6.001609938617492,3.2090307876740516,Y,1.0,
x03244-1,0.564593915144998,"-5.38,-2.47,-0.72","-5.80,4.42,-5.91","-12.95,0.05,-9.29","6.27,5.82,-7.98",boltz_model_3,"-4.84,1.72,-4.17",5.457173125139035,3.348087933319892,Y,1.0,
x03244-1,0.564593915144998,"-5.38,-2.47,-0.72","-5.80,4.42,-5.91","-12.95,0.05,-9.29","6.27,5.82,-7.98",boltz_model_4,"-4.79,1.71,-4.21",5.48101407026609,3.351610189970092,Y,1.0,
