compound,qha,template_pdb,template_ccd,mcs_atoms,mcs_coverage,source,template_rmsd,rocs_inplace_shape,rocs_inplace_color,rocs_inplace_combo,rocs_best_shape,rocs_best_color,rocs_best_combo,skipped,error
x01070-1,15,6TFI,N6H,11.0,0.7333333333333333,boltz_model_4,6.630326055137004,0.18654291331768036,0.11690546572208405,0.3034483790397644,0.4319150745868683,0.3194846212863922,0.7513996958732605,,
x01070-1,15,6TFI,N6H,11.0,0.7333333333333333,gnina_refined,6.660652540047725,0.16337141394615173,0.10231681913137436,0.2656882330775261,0.3454907536506653,0.23405025899410248,0.5795410126447678,,
x01070-1,15,6TFI,N6H,11.0,0.7333333333333333,template_transferred,0.11292382036521446,0.5000178813934326,0.3051155209541321,0.8051334023475647,0.41133344173431396,0.1574801355600357,0.5688135772943497,,
x01105-1,16,9BEQ,AP1,10.0,0.625,boltz_model_0,8.336666799410564,0.24500241875648499,0.005082547664642334,0.2500849664211273,0.2902379035949707,0.1048947125673294,0.3951326161623001,,
x01105-1,16,9BEQ,AP1,10.0,0.625,boltz_model_1,7.321404553548318,0.2319187968969345,0.030799895524978638,0.26271869242191315,0.27889180183410645,0.15276338160037994,0.4316551834344864,,
x01105-1,16,9BEQ,AP1,10.0,0.625,boltz_model_2,7.85537802151531,0.25518620014190674,0.01615527831017971,0.27134147845208645,0.26674044132232666,0.17469045519828796,0.4414308965206146,,
x01105-1,16,9BEQ,AP1,10.0,0.625,boltz_model_3,7.7640856433724865,0.23550356924533844,0.019352298229932785,0.2548558674752712,0.27769625186920166,0.14555639028549194,0.4232526421546936,,
x01105-1,16,9BEQ,AP1,10.0,0.625,boltz_model_4,7.22298533975756,0.22913728654384613,0.022601308301091194,0.2517385948449373,0.25934115052223206,0.15484949946403503,0.4141906499862671,,
x01105-1,16,9BEQ,AP1,10.0,0.625,gnina_refined,7.604708892026861,0.22933490574359894,0.03203141316771507,0.261366318911314,0.2966715693473816,0.16260071098804474,0.45927228033542633,,
x01105-1,16,9BEQ,AP1,10.0,0.625,template_transferred,0.046329653361142406,0.20560552179813385,0.1665893793106079,0.37219490110874176,0.23236386477947235,0.11838305741548538,0.35074692219495773,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,boltz_model_0,2.4942374263239318,0.17677608132362366,0.009088337421417236,0.1858644187450409,0.2762888967990875,0.1194351464509964,0.3957240432500839,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,boltz_model_1,4.477746207059408,0.21489065885543823,0.00048005630378611386,0.21537071515922435,0.3148021697998047,0.11404037475585938,0.42884254455566406,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,boltz_model_2,4.857650605631283,0.19691434502601624,0.004318137187510729,0.20123248221352696,0.2799338400363922,0.10725214332342148,0.3871859833598137,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,boltz_model_3,3.392862372313202,0.25085127353668213,0.0008952445932663977,0.2517465181299485,0.26125243306159973,0.1658013015985489,0.4270537346601486,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,boltz_model_4,3.544882997571081,0.25647541880607605,0.0004505763645283878,0.25692599517060444,0.28577426075935364,0.12536171078681946,0.4111359715461731,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,gnina_refined,3.319967617549504,0.16927435994148254,0.000655314011964947,0.1699296739534475,0.23658402264118195,0.12146866321563721,0.35805268585681915,,
x01108-1,16,9BEQ,AP1,9.0,0.5625,template_transferred,0.01849923468136321,0.1880713701248169,0.05257116258144379,0.24064253270626068,0.26627370715141296,0.1519787609577179,0.41825246810913086,,
x01111-1,16,8SVO,WSO,10.0,0.625,boltz_model_0,5.737750459802571,0.18408489227294922,0.02462148666381836,0.20870637893676758,0.4133875072002411,0.23777757585048676,0.6511650830507278,,
x01111-1,16,8SVO,WSO,10.0,0.625,boltz_model_1,5.208984129450794,0.1656608134508133,0.008126778528094292,0.17378759197890759,0.4027060568332672,0.2127508670091629,0.6154569238424301,,
x01111-1,16,8SVO,WSO,10.0,0.625,boltz_model_2,5.215807412579425,0.16260011494159698,0.04299163073301315,0.20559174567461014,0.36594507098197937,0.2371133714914322,0.6030584424734116,,
x01111-1,16,8SVO,WSO,10.0,0.625,boltz_model_3,5.287659576565488,0.16366823017597198,0.016279393807053566,0.17994762398302555,0.384666383266449,0.17317473888397217,0.5578411221504211,,
x01111-1,16,8SVO,WSO,10.0,0.625,boltz_model_4,5.579778475310251,0.17584747076034546,0.01146866474300623,0.1873161355033517,0.4244706928730011,0.18067990243434906,0.6051505953073502,,
x01111-1,16,8SVO,WSO,10.0,0.625,gnina_refined,5.450731356847539,0.14304538071155548,0.048947520554065704,0.19199290126562119,0.3684544563293457,0.23536162078380585,0.6038160771131516,,
x01111-1,16,8SVO,WSO,10.0,0.625,template_transferred,0.04316955026035231,0.3194733262062073,0.14989392459392548,0.46936725080013275,0.39176592230796814,0.21143871545791626,0.6032046377658844,,
x01126-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01130-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01131-1,11,6HJ2,P06,11.0,1.0,boltz_model_0,9.716580070579825,0.10426371544599533,2.6682379029807635e-05,0.10429039782502514,0.3268991708755493,0.1279357224702835,0.4548348933458328,,
x01131-1,11,6HJ2,P06,11.0,1.0,boltz_model_1,7.954636787403969,0.23604029417037964,0.0014005432603880763,0.23744083743076771,0.32579395174980164,0.09950714558362961,0.42530109733343124,,
x01131-1,11,6HJ2,P06,11.0,1.0,boltz_model_2,7.801709540760585,0.17532697319984436,0.0008325916714966297,0.176159564871341,0.28176283836364746,0.12723739445209503,0.4090002328157425,,
x01131-1,11,6HJ2,P06,11.0,1.0,boltz_model_3,9.522100476869285,0.10751461982727051,0.0023574004881083965,0.1098720203153789,0.3430847227573395,0.12771907448768616,0.47080379724502563,,
x01131-1,11,6HJ2,P06,11.0,1.0,boltz_model_4,7.967241611309343,0.1437174528837204,0.004057074431329966,0.14777452731505036,0.3153514564037323,0.128780797123909,0.4441322535276413,,
x01131-1,11,6HJ2,P06,11.0,1.0,gnina_refined,9.74275138938393,0.10733793675899506,5.128007614985108e-06,0.10734306476661004,0.3264235556125641,0.12789878249168396,0.45432233810424805,,
x01131-1,11,6HJ2,P06,11.0,1.0,template_transferred,0.05422174507348539,0.30956611037254333,0.21366016566753387,0.5232262760400772,0.2887049615383148,0.12621378898620605,0.4149187505245209,,
x01217-1,13,,,,,,,,,,,,,mcs_below_threshold,
x01233-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01234-1,19,,,,,,,,,,,,,mcs_below_threshold,
x01249-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01260-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01287-1,12,,,,,,,,,,,,,mcs_below_threshold,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,boltz_model_0,3.0383198745949658,0.25566449761390686,0.023113684728741646,0.2787781823426485,0.4413793981075287,0.3926732540130615,0.8340526521205902,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,boltz_model_1,2.9477569203238603,0.2731446325778961,0.03043104149401188,0.303575674071908,0.44145432114601135,0.3915267586708069,0.8329810798168182,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,boltz_model_2,2.848414725873471,0.2821432650089264,0.04915701970458031,0.3313002847135067,0.4412367343902588,0.3922395408153534,0.8334762752056122,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,boltz_model_3,3.0626681198282006,0.2609917223453522,0.01926221139729023,0.2802539337426424,0.4425085186958313,0.3920165002346039,0.8345250189304352,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,boltz_model_4,3.1489267359830952,0.2359103411436081,0.01444288995116949,0.2503532310947776,0.44181233644485474,0.392198771238327,0.8340111076831818,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,gnina_refined,3.1768702944470695,0.2525940537452698,0.012847274541854858,0.26544132828712463,0.4400964677333832,0.39271649718284607,0.8328129649162292,,
x01295-1,13,5A86,D7E,11.0,0.8461538461538461,template_transferred,0.05779406942145167,0.48083996772766113,0.37221890687942505,0.8530588746070862,0.4393739700317383,0.38867026567459106,0.8280442357063293,,
x01306-1,11,,,,,,,,,,,,,mcs_below_threshold,
x01325-1,15,6TFI,N6H,9.0,0.6,boltz_model_0,6.0070886764474105,0.15706698596477509,0.034578051418066025,0.1916450373828411,0.3679690361022949,0.18094851076602936,0.5489175468683243,,
x01325-1,15,6TFI,N6H,9.0,0.6,boltz_model_1,6.229586216373365,0.1255001574754715,0.04587949812412262,0.17137965559959412,0.46299493312835693,0.2993825078010559,0.7623774409294128,,
x01325-1,15,6TFI,N6H,9.0,0.6,boltz_model_2,5.617584525416454,0.1587776392698288,0.04844644293189049,0.20722408220171928,0.5206882357597351,0.2993687689304352,0.8200570046901703,,
x01325-1,15,6TFI,N6H,9.0,0.6,boltz_model_3,6.181504665598376,0.12659190595149994,0.06017346307635307,0.186765369027853,0.44596678018569946,0.2985132038593292,0.7444799840450287,,
x01325-1,15,6TFI,N6H,9.0,0.6,boltz_model_4,5.956560397707058,0.15263158082962036,0.06154916062951088,0.21418074145913124,0.5123834609985352,0.29889705777168274,0.8112805187702179,,
x01325-1,15,6TFI,N6H,9.0,0.6,gnina_refined,5.758552982929681,0.15943610668182373,0.03346272557973862,0.19289883226156235,0.3576328158378601,0.18106047809123993,0.5386932939291,,
x01325-1,15,6TFI,N6H,9.0,0.6,template_transferred,0.03710158725510195,0.5297425985336304,0.289156436920166,0.8188990354537964,0.5335570573806763,0.2994326055049896,0.8329896628856659,,
x01334-1,16,6HTY,GRH,9.0,0.5625,boltz_model_0,3.7805765750201386,0.24287930130958557,0.004634118173271418,0.247513419482857,0.39227136969566345,0.21688438951969147,0.6091557592153549,,
x01334-1,16,6HTY,GRH,9.0,0.5625,boltz_model_1,4.534833335981,0.22456929087638855,0.028687763959169388,0.25325705483555794,0.4367941617965698,0.20643211901187897,0.6432262808084488,,
x01334-1,16,6HTY,GRH,9.0,0.5625,boltz_model_2,5.085315981946477,0.20136772096157074,0.028597161173820496,0.22996488213539124,0.40019336342811584,0.2168211042881012,0.617014467716217,,
x01334-1,16,6HTY,GRH,9.0,0.5625,boltz_model_3,4.915313839122102,0.30272072553634644,0.03149430453777313,0.33421503007411957,0.4344936013221741,0.20668934285640717,0.6411829441785812,,
x01334-1,16,6HTY,GRH,9.0,0.5625,boltz_model_4,4.959027252431197,0.16784082353115082,0.006277198437601328,0.17411802196875215,0.423089861869812,0.17538565397262573,0.5984755158424377,,
x01334-1,16,6HTY,GRH,9.0,0.5625,gnina_refined,3.989227187460411,0.3085797429084778,0.0013121794909238815,0.30989192239940166,0.39720940589904785,0.21668604016304016,0.613895446062088,,
x01334-1,16,6HTY,GRH,9.0,0.5625,template_transferred,0.06264612168566823,0.36435213685035706,0.2294880747795105,0.5938402116298676,0.3891828656196594,0.2172965109348297,0.6064793765544891,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_0,5.13739224934864,0.1758909970521927,0.0007652469212189317,0.17665624397341162,0.5413399934768677,0.21459347009658813,0.7559334635734558,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_1,5.591975885748472,0.17977581918239594,0.03153609484434128,0.2113119140267372,0.5356671810150146,0.21581608057022095,0.7514832615852356,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_2,5.623467263556113,0.18444477021694183,0.051161035895347595,0.23560580611228943,0.504555881023407,0.22091467678546906,0.725470557808876,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_3,5.078724829762201,0.18050885200500488,0.04502047598361969,0.22552932798862457,0.4856337010860443,0.21758390963077545,0.7032176107168198,,
x01358-1,16,6DUP,HCJ,12.0,0.75,boltz_model_4,3.4104301608854466,0.4540720283985138,0.038938507437705994,0.4930105358362198,0.5363205075263977,0.20724175870418549,0.7435622662305832,,
x01358-1,16,6DUP,HCJ,12.0,0.75,gnina_refined,5.238500645736908,0.13130062818527222,0.00021819754329044372,0.13151882572856266,0.5037872791290283,0.2205270677804947,0.724314346909523,,
x01358-1,16,6DUP,HCJ,12.0,0.75,template_transferred,0.06757489732628999,0.4655575156211853,0.16609951853752136,0.6316570341587067,0.47480276226997375,0.21821412444114685,0.6930168867111206,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_0,5.5203011866980525,0.10229597985744476,0.0006192277069203556,0.10291520756436512,0.425816148519516,0.18503542244434357,0.6108515709638596,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_1,5.7037019595454534,0.09390334039926529,0.0009124886710196733,0.09481582907028496,0.35520634055137634,0.3421405553817749,0.6973468959331512,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_2,5.250795090715856,0.1040167585015297,0.001109544769860804,0.1051263032713905,0.3472314178943634,0.3331582844257355,0.6803897023200989,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_3,5.7362145209107265,0.09488654136657715,0.0005980927380733192,0.09548463410465047,0.39744582772254944,0.2991495430469513,0.6965953707695007,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,boltz_model_4,5.760574003481149,0.07166139036417007,0.0003235100011806935,0.07198490036535077,0.3825727105140686,0.18552565574645996,0.5680983662605286,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,gnina_refined,5.762092253026089,0.08486964553594589,0.000938289042096585,0.08580793457804248,0.3728962540626526,0.3234234154224396,0.6963196694850922,,
x01378-1,15,6HJ2,P06,11.0,0.7333333333333333,template_transferred,0.049911144431463786,0.43591466546058655,0.18653634190559387,0.6224510073661804,0.4371598958969116,0.18664303421974182,0.6238029301166534,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_0,5.449307169691945,0.10690294206142426,0.0008345210808329284,0.10773746314225718,0.5779460668563843,0.28943154215812683,0.8673776090145111,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_1,5.444909327612476,0.12302175164222717,0.0012696310877799988,0.12429138273000717,0.6104559302330017,0.2875296175479889,0.8979855477809906,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_2,5.406195827456178,0.11464525014162064,0.0009524288470856845,0.11559767898870632,0.5943829417228699,0.28990572690963745,0.8842886686325073,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_3,5.6126816666818895,0.10766958445310593,0.000959788856562227,0.10862937330966815,0.6407716870307922,0.29519063234329224,0.9359623193740845,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,boltz_model_4,5.485103794927933,0.11361115425825119,0.0015659815398976207,0.11517713579814881,0.572364330291748,0.2905149459838867,0.8628792762756348,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,gnina_refined,5.128299472600339,0.12749525904655457,0.0016135748010128736,0.12910883384756744,0.5707574486732483,0.29350775480270386,0.8642652034759521,,
x01382-1,15,7AXD,S6W,8.0,0.5333333333333333,template_transferred,0.07820454197892296,0.5059807896614075,0.14950646460056305,0.6554872542619705,0.5985725522041321,0.31185635924339294,0.910428911447525,,
x01401-1,14,,,,,,,,,,,,,mcs_below_threshold,
x01411-1,14,,,,,,,,,,,,,mcs_below_threshold,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_0,5.627253572526998,0.13574863970279694,0.055361464619636536,0.19111010432243347,0.406538188457489,0.4987333118915558,0.9052715003490448,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_1,5.633437820948426,0.2529418468475342,0.0010783629259094596,0.25402020977344364,0.37617725133895874,0.4650866985321045,0.8412639498710632,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_2,5.495998094218425,0.18566934764385223,0.018741464242339134,0.20441081188619137,0.5444926023483276,0.3345043957233429,0.8789969980716705,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_3,5.932021969610298,0.28364405035972595,0.016941767185926437,0.3005858175456524,0.5402889847755432,0.3331173360347748,0.873406320810318,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,boltz_model_4,5.436856448648823,0.20076166093349457,0.00019521954527590424,0.20095688047877047,0.5166199803352356,0.3331906795501709,0.8498106598854065,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,gnina_refined,5.853106982733413,0.10969456285238266,0.056860778480768204,0.16655534133315086,0.40080708265304565,0.49877628684043884,0.8995833694934845,,
x01415-1,14,6S41,KUB,12.0,0.8571428571428571,template_transferred,0.047156948224637285,0.5225707292556763,0.49836522340774536,1.0209359526634216,0.5241338014602661,0.4990035593509674,1.0231373608112335,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_0,5.119998208677562,0.19974905252456665,0.0003936600114684552,0.2001427125360351,0.40787622332572937,0.16480505466461182,0.5726812779903412,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_1,5.3080097927560965,0.20780311524868011,0.0008189110085368156,0.20862202625721693,0.48140719532966614,0.06388504058122635,0.5452922359108925,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_2,5.163095305185433,0.27261826395988464,0.003921066876500845,0.2765393308363855,0.4202922582626343,0.1741304248571396,0.5944226831197739,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_3,4.698938019736917,0.32151302695274353,0.04730744659900665,0.3688204735517502,0.531048595905304,0.21441897749900818,0.7454675734043121,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,boltz_model_4,4.897588456225628,0.2804420292377472,0.00340811419300735,0.28385014343075454,0.4490987956523895,0.2208281010389328,0.6699268966913223,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,gnina_refined,5.175552941542832,0.19016535580158234,0.0011081561679020524,0.1912735119694844,0.4608791470527649,0.06527956575155258,0.5261587128043175,,
x01438-1,18,6HTY,GRH,10.0,0.5555555555555556,template_transferred,0.06146211595160122,0.39517858624458313,0.3059045076370239,0.7010830938816071,0.4160894751548767,0.12457356601953506,0.5406630411744118,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_0,2.1024387655208576,0.2554362714290619,0.07611237466335297,0.33154864609241486,0.36462801694869995,0.15781305730342865,0.5224410742521286,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_1,2.1570570853775255,0.22851403057575226,0.08139249682426453,0.3099065274000168,0.36572131514549255,0.15801982581615448,0.523741140961647,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_2,2.098651908007445,0.26332488656044006,0.09896626323461533,0.3622911497950554,0.3559584617614746,0.15566597878932953,0.5116244405508041,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_3,2.3027683776302124,0.21353977918624878,0.04194265976548195,0.25548243895173073,0.364989697933197,0.15715348720550537,0.5221431851387024,,
x01464-1,10,6TFI,N6H,9.0,0.9,boltz_model_4,2.652528308598163,0.2502119839191437,0.00850696675479412,0.2587189506739378,0.3621980547904968,0.15557098388671875,0.5177690386772156,,
x01464-1,10,6TFI,N6H,9.0,0.9,gnina_refined,2.1688438585320062,0.2220403105020523,0.07007100433111191,0.2921113148331642,0.38195401430130005,0.15797631442546844,0.5399303287267685,,
x01464-1,10,6TFI,N6H,9.0,0.9,template_transferred,0.03782212927422437,0.28933995962142944,0.18060201406478882,0.46994197368621826,0.3755408823490143,0.1536746323108673,0.5292155146598816,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_0,3.1590915702815945,0.38819217681884766,0.003107375232502818,0.3912995520513505,0.46452394127845764,0.14032480120658875,0.6048487424850464,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_1,3.4920493647640325,0.2503982186317444,0.00043554563308134675,0.25083376426482573,0.45716145634651184,0.13820874691009521,0.5953702032566071,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_2,3.710748002036442,0.17724163830280304,0.0014877576613798738,0.1787293959641829,0.4512796998023987,0.13419267535209656,0.5854723751544952,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_3,3.1860479787525278,0.2928628623485565,0.004974164068698883,0.2978370264172554,0.4451046288013458,0.13282562792301178,0.5779302567243576,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,boltz_model_4,3.3486818592191425,0.25104400515556335,0.005665808916091919,0.2567098140716553,0.4480096101760864,0.1375463902950287,0.5855560004711151,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,gnina_refined,3.6539224801508823,0.29341334104537964,0.0009109959937632084,0.29432433703914285,0.46360480785369873,0.13996146619319916,0.6035662740468979,,
x01502-1,14,6S41,KUB,9.0,0.6428571428571429,template_transferred,0.044196557447842184,0.5599960088729858,0.29027941823005676,0.8502754271030426,0.5668842792510986,0.29382964968681335,0.860713928937912,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_0,5.267495281941323,0.06278882175683975,0.00032049266155809164,0.06310931441839784,0.35910049080848694,0.22205431759357452,0.5811548084020615,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_1,4.984342927745999,0.06980195641517639,0.00046451814705505967,0.07026647456223145,0.3275732100009918,0.1576554775238037,0.48522868752479553,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_2,5.193230522884046,0.06249598041176796,0.00016774317191448063,0.06266372358368244,0.36104267835617065,0.21984267234802246,0.5808853507041931,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_3,4.330493009806304,0.10764952003955841,0.00031853915425017476,0.10796805919380859,0.28007182478904724,0.1337512880563736,0.41382311284542084,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,boltz_model_4,5.131887625392794,0.07561884075403214,0.0003865452890750021,0.07600538604310714,0.3645470142364502,0.22269178926944733,0.5872388035058975,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,gnina_refined,5.197517615863167,0.053258948028087616,7.216182711999863e-05,0.053331109855207615,0.24153529107570648,0.12961097061634064,0.3711462616920471,,
x01511-1,14,6BNS,XGH,10.0,0.7142857142857143,template_transferred,0.06597837481246951,0.3428078591823578,0.27925679087638855,0.6220646500587463,0.31840693950653076,0.19816699624061584,0.5165739357471466,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_0,4.300815223966837,0.27945682406425476,0.004663944244384766,0.2841207683086395,0.5077657103538513,0.16809691488742828,0.6758626252412796,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_1,4.80592488010948,0.28714224696159363,0.013760862872004509,0.30090310983359814,0.43023693561553955,0.19915015995502472,0.6293870955705643,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_2,4.684201491453401,0.2850199043750763,0.013376614078879356,0.29839651845395565,0.43852174282073975,0.19223730266094208,0.6307590454816818,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_3,5.025656759522892,0.265336811542511,0.018649037927389145,0.28398584946990013,0.43481141328811646,0.20143011212348938,0.6362415254116058,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,boltz_model_4,4.362168288540185,0.2666824460029602,0.01627102680504322,0.2829534728080034,0.4908331632614136,0.19864454865455627,0.6894777119159698,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,gnina_refined,4.469293344901136,0.25527578592300415,0.0014654217520728707,0.256741207675077,0.5016279816627502,0.16919802129268646,0.6708260029554367,,
x02691-1,26,5A86,D7E,9.0,0.34615384615384615,template_transferred,,,,,,,,,pdb_missing
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_0,2.209807043760003,0.35791346430778503,0.03772338852286339,0.3956368528306484,0.4148623049259186,0.25057709217071533,0.6654393970966339,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_1,2.17273386971125,0.3378874957561493,0.03705719858407974,0.37494469434022903,0.4167174994945526,0.27997687458992004,0.6966943740844727,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_2,2.033907498450455,0.3928525745868683,0.03034861944615841,0.4232011940330267,0.4647170305252075,0.18998941779136658,0.6547064483165741,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_3,1.9942154910799315,0.3839164674282074,0.03545946627855301,0.4193759337067604,0.49777039885520935,0.18226246535778046,0.6800328642129898,,
x02696-1,24,1NRL,SRL,12.0,0.5,boltz_model_4,2.2076273547857905,0.36247652769088745,0.027228988707065582,0.38970551639795303,0.40791910886764526,0.25262153148651123,0.6605406403541565,,
x02696-1,24,1NRL,SRL,12.0,0.5,gnina_refined,2.0341768740363975,0.33455678820610046,0.02274656482040882,0.3573033530265093,0.33788707852363586,0.2705758213996887,0.6084628999233246,,
x02696-1,24,1NRL,SRL,12.0,0.5,template_transferred,0.09302860789046989,0.324675977230072,0.18143023550510406,0.5061062127351761,0.41558369994163513,0.17736010253429413,0.5929438024759293,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_0,4.365101536656548,0.41528865694999695,0.009218446910381317,0.42450710386037827,0.39931219816207886,0.14373648166656494,0.5430486798286438,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_1,4.545069409966858,0.41409632563591003,0.007823951542377472,0.4219202771782875,0.4533538818359375,0.13887375593185425,0.5922276377677917,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_2,4.196619403129515,0.4539045989513397,0.020219046622514725,0.47412364557385445,0.3953246772289276,0.15004771947860718,0.5453723967075348,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_3,4.254186096313146,0.42577627301216125,0.015345295891165733,0.441121568903327,0.3975108861923218,0.15042100846767426,0.547931894659996,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,boltz_model_4,4.164555036283939,0.44386354088783264,0.01617426611483097,0.4600378070026636,0.41671666502952576,0.20344766974449158,0.6201643347740173,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,gnina_refined,4.497580281085969,0.45485129952430725,0.013312939554452896,0.46816423907876015,0.3723118305206299,0.20075009763240814,0.573061928153038,,
x02698-1,24,2O9I,444,11.0,0.4583333333333333,template_transferred,0.1121803569757274,0.445776104927063,0.4671275019645691,0.9129036068916321,0.44225046038627625,0.17194020748138428,0.6141906678676605,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_0,4.1291347631686595,0.43046680092811584,0.016338946297764778,0.4468057472258806,0.49748846888542175,0.2484661340713501,0.7459546029567719,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_1,4.118122439994955,0.45635536313056946,0.02064947597682476,0.4770048391073942,0.55206698179245,0.14439387619495392,0.6964608579874039,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_2,4.098334558039653,0.4415101408958435,0.01926286891102791,0.4607730098068714,0.5539505481719971,0.143625408411026,0.6975759565830231,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_3,4.122305428601801,0.477927565574646,0.03862164169549942,0.5165492072701454,0.5931535363197327,0.2485543191432953,0.841707855463028,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,boltz_model_4,4.104950430080046,0.4582529664039612,0.03615684434771538,0.49440981075167656,0.593739926815033,0.24909989535808563,0.8428398221731186,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,gnina_refined,4.158912030598216,0.41032174229621887,0.009064004756510258,0.41938574705272913,0.5404365658760071,0.14476165175437927,0.6851982176303864,,
x02700-1,21,6S41,KUB,12.0,0.5714285714285714,template_transferred,0.07712147266184642,0.5067902207374573,0.49005961418151855,0.9968498349189758,0.5542744994163513,0.24971513450145721,0.8039896339178085,,
x02704-1,25,,,,,,,,,,,,,mcs_below_threshold,
