fold,epochs_run,best_val_mae,loss_start,loss_end,pretrain_best_val_loss,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,60,0.5155273812198754,6.335481586364599,0.49194350781349033,0.7477596132528215,0.5155274014467224,0.5687266417243493,0.592935331755873,0.7282542369409987,0.5429514171523422
1,43,0.47992341302963626,4.580904275178909,0.49815652003655064,0.7477596132528215,0.47992340355034335,0.4831009796105361,0.6934140677885596,0.799591613463785,0.5989879145769027
2,19,0.49548761879146747,5.080369835862746,0.5734271980248965,0.7477596132528215,0.49548761965426086,0.5833978579452216,0.5627631148310661,0.7380287512222354,0.5465345937075624
3,48,0.4408256551455752,3.1477702025037546,0.47355231700035244,0.7477596132528215,0.4408256405723124,0.5654245633576483,0.5973414462335878,0.7230329596156946,0.5435326396761984
4,27,0.49508896856926954,5.500261710240291,0.5582367267746192,0.7477596132528215,0.4950889732975226,0.49293364556831154,0.6692668396208548,0.7795116972403137,0.5807796818642559
