source,gate,gamma,MAE,delta_mae_vs_raw,Spearman_R,delta_spearman_vs_raw,train_gate_mean,test_gate_mean,id55_abs_delta_mean,id55_abs_delta_p90,id55_abs_delta_max,id55_spearman,id56_minus_id55_projection,id56_minus_id55_pearson,id56_minus_id51_projection,id56_minus_id51_pearson
optuna_top500_minus_current_raw,hba_high_hard_q20,0.5,0.382634766312426,-0.008809228275063308,0.8557792266383677,0.006748497837630207,0.8951690821256039,0.9590643274853801,0.05818079937688069,0.11428692060679602,0.23627823461165054,0.9954409750665577,0.550148954943685,0.5310168725843797,0.8618673937746258,0.7424952149668977
optuna_top500_minus_current_raw,hbd_high_hard_q20,0.5,0.38277932597444014,-0.008664668613049153,0.8558998120380177,0.0068690832372801935,1.0,1.0,0.06048534693540754,0.11551773406796091,0.23627823461165054,0.9952367162434298,0.5698261195251677,0.5398086289294519,0.8935530873474425,0.75536243834959
optuna_top500_minus_current_raw,num_aromatic_rings_high_hard_q20,0.5,0.3828048404320105,-0.008639154155478779,0.8556419102133326,0.006611181412595091,0.9685990338164251,0.9805068226120858,0.05825980738564316,0.11346680386893163,0.23627823461165054,0.9953830217364099,0.5571936417192321,0.5408469538105983,0.8575141473243483,0.7434276793869576
optuna_top500_minus_current_raw,num_heteroatoms_high_hard_q20,0.5,0.3828141513175511,-0.008629843269938209,0.8554553611194218,0.006424632318684287,0.868840579710145,0.9707602339181286,0.058281564829198114,0.11434541421844635,0.23627823461165054,0.9953268461157759,0.5564636147122669,0.5402946408119921,0.8639723754358442,0.7480198352456283
optuna_top500_minus_current_raw,num_rings_high_hard_q20,0.5,0.3829015897179876,-0.008542404869501696,0.8556241138444618,0.006593385043724309,0.9388888888888889,0.9961013645224172,0.059906845154384054,0.11442816732038814,0.23627823461165054,0.9953288904817169,0.560442486251764,0.5348639792271027,0.878472526544324,0.7483559287468422
optuna_top500_minus_current_raw,num_rotatable_bonds_low_hard_q80,0.5,0.38319667544360936,-0.008247319143879939,0.8557588634334894,0.006728134632751903,0.8743961352657005,0.9220272904483431,0.055095269522795656,0.11376939266990327,0.23627823461165054,0.9956587444819899,0.5473369864411303,0.5430743401627274,0.8301109993174536,0.7359881861158862
optuna_top500_minus_current_raw,member_range_high_hard_q20,0.5,0.3832422142626703,-0.008201780324818997,0.8552789759553739,0.006248247154636455,0.8,0.8830409356725146,0.05755282133570845,0.11551773406796091,0.23627823461165054,0.9952397383496031,0.5549320312754268,0.5313562875892931,0.8736414043272257,0.7468482062628377
optuna_top500_minus_current_raw,member_std_high_hard_q20,0.5,0.3833607924610434,-0.00808320212644592,0.8551632199888417,0.0061324911881042166,0.8,0.8927875243664717,0.05752228769057891,0.11551773406796091,0.23627823461165054,0.9953871104682916,0.5525325078765525,0.5301936644365223,0.8700356960559014,0.7453106871249143
optuna_top500_minus_current_raw,logp_high_hard_q20,0.5,0.383363191639277,-0.008080802948212285,0.85536236540175,0.006331636601012547,0.8,0.8401559454191033,0.050054786951446835,0.10650564622815538,0.22430269296116467,0.9956671886021802,0.4536703734829523,0.4851600446758184,0.7117574349755665,0.6769033271837026
optuna_top500_minus_current_raw,tpsa_high_hard_q20,0.5,0.383424223698484,-0.008019770889005295,0.855469205426713,0.00643847662597552,0.8045893719806764,0.8557504873294347,0.05147041172798499,0.11087725103398062,0.23627823461165054,0.9958781138359845,0.4683888617384351,0.4818197816381027,0.7562703561247262,0.6937874466639311
