fold,epochs_run,best_val_mae,loss_start,loss_end,target_mean,target_std,node_dim,edge_dim,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,2,0.8132236003875732,1.0670358355228717,0.8191505899796119,4.306232452392578,1.1157569885253906,9,3,0.813223667380038,0.8971433216195511,0.17449515605199772,0.38844076396605476,0.268824005674415
