fold,n_train,n_val,loss_start,loss_end,val_resid_std
0,3309,831,0.4039418399333954,0.34273743629455566,0.11258977607142291
1,3310,830,0.4267804026603699,0.3591400980949402,0.11609474511244515
2,3311,829,0.4138876497745514,0.3517937660217285,0.10976828829305398
3,3322,818,0.43327170610427856,0.36281058192253113,0.11494151757030528
4,3308,832,0.41625815629959106,0.34723392128944397,0.1227659304109308
