fold,n_train,n_val,loss_start,loss_end,val_resid_std
0,3309,831,0.4705849587917328,0.4067637324333191,0.10862453306631788
1,3310,830,0.48463284969329834,0.41329488158226013,0.11795294072764391
2,3311,829,0.41672593355178833,0.3944668173789978,0.11151931806065471
3,3322,818,0.4495939314365387,0.4103108048439026,0.09693111718573241
4,3308,832,0.461342453956604,0.40274807810783386,0.08497365702559986
