label,gamma,clip,oof_mae,oof_delta_mae,oof_spearman,oof_delta_spearman,oof_resid_std,test_resid_std,final_loss_start,final_loss_end,test_mean_shift,test_mean_abs_shift,test_p90_abs_shift,test_max_abs_shift,test_gt_005,test_gt_010,test_gt_020
g0p25_c0p06,0.25,0.06,0.3907435257379398,-0.000700468849549496,0.8495027162990252,0.00047198749828769593,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,-0.002726470795378349,0.01710498567489039,0.03599978461861611,0.05999999999999961,16,0,0
g0p25_c0p03,0.25,0.03,0.39076530018837324,-0.0006786943991160532,0.8495413903223151,0.0005106615215776378,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,-0.002035566389589744,0.015389580283800554,0.03000000000000025,0.03000000000000025,0,0,0
g0p5_c0p03,0.5,0.03,0.3908677645830828,-0.0005762300044064861,0.8495352355305342,0.0005045067297967387,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,-0.002722289658661698,0.02143623776951737,0.03000000000000025,0.03000000000000025,0,0,0
g0p5_c0p06,0.5,0.06,0.39100414763111285,-0.000439846956376444,0.8491796688766129,0.00014894007587540337,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,-0.00407113277917949,0.03077916056760101,0.05999999999999961,0.06000000000000005,130,0,0
gm0p25_c0p03,-0.25,0.03,0.3928981553281081,0.0014541607406188262,0.8476902732758838,-0.0013404555248537342,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,0.002035566389589745,0.015389580283800556,0.03000000000000025,0.03000000000000025,0,0,0
gm0p5_c0p03,-0.5,0.03,0.39319802985240554,0.0017540352649162427,0.8473115968957918,-0.0017191319049456588,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,0.0027222896586617013,0.021436237769517374,0.03000000000000025,0.03000000000000025,0,0,0
gm0p25_c0p06,-0.25,0.06,0.3934837910795704,0.0020397964920810807,0.8472096202116169,-0.0018211085891205459,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,0.00272647079537835,0.01710498567489039,0.03599978461861611,0.05999999999999961,16,0,0
gm0p5_c0p06,-0.5,0.06,0.39512219570233204,0.0036782011148427385,0.8454966984837988,-0.0035340303169386633,0.11590873173365941,0.08641898002530483,0.4214938282966614,0.39764562249183655,0.00407113277917949,0.03077916056760101,0.05999999999999961,0.06000000000000005,130,0,0
