source,gate,gamma,MAE,delta_mae_vs_raw,Spearman_R,train_gate_mean,test_gate_mean,id55_abs_delta_mean,id55_abs_delta_p90,id55_abs_delta_max,id55_spearman,id56_minus_id55_projection,id56_minus_id55_pearson,id56_minus_id51_projection,id56_minus_id51_pearson
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MEAN_family_gap_high_soft_q20,0.25,0.3888276704181107,-0.00261632416937857,0.8512612554277819,0.28884036099102905,0.30511890229418576,0.008765792234447333,0.024973866653310497,0.057383988229863014,0.9997535205759213,0.057188280617063866,0.33266298690368795,0.10466278822162241,0.5253076089580785
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MEAN_positive_delta_AND_family_gap_high_soft_q20,0.25,0.3889169033874177,-0.0025270912000716073,0.8511361457640465,0.24152273386092976,0.2660637208379361,0.008062953812061416,0.024403297083297915,0.057383988229863014,0.9997719198693882,0.05452850717817626,0.33655606635246244,0.09982088281617066,0.5287657431045995
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MEAN_family_gap_high_soft_q20,0.25,0.3889835265202282,-0.002460468067261079,0.8510775158507107,0.2676776808341479,0.2786609623178256,0.007998563455696254,0.022443913800164597,0.050843989524858024,0.9997905858192825,0.051589832243822055,0.3255471025696346,0.09491221558271506,0.5162384515528154
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MEAN_positive_delta_AND_num_rings_high_soft_q20,0.35,0.38899177165102483,-0.0024522229364644654,0.8513373901547588,0.182879481873387,0.18539593510544322,0.006748182544303298,0.02248641821746258,0.05211596446804201,0.9998293398866818,0.038577590122832885,0.27656072175827556,0.07186823298267618,0.43975601623413235
optuna_top500_minus_current_raw,lf_mean_soft_q50_to_q95_MEAN_num_rings_high_soft_q20,0.25,0.38901533450805,-0.0024286600794393154,0.8513490114379811,0.30368625145172007,0.2992431316291944,0.008611904484134743,0.020212735507442226,0.045760534029126276,0.9998185847441238,0.05919350783552209,0.36112992450111175,0.1040152434431226,0.5587096661047608
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MAX_family_gap_high_soft_q20,0.15,0.38902340029845445,-0.0024205942890348497,0.8511231423838896,0.43172196840082794,0.44187935328027517,0.007740144553204912,0.02068966980387259,0.051614425798543806,0.9997971633444833,0.04993705571860133,0.3267635923116799,0.09306804743735209,0.5264875315209873
optuna_top500_minus_current_raw,lf_mean_soft_q50_to_q95_MAX_family_gap_high_soft_q20,0.15,0.38904245156995976,-0.0024015430175295394,0.8510392806823054,0.42384287124686904,0.43210432773645624,0.007699427046878035,0.02140389939480212,0.051614425798543806,0.9997975188863861,0.050820169078607265,0.33339755153981365,0.09388573772456572,0.5318316195432315
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MAX_family_gap_high_soft_q20,0.15,0.3890570718796131,-0.0023869227078762156,0.8510712800525754,0.4172694651886961,0.42368479348061183,0.007483919793519007,0.020598551500572528,0.051614425798543806,0.9998031186713544,0.048287230295824136,0.32191568518336156,0.09022461371716406,0.5193740246701396
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MAX_positive_delta_AND_family_gap_high_soft_q20,0.15,0.38906595770736874,-0.00237803688012056,0.8510854915943106,0.3772726106584206,0.3917220191076239,0.007080806081282872,0.020598551500572528,0.051614425798543806,0.9998036519842084,0.04723984518128477,0.32861646907426895,0.08821734972090323,0.5273949158679573
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MEAN_positive_delta_AND_num_rings_high_soft_q20_AND_family_gap_high_soft_q20,0.25,0.38907148185901674,-0.0023725127284725533,0.8510941472670294,0.23916032184434338,0.24468668876202454,0.0069021907977839326,0.019678799877432596,0.04160946817781497,0.9998586720936584,0.04462622012763792,0.3441792775455737,0.08113608140187424,0.5379861653426977
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MEAN_positive_delta_AND_family_gap_high_soft_q20,0.25,0.3890727594895353,-0.0023712350979540053,0.850954273307343,0.22036005370404863,0.2396057808615759,0.00729572503331033,0.022152774115817665,0.050843989524858024,0.9998026742439758,0.04893005880493443,0.32983717154129477,0.09007031017726333,0.5202071088561506
optuna_top500_minus_current_raw,lf_mean_soft_q50_to_q95_MAX_positive_delta_AND_family_gap_high_soft_q20,0.15,0.3890918576321656,-0.0023521369553237137,0.8509921101240409,0.3658020474593773,0.3762541363856557,0.007001671119489954,0.021241601012722284,0.051614425798543806,0.9998062296630034,0.04809171341046148,0.336950140300292,0.08891920082340211,0.5346896829184966
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MAX_positive_delta_AND_family_gap_high_soft_q20,0.15,0.3891096310044939,-0.00233436358299538,0.8510230806797866,0.3548309103908491,0.3662494792723984,0.0067712886471740915,0.020542877898645888,0.051614425798543806,0.9998136960429611,0.04547027375343205,0.32431909340844417,0.0851326790617451,0.5208326621020809
seed10_top500_minus_current_raw,positive_delta_AND_num_rings_high_soft_q20,0.5,0.38912530054172,-0.0023186940457692873,0.8516918776822759,0.19162640901771336,0.15919428200129954,0.008771643225553101,0.03326581801941728,0.11077326322815573,0.9995690832138715,-0.08251185406267227,-0.32302310493909475,-0.05798406466436655,-0.2012117281615344
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95,0.35,0.3891595264313936,-0.002284468156095676,0.8511596820842235,0.22595872019580202,0.2469696085131845,0.00905138199436661,0.030823963973297275,0.08109661428314219,0.9995041968166203,0.049852241437365684,0.22520534857936625,0.09602073109802367,0.37310431059535015
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MEAN_num_rings_high_soft_q20,0.25,0.38917361328329303,-0.0022703813041962673,0.8511521257472187,0.3035993278917818,0.2995731733274174,0.008224901638879008,0.018942898636879056,0.045760534029126276,0.9998261400095572,0.05660669628489578,0.3645675259266363,0.09785231227889189,0.5568545800752641
optuna_top500_minus_current_raw,lf_mean_soft_q50_to_q95_MAX_num_rings_high_soft_q20,0.15,0.3892001299565356,-0.002243864630953718,0.8509648563901274,0.46631330223880607,0.4759286194487464,0.008497694451637776,0.020510461995580445,0.054912640834951176,0.9998173403474641,0.06071158991048925,0.36842404464433676,0.10571342990464679,0.5678506857082938
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q50_to_q95_MAX_num_rings_high_soft_q20,0.15,0.38923961547006297,-0.002204379117426325,0.8510242572167548,0.4687050200921921,0.46917567064566057,0.00809019729642077,0.01940655171041108,0.054912640834951176,0.9998237401017135,0.05790353740867805,0.37014066540602775,0.09967671126475068,0.5657371201601636
optuna_top500_minus_current_raw,family_gap_high_soft_q20,0.15,0.38929592875887176,-0.0021480658286175403,0.8507604174909976,0.35172200178625607,0.3632681960751871,0.006639786969465407,0.019559553577265375,0.051614425798543806,0.9998435615627917,0.047260690410177095,0.34237133776275863,0.08444360396679401,0.5285660774455039
optuna_top500_minus_current_raw,log2fc_33_pred_soft_q60_to_q95_MAX_num_rings_high_soft_q20,0.15,0.3892969689577009,-0.0021470256297884127,0.8509822818885696,0.4553684000761269,0.4480443024420273,0.007643705344697034,0.018164848982613967,0.054912640834951176,0.999835828526407,0.054337676036911094,0.360329783697961,0.09331887863934914,0.5502459834233134
optuna_top500_minus_current_raw,positive_delta_AND_num_rings_high_soft_q20,0.25,0.38932795499093503,-0.0021160395965542644,0.8510398262491099,0.1821256038647343,0.17673814165042234,0.004709445481959348,0.01703298937378648,0.051850028725727526,0.9999004482672311,0.030698995895269705,0.28610933586657644,0.05358381304019277,0.42590607958273996
