fold,epochs_run,best_val_mae,loss_start,loss_end,pretrain_val_loss,frozen_param_tensors,encoder_hidden_dim,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,2,2.2879896934282047,13.63755776331975,7.510459569784311,0.36472949385643005,4,256,2.2879896899853374,2.524096079148518,-3.8650094334532064,0.008507282765992117,0.005774016524336231
1,2,2.514495562645326,15.31854064647968,9.885913702157827,0.36472949385643005,4,256,2.5144955640815825,2.531144056005041,-4.516339579823405,0.4788322312001886,0.3273873179145644
