fold,epochs_run,best_val_mae,loss_start,loss_end,pretrain_val_loss,frozen_param_tensors,encoder_hidden_dim,target_mean,target_std,val_MAE,val_RAE,val_R2,val_Spearman_R,val_Kendall_Tau
0,54,0.526446712792981,1.0062574233327592,0.2232495312179838,0.36472949385643005,4,256,4.306232452392578,1.1157569885253906,0.5264467083263491,0.58077275355891,0.5906334247334518,0.7147350746486764,0.5246247519715306
1,51,0.4651652308704121,1.146626957825252,0.24132857152393886,0.36472949385643005,4,256,4.348460674285889,1.103929042816162,0.46516523207937516,0.46824509418769256,0.7058999443984548,0.7970927799811268,0.6004144644551139
2,60,0.4961801668049078,1.1712288005011422,0.22236372317586625,0.36472949385643005,4,256,4.3286027908325195,1.1412564516067505,0.4961801679331739,0.5842132792926277,0.5755549843500307,0.7489855761658923,0.5578525112921636
3,66,0.4507962154040808,1.070091256073543,0.19759765480245864,0.36472949385643005,4,256,4.28664493560791,1.145444393157959,0.4507962164265186,0.5782133124228562,0.5874580846724197,0.7238092816724624,0.5431608991336849
4,31,0.4993575910379325,1.1989242689950126,0.33705670067242216,0.36472949385643005,4,256,4.334252834320068,1.098952293395996,0.49935758724417106,0.4971836764672641,0.6671688562218451,0.7826221028405987,0.5837811571935488
